,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
281,98.7561692516887,232847.3492911816,170.30158789199612,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,281.0,81.0,1,100.70881463302916
282,83.8971548145606,168092.5612391816,124.92473614693093,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,282.0,51.0,1,43.408988743621734
285,82.98803364034558,186052.7249911321,124.78083625170622,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_76_85,sex_female,285.0,81.0,1,1.5384144161555815
286,78.9146375229233,194809.10008967266,143.4599706503995,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,286.0,81.0,1,80.43035318590071
287,91.91265722339114,227336.0287700295,177.1992114217532,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,287.0,51.0,1,6.295107110075504
289,76.55378125231317,177314.96028116142,130.33018315305742,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,289.0,21.0,1,54.99306134509892
290,77.6644082059577,160581.58782653633,116.65419998628498,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_2,age_36_45,sex_male,290.0,21.0,1,97.27754040600547
291,75.81945347658409,148109.93690231122,98.27217852820412,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,291.0,51.0,1,104.43035318590071
292,87.45668757767496,236551.6864468693,168.53105171759825,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,292.0,51.0,1,80.6406659335244
293,89.54186764588509,201815.75494966845,136.98969286004478,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,293.0,81.0,1,21.050769248473173
294,82.46079617967924,188295.89231918447,134.35455158157146,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,294.0,51.0,1,82.52455301076901
295,76.00744759772004,146951.7027406039,108.42506591143166,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,295.0,31.0,1,119.33254202660638
296,95.45008009470058,240114.9276468686,174.78873549206025,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,296.0,81.0,1,21.050769248473173
297,89.11269367192482,218812.74441157735,158.15494499488824,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,297.0,81.0,1,43.03109763166238
299,82.91685338258347,186005.68086907602,132.76922148270907,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,299.0,81.0,1,81.80326704687752
300,76.79233971711506,176439.50361380892,130.79357211714537,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,300.0,21.0,1,99.68659239777004
301,64.83613572496019,101259.45332757989,63.605420846671656,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,301.0,1.0,1,103.6858331376813
302,69.35684437133456,137862.19320946882,100.98292054108671,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_male,302.0,1.0,1,55.943776135407354
303,78.43264023096052,148752.0986446818,95.01686222524529,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,303.0,51.0,1,104.38182723629791
304,89.91980449714724,239740.3812786883,170.54431584947562,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_female,304.0,51.0,1,89.38157464731772
305,70.74304935444417,111344.23697909547,84.62669713619884,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_male,305.0,1.0,1,128.36992345127928
306,80.31932984594215,184373.0051541745,131.03672308010832,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,306.0,51.0,1,83.31367853679319
307,73.45380400575776,166420.42905596766,125.0360698831448,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_56_65,sex_female,307.0,1.0,1,4.444308555544626
308,63.45511506304123,122147.27380478961,91.75091955264992,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_female,308.0,31.0,1,116.27603276378298
309,85.9418791159281,189606.18174032136,128.62568313216565,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,309.0,81.0,1,108.64850842061298
310,97.18470824025042,248236.50974337163,172.10109181721214,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,310.0,81.0,1,44.18120397836754
311,104.3624997239725,255752.8447746885,177.52430867886628,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,311.0,81.0,1,42.3095590787908
312,86.45103443024958,219597.05133195678,158.10051086689742,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,312.0,81.0,1,22.275752985419032
313,86.50053904335279,205534.93224071737,158.91815685951497,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_female,313.0,81.0,1,35.81450657721204
314,75.79938453166251,150204.18815648824,99.60476170019696,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_female,314.0,51.0,1,0.32303405333813623
315,97.4073323035352,259582.74842359664,185.73311260359168,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,315.0,81.0,1,40.09899374218693
317,94.01201907239586,236409.65327989234,164.0037026734061,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_56_65,sex_male,317.0,81.0,1,28.872379766932852
318,92.18081443427414,248606.0726079956,179.1706647469101,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_56_65,sex_female,318.0,51.0,1,7.772055212364597
319,74.99745489992449,111486.17914539496,83.43136005904196,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,319.0,31.0,1,125.438072150784
320,83.68055286981695,173522.09742742902,133.22229058767329,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_female,320.0,31.0,1,26.59958295170175
321,88.04061519125344,201729.92169284855,159.16035227929856,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,321.0,81.0,1,51.02507191381592
322,83.98416937561534,188735.31567818977,136.02980006931628,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,322.0,81.0,1,3.53359938994201
323,86.06238882873656,210843.06045509875,152.1109129803148,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_26_35,sex_male,323.0,51.0,1,35.644436653204174
327,85.64432256844198,195116.38091516824,138.99624774130194,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,327.0,81.0,1,41.854216581636294
329,83.2260769398717,189525.43006553804,138.99748094084964,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,329.0,51.0,1,99.31367853679319
330,86.0059120592558,224014.4578036984,158.1039487716666,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,330.0,51.0,1,86.01357979450123
331,83.28835400054639,194667.02863247032,142.69761568970713,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,331.0,81.0,1,93.43035318590071
332,74.78023091903461,131482.33791920886,88.50146404284844,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,332.0,21.0,1,26.389365993719853
333,71.64576220861845,113835.83656341134,84.90344858592529,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,333.0,31.0,1,126.438072150784
334,83.19319068563189,220079.94014024103,159.9888201975838,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,334.0,51.0,1,51.271522792227316
335,96.90260387700891,246097.5783631449,179.12093682909403,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_female,335.0,81.0,1,15.213117772846175
336,79.82959679315985,153648.57547916466,102.439453852782,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_male,336.0,51.0,1,18.232347358974017
337,78.6136932652408,165080.55609093548,103.40184390644902,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_male,337.0,51.0,1,39.68745019075016
338,84.6292308776014,197671.76367296246,140.5847249995019,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,338.0,81.0,1,40.854216581636294
339,96.38210428913038,245638.31251707388,176.45348733828789,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,339.0,81.0,1,35.92211269216082
340,67.70138620229837,106212.56297635194,71.29802112017991,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,340.0,31.0,1,35.38052384950797
341,83.25594197095508,170516.50398136963,125.40430944256936,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,341.0,51.0,1,38.45751469322456
342,72.68318512915603,143137.9484220248,103.22142716710216,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,342.0,31.0,1,106.70545588758318
343,84.34567275818891,168259.40408963687,123.86682116246764,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,343.0,51.0,1,51.43412390558048
345,94.06611997093563,238024.0497036113,170.49813058181488,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,345.0,51.0,1,88.6406659335244
346,83.45995545733349,187576.18188898265,137.85785687020896,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,346.0,81.0,1,0.53359938994201
347,98.08860116588863,252558.8290621144,173.82110201867084,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_56_65,sex_male,347.0,81.0,1,48.80155921401611
348,75.51569291696566,128795.4772340845,90.04475386885584,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_56_65,sex_female,348.0,31.0,1,37.439597897686674
349,100.56638910763438,245035.8999660741,167.81368885233366,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_56_65,sex_female,349.0,81.0,1,23.661814430328974
350,82.06407140131334,178066.62156973523,129.07428836994495,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,350.0,51.0,1,94.54417576067087
351,84.7244265275963,166675.3957932501,118.2006345442563,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,351.0,51.0,1,50.43412390558048
353,72.68652002520085,132697.26861538732,98.38346697719452,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,353.0,31.0,1,48.35970353393021
354,88.41621935152052,198374.40100101865,128.6853665609172,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,354.0,81.0,1,46.132678028764715
357,88.67701753838745,194257.90937675376,140.56618521934743,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,357.0,81.0,1,15.14522166232161
358,78.95791136023176,188166.60750229406,135.09215562392714,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_56_65,sex_male,358.0,51.0,1,0.07707296281689402
359,78.9340729592438,153904.75774918837,118.36120076975536,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,359.0,31.0,1,18.095936452630056
361,81.66121564125713,172271.8412184085,124.11527590491067,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,361.0,51.0,1,58.43412390558048
362,71.10046256489703,147418.0144107469,109.90636290947545,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_36_45,sex_female,362.0,1.0,1,106.42674185147459
364,96.03493970388077,234491.4710791691,163.45446449338522,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,364.0,81.0,1,1.8120608370704234
365,93.61685514243891,239188.6637962867,173.2336314103935,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,365.0,81.0,1,25.050769248473173
366,92.74937026929736,237517.4149189265,172.07811388997845,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_female,366.0,51.0,1,0.14496907334144693
367,76.25680552692741,153622.97464916846,115.59848631395398,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,367.0,31.0,1,97.54341650058213
368,84.6562987908002,193773.9720632501,141.3295715240496,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,368.0,81.0,1,34.49369053947459
369,79.93396264948574,177586.42402106468,116.38869527278364,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,369.0,51.0,1,111.03320254440314
370,91.8200503646548,228742.28918463454,164.14924271745974,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_female,370.0,51.0,1,82.80301445789742
371,83.528515434727,172291.98174854447,127.9738284852625,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_26_35,sex_female,371.0,31.0,1,0.4021039440698612
372,74.43801565458786,142362.75300603322,94.46852591563955,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,372.0,51.0,1,92.80326704687752
373,76.47420995915597,142529.9878986053,91.70435535204369,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,373.0,51.0,1,108.38182723629791
374,84.11986460208728,176204.13500094684,131.81335860685914,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,374.0,31.0,1,54.933286472367996
377,98.56542275399849,234026.6055405043,167.73146921164374,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,377.0,81.0,1,4.812060837070423
378,103.70675652776293,271990.35607242666,187.7659385903509,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_8,age_26_35,sex_male,378.0,51.0,1,70.0223127577703
379,98.19526971461944,274587.882794526,199.779840231606,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_female,379.0,51.0,1,8.324026346041682
380,97.24037554698593,245469.4466735773,179.92389209553562,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_19_25,sex_male,380.0,81.0,1,5.214852800968902
381,88.15930061736526,198354.6638649302,145.1739775922415,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_female,381.0,81.0,1,18.021782022370143
382,80.16369790440736,164228.5105036011,109.46050904804257,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,382.0,51.0,1,58.98257168205957
384,86.17442973468648,203702.0120167345,150.9815752642704,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,384.0,81.0,1,25.772307801344773
385,94.42002563625485,234597.1331981128,167.31337151672096,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,385.0,51.0,1,92.13528905525284
386,88.05533241866068,230122.3555647853,166.20553436850986,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,386.0,81.0,1,27.324278935021866
387,73.94354407679765,146441.19413382062,110.49426819892705,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,387.0,31.0,1,42.33199789990514
388,97.51313516641385,229842.2077553447,167.63399255688856,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,388.0,81.0,1,82.81073585753228
389,71.97113234636859,142685.41837170787,108.00694620429856,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,389.0,31.0,1,109.70545588758318
390,67.96397011755228,123573.87156510555,95.83958120241091,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_female,390.0,1.0,1,47.6317474600138
391,106.6269009890845,270979.7628620244,192.0598433431678,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,391.0,81.0,1,23.60274038215028
392,70.7863119328397,114927.74175115324,74.98280816481672,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,392.0,31.0,1,26.723022591653205
393,77.13059478428326,169204.76489681186,118.28981688811123,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_19_25,sex_female,393.0,51.0,1,5.182676945905363
394,76.67770380686719,152696.01172656225,113.8813179677594,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,394.0,1.0,1,117.26439332710163
395,80.13252501777555,141121.80344974992,105.45061318759609,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,395.0,31.0,1,64.01192483491208
396,84.34400510522312,182738.8833489282,133.3777515607796,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,396.0,51.0,1,36.99306134509892
397,68.73514338632525,122012.82730197649,92.50736802900688,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,397.0,31.0,1,33.28859227346013
398,84.64351923971716,195545.37369150648,133.9256474653867,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,398.0,81.0,1,82.70881463302916
399,66.49639373507058,115013.47735066195,87.32354353964409,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,399.0,31.0,1,122.48659810038686
400,96.08136984137212,231692.52951906773,178.46017912592526,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,400.0,81.0,1,40.49369053947459
403,83.7727152928143,172011.38585304213,129.4033862229727,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,403.0,31.0,1,59.933286472367996
404,76.59538461450269,146009.6174659933,98.28519001189177,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,404.0,51.0,1,1.53359938994201
405,76.70238704089249,137297.27197228777,93.41090846930857,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,405.0,51.0,1,65.06121004460361
406,89.85676073087755,211462.89240395848,154.0717456433499,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,406.0,81.0,1,27.859433497997166
407,80.11983598962561,174345.03583529193,125.86798199368128,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_male,407.0,31.0,1,32.81014828830561
408,81.50331707202658,177908.61908513753,116.3188921645925,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,408.0,51.0,1,68.33967149173203
409,75.27012909360633,179198.69458822085,129.96779046331673,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,409.0,51.0,1,101.80326704687752
410,86.35526944887665,231554.293624368,163.8103811453847,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_male,410.0,81.0,1,20.42368310945003
411,69.03881652352891,134487.51035901922,101.7747211345776,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,411.0,31.0,1,46.149138197326316
412,63.19625771488411,102668.26565042206,76.05279445340182,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_1,age_46_55,sex_male,412.0,1.0,1,37.445610908205964
413,69.93573774601563,137783.75120469366,92.3079198718981,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,413.0,21.0,1,44.99306134509892
414,84.6314994345442,203648.4768747534,151.34522391561708,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_female,414.0,61.0,1,101.99211315806494
415,79.14598637153266,147034.05211446606,97.06960699209093,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,415.0,51.0,1,3.53359938994201
417,78.28022929894313,165410.21435895338,122.8246085610012,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,417.0,31.0,1,119.1705026396053
418,60.21119152661917,109521.76307183849,83.58079033117677,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,418.0,1.0,1,113.791363261859
419,84.61815363209699,182426.7187558529,131.9173310752976,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,419.0,81.0,1,83.80326704687752
421,58.500064846493615,92671.46837580325,57.86675511948472,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_1,age_36_45,sex_female,421.0,1.0,1,30.0809894978216
424,85.79908958639379,202649.5949612265,148.73164445221326,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,424.0,81.0,1,40.90274253123913
426,98.89851797486848,238910.01329904172,166.21680860803434,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,426.0,81.0,1,40.132678028764715
427,87.39045258448267,201601.33950820516,134.59669792624857,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,427.0,81.0,1,38.92211269216082
429,106.96886545310404,268097.12421871256,190.32024813701275,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,429.0,81.0,1,25.60274038215028
430,93.56354944178676,240746.27620372036,169.98632679804555,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,430.0,51.0,1,93.6406659335244
431,90.46883962478792,238249.75776689762,168.69405924270157,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,431.0,51.0,1,89.6406659335244
432,90.10337215569227,231459.3018769137,167.9065047789407,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,432.0,81.0,1,57.129106155128184
433,97.02096954475395,240020.86326224578,171.06040767839042,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,433.0,51.0,1,40.064529329259976
