,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
138,201,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,177600.08532988947,86.08556507678324,132.34371549017956,68.37412095639944,0.0
139,202,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,169049.28209065375,90.01773000346758,124.2988993493533,68.37412095639944,165.49160011172435
140,206,sex_male,Size_3,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,206471.30043379887,96.52761532785745,160.78944246059717,68.37412095639944,351.3626074613769
141,207,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,188317.7154196776,86.07601951439074,132.31025791557968,68.37412095639944,364.57172899939275
142,208,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,187009.14778494003,85.29721292407011,132.36545240613495,68.37412095639944,385.11102977881416
143,209,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,177886.33767818636,80.27449830291238,127.1985661456372,68.37412095639944,342.84815634809945
144,210,sex_female,Size_6,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,228956.47855161031,105.70033282482977,162.77284795269216,68.37412095639944,0.0
145,211,sex_female,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,211212.5797998248,92.64116609331387,150.7154377456042,68.37412095639944,0.0
146,212,sex_female,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,170563.9499607479,85.72208283262195,125.42317989534918,68.37412095639944,102.68942590158828
147,213,sex_female,Size_4,age_46_55,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,226056.09621164808,95.63626820253069,173.25645857608896,68.37412095639944,41.19368441507361
148,214,sex_female,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,225281.4401211411,98.6871592761017,162.83882879273594,68.37412095639944,306.96274309713743
149,215,sex_female,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,236237.74742468254,100.18469140130536,171.6407652910691,68.37412095639944,349.2256165278522
150,218,sex_male,Size_10,age_86_100,Education_High_School,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,244151.66038076417,105.96878037135335,176.00767702199204,68.37412095639944,0.0
151,219,sex_female,Size_10,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,258425.33872065,107.98720237625264,184.75148168501394,68.37412095639944,101.11022051916953
152,220,sex_female,Size_9,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,257833.80977947338,98.61228477791157,186.57653998152185,68.37412095639944,0.0
153,221,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,200161.49218506762,91.53029722957915,146.50026276463925,68.37412095639944,0.0
154,222,sex_female,Size_5,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,216676.4281756443,99.27791218416685,160.15853498729496,68.37412095639944,0.0
155,223,sex_male,Size_5,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,211226.46204639424,95.81225092722298,153.3819679840067,68.37412095639944,0.0
156,224,sex_male,Size_5,age_76_85,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,224937.08860477334,98.4154420823605,165.33776139660074,68.37412095639944,0.0
157,225,sex_female,Size_2,age_19_25,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,160066.29937846906,83.6497987336853,115.08082813763134,68.37412095639944,0.0
158,226,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,228111.07132819027,96.49597923802895,160.9242495589208,68.37412095639944,0.0
159,227,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,231230.66617968943,103.77133150998893,164.59461082755234,68.37412095639944,369.76491730727355
160,228,sex_female,Size_2,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,193194.46077550296,86.75122631709415,139.43353318070663,68.37412095639944,0.0
161,229,sex_male,Size_8,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,222337.06151381636,92.0630675909603,167.53673313682563,68.37412095639944,0.0
162,230,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,236122.55340364267,105.07000520754772,171.29764971183616,68.37412095639944,0.0
163,232,sex_female,Size_5,age_26_35,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,229110.07093229727,95.4368175660967,172.21415221071888,68.37412095639944,0.0
164,234,sex_female,Size_4,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,229926.39332971993,94.30561171434844,162.15440205514085,68.37412095639944,0.0
165,238,sex_female,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,168515.89582588486,81.26355993852219,122.222850043376,68.37412095639944,0.0
166,239,sex_male,Size_6,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,261627.3656917726,108.23691276498408,184.27997481527584,68.37412095639944,43.014362869692214
167,240,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,189178.28077435197,93.2994679054245,136.24711280285374,68.37412095639944,10.955660650502917
168,241,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,171308.479670314,90.6081434443191,123.38368415777705,68.37412095639944,165.49160011172435
169,242,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,183355.42623575366,85.81057249495832,134.0372711948014,68.37412095639944,385.11102977881416
170,244,sex_male,Size_3,age_66_75,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,243807.30272530034,100.27368813966049,174.87128634821025,68.37412095639944,9.13782471895256
171,245,sex_female,Size_2,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,207217.92154093395,90.92326614196449,149.24961951381286,68.37412095639944,0.0
172,246,sex_male,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,169083.1985708396,85.4718335749538,123.59553699064743,68.37412095639944,99.12849131887376
173,247,sex_male,Size_2,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,223536.0615132073,94.76989238719842,161.2437659710795,68.37412095639944,0.0
174,249,sex_male,Size_4,age_19_25,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,216043.18410733272,93.00684693148332,154.08137514542972,68.37412095639944,0.0
175,250,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,172616.35499291949,86.36958589821081,123.90133213891964,68.37412095639944,342.84815634809945
176,251,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,189519.12573569664,88.18740788862009,138.93361782519008,68.37412095639944,0.0
177,255,sex_male,Size_4,age_46_55,Education_High_School,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,153460.22712352884,83.37219909020209,113.94656632760542,68.37412095639944,9.594353155047314
178,256,sex_male,Size_4,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,243583.0100821554,99.51068506691615,172.9895346841614,68.37412095639944,0.0
179,257,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,189061.827592818,91.49015516713114,138.6296590224934,68.37412095639944,0.0
180,258,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,180249.01445185815,86.71142367478632,131.37443456467932,68.37412095639944,0.0
181,259,sex_female,Size_5,age_76_85,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,230505.20849233484,97.78848384106628,168.15090164547843,68.37412095639944,0.0
182,260,sex_male,Size_5,age_19_25,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,186684.75050063283,86.95710261535976,132.05135551742984,68.37412095639944,0.0
183,262,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,193065.07658435413,85.62279199034774,143.22550974761438,68.37412095639944,0.0
184,263,sex_female,Size_8,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,244704.7712304275,104.86700265517823,178.56784877640263,68.37412095639944,32.20314443531011
185,264,sex_female,Size_8,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,273749.4818787981,105.38518748660046,196.62111699530567,68.37412095639944,0.0
186,265,sex_male,Size_2,age_56_65,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,210667.78069991508,96.5445996011774,164.4988667261326,68.37412095639944,0.0
187,266,sex_female,Size_4,age_76_85,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,217342.44228584276,92.04385406129879,157.13079380891534,68.37412095639944,0.0
188,267,sex_female,Size_3,age_19_25,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,124064.00660840183,72.88420415458202,80.74783253580581,68.37412095639944,0.0
189,268,sex_female,Size_3,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,174309.62718261906,87.3997352036801,114.21695138505936,68.37412095639944,136.22935565532364
190,269,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,166751.82582811304,84.13937512750346,121.32601430062631,68.37412095639944,172.1147689062857
191,270,sex_female,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,175890.5883109751,84.51685331684297,124.34053875147315,68.37412095639944,151.57546812686425
192,272,sex_male,Size_4,age_56_65,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,227455.21035162715,94.37167717820068,175.62763657886762,68.37412095639944,0.0
193,273,sex_male,Size_3,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,234458.84995677733,101.84414413502401,168.4287259996293,68.37412095639944,0.0
194,274,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,234923.11763876793,104.28372714021657,166.9008963653998,68.37412095639944,37.87242160967701
195,275,sex_male,Size_6,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,259660.25985135167,107.17260475200266,188.88038383353242,68.37412095639944,43.014362869692214
196,276,sex_male,Size_7,age_19_25,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,207358.5886206941,94.14733938629516,153.0168931002736,68.37412095639944,0.0
197,277,sex_female,Size_3,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,180575.24319678784,88.59602030074038,133.68284809052503,68.37412095639944,151.57546812686425
198,278,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,218778.95248672526,91.0865810401804,157.39939143260247,68.37412095639944,150.14548764018377
199,279,sex_male,Size_2,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,197760.52735843902,95.71522798878924,151.52158501570526,68.37412095639944,131.74317779428708
200,280,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,230973.37445873965,98.51279464420034,161.3392700613241,68.37412095639944,0.0
201,281,sex_female,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,205437.02573218138,87.01505787900261,150.47885944074045,68.37412095639944,0.0
202,282,sex_male,Size_7,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,258894.31859845182,101.59838602035275,186.85593628595,68.37412095639944,34.330866099648176
203,283,sex_male,Size_7,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,221417.48329636274,95.1449201866071,164.55156664861576,68.37412095639944,91.93985200190342
204,284,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,192877.52618583778,93.64403095903631,142.72757323382052,68.37412095639944,53.21853408121762
205,286,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,241748.6455194337,104.41372229962111,175.93431344395822,68.37412095639944,17.333120830255652
206,287,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,237945.17063617654,102.70779524386809,171.1581057492342,68.37412095639944,37.87242160967701
207,288,sex_male,Size_7,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,230394.61007917384,97.56580986411736,166.93717848895045,68.37412095639944,67.83961663976751
208,291,sex_male,Size_6,age_26_35,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,201217.7231707976,90.91713096942837,144.94729749050296,68.37412095639944,0.0
209,293,sex_female,Size_7,age_46_55,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,264660.5172205759,98.8691754796096,203.64902624049756,68.37412095639944,79.91500233575948
210,300,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,186172.2271668181,88.90983297789401,136.05898428797755,68.37412095639944,10.955660650502917
211,301,sex_male,Size_5,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,258344.67737098495,105.29916324113289,186.09774216743926,68.37412095639944,0.0
212,303,sex_male,Size_5,age_19_25,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,184152.54426103327,88.4503253527526,131.49259353477782,68.37412095639944,0.0
213,304,sex_male,Size_7,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,272196.2198542427,109.48200739703216,195.18302216247022,68.37412095639944,0.0
214,305,sex_male,Size_7,age_46_55,Education_Post_Secondary,AC_no,Cooking_yes,Refrigeration_yes,Urbanity_Urban,225775.0740301171,73.68363355681556,162.38700104103387,68.37412095639944,48.768283675511775
215,307,sex_female,Size_8,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,273495.6333434363,104.42523752451741,194.9170675312993,68.37412095639944,0.0
216,311,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,177054.8072878289,90.06800312872979,128.74061261493887,68.37412095639944,144.952299332303
217,312,sex_female,Size_2,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,198649.68027214013,99.75866128384729,150.53507072379284,68.37412095639944,111.20387701486574
218,315,sex_female,Size_4,age_66_75,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,255796.78746244038,104.25620046375576,180.46107435672783,68.37412095639944,0.0
219,316,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,234559.9777596392,102.57273132991679,164.80139279296785,68.37412095639944,37.87242160967701
220,317,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,172992.67058345675,87.15126795768658,116.48768586763478,68.37412095639944,150.14548764018377
221,318,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,218309.4964702406,94.22355047585567,153.72283649778652,68.37412095639944,327.50204387655884
222,319,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,229004.98689422914,98.72806383302049,166.058152874718,68.37412095639944,369.76491730727355
223,320,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,185813.875327415,87.37597973804752,136.90378612165472,68.37412095639944,385.11102977881416
224,321,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,180160.8455376531,88.81918380971445,129.40915623105948,68.37412095639944,342.84815634809945
225,322,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,204991.55553209726,91.69562494910224,153.7034297604319,68.37412095639944,32.679233301796245
226,324,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,233727.59875961186,99.09039167300087,168.30188309024467,68.37412095639944,0.0
227,326,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,224983.49061522263,96.19887828542736,160.63249218395865,68.37412095639944,327.50204387655884
228,327,sex_male,Size_3,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,213330.3945292474,92.79772229575165,168.0193955773094,68.37412095639944,351.3626074613769
229,328,sex_male,Size_5,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,231202.92624423144,97.40454350273964,182.2411816008208,68.37412095639944,22.879861547266593
230,329,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,181108.73258824757,86.90455532088,135.6706157392643,68.37412095639944,385.11102977881416
231,333,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,196154.1224655886,89.89212935391912,141.39825618043676,68.37412095639944,0.0
232,334,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,216162.71238040892,95.2127120189751,155.68626799691367,68.37412095639944,150.14548764018377
233,337,sex_male,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,209596.14651132797,90.19989141643676,151.23440459190155,68.37412095639944,16.097601910518105
234,338,sex_female,Size_6,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,220585.59899686684,98.3424191788184,161.90383898267706,68.37412095639944,37.82117456181144
235,339,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,205943.14567015917,90.63028073517549,148.95196172458392,68.37412095639944,56.62828386470387
236,340,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,238752.42330617888,98.56719133853177,174.05895324008088,68.37412095639944,0.0
237,341,sex_female,Size_5,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,252068.2634993912,104.51207366266225,175.85273185371452,68.37412095639944,0.0
238,342,sex_female,Size_5,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,239594.11072953517,99.64757508732757,173.12655450617905,68.37412095639944,0.0
239,343,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,212269.95346463428,98.35052429963285,156.17706715215778,68.37412095639944,0.0
240,345,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,193407.33416965944,95.32106331732128,141.57612400254777,68.37412095639944,53.21853408121762
241,346,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,217904.99439314022,93.20865142532455,153.40320607941848,68.37412095639944,327.50204387655884
242,347,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,215483.75899378455,96.67706826141035,154.56227194433043,68.37412095639944,327.50204387655884
243,348,sex_male,Size_8,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,269328.6480812033,99.65641792562765,187.337973725158,68.37412095639944,0.0
244,349,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,227718.66485969865,103.9189859637816,167.03579084026842,68.37412095639944,369.76491730727355
245,350,sex_female,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,226355.22243329347,90.84261911642103,160.9439253693311,68.37412095639944,306.96274309713743
246,351,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,222350.81093981597,94.80776782992476,157.93611622899084,68.37412095639944,327.50204387655884
247,352,sex_male,Size_6,age_19_25,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,221808.50420983357,100.15304149976498,171.33468875915466,68.37412095639944,0.0
248,353,sex_female,Size_6,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,265366.89430958906,108.15827096544118,190.07371003383116,68.37412095639944,22.47506209027084
249,355,sex_female,Size_8,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,281443.88552029437,105.66107965105925,203.98733164226167,68.37412095639944,0.0
250,357,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,204948.6416871036,98.8362731422009,148.88836868159686,68.37412095639944,56.62828386470387
251,358,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,201110.71354130292,90.57898464389561,144.34534904613372,68.37412095639944,0.0
252,360,sex_female,Size_5,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,243674.322235561,98.35122323883084,175.4665878478993,68.37412095639944,0.0
253,362,sex_female,Size_3,age_56_65,Education_Elementary_School,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,116723.71285996305,67.02293540163863,89.54909456554559,68.37412095639944,175.20435287592517
254,368,sex_male,Size_6,age_26_35,Education_College,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,241728.37618719615,97.04075128676025,175.85531041301476,68.37412095639944,0.0
255,370,sex_female,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,208036.9951998106,84.08121981337419,151.3514350622218,68.37412095639944,0.0
256,372,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,185033.86913577814,81.62336024802762,136.1275174347721,68.37412095639944,10.955660650502917
257,373,sex_male,Size_3,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,230397.0427280573,104.56915842658363,162.44703194015347,68.37412095639944,0.0
258,377,sex_male,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,191958.4858608821,89.52188978590377,137.59606494340542,68.37412095639944,0.0
259,378,sex_female,Size_2,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,218685.99146129307,99.74716204943599,155.0433910730634,68.37412095639944,87.3433134300477
260,379,sex_female,Size_2,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,221740.69685075406,95.98718603216852,156.00814827367188,68.37412095639944,129.6061868607624
261,380,sex_female,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,222939.07251590508,90.17659996813431,159.77637783688795,68.37412095639944,282.86250773500154
262,381,sex_female,Size_3,age_36_45,Education_Post_Graduate,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,207763.04185857417,90.1317136431183,165.26918108089788,68.37412095639944,330.8233066819555
263,383,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,219323.4397405655,88.30279141796728,156.883250910009,68.37412095639944,303.40180851442295
264,384,sex_male,Size_3,age_36_45,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,216586.39779971077,96.24420142129922,153.85387415324644,68.37412095639944,327.50204387655884
265,385,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,190339.44470248287,79.97013077311527,138.39920605220377,68.37412095639944,340.47149363725686
266,386,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,183085.26829016636,79.22168850711435,132.69064783583698,68.37412095639944,322.30885556867804
267,387,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,178006.22570337736,95.50022017725195,131.0711768049643,68.37412095639944,342.84815634809945
268,388,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,186790.82149667,79.77911927895354,132.86109112024064,68.37412095639944,10.955660650502917
269,389,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,184367.60883570448,85.38810174672186,134.10587738457926,68.37412095639944,385.11102977881416
270,390,sex_female,Size_3,age_46_55,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,231392.32582340535,95.27209545457245,164.3633887812966,68.37412095639944,349.2256165278522
271,391,sex_male,Size_3,age_26_35,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,207910.02879915386,94.60338496653117,151.60723839629603,68.37412095639944,156.76865643474508
272,393,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,185928.4171828166,87.27880848278345,136.95738011614557,68.37412095639944,364.57172899939275
273,394,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,193163.8254045499,93.61756271030205,140.48430184225228,68.37412095639944,364.57172899939275
274,395,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,205979.38388433293,92.6559064892253,148.60168435257012,68.37412095639944,0.0
275,397,sex_female,Size_4,age_56_65,Education_College,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,248468.356692772,103.38410903144324,177.07211302691726,68.37412095639944,0.0
