,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
137,200,sex_female,Size_2,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,139708.9118578409,82.92132210255456,103.2060864055805,64.42681258549932,56.43654755153078
138,201,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,254150.46762139822,93.90526084178428,181.98722637632955,64.42681258549932,0.0
139,202,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,241610.77568918047,96.90909018685518,167.53850332809398,64.42681258549932,0.0
140,203,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,197153.16195542275,88.22883545155555,146.73694714854017,64.42681258549932,272.4457917703522
141,204,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,173797.31571376647,84.46622343212286,123.21551918975642,64.42681258549932,88.29803671094358
142,205,sex_female,Size_4,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,147200.9239361315,83.61924114680063,98.5833784948981,64.42681258549932,0.0
143,206,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,191185.2307373061,91.52308357426604,139.28148542683877,64.42681258549932,0.0
144,207,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197544.07416900698,89.64239571605461,141.03468704639613,64.42681258549932,288.4887304649089
145,209,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,205399.98289886597,99.77637810038222,150.65492813318602,64.42681258549932,28.292089299782063
146,211,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,202395.5549486944,94.1885585058443,148.66131525307173,64.42681258549932,0.0
147,212,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,219395.52177150684,90.57382428002421,156.94029478191277,64.42681258549932,0.0
148,213,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188240.03169523872,87.72068884971301,137.7286820162684,64.42681258549932,0.0
149,216,sex_female,Size_4,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,155629.6771008707,76.87451660374839,118.61176214185059,64.42681258549932,0.0
150,220,sex_female,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,234301.57773662664,101.9591122070278,171.54065178858207,64.42681258549932,141.00979813775507
151,221,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,240977.55921608664,101.5188846095397,173.02535979452145,64.42681258549932,4.163821865790575
152,222,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,220849.7761514349,90.34427356528045,156.37433132984,64.42681258549932,82.68247146070141
153,226,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,227929.95149732791,96.50463817393738,159.92568260778864,64.42681258549932,183.2694502330637
154,227,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,254155.07645616776,98.54980169930501,186.02394978737232,64.42681258549932,2.9292668664648662
155,228,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,209474.3482860459,93.01990522968818,145.07575303156253,64.42681258549932,0.0
156,229,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,227117.4227205002,88.62447120434025,173.8175607847321,64.42681258549932,34.38003339101261
157,230,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173804.52426976617,85.23833108355927,123.64942984343449,64.42681258549932,72.25509801638677
158,231,sex_male,Size_2,age_19_25,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,192784.28337090684,90.00493202894565,145.5480641897043,64.42681258549932,0.0
159,232,sex_male,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,214487.83914558595,89.13472363393271,150.25016241054726,64.42681258549932,0.0
160,233,sex_male,Size_4,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,228590.74137353292,105.48810734787082,160.18426990061067,64.42681258549932,0.0
161,234,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,234923.45407064012,93.08666893503802,172.83174524274014,64.42681258549932,0.0
162,235,sex_female,Size_4,age_26_35,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,187249.1446938274,88.08044139289736,138.40538328299075,64.42681258549932,0.0
163,236,sex_male,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,212890.47071520373,89.08997343408394,152.48657959857337,64.42681258549932,5.86586686879901
164,237,sex_female,Size_1,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,156986.6568472469,76.11957133594849,112.46258642169758,64.42681258549932,0.0
165,239,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,163598.75971538434,78.98411466536601,120.48019472752443,64.42681258549932,0.0
166,240,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,185604.1828294644,84.70284029326545,135.38837208641468,64.42681258549932,0.0
167,243,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188283.87354687415,79.49289351174318,122.00522293982932,64.42681258549932,268.35391060934097
168,244,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,187097.99831905344,90.74938693152971,136.66989377055296,64.42681258549932,270.1800872322326
169,245,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,172723.75509031935,82.40007972441686,124.71024434554556,64.42681258549932,0.0
170,246,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,197071.28338222086,84.29851033231225,142.9583299395098,64.42681258549932,272.4457917703522
171,247,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,235759.57333567942,100.54750685838339,170.84071735181817,64.42681258549932,0.0
172,248,sex_female,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,235113.13639089017,99.95194088856654,168.9671836216288,64.42681258549932,0.0
173,249,sex_male,Size_6,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,142504.41751467533,80.67580112325602,107.40830104601754,64.42681258549932,0.0
174,250,sex_female,Size_5,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,241998.7899981569,96.43142611967767,180.28227255425807,64.42681258549932,0.0
175,252,sex_male,Size_8,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,283213.3703717337,107.57320857305871,201.41632363138672,64.42681258549932,118.44626381673308
176,254,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,219578.5305638763,93.10921537139106,157.01944425894112,64.42681258549932,86.47186008805191
177,255,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,244815.6324978295,99.9229145998043,180.75739144097378,64.42681258549932,4.163821865790575
178,256,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,239319.8685176478,92.94793560911707,174.13530623454494,64.42681258549932,286.6625538420173
179,257,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,218778.54410011228,89.19708435978326,158.63204124712635,64.42681258549932,0.0
180,258,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188978.85670137752,86.05928815528378,137.05577329037206,64.42681258549932,274.3235046601459
181,259,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,185484.67167088098,84.00176951220989,134.8196684048499,64.42681258549932,169.05268816139858
182,263,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,185319.71500003806,88.90686502781082,136.5154687201213,64.42681258549932,270.1800872322326
183,264,sex_male,Size_5,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,254649.47793860035,96.82696680254968,184.6212858992165,64.42681258549932,40.98516728221622
184,268,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,225524.2505340513,92.627018202223,161.39240073582016,64.42681258549932,26.146027439300845
185,269,sex_male,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,232290.17557603912,97.32002800056988,169.05592531690075,64.42681258549932,0.0
186,270,sex_male,Size_3,age_26_35,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,99115.96211573768,66.94349221204163,63.568152136112225,64.42681258549932,202.08930325579303
187,272,sex_male,Size_5,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,256667.55545509295,96.970129541284,195.90823998456116,64.42681258549932,0.0
188,273,sex_female,Size_5,age_19_25,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,161208.02623146278,78.06495913773678,119.59472127849537,64.42681258549932,0.0
189,276,sex_female,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,223696.73648487224,92.8759567448557,157.76332100882718,64.42681258549932,106.65821621052196
190,277,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,228120.49442400553,92.81887344749157,165.35227515064085,64.42681258549932,104.78050332072822
191,278,sex_female,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222106.9035152229,91.93065290070483,162.8405189643825,64.42681258549932,26.052222991269034
192,279,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,208391.95415244135,84.29630143553152,149.59587645880177,64.42681258549932,8.45976197787477
193,280,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,247484.75720185132,96.9937673478269,176.0293366709144,64.42681258549932,33.03201351244918
194,284,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,183581.89381666447,87.03026534385941,133.99952573607771,64.42681258549932,92.44145413885681
195,285,sex_female,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,248246.23192383637,98.89405968811764,183.03742468721492,64.42681258549932,34.909726402242896
196,287,sex_male,Size_6,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,215895.58565565993,87.8879951121859,154.45462459289996,64.42681258549932,7.8373842066245425
197,288,sex_male,Size_7,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,269455.19622753805,98.78496916207845,189.9582721813214,64.42681258549932,77.17834914795016
198,293,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,180960.11164656226,87.59155976902154,128.71406979742372,64.42681258549932,27.878399614160703
199,294,sex_male,Size_3,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,207432.45692942006,89.01940754142903,151.6917806997713,64.42681258549932,0.0
200,296,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,169687.81522901257,83.6343906043801,125.74099292935637,64.42681258549932,0.0
201,297,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,177273.01903895926,82.69465572207898,123.53874972932842,64.42681258549932,9.569756381484392
202,298,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,183622.31450057038,90.85787451626716,137.43959993072394,64.42681258549932,106.60667994361988
203,299,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,174545.08289232804,83.61698232097541,122.23928889818905,64.42681258549932,0.0
204,300,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,204237.274294909,84.79898044228567,145.90886576734997,64.42681258549932,288.8427592654717
205,301,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,230454.37975704824,97.26293086020006,168.6763570570043,64.42681258549932,268.35391060934097
206,303,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188490.31960821568,91.08467351374757,137.95276648768208,64.42681258549932,0.0
207,306,sex_male,Size_2,age_19_25,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,205415.94594569466,90.63162802616826,147.3824538819077,64.42681258549932,0.0
208,307,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,191938.36998400462,81.1616352838587,138.64952008686797,64.42681258549932,0.0
209,308,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,179841.93235317388,88.02396139469937,128.95307618266418,64.42681258549932,88.29803671094358
210,309,sex_male,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,212735.31647345136,86.89278666776542,151.73393127868354,64.42681258549932,0.0
211,310,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242583.86689288283,95.64000103403713,177.0246496941148,64.42681258549932,0.0
212,311,sex_female,Size_3,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,163169.04265648418,77.02365146661153,123.71991566653405,64.42681258549932,345.85511910968665
213,312,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,210639.5043534993,90.868668556238,156.25696499095616,64.42681258549932,0.0
214,313,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,227080.0241204785,92.6782138819948,166.93499680583392,64.42681258549932,104.78050332072822
215,314,sex_male,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,211929.8225653667,94.27441555887556,151.8002767128855,64.42681258549932,5.86586686879901
216,315,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,178880.74740545911,83.34005321451886,130.591542766185,64.42681258549932,72.25509801638677
217,316,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,217705.48607133384,96.42720151329254,157.7350959662344,64.42681258549932,46.60073253245837
218,317,sex_male,Size_5,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,264749.950694192,97.40600856524435,191.83396359208334,64.42681258549932,0.0
219,318,sex_male,Size_4,age_19_25,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,215676.55444741593,94.43526130478166,166.37693143582914,64.42681258549932,0.0
220,319,sex_male,Size_4,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,244992.77400988466,94.12590922911029,185.00208522602603,64.42681258549932,0.0
221,320,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,185425.463726546,84.86475296625656,137.1757604945537,64.42681258549932,90.56374124906307
222,321,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,232699.87649402965,100.46438659230604,164.46109984923498,64.42681258549932,268.35391060934097
223,322,sex_female,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,242084.5366040619,94.84609479564979,178.27291218532815,64.42681258549932,322.89184865904406
224,323,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161223.1707168458,84.06099532011135,113.60969940786524,64.42681258549932,0.0
225,324,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,222694.46805648654,83.42623663956157,164.46044905528026,64.42681258549932,0.0
226,325,sex_female,Size_2,age_0_18,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206984.83586795925,100.3554998691062,148.2786885183779,64.42681258549932,0.0
227,326,sex_male,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,193744.5213553912,83.65611863752088,128.15276758656603,64.42681258549932,0.0
228,330,sex_female,Size_5,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,145253.8842514,72.50951755172524,106.20510918212254,64.42681258549932,14.872277621149774
229,331,sex_male,Size_5,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238239.3966705235,95.64209717177997,186.8602487837088,64.42681258549932,46.12257578813014
230,332,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204214.67073731453,89.17419407457679,147.2722931111521,64.42681258549932,36.73590302513457
231,333,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,199944.6759568598,90.5527167080993,131.94415927515215,64.42681258549932,14.723370279772872
232,334,sex_male,Size_2,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,100393.42840903015,63.93509869998492,65.31931190725864,64.42681258549932,143.78671246592756
233,335,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197032.5214474655,87.74705731937412,144.69914470237254,64.42681258549932,16.54954690266454
234,336,sex_male,Size_6,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,250017.86275597714,97.50208426268837,176.8090183437777,64.42681258549932,0.0
235,337,sex_female,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,252581.57372371806,102.7217337542949,178.9596126175998,64.42681258549932,69.26130832947602
236,338,sex_female,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,245940.80402262294,103.25634690939577,175.19597059641688,64.42681258549932,50.952665096799706
237,340,sex_female,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,208693.44836903267,90.73342879992518,152.41468919347088,64.42681258549932,0.0
238,341,sex_female,Size_6,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,225916.49668279552,95.7298071400262,164.18615265048217,64.42681258549932,28.023740329094565
239,342,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,155062.0797734673,79.16457784474939,102.71416146111406,64.42681258549932,16.54954690266454
240,343,sex_female,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,250814.57991226183,104.42928340922106,181.0709264082371,64.42681258549932,69.26130832947602
241,344,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,237272.32608066392,94.8721370833839,164.97012022636665,64.42681258549932,30.76630897432967
242,345,sex_female,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,244642.56253302045,111.14526674019177,178.26054914330942,64.42681258549932,50.952665096799706
243,346,sex_male,Size_5,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,268879.57046846417,93.11487256543532,196.64356921739582,64.42681258549932,0.0
244,347,sex_male,Size_5,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,269838.0655902747,104.37440851996044,197.3880671867715,64.42681258549932,0.0
245,349,sex_female,Size_6,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,271078.2132826786,107.03294236110926,191.7327054136829,64.42681258549932,76.59208432799284
246,350,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203819.66420795742,92.69598890789466,145.27584417527288,64.42681258549932,34.85819013534084
247,351,sex_female,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231473.19991594544,98.5420850968434,161.97344565186447,64.42681258549932,141.00979813775507
248,353,sex_male,Size_2,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,242772.30284997015,102.44310314310172,172.46222528613237,64.42681258549932,0.0
249,354,sex_female,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,218205.5454001124,93.05036772846543,153.57182264687287,64.42681258549932,1.3873997117746475
250,355,sex_male,Size_3,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,231918.74705449792,90.87763788779934,176.5809750527688,64.42681258549932,7.777546282473537
251,358,sex_female,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,191746.5228750193,78.72637617103699,134.5765265764464,64.42681258549932,0.0
252,359,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,191750.95054783297,86.79459025431385,142.53454827135906,64.42681258549932,0.0
253,362,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204029.44886519585,95.1525795748861,149.3521426277069,64.42681258549932,34.85819013534084
254,363,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178062.31382278822,86.97933898679143,130.86510361892974,64.42681258549932,0.0
255,364,sex_male,Size_1,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,186888.1633329972,81.58273164821394,144.72292179825607,64.42681258549932,0.0
256,365,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,172760.58387415812,81.13113767356731,124.49783596872109,64.42681258549932,0.0
257,366,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,171693.84379452746,77.49548164672171,123.2758893375529,64.42681258549932,0.0
258,367,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,170883.26280010596,85.4475765040866,125.76253043674653,64.42681258549932,0.0
259,369,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,186539.80857804796,82.2720455170089,136.08841247859553,64.42681258549932,86.77435262171258
260,370,sex_male,Size_8,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,230805.52165260637,96.96584877849922,167.98337110322288,64.42681258549932,0.0
261,371,sex_male,Size_8,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231896.65622855723,96.84263488753064,167.97682794805473,64.42681258549932,0.0
262,372,sex_male,Size_7,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,281291.91675483086,107.10837868731141,198.26555357852686,64.42681258549932,0.0
263,373,sex_male,Size_8,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,286622.14331710315,103.14747339768101,205.1373455672171,64.42681258549932,102.40332512217627
264,374,sex_male,Size_9,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,255450.8458174329,98.34150422829293,190.55903634058993,64.42681258549932,24.17100571284727
265,375,sex_female,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,176717.78125352337,84.69108943567996,131.8479934606205,64.42681258549932,0.0
266,376,sex_female,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188771.38103173082,91.2822602091232,141.89709201015296,64.42681258549932,126.79303606608991
267,377,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,181628.2256359633,85.5134554632477,128.4416773830765,64.42681258549932,106.60667994361988
268,378,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,122135.03446455374,76.67791619753349,91.2780972544734,64.42681258549932,252.61685812568712
269,379,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161286.83378610032,82.20036467370741,115.77126405304645,64.42681258549932,0.0
270,380,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,187866.37292557707,90.4831019309035,137.77784254762543,64.42681258549932,270.1800872322326
271,382,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,184804.29377044,88.06889293995036,133.7128224520753,64.42681258549932,270.1800872322326
272,383,sex_male,Size_3,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216008.3995504899,92.57187390444271,160.79520462336833,64.42681258549932,288.01057372058074
273,384,sex_male,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,211080.30557290162,91.56363905526497,148.6375492263334,64.42681258549932,0.0
274,385,sex_female,Size_5,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,259484.78906818444,101.58140526873767,200.56484576671414,64.42681258549932,0.0
275,386,sex_male,Size_4,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,233784.13687774222,97.11247263269507,180.33081785890178,64.42681258549932,52.68867662368892
