,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
126,177,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,224790.9275659778,91.03785737073468,167.81392843317818,58.670438472418674,12.256130235517142
127,179,sex_male,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231309.0279360515,95.21230539770625,168.26675868244942,58.670438472418674,0.0
128,182,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204908.59196957227,91.62479386732973,143.4361262984299,58.670438472418674,60.90274253123913
129,183,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,198451.40255226198,91.8272606602273,129.92023885463797,58.670438472418674,69.13267802876472
130,185,sex_male,Size_3,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,164831.2180259747,78.84043201163325,107.4063865813034,58.670438472418674,39.85943349799717
131,186,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,220476.70073719678,87.09068483363589,156.4640438733677,58.670438472418674,114.96505384489843
132,188,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,200814.8047172395,92.30121383115966,132.35681303609462,58.670438472418674,36.05076924847317
133,189,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,251495.01018332265,99.4350306884586,178.26107555061614,58.670438472418674,19.069746245620866
134,190,sex_male,Size_6,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,281553.8084727054,107.11603706982274,201.91308253386833,58.670438472418674,0.0
135,191,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,184130.4621961456,84.61224040141663,135.5327473504176,58.670438472418674,0.0
136,192,sex_male,Size_1,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,155324.4019179002,77.7966518529697,110.50296194462723,58.670438472418674,0.0
137,193,sex_female,Size_3,age_26_35,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,106019.60847608231,68.29116032442258,68.00562157257869,58.670438472418674,75.80135949830817
138,195,sex_male,Size_5,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,225606.18386104476,88.5919580403387,160.20557950024454,58.670438472418674,0.0
139,196,sex_male,Size_6,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,230337.6281689312,90.19004031898002,154.6184335536326,58.670438472418674,0.0
140,197,sex_male,Size_4,age_19_25,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,150146.69908822514,80.20428100704488,111.84591509922932,58.670438472418674,0.0
141,198,sex_female,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,195425.02043072143,94.77761714309007,136.26729738312082,58.670438472418674,130.3909045523545
142,199,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,240963.50935261426,93.03902923428258,169.86235571897413,58.670438472418674,36.05076924847317
143,201,sex_male,Size_8,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,258442.71209262134,99.53794420051885,187.41917435891452,58.670438472418674,73.61022346354012
144,203,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,141937.59558938822,74.09604983447458,93.22577785092304,58.670438472418674,145.3818272362979
145,204,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,136643.0845510248,69.5468412916109,91.07801318737314,58.670438472418674,0.0
146,205,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,214195.60978239408,84.7392435513976,145.48110256696745,58.670438472418674,0.0
147,206,sex_male,Size_3,age_46_55,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,157477.59764328183,70.85122469727307,117.75446707730451,58.670438472418674,113.31291927670445
148,207,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,169077.05825022582,84.96975323523935,121.8995397461776,58.670438472418674,72.43412390558048
149,210,sex_male,Size_3,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,122611.87144118195,67.62625433909547,92.97604543493068,58.670438472418674,17.760404016326156
150,212,sex_female,Size_5,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,180152.3374912204,81.44730940183139,133.84558876140036,58.670438472418674,63.72272113576414
151,213,sex_female,Size_5,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,226263.7372687611,87.320125737113,153.39223306231943,58.670438472418674,40.03084504268221
152,214,sex_female,Size_3,age_26_35,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,102526.78009223459,68.06804692447847,64.06741029924576,58.670438472418674,75.80135949830817
153,215,sex_male,Size_2,age_19_25,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,149632.49460327145,76.027141685004,107.40324602559505,58.670438472418674,0.0
154,216,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,183726.36630563324,86.68503181465573,131.36195920150553,58.670438472418674,67.44516458987177
155,217,sex_male,Size_2,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,191032.68143256713,85.38367401793832,125.62546135988984,58.670438472418674,32.51080880610244
156,218,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,235212.59683450602,94.09021838952054,169.5454834069634,58.670438472418674,147.66028868342636
157,219,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,127037.39048832365,69.90041688216552,83.07312814325279,58.670438472418674,72.43412390558048
158,220,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206134.51005809975,86.66158631097215,146.13370343091788,58.670438472418674,30.561742464740888
159,222,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,256109.52117331844,95.2039959431513,183.64936845141466,58.670438472418674,0.0
160,223,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,225609.97011771597,95.42912495022175,163.87922554503538,58.670438472418674,35.324278935021866
161,224,sex_female,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,210548.37257379305,94.26044840468876,139.85719849613199,58.670438472418674,59.970638641763635
162,225,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,195576.55727800957,86.59702794528577,129.3454157814483,58.670438472418674,144.44972334682242
163,226,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,237810.92354408844,101.11435422669291,167.583515657024,58.670438472418674,141.70881463302916
164,227,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,194452.33760442756,91.03589173781725,126.15934183408318,58.670438472418674,141.70881463302916
165,229,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,224654.96011665897,91.84682197645091,157.89021688735275,58.670438472418674,0.0
166,230,sex_male,Size_1,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,152041.02797914244,75.0803579363913,109.44283926856669,58.670438472418674,0.0
167,231,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,246413.22394939663,93.25617095343644,180.17228704564644,58.670438472418674,40.1130552788628
168,232,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,183285.32517166494,79.48972595635756,133.61461200880584,58.670438472418674,82.06121004460361
169,234,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,172970.59188867817,79.49770616013951,116.9781333066639,58.670438472418674,57.69217719463523
170,236,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,214476.94560761956,92.34933542293655,157.25950266563942,58.670438472418674,64.03109763166238
171,237,sex_female,Size_4,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,120672.43836954006,69.33510062901013,90.96635303232443,58.670438472418674,7.379278967824247
172,238,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197439.3410407104,87.88006442545202,132.61336029462552,58.670438472418674,138.49824929642523
173,239,sex_male,Size_3,age_66_75,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,127513.23070117901,74.81029467848086,84.24262894275515,58.670438472418674,36.810148288305605
174,242,sex_male,Size_3,age_26_35,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,207233.4905430472,88.8030288231105,160.3115214164589,58.670438472418674,59.58400935333436
175,243,sex_female,Size_2,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,171728.68393604393,84.15782220491747,111.27271481669499,58.670438472418674,71.502020016105
176,244,sex_female,Size_5,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,126730.35004032592,68.57040697977173,93.32619265244695,58.670438472418674,10.50763406824753
177,245,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,190525.29174931618,85.19144407947535,141.19244943125835,58.670438472418674,24.145221662321614
178,247,sex_male,Size_3,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,170232.51104465974,76.53932019299668,106.52363207648098,58.670438472418674,0.0
179,248,sex_male,Size_4,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,218037.92294685912,87.50447067612077,163.66109865031908,58.670438472418674,0.0
180,249,sex_male,Size_3,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,219421.9747778433,90.92535888645325,152.83110199603414,58.670438472418674,11.080755721402173
181,250,sex_female,Size_5,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,133215.5044334369,75.73232676558342,99.28117018700956,58.670438472418674,10.50763406824753
182,253,sex_male,Size_5,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,196273.79545453165,86.11754702996538,142.53610934716016,58.670438472418674,0.0
183,254,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,158270.72103989808,80.21098927700207,105.20805176654176,58.670438472418674,6.661954490365292
184,255,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,229736.98965673445,92.1930620648485,163.77496251571844,58.670438472418674,132.08172849400594
185,256,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,179626.37487631215,81.62393721482881,131.03055442961085,58.670438472418674,135.75474109727472
186,257,sex_male,Size_2,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,119152.21858156727,67.50219122019075,89.2136592223348,58.670438472418674,31.201466576807725
187,259,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,185553.20704549915,84.25581305609346,121.01272387729595,58.670438472418674,0.0
188,260,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178579.99293479792,82.49213949221485,116.12384827475202,58.670438472418674,132.08172849400594
189,262,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,198460.71804353406,85.68974715164882,143.63365616229888,58.670438472418674,66.8542165816363
190,263,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,243503.87584300604,94.67022582629694,174.49022691948866,58.670438472418674,36.05076924847317
191,266,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,232818.8157637113,90.99381737055107,166.1667289429363,58.670438472418674,3.355534409945308
192,268,sex_male,Size_8,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,293814.04697418597,104.7707571751696,207.11007399655784,58.670438472418674,175.45960459857213
193,270,sex_male,Size_7,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,225394.403876879,89.17968060495211,147.097936091612,58.670438472418674,128.41375050238125
194,271,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,229618.0017246338,90.96615502734517,167.61108210756004,58.670438472418674,3.355534409945308
195,272,sex_female,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,243212.24816332897,95.42140803156525,175.9209694314608,58.670438472418674,32.84020391186931
196,273,sex_female,Size_3,age_56_65,Education_Elementary_School,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,130679.40260807813,74.4783042519401,100.67032342822507,58.670438472418674,72.27362338168635
197,274,sex_female,Size_5,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,142846.55202163107,77.51982496083075,111.8169922716601,58.670438472418674,44.80862851003991
198,276,sex_male,Size_5,age_76_85,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,276784.54439659056,100.51060646797441,200.6607866500216,58.670438472418674,0.0
199,277,sex_male,Size_7,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,119908.37650241601,70.71516379010572,80.56087730636725,58.670438472418674,44.650163234290545
200,278,sex_female,Size_7,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,298900.683907691,110.90830521932156,216.7481694012103,58.670438472418674,42.74894012698138
201,280,sex_female,Size_1,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,208905.4944704361,86.81596237919476,147.41556059439617,58.670438472418674,0.0
202,281,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,179262.92389376572,84.29276650280285,130.2024118436227,58.670438472418674,50.2469493566207
203,282,sex_female,Size_2,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,174643.8782534369,80.41798551790635,111.19782598106062,58.670438472418674,48.43387131660028
204,283,sex_male,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,236009.44029293396,86.93988416727328,174.36771732421053,58.670438472418674,143.25196370436038
205,284,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178119.41570188984,89.33393077400484,129.1687050147686,58.670438472418674,50.2469493566207
206,286,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,200515.60263394672,93.6119490756222,146.38875534848282,58.670438472418674,139.4303531859007
207,287,sex_male,Size_1,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,195338.00786991342,89.37159274591036,136.37651992961898,58.670438472418674,0.0
208,288,sex_female,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206970.61110440514,85.42367764629398,149.30024902773016,58.670438472418674,3.4513891537614185
209,289,sex_female,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,199949.8293426758,84.46006939954964,147.046367551972,58.670438472418674,20.934656325717743
210,293,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,251307.40831538916,89.65760045032046,178.582111754664,58.670438472418674,0.0
211,294,sex_male,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,88153.17025059495,58.35334931957585,58.15725514541901,58.670438472418674,44.890838746220496
212,295,sex_male,Size_4,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,157324.05124259825,71.10948593835235,116.16091117729741,58.670438472418674,40.73678267244001
213,296,sex_male,Size_3,age_46_55,Education_High_School,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,113504.2042780191,64.98260583222087,74.68966005811397,58.670438472418674,147.96855527916378
214,297,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,62883.20206917458,58.06164221665663,39.512683685553725,58.670438472418674,89.11745495908974
215,298,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188983.37995919355,84.0580592954367,137.90556795829602,58.670438472418674,145.3818272362979
216,299,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,182088.71867863566,82.37780063612568,134.70211851939786,58.670438472418674,116.95315249463148
217,300,sex_male,Size_3,age_26_35,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,141241.36403422698,67.98672938403405,105.06576241783281,58.670438472418674,55.94377613540735
218,301,sex_female,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,249922.46720726017,90.41091331255129,177.27224759595848,58.670438472418674,9.772055212364597
219,302,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,164805.3569815651,82.62835781670287,113.61133449271618,58.670438472418674,30.561742464740888
220,306,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,183516.14597007702,87.02810781359467,121.71699279054182,58.670438472418674,0.0
221,308,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,218517.4431489717,84.02736728620691,154.2915395056478,58.670438472418674,138.03320254440314
222,309,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,229927.64790923317,101.72320276436004,182.3412761673696,58.670438472418674,140.02130119413624
223,310,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,105065.3974584387,59.50247893482707,76.62178246215456,58.670438472418674,89.11745495908974
224,311,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,179518.62901461052,89.3097104710124,129.23561383573352,58.670438472418674,82.06121004460361
225,312,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,212544.54487246394,91.5621300450747,157.3007819095082,58.670438472418674,0.0
226,313,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,139782.50428459927,71.98548193839866,96.88918386040805,58.670438472418674,122.31367853679318
227,314,sex_female,Size_5,age_26_35,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,196393.3946103895,84.33024191165474,140.11897579487572,58.670438472418674,4.042337161996881
228,315,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,132221.20942413702,72.90996790961269,83.70799706416281,58.670438472418674,135.75474109727472
229,316,sex_male,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,120210.63576296509,68.94650671181603,88.64502431686451,58.670438472418674,50.842312796617676
230,318,sex_male,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,129700.59325083825,71.08086569957092,101.08933328491423,58.670438472418674,44.890838746220496
231,319,sex_female,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,238120.11370749486,93.03071455267239,178.66093097053093,58.670438472418674,0.0
232,320,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,239469.67536059557,90.18433966178985,168.62592890459987,58.670438472418674,118.6406659335244
233,321,sex_female,Size_1,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,214831.5644757753,90.52953669856144,154.49979939910645,58.670438472418674,58.4768848541463
234,322,sex_female,Size_5,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,98057.96252545928,64.84625086126964,65.9822552316607,58.670438472418674,73.82825125994181
235,323,sex_female,Size_5,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,170255.6491502051,85.19726155398726,127.80661964316266,58.670438472418674,63.72272113576414
236,324,sex_female,Size_5,age_46_55,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,183305.41530808946,75.77387173540541,134.77059446432432,58.670438472418674,34.70309838586224
237,325,sex_male,Size_5,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,241716.44400681386,99.17895345926256,181.30772177731833,58.670438472418674,64.62204563989786
238,327,sex_male,Size_2,age_26_35,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,131650.05528479887,68.17206056958601,96.77339513297343,58.670438472418674,69.38483869588889
239,328,sex_female,Size_2,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,144996.1129631742,74.8103137013798,105.80977026792031,58.670438472418674,129.4948905509793
240,329,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,233628.23090279667,95.92784453822117,170.33312703175162,58.670438472418674,128.87116315740212
241,330,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,170707.5759243798,75.191550391302,123.92531054032206,58.670438472418674,72.43412390558048
242,331,sex_male,Size_2,age_46_55,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,151824.27623149572,81.31732198934043,111.93929236922274,58.670438472418674,126.75398183718602
243,332,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,182074.62770156914,88.68913773197342,132.07019820380307,58.670438472418674,129.80326704687752
244,333,sex_male,Size_4,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,160622.36037620425,75.6653903579141,118.06500140918185,58.670438472418674,63.80493137194471
245,334,sex_female,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,121994.43871783225,70.14333197963987,92.28857660767312,58.670438472418674,149.22750681418017
246,336,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,221520.89181176675,88.44442819585349,158.93523448523192,58.670438472418674,61.27152279222732
247,337,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,184136.94220211747,80.58796112566505,123.91742465240334,58.670438472418674,124.5921399839216
248,338,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,138237.50523142822,75.02556961148937,92.22516908470845,58.670438472418674,82.06121004460361
249,340,sex_male,Size_1,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,188555.10959809122,84.82149938552985,135.4453827348569,58.670438472418674,0.0
250,341,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,227451.1441821234,89.40757132499922,161.49650072707487,58.670438472418674,109.01357979450125
251,343,sex_female,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,211687.72300686064,86.708412850775,148.13333386065972,58.670438472418674,38.927329608521724
252,344,sex_female,Size_3,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,129372.84835338901,69.56067550223938,99.82771522946611,58.670438472418674,37.617987379227
253,345,sex_female,Size_6,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,240089.5430713007,97.1191808628759,165.33687195689828,58.670438472418674,0.0
