,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_TV,e_Urban,Income,Electricity,Water,w,wf
141,186,sex_male,Size_2,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,202084.29635910687,90.58501720329905,157.529076669727,59.02521008403362,106.86727934423043
142,187,sex_male,Size_2,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,103489.64378540053,66.22417528655986,78.13952302949187,59.02521008403362,0.0
143,188,sex_male,Size_2,age_46_55,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,140370.70211106652,74.00211919498216,104.41350502030004,59.02521008403362,199.3050011487815
144,189,sex_male,Size_6,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,252995.1815477502,90.86511424820225,179.70160848674354,59.02521008403362,21.5626589115735
145,190,sex_female,Size_8,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,272046.51342772326,95.03438224046039,189.97148533294734,59.02521008403362,66.73680435094487
146,191,sex_female,Size_8,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,251961.14905957386,100.0041095156725,190.55618438558315,59.02521008403362,15.096634647828468
147,193,sex_male,Size_8,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,225170.50799321997,92.99081556350315,153.05068616642149,59.02521008403362,48.840403128814486
148,194,sex_female,Size_5,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,167688.3723347028,73.83000761431596,124.10013409732106,59.02521008403362,47.98195085081223
149,196,sex_female,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,239586.34671062915,92.78682098317674,170.3964500148847,59.02521008403362,54.18214661138787
150,200,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,201607.3834319528,83.90885828179336,134.30926513652346,59.02521008403362,0.0
151,202,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,195632.7357165405,86.94995504947326,140.22218537119278,59.02521008403362,48.28760205640861
152,203,sex_male,Size_4,age_46_55,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,158819.73458197378,73.99679906029151,114.12461070327234,59.02521008403362,39.499149316069484
153,204,sex_male,Size_5,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,132106.2939915669,68.70143697019975,96.59180524314019,59.02521008403362,39.30369663218246
154,205,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,234605.4680392185,95.30068101674412,169.27116563006356,59.02521008403362,0.0
155,206,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,144920.84005234242,74.3200536794662,107.16816534109236,59.02521008403362,0.0
156,207,sex_male,Size_3,age_86_100,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,210460.75384612492,84.9137935742664,152.55292206147982,59.02521008403362,155.376927338722
157,210,sex_female,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,208681.16887135283,91.36719036415873,153.6286745945758,59.02521008403362,0.0
158,211,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,201524.7668650947,90.71497169646712,135.517780375612,59.02521008403362,33.764048106968026
159,212,sex_male,Size_5,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,262178.45944403694,98.57188142043265,188.35407202983347,59.02521008403362,0.0
160,213,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,210439.49019177837,88.67227291960216,151.40416530304356,59.02521008403362,0.0
161,214,sex_male,Size_4,age_56_65,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,164573.84869262585,79.36136861369971,120.529173727917,59.02521008403362,0.0
162,215,sex_male,Size_5,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,127567.36872966087,71.01784710918913,94.72304617701325,59.02521008403362,28.76207051250872
163,217,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,218176.94040376833,94.9613671236176,157.10898086324778,59.02521008403362,196.0915972219689
164,219,sex_male,Size_5,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,185419.31054579618,89.80719516961851,135.35196452120732,59.02521008403362,0.0
165,222,sex_male,Size_4,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,106027.56075113443,64.98868307750969,72.64250492236836,59.02521008403362,26.27896896936541
166,223,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,196617.76969046684,84.36636684208077,144.47332019084243,59.02521008403362,0.0
167,224,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,239454.22785942908,91.30115169034647,175.6726119259684,59.02521008403362,33.764048106968026
168,226,sex_male,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,99583.36940756331,64.543582612479,74.71257440180626,59.02521008403362,163.06952088511113
169,227,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,189798.2746583064,85.88230318845258,139.27139142864468,59.02521008403362,0.0
170,228,sex_male,Size_3,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,112436.6656788308,69.98879925929032,84.66241150226638,59.02521008403362,0.0
171,229,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,209261.7747520276,88.43212685797171,149.7927822038337,59.02521008403362,182.87141687526486
172,230,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,166847.13710184814,80.51460129439096,121.96467566760464,59.02521008403362,197.55182776944628
173,231,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,230765.5735921058,96.90095860968403,168.57463709057515,59.02521008403362,23.065565042553004
174,233,sex_male,Size_4,age_0_18,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,212527.60833581377,85.20248562463064,146.9113502325448,59.02521008403362,0.0
175,234,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,177177.29222589583,83.62101481617619,111.58445849802838,59.02521008403362,163.85815030150175
176,235,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,229366.42492971604,92.59217544393537,166.85793082595993,59.02521008403362,177.07833064820628
177,239,sex_female,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,210005.9960231259,90.1407167322431,151.75514048237346,59.02521008403362,0.0
178,241,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,194305.2209444468,86.03373632091235,145.6344874172132,59.02521008403362,52.96382293183491
179,245,sex_male,Size_5,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,125394.77448159494,63.696701132021055,95.58133250022254,59.02521008403362,28.76207051250872
180,247,sex_male,Size_3,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,93896.10115027627,59.79949911563904,58.79071639702396,59.02521008403362,164.39300000128384
181,248,sex_male,Size_3,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,104618.37698191403,64.1071078450067,80.27193430233451,59.02521008403362,163.06952088511113
182,249,sex_male,Size_5,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,203456.69106081108,89.22421965293927,132.40257013101942,59.02521008403362,40.09232604857311
183,250,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,132566.7805332006,73.90992229874195,87.73729427903336,59.02521008403362,178.53856119568323
184,251,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,240368.83713597243,91.3598584889263,173.29837635739509,59.02521008403362,38.96429961628783
185,253,sex_male,Size_4,age_66_75,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,131479.28394232003,71.08665858672768,101.70090210549652,59.02521008403362,0.0
186,259,sex_female,Size_7,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,177674.53012595398,80.04854523290358,119.42183961932014,59.02521008403362,95.86912015212002
187,260,sex_female,Size_7,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,192366.7369702937,88.63044571848435,127.93165262297352,59.02521008403362,0.0
188,261,sex_female,Size_7,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,225075.77744612045,93.09062835076682,159.21559506673404,59.02521008403362,98.54767437915035
189,265,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,173794.9445700694,83.43665203917656,126.85239202993466,59.02521008403362,112.08648537141741
190,267,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,224041.0718487511,91.46487117809514,161.83834799252537,59.02521008403362,163.85815030150175
191,268,sex_female,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,199794.83880998782,82.92927832309918,133.9841882534603,59.02521008403362,54.18214661138787
192,269,sex_female,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,233986.12682442492,90.66043934948863,163.53880312250402,59.02521008403362,40.96196626468379
193,271,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,229623.14447412686,89.58618573449564,163.10755868577172,59.02521008403362,23.065565042553004
194,274,sex_male,Size_8,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,122449.04303415622,70.99064272091937,81.65939502840747,59.02521008403362,0.0
195,275,sex_male,Size_8,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,279103.485921346,98.77944960256124,202.10783107421256,59.02521008403362,128.51265929978481
196,276,sex_male,Size_9,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,288076.8402482252,103.3819007194535,202.54211842412047,59.02521008403362,50.41495078234239
197,277,sex_male,Size_8,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,265532.1457921755,101.22412498577992,186.04438657489743,59.02521008403362,48.840403128814486
198,278,sex_female,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,226690.2454240832,89.3322373767227,167.43437126532254,59.02521008403362,0.0
199,279,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,215207.88166328007,89.81024936690453,152.4952728307243,59.02521008403362,0.0
200,280,sex_male,Size_2,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,231869.7990144255,95.3157066970697,168.14219121090844,59.02521008403362,52.77731468073109
201,281,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,187351.52407210978,82.04902557994363,133.47353173205997,59.02521008403362,0.0
202,282,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,219025.9099854703,89.1623155425262,161.25654697554054,59.02521008403362,0.0
203,283,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,229234.98530054628,95.45573990692368,160.3151556670423,59.02521008403362,0.0
204,284,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,223425.8703946346,93.40067912042373,155.7366478087,59.02521008403362,0.0
205,286,sex_male,Size_7,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,233078.11772186708,98.01114320317535,172.94368172152193,59.02521008403362,0.0
206,287,sex_female,Size_7,age_46_55,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,195205.95207600878,87.04977818050429,144.2089947345258,59.02521008403362,97.62229353145506
207,291,sex_female,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,244769.18833303105,97.50118544846634,173.62765691921814,59.02521008403362,51.66044932909882
208,295,sex_male,Size_3,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,130474.26946310172,69.29972315640903,94.93106550946268,59.02521008403362,100.61947840404835
209,296,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,218763.0042814883,88.37523835763001,153.20882763023832,59.02521008403362,0.0
210,297,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,166619.74825360766,72.65440627177799,119.89904734788965,59.02521008403362,197.55182776944628
211,298,sex_male,Size_4,age_36_45,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,150166.70498459486,80.09105489602881,111.3735472394793,59.02521008403362,23.600414742335072
212,303,sex_male,Size_6,age_66_75,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,149964.45816100438,73.75307698328662,116.10295313779993,59.02521008403362,0.0
213,304,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,220777.43691007377,87.87623396861723,154.26581851375008,59.02521008403362,0.0
214,305,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,236972.43027639002,98.91461489686124,173.66414729433936,59.02521008403362,33.764048106968026
215,306,sex_male,Size_6,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,248717.50860874413,90.38856963306046,174.45760450310465,59.02521008403362,21.5626589115735
216,307,sex_male,Size_4,age_56_65,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,185303.8364623325,90.7979532122766,135.36118853157546,59.02521008403362,0.0
217,308,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,192269.07342208907,85.92901251090802,128.84404085619767,59.02521008403362,38.96429961628783
218,312,sex_female,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,185295.77689348356,86.24853975269133,136.97234662159795,59.02521008403362,0.0
219,313,sex_male,Size_4,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,129902.618323435,78.01878308856946,99.07300792646865,59.02521008403362,0.0
220,315,sex_male,Size_2,age_76_85,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,115341.72368468608,72.08622189939922,76.36378226805026,59.02521008403362,30.25355365517116
221,316,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,178789.9669694882,82.73364536565303,117.6358927923786,59.02521008403362,0.0
222,318,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,170620.6309226338,83.64409256518191,121.87207376180527,59.02521008403362,0.0
223,319,sex_female,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,237360.0830226443,97.51458614392307,173.26193368348694,59.02521008403362,40.96196626468379
224,321,sex_male,Size_6,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,143980.93039124887,76.58362214696231,110.99426304115956,59.02521008403362,33.99420984188692
225,323,sex_female,Size_5,age_46_55,Education_College,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,253416.59663301794,101.82583602774187,178.74020562417516,59.02521008403362,10.622289079324872
226,324,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,169741.15371261036,77.51788904431216,122.88451315749214,59.02521008403362,212.7696747645463
227,325,sex_male,Size_4,age_19_25,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,137157.59535082712,74.16684470253105,102.32628398281163,59.02521008403362,0.0
228,326,sex_male,Size_4,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,161704.2394003246,80.1398914368969,107.63927896119304,59.02521008403362,0.0
229,328,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,179664.85233664647,78.64815299703237,129.69499049650582,59.02521008403362,189.08018731535736
230,330,sex_male,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,176484.3000875736,81.4904485362864,117.62799946749851,59.02521008403362,0.0
231,331,sex_female,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,231897.22131255388,91.85201675573337,169.2154918432684,59.02521008403362,109.08930049882409
232,332,sex_female,Size_6,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,259840.61930744606,102.44469555412932,186.26567515200202,59.02521008403362,52.67924048040836
233,333,sex_female,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,224729.1469776556,96.36389226419718,163.08789731675924,59.02521008403362,0.0
234,334,sex_male,Size_6,age_56_65,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,184758.35486236482,78.72575156097612,136.8580451298529,59.02521008403362,0.0
235,335,sex_male,Size_6,age_56_65,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,143450.72559131627,69.35786860679015,110.14033200854578,59.02521008403362,0.0
236,336,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,206399.4577744049,84.20352926700045,148.87318899537385,59.02521008403362,102.76318293129663
237,337,sex_male,Size_3,age_19_25,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,128108.7695799833,71.24342196941227,91.60741098701337,59.02521008403362,0.0
238,339,sex_male,Size_7,age_56_65,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,231764.12834840143,89.46712881886683,158.34687090879268,59.02521008403362,0.0
239,340,sex_male,Size_6,age_56_65,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,139867.46636597475,69.61627898143003,95.45038117102237,59.02521008403362,0.0
240,341,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,195825.96996395438,87.07147430476748,135.8697111243558,59.02521008403362,38.87400236902015
241,342,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,197762.0621588125,82.68716763803278,136.8168256542508,59.02521008403362,38.87400236902015
242,343,sex_male,Size_5,age_76_85,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,264604.21114675957,99.33438039786003,195.2239860996469,59.02521008403362,0.0
243,344,sex_male,Size_6,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,207006.02145012937,87.86995321080467,151.36942072431444,59.02521008403362,0.0
244,345,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,214664.8467446766,84.00540545850217,167.35329061753978,59.02521008403362,0.0
245,346,sex_male,Size_6,age_36_45,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,210752.59289220584,87.98113428011023,141.13189163468948,59.02521008403362,21.5626589115735
246,347,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,169392.08564974146,79.93044402366694,123.75765398776979,59.02521008403362,194.87327354241594
247,348,sex_male,Size_4,age_56_65,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,161601.71720007883,80.94760565027957,118.89301504297092,59.02521008403362,0.0
248,350,sex_female,Size_6,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,264320.1653598929,97.24402291667637,190.36092936560303,59.02521008403362,52.67924048040836
249,351,sex_male,Size_7,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,220557.10778795637,84.21451217627555,164.7105505689395,59.02521008403362,77.97271892998923
250,352,sex_male,Size_4,age_46_55,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,111157.6470741621,70.37069267090044,72.38195699284337,59.02521008403362,36.820595089039145
251,353,sex_female,Size_4,age_56_65,Education_Post_Graduate,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,241829.8737756781,94.31793649868875,189.62002552711698,59.02521008403362,0.0
252,354,sex_male,Size_4,age_19_25,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,136373.5215669671,73.31937760689401,97.52759950749446,59.02521008403362,0.0
253,355,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,197860.69406777166,82.85383788334505,141.50098013030154,59.02521008403362,0.0
254,356,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,204965.40674154702,93.93803617057266,151.88380693011487,59.02521008403362,4.7277445243452
255,357,sex_female,Size_3,age_19_25,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,92116.51181378696,60.90722398240495,70.81621092201182,59.02521008403362,13.59172701869856
256,358,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,199311.48942932114,90.33962622748857,145.41162364914186,59.02521008403362,38.87400236902015
257,360,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,162813.50610328844,80.60111304533145,109.25396124935516,59.02521008403362,69.99058393785502
258,363,sex_female,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,138304.9448484408,70.45198493106253,88.78881096784562,59.02521008403362,225.98985511125062
259,364,sex_female,Size_8,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,183865.78516671047,87.42044801700678,127.68091464323092,59.02521008403362,78.73866101809598
260,367,sex_female,Size_7,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,174586.11509427385,90.17232951049539,115.40759996474476,59.02521008403362,32.09559855488412
261,368,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,214805.24861376244,86.60078792524058,151.9519578317808,59.02521008403362,196.0915972219689
262,370,sex_male,Size_7,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,102291.84603799149,66.290523834643,65.70093337345317,59.02521008403362,65.18223284644746
263,373,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,204049.72344698603,91.41914371435362,151.25016456102443,59.02521008403362,0.0
264,376,sex_male,Size_5,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,184412.55803073122,88.54833012724775,133.97193690840754,59.02521008403362,0.0
265,378,sex_female,Size_3,age_66_75,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,197613.55128631653,82.11857092529138,134.84748459867373,59.02521008403362,51.66044932909882
266,380,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,190349.19657188468,81.67711153864005,125.64258111146171,59.02521008403362,36.2857453892575
267,381,sex_male,Size_4,age_66_75,Education_Elementary_School,Cooking_no,Lighting_yes,TV_no,Urbanity_Urban,90915.64980766246,59.38246190422715,63.40852595779222,59.02521008403362,41.83224966812005
268,382,sex_female,Size_4,age_56_65,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,175603.50596265908,82.71221300734354,135.01624726559376,59.02521008403362,0.0
269,383,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,201640.21368885407,83.30307203548658,151.17307834379037,59.02521008403362,0.0
270,384,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,97625.75603471807,69.15611015295346,75.67189199819896,59.02521008403362,99.29599928787522
271,385,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,235025.79368930616,94.25065822692045,164.6799168565814,59.02521008403362,194.97473187033665
272,387,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,194500.04173681416,81.6907593845696,128.37379508257223,59.02521008403362,36.2857453892575
273,388,sex_male,Size_5,age_19_25,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,147297.41593334803,75.23741349204884,110.5208267972615,59.02521008403362,0.0
274,389,sex_male,Size_4,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,79699.44576133012,59.83715830587017,51.840024945513946,59.02521008403362,35.49711597286642
275,390,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,149168.10933266632,73.24010967377569,98.56867340575663,59.02521008403362,52.96382293183491
276,391,sex_female,Size_6,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,136816.46997858898,75.74585885149233,103.6506765592735,59.02521008403362,38.67043071731322
277,393,sex_female,Size_5,age_19_25,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,152101.07698322873,73.09044681511628,115.79633704068429,59.02521008403362,0.0
278,394,sex_male,Size_2,age_76_85,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,237902.01281984523,94.03667958954743,174.27159867009811,59.02521008403362,29.718703955389092
279,397,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,219562.6099564429,89.5098219393421,155.44663200813477,59.02521008403362,196.0915972219689
280,398,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,149046.13622022507,75.75779895127208,112.17383862915041,59.02521008403362,0.0
281,399,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,164525.9219562454,79.78109954579129,121.9988622366358,59.02521008403362,194.87327354241594
282,400,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,165283.6290019174,82.46972821227398,122.49222641351382,59.02521008403362,112.08648537141741
