,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
275,58.15891084888418,191081.98871491558,139.4610684326467,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,275.0,81.0,1,33.30589346338529
277,41.746552532641,91772.2370811029,62.018519700483324,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,277.0,31.0,1,49.392719105818216
278,58.233469854885136,214669.50764245237,154.43002161514278,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,278.0,81.0,1,30.75314048387476
279,79.53101965187544,184592.11176646253,134.08645616100728,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,279.0,51.0,1,101.93020993735772
280,85.75015740895616,230054.2054846861,163.88077272424704,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_female,280.0,51.0,1,79.60031021908169
281,73.36890817952289,120127.77628910099,90.17721127590909,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,281.0,31.0,1,103.76293069029819
282,38.120037081848324,123896.59703935293,93.0014596239775,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_56_65,sex_male,282.0,1.0,1,32.05976994956536
284,55.196639507766434,40509.118442189196,22.575704212893747,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_26_35,sex_male,284.0,31.0,1,21.169542449995546
285,70.7738048340483,102511.98886123717,78.88052965217048,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_female,285.0,31.0,1,67.98655917057401
286,52.065456368675925,202277.10088998685,152.90981706932004,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_66_75,sex_female,286.0,51.0,1,38.743215520414935
287,61.81934939540408,230265.4398240557,155.85876379332618,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,287.0,81.0,1,98.47620107247678
288,84.67797218747859,201326.92793070388,147.1192025035103,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,288.0,81.0,1,79.09365479715866
289,64.96208268400254,110473.29201050104,69.96484121853462,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,289.0,31.0,1,88.85549552936007
290,86.30767529033558,182427.66590044738,126.6586004046937,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,290.0,81.0,1,30.61762927801152
292,69.75496158355031,297942.73609550355,213.99247232239716,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_9,age_46_55,sex_male,292.0,51.0,1,47.5769126827118
293,63.32797127792099,229602.87812713362,163.50643458179968,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,293.0,51.0,1,99.0582365945893
294,101.64624669401243,264121.40985569486,186.05240410105858,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_56_65,sex_male,294.0,81.0,1,4.554778766999308
295,90.00153698943426,225273.68353664692,152.84123788281968,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,295.0,81.0,1,101.87899218058323
296,58.41477092968654,208482.7167695559,160.21312087237578,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_7,age_56_65,sex_male,296.0,61.0,1,36.803756941085574
299,92.42417091168087,254807.03855242184,181.4516327970591,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_male,299.0,51.0,1,47.63992005132328
300,81.091450490772,177225.6186166353,131.42206561964377,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_female,300.0,31.0,1,29.10238702507637
301,94.1249673716342,240323.52603533203,173.1412704314703,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_female,301.0,81.0,1,16.220356634348807
302,50.453276858748396,171822.90365712706,125.865373974811,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,302.0,51.0,1,124.80610079075285
303,27.992964066423074,93201.74231813962,58.1154031107322,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,303.0,31.0,1,133.940681713911
304,85.45708975260919,223483.04467019538,159.48838456178427,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,304.0,51.0,1,110.92985929287217
305,72.53293321700406,135650.15347023247,103.70789591247402,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,305.0,31.0,1,51.637081995057784
306,89.53502388370968,208276.42607309239,149.6124644816099,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,306.0,81.0,1,29.967806101918256
307,104.65360963080738,280659.89942720643,204.3119108673061,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_male,307.0,81.0,1,80.1981432969328
308,68.13278780753531,254382.57992851702,184.63297852492678,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_56_65,sex_female,308.0,81.0,1,9.74854551369176
309,95.98781373850115,251820.06400902107,185.9495764521712,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_26_35,sex_male,309.0,81.0,1,16.870179810442075
310,92.92205855606286,224120.90547256148,164.25084124461515,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_female,310.0,81.0,1,101.3114750939162
311,66.93797259026529,130671.61412678774,96.54550515664015,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,311.0,31.0,1,52.637081995057784
312,76.22174697305289,145593.90603024408,95.80118796814064,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,312.0,51.0,1,58.65123430304057
313,80.26882795055471,179406.3497664202,118.49359382762677,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,313.0,21.0,1,119.92985929287217
314,67.55811430144328,115734.16101606158,81.64785323367063,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_female,314.0,31.0,1,2.4946579416701784
315,59.58155409945896,58574.963886598875,35.37026994329536,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_male,315.0,31.0,1,42.48321581402934
316,113.20059889352508,292233.38350942143,208.45388199859832,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_56_65,sex_female,316.0,81.0,1,17.650222559513505
317,34.01813478221875,111480.78839988094,70.81445693933856,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,317.0,1.0,1,111.82042797127629
319,86.5698820305834,203190.4322503997,131.5164806219492,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,319.0,81.0,1,38.1612898074259
320,78.64004922934666,184546.60626414945,118.87231847785452,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_female,320.0,51.0,1,90.03373567813178
322,61.295958975747965,75508.84133444671,49.06795721456109,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,322.0,31.0,1,92.49406688460104
323,92.86752823691687,238261.6507467835,173.79488426049934,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,323.0,81.0,1,88.28713850266632
324,71.24344447689418,145944.97804974727,106.87882858480161,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_male,324.0,1.0,1,75.12385768743876
325,64.86474849067828,217711.33846926122,159.59276784839096,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_66_75,sex_male,325.0,81.0,1,21.766893264449514
326,67.22785512607288,100608.95627948342,67.43178957244375,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_66_75,sex_male,326.0,31.0,1,12.784408432088206
328,100.35311849405286,265657.531293746,191.35263466110268,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,328.0,81.0,1,33.1838531744759
329,29.243571696748976,84005.80488545356,54.33571156279505,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_56_65,sex_male,329.0,1.0,1,32.05976994956536
330,56.136617226648255,71404.28762788407,46.44542312057928,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,330.0,1.0,1,93.07610240671356
331,45.55504843073649,150388.13884461374,96.64936972274124,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,331.0,21.0,1,87.78972343337769
332,84.77318236110868,191438.1692360205,142.6266453412673,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,332.0,81.0,1,76.33343641774384
333,81.18760274145677,152626.59265894358,111.5933159713546,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,333.0,31.0,1,124.75161914410046
335,57.36909444220265,214163.14293984577,157.93549790237395,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,335.0,81.0,1,60.14342135824721
336,74.63996837038077,262304.8976048408,195.12466028874766,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_66_75,sex_male,336.0,81.0,1,53.563965133371255
337,55.54393283099089,198557.18149875762,135.7296177429748,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_36_45,sex_male,337.0,51.0,1,86.35707022179943
338,39.042331377943626,125022.40608979529,83.88435049975557,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_8,age_46_55,sex_male,338.0,31.0,1,87.18979097473994
340,98.54795130962522,254583.73042160503,181.08366678577812,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,340.0,81.0,1,43.80720513065346
342,103.90800900940052,266373.9073379861,191.54308822381043,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_female,342.0,81.0,1,22.91498936877873
343,103.53544387102188,274183.51081575523,198.52343572039533,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,343.0,81.0,1,11.287729559735466
344,79.63863071798956,157094.98783467733,120.18313447385445,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_female,344.0,31.0,1,2.4946579416701784
345,94.78114907736544,234569.7236955016,166.90500258374078,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,345.0,81.0,1,98.55600230836346
346,93.73613119419942,241623.41345717837,174.74649872116032,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,346.0,81.0,1,77.65987869362304
347,72.09044637429939,261775.70730066183,181.81665349022342,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_male,347.0,51.0,1,51.46214053270624
348,109.0008930188057,308744.9444236533,224.9028119648208,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_76_85,sex_male,348.0,81.0,1,42.586342228591825
349,79.02221131600672,141323.07743695198,107.51217660613614,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_female,349.0,31.0,1,44.26481291114547
350,86.80729463218712,233293.13982401052,168.85698063463983,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_female,350.0,51.0,1,78.60031021908169
352,93.87080909984256,244377.73590012532,173.624463886114,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_66_75,sex_male,352.0,51.0,1,63.44992592085934
355,88.24002347373344,187534.07345511712,125.60270141921991,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,355.0,81.0,1,97.31276828411886
356,92.07447826394746,202829.8603229356,141.7813658012922,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,356.0,81.0,1,66.35108492615785
357,50.322661953679905,185257.38610274572,133.45590624776023,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,357.0,31.0,1,14.821019028345429
358,46.72367486345414,150973.41034411124,111.02288027544807,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,358.0,31.0,1,30.146418667171048
359,64.70373382116989,262128.16581538177,185.81137640147233,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,359.0,51.0,1,33.87992181069493
361,77.52287965783279,156618.32679320016,110.9286891029666,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,361.0,31.0,1,103.1243593350572
363,90.80560287739695,210560.99146114988,148.85054980777682,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,363.0,81.0,1,66.3877842474868
364,95.2310448129621,222691.20699027527,156.55297653253334,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_26_35,sex_male,364.0,81.0,1,70.37183511104179
365,66.19659605491832,251261.86255632012,173.17105612015652,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,365.0,51.0,1,63.02281697112696
366,67.9173005822915,267749.5930117778,194.05419255607586,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_female,366.0,81.0,1,24.670626479539138
367,54.52613545026282,187469.4347902667,137.4403837770326,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_6,age_46_55,sex_male,367.0,31.0,1,16.82101902834543
368,95.0402238875488,209062.3114718201,152.69012797596199,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_26_35,sex_male,368.0,81.0,1,11.303955913977694
369,63.53808609286593,197634.72193871523,144.8717433063025,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_female,369.0,81.0,1,13.409769848644835
370,56.84691038015868,202634.12295656672,145.73285838986382,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,370.0,81.0,1,31.963224833263887
371,61.814498181212215,233753.01183625933,169.27623750841815,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,371.0,51.0,1,49.126222249342106
372,76.16719656690552,144102.22854280742,102.86010291068749,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,372.0,31.0,1,80.81068597102343
373,87.16756164188676,195786.64068892202,131.6125353270123,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,373.0,81.0,1,51.784032740454855
374,58.904318206901166,212689.41819782968,151.2234132449166,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,374.0,81.0,1,57.51616154920396
375,80.33878326751343,159142.25565257826,120.72947079716069,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,375.0,31.0,1,94.85549552936007
376,86.43826384870925,238907.2696637202,171.26628000456452,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_female,376.0,51.0,1,21.634506301179837
377,89.71224281432636,197239.8460160502,143.9892599489935,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_26_35,sex_male,377.0,81.0,1,37.44685107440972
378,80.91604962092316,137238.68558113268,100.99124644510836,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,378.0,31.0,1,68.16093652588593
379,65.93402053868022,109474.55009316937,72.23646208137481,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_female,379.0,31.0,1,16.121917750713447
380,75.06997281988222,139041.62850088588,92.67260733074863,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,380.0,51.0,1,62.77998143312483
381,76.43154007709849,152961.30610153667,113.54801355625321,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_female,381.0,1.0,1,77.97483289578223
382,54.590799328244934,61459.52371420843,38.68126434271717,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,382.0,1.0,1,102.50952786576364
384,117.31429044545335,316671.9421882523,221.67267431128133,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_10,age_56_65,sex_male,384.0,81.0,1,6.365887346548537
385,109.27372907005345,309247.6433871918,225.65797358816087,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_10,age_36_45,sex_female,385.0,81.0,1,41.868993108759994
386,71.56286035839881,135231.12729533509,103.23073415904207,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,386.0,31.0,1,69.16093652588593
388,74.47576565473868,124020.51394759012,84.20712239935972,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,388.0,31.0,1,48.35238976714864
389,75.46885494752803,129063.36194895055,99.002229071738,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,389.0,31.0,1,49.637081995057784
390,84.68961949422638,196464.68895835988,142.32138794017456,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,390.0,51.0,1,52.80436124211732
391,84.08375647676263,196603.26358692895,144.14594303500755,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,391.0,51.0,1,57.80436124211732
393,74.98564450484645,128119.54526276275,95.5824937618454,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_26_35,sex_male,393.0,31.0,1,34.220003352808845
394,70.2553577448568,123588.50801715953,94.15991026370564,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_56_65,sex_male,394.0,1.0,1,30.30413283880496
395,85.58827764509842,194086.1789607356,138.47185962741494,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,395.0,51.0,1,75.03408632261728
396,80.58226733418023,147333.50403924743,94.46541679077758,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,396.0,51.0,1,106.98977841189907
398,80.99201626296129,178333.96975648843,125.22687848232604,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,398.0,21.0,1,120.3636353964078
399,81.48206233732596,198285.7940011186,148.21305744296643,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,399.0,51.0,1,83.30295012831446
400,58.54184489090915,232099.03399981238,173.3146719951109,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_86_100,sex_female,400.0,51.0,1,64.74940482668775
401,93.00207675291892,245553.64677748425,176.72708406408466,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_56_65,sex_female,401.0,51.0,1,13.201080842129777
402,76.35105100741531,158915.85874851092,102.91586201220235,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_26_35,sex_male,402.0,51.0,1,39.44685107440972
403,82.61087019812167,192500.48946264805,126.1491214446313,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,403.0,81.0,1,109.55600230836346
404,54.389486622018005,219802.9539761002,167.7681870423488,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_male,404.0,51.0,1,114.27640753583242
406,49.30627992501496,168047.83354752293,109.7301099801778,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,406.0,51.0,1,52.031924542855045
407,61.18352954921868,102998.92856904127,65.97687299101854,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,407.0,31.0,1,109.55778479410726
408,71.63206357459359,139078.3854431177,92.30788484286028,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,408.0,51.0,1,105.154340065252
409,95.67171345968231,246655.9587463542,184.3614677891225,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_56_65,sex_female,409.0,81.0,1,12.017415292426556
410,90.24606188910052,228294.31297437375,164.38747320513573,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,410.0,81.0,1,63.34620532958921
415,53.27933952213722,203745.5140011752,144.6548326567339,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_26_35,sex_female,415.0,51.0,1,1.6195362868450716
416,97.10632286203072,248520.22201859762,172.4852715489719,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_26_35,sex_female,416.0,81.0,1,16.116951356133665
417,92.30493296863028,222506.67403516415,158.98856631075805,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,417.0,81.0,1,31.61762927801152
419,88.85090758779728,186833.691956588,135.48547763044868,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,419.0,81.0,1,83.67610504786526
420,86.8806679547906,196519.5665249532,142.65500037226468,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,420.0,51.0,1,80.03408632261728
421,73.41335230345645,135684.86113804858,104.35171056444038,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,421.0,31.0,1,55.53367671684265
422,86.72071194443787,180266.25837380212,130.96417755328758,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_7,age_19_25,sex_male,422.0,61.0,1,11.261590462984636
423,70.02676418724377,138514.8315986198,92.27636858772141,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_66_75,sex_male,423.0,51.0,1,9.857389972660664
424,30.664309111207412,96470.80364303118,73.34525699125507,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_1,age_46_55,sex_male,424.0,1.0,1,27.55202464120513
425,50.22226610148907,178689.26773925667,120.83724905682043,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,425.0,51.0,1,38.620037934463504
430,87.34047146878721,225566.83331299038,162.07725959477568,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,430.0,81.0,1,109.98942776741356
431,93.44354331865036,258154.8965363845,187.97714273546418,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_46_55,sex_male,431.0,81.0,1,78.59822195322687
