,Electricity,Income,Water,e_Cooking,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
233,87.74705731937412,197032.52144746552,144.69914470237254,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,233.0,81.0,1,2.549546902664538
235,102.72173375429492,252581.5737237181,178.95961261759982,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,235.0,81.0,1,22.261308329476023
236,103.25634690939577,245940.80402262288,175.19597059641688,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,236.0,81.0,1,17.952665096799706
238,95.72980714002621,225916.49668279552,164.18615265048217,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,238.0,81.0,1,7.023740329094569
239,79.16457784474939,155062.0797734673,102.71416146111406,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,239.0,51.0,1,9.549546902664538
240,104.42928340922106,250814.57991226183,181.07092640823709,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,240.0,81.0,1,18.261308329476023
241,94.8721370833839,237272.32608066392,164.97012022636665,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,241.0,81.0,1,10.766308974329672
242,111.14526674019176,244642.56253302048,178.2605491433094,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,242.0,81.0,1,11.952665096799706
245,107.03294236110926,271078.21328267857,191.7327054136829,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,245.0,81.0,1,24.592084327992836
246,92.69598890789464,203819.66420795745,145.27584417527288,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,246.0,81.0,1,11.858190135340841
247,98.54208509684341,231473.19991594547,161.97344565186447,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,247.0,81.0,1,35.0097981377551
249,93.05036772846545,218205.54540011237,153.57182264687287,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,249.0,81.0,1,1.3873997117746475
250,90.87763788779934,231918.7470544979,176.58097505276882,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,250.0,81.0,1,0.7775462824735371
253,95.15257957488609,204029.44886519585,149.3521426277069,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,253.0,81.0,1,7.858190135340841
259,82.2720455170089,186539.80857804802,136.08841247859553,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,259.0,51.0,1,33.774352621712566
263,103.14747339768101,286622.14331710315,205.1373455672171,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,263.0,81.0,1,37.403325122176284
264,98.34150422829292,255450.84581743288,190.55903634058998,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_46_55,sex_male,264.0,81.0,1,7.171005712847272
266,91.28226020912321,188771.3810317308,141.89709201015296,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,266.0,81.0,1,37.79303606608991
267,85.5134554632477,181628.2256359633,128.4416773830765,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,267.0,81.0,1,29.60667994361988
268,76.67791619753348,122135.03446455376,91.2780972544734,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,268.0,31.0,1,160.61685812568714
270,90.48310193090349,187866.37292557707,137.77784254762545,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,270.0,81.0,1,81.18008723223261
271,88.06889293995035,184804.29377044,133.7128224520753,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,271.0,81.0,1,68.18008723223261
272,92.57187390444271,216008.39955048988,160.7952046233683,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,272.0,81.0,1,71.01057372058074
275,97.11247263269509,233784.13687774228,180.33081785890175,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,275.0,81.0,1,11.68867662368892
276,86.73437839649233,169475.18428928198,123.93247299461993,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,276.0,31.0,1,63.0811613522053
279,87.51935453704534,230492.77044027406,167.50390185429242,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,279.0,51.0,1,38.21513714349132
280,103.52079984752493,266382.1468875698,189.70492313179517,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,280.0,81.0,1,25.178349147950158
281,97.75545808190209,255457.51280505714,184.9464684235183,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,281.0,81.0,1,17.218369634919213
284,102.60822193777443,268142.3817106817,192.14080510960102,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,284.0,81.0,1,7.362789510965975
285,83.70826302390216,179992.5073421718,119.2524244882717,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,285.0,51.0,1,56.82344201528501
286,103.73350863912191,246015.6583746451,173.58033275833168,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,286.0,81.0,1,0.16382186579057478
291,81.31927221128679,174804.32902483028,124.56461738195732,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,291.0,51.0,1,31.255098016386768
292,96.19498828508296,226103.8711969293,158.89104585049037,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,292.0,81.0,1,93.35391060934097
294,95.43324821985422,241333.11983654872,172.1544354919699,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,294.0,81.0,1,3.163821865790575
295,97.48246109292229,217761.3205444722,153.52519429704486,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,295.0,81.0,1,0.0050497164901470715
296,97.107932099567,224696.27855598863,157.13394095683338,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,296.0,81.0,1,52.12603280515046
297,94.51687751716342,203849.34327855924,149.68939908277284,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_female,297.0,81.0,1,2.1334159165954834
299,100.59004195790371,234382.60622508038,171.93383743480214,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,299.0,81.0,1,47.0097981377551
300,92.34499669270157,224344.85978178112,161.6687011873519,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_female,300.0,81.0,1,5.052222991269037
307,94.85965956459243,218588.9099684647,161.17941099824446,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,307.0,81.0,1,21.471860088051912
308,97.78145626172056,229978.6072166949,162.42239730168112,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,308.0,81.0,1,89.39684930389774
310,97.99045787564856,220586.4534013205,157.172217228576,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,310.0,81.0,1,27.514798782608693
311,79.37372483504922,155072.1719324349,99.94038357979478,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,311.0,21.0,1,11.760158275314044
312,76.33531170019003,145451.71777658255,99.12476938922865,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,312.0,51.0,1,35.56374124906307
313,87.41006014675357,224183.76672489685,154.76075769721737,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,313.0,51.0,1,126.56452198199037
317,93.40807685686157,243539.244589062,176.46540264605855,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,317.0,81.0,1,84.84890996448729
320,73.90028739210827,117268.45002881804,90.54707669838068,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,320.0,31.0,1,167.49457101548083
321,98.34996921946251,219696.77576614273,159.5928526774173,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,321.0,81.0,1,7.4303384063314475
322,78.83786040940709,162028.46011487866,106.36498064188443,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_56_65,sex_female,322.0,21.0,1,3.3440272892449867
323,83.91113068259905,176786.1778529186,132.8080800159561,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_female,323.0,51.0,1,3.5697563814843924
324,87.00950848325287,167526.5050553132,123.91213643860056,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,324.0,31.0,1,32.17003101098993
328,89.85036535471184,184837.49974981672,131.58545454832145,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,328.0,81.0,1,54.90927073348533
329,91.87156198783882,224168.4794278476,165.29435546965288,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,329.0,81.0,1,18.7441499603716
330,93.72011759268713,234238.79140911874,168.5917477629612,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,330.0,81.0,1,19.27023030896133
332,84.17857561747117,214389.88349723126,156.85213051267544,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_female,332.0,51.0,1,24.21221893590357
334,86.36125980913813,202250.63194028265,145.82383762358734,Cooking_no,Refrigeration_yes,TV_no,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,334.0,81.0,1,11.999346792530318
335,93.8579898294085,233970.73582373266,170.53746123863345,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,335.0,81.0,1,69.35391060934097
336,89.67074554710675,232392.63972260922,167.81848429808295,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,336.0,51.0,1,121.56452198199037
340,88.67203277186617,189248.3071583986,136.801759686485,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,340.0,81.0,1,78.13714853767581
343,88.68819278729745,184969.1207677028,133.95563046896805,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,343.0,81.0,1,88.18008723223261
344,86.95383788395155,203727.92279466538,147.0015623006596,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,344.0,81.0,1,5.8152514407840386
345,90.08690402517739,190491.77969123208,140.64426932701116,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,345.0,81.0,1,90.13714853767581
346,88.13531587154587,179780.77132647025,133.85220985766014,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,346.0,51.0,1,35.56374124906307
348,82.90621145883334,177525.46266556613,133.64149122780393,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,348.0,51.0,1,27.255098016386768
349,86.80577669118564,180062.47332171656,130.81686981289636,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_female,349.0,81.0,1,0.9746437672950545
350,84.60120235187688,200223.1090714329,144.89979253531652,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,350.0,81.0,1,0.5066082081077339
352,85.58509926323146,208825.69742996024,150.5408995176353,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,352.0,51.0,1,4.459761977874768
353,89.96875978134447,193772.92312127308,143.96001725617774,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,353.0,81.0,1,68.48873046490888
354,105.83988476265577,248959.7772454845,181.20864167230354,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,354.0,81.0,1,11.074952207006
355,89.72352705460268,213981.55077978622,152.51191726609468,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,355.0,81.0,1,2.865866868799009
356,83.19792874229586,175271.8551679681,127.64402496750084,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,356.0,51.0,1,3.835460919603893
358,77.4778300090477,177386.0062060235,130.02273984743022,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,358.0,51.0,1,2.6920434916906766
359,91.20742444332882,235019.7528935611,170.62019943105963,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,359.0,81.0,1,42.96685944319826
360,91.4061714355125,228826.0683720499,161.66451278950458,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,360.0,81.0,1,33.65821621052194
361,83.29197337694197,178512.24189473924,126.1891213019708,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,361.0,51.0,1,32.25509801638677
364,89.43639168119519,217628.6586605747,157.29952436914482,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,364.0,81.0,1,15.557793837901567
365,87.01435217413844,198453.18898180348,145.99636435449273,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,365.0,81.0,1,22.431219020806452
369,100.01918629411136,237344.0775741023,172.708726607578,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,369.0,81.0,1,20.27023030896133
370,89.38253228014837,238047.1719563132,175.27565523806263,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,370.0,81.0,1,27.27023030896133
372,99.46939465310328,224897.60335892663,156.1616730260969,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,372.0,81.0,1,21.471860088051912
373,90.90093799955204,222635.29640788923,172.56864875037854,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,373.0,81.0,1,6.38003339101261
374,100.89803066572264,238763.54384933665,170.95893032372956,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,374.0,81.0,1,96.89184865904406
376,82.3523112894977,193450.38301144968,140.14525950198285,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,376.0,81.0,1,81.44579177035217
377,86.67877731924763,193680.63181447558,138.22997353005331,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,377.0,81.0,1,86.44579177035217
379,98.392985132276,241621.5419856921,174.28966853293102,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,379.0,81.0,1,90.84890996448729
380,95.86372349799292,239555.60614883094,172.46161403625285,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,380.0,81.0,1,77.84890996448729
381,101.37409300489,231203.65446214034,164.53376800756524,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,381.0,81.0,1,81.39684930389774
382,97.06778620363993,249503.4218644788,166.9738178976259,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,382.0,81.0,1,11.465912676890397
383,94.97680748532505,244565.0172760993,183.51378107819372,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_female,383.0,81.0,1,17.30893191060015
384,92.65967712358135,237890.92295853462,171.70574787178126,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,384.0,81.0,1,79.6625538420173
386,76.1528678411125,161568.79140720292,120.11334111498975,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,386.0,31.0,1,35.729579424972194
388,87.64771292677695,198095.47587281658,155.56340032392032,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,388.0,81.0,1,-0.14229329945564406
389,95.73233010726423,220980.97613204856,158.68078002264417,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,389.0,81.0,1,24.471860088051912
390,89.78346997089524,248978.99005314976,183.11591413696803,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_86_100,sex_male,390.0,51.0,1,12.999618521755941
392,97.62772581314421,232474.28883160112,168.84240111311638,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,392.0,81.0,1,43.0097981377551
393,74.74993433256031,128777.11236730694,82.97710026826523,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,393.0,51.0,1,1.2135763346663149
397,79.73541912160923,182763.52175183746,130.17815220975268,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,397.0,81.0,1,30.4414541388568
398,82.25669435348371,164464.16224475627,121.83190506641957,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_female,398.0,51.0,1,9.044062823014386
399,89.99409273754128,222700.20431503112,162.81030030906143,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,399.0,81.0,1,21.471860088051912
400,95.36474851165352,229695.93127838246,158.3310492031953,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,400.0,81.0,1,82.35391060934097
401,87.96111846948212,232554.8150712428,161.69279664266634,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,401.0,51.0,1,124.56452198199037
403,95.51491764668259,238106.05405854638,167.67257250685557,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_36_45,sex_male,403.0,51.0,1,35.08853119048432
404,88.66613611050569,216614.7068274138,156.77302999968043,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,404.0,81.0,1,27.471860088051912
405,90.03609208121618,189625.99169321245,142.20923798566312,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,405.0,81.0,1,40.79303606608991
406,85.06079890019724,182911.01278594218,133.02877157794907,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,406.0,81.0,1,36.60667994361988
408,91.17373103401181,201490.65488816603,148.19028132751558,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,408.0,81.0,1,5.549546902664538
413,79.74430031473561,183825.46828344202,137.61443065962453,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,413.0,81.0,1,33.56374124906307
414,96.3157027370362,230153.93621132046,164.15393105771886,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,414.0,81.0,1,100.70549253657407
415,92.30472455112205,258062.6095808435,186.78081256263042,Cooking_no,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_3,age_76_85,sex_male,415.0,81.0,1,4.038911069405497
416,105.46111344795904,258246.80401911185,183.86017268216546,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,416.0,81.0,1,24.003850726593555
417,88.45955588601774,186722.53076234183,133.67590631110087,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,417.0,81.0,1,39.60667994361988
419,96.44761292345163,199540.9602831629,143.33419996173444,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,419.0,81.0,1,7.858190135340841
420,84.27494129722446,183140.99790772496,131.89805286999652,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,420.0,81.0,1,43.86633203892856
423,83.25200041477456,163147.06246127086,117.3465191473338,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,423.0,31.0,1,32.17003101098993
424,75.50516125580357,131338.38059260405,95.91373396555832,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,424.0,31.0,1,23.25019142906075
425,99.27581904385949,250266.1296343303,181.19541685966732,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,425.0,81.0,1,-0.07073313353513377
426,91.27590573384347,196023.34302324406,145.00429056604787,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,426.0,81.0,1,92.63214789282222
427,101.62821426186605,257570.87049660328,195.66498115203555,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_36_45,sex_male,427.0,81.0,1,26.835012259189924
428,92.29224578995077,194992.76428662406,141.42204171773324,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,428.0,81.0,1,3.549546902664538
429,96.88291433203555,223185.35595340136,158.270373451616,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,429.0,81.0,1,52.12603280515046
433,71.10703960308743,111057.0006158538,86.16646865983299,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_female,433.0,31.0,1,107.22375451673358
434,83.27731633971207,182673.29102068426,134.62557363278958,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,434.0,51.0,1,124.39069860488206
436,98.11094454587659,238971.86851784392,168.82760498879762,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,436.0,81.0,1,81.84890996448729
438,90.70253251629008,223168.7903684473,178.7180927461155,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,438.0,81.0,1,38.623522554437955
440,81.22319883192209,180271.5539099901,132.49010152766022,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,440.0,81.0,1,22.56374124906307
441,87.06420707111354,225105.02767066762,157.71978183949415,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,441.0,81.0,1,26.78050332072823
442,87.55681309467911,184252.75199728546,137.80816364666012,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,442.0,81.0,1,54.90927073348533
443,92.374012800103,215214.81002962426,150.33645070014666,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,443.0,81.0,1,12.695207493917245
444,102.49897056665635,212878.84339059482,153.59087886813003,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,444.0,81.0,1,7.880322901181351
446,105.52874362630024,273892.4482098527,211.25547519636703,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_8,age_46_55,sex_male,446.0,81.0,1,32.05998823341601
447,90.68539867610531,226321.83077251306,165.8714122470727,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_10,age_36_45,sex_female,447.0,61.0,1,3.0003172866236376
449,94.02065735758714,238200.646544838,174.48203789272992,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,449.0,81.0,1,29.27023030896133
454,96.68306819494629,242260.55865318142,167.46809012119888,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,454.0,81.0,1,17.074952207006
455,88.66537197471617,228443.93916820397,168.60734094414732,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,455.0,81.0,1,5.38003339101261
457,106.9034016890861,236333.1127869541,167.94902883071916,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,457.0,81.0,1,7.766308974329672
458,88.4237403071803,191495.43925969122,138.36650727464223,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,458.0,81.0,1,85.18008723223261
