,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
340,67.70138620229837,106212.56297635194,71.29802112017991,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,340.0,31.0,1,37.38052384950797
341,83.25594197095508,170516.50398136963,125.40430944256936,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,341.0,51.0,1,41.45751469322456
342,72.68318512915603,143137.9484220248,103.22142716710216,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,342.0,31.0,1,116.70545588758318
343,84.34567275818891,168259.40408963687,123.86682116246764,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,343.0,51.0,1,56.43412390558048
345,94.06611997093563,238024.0497036113,170.49813058181488,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,345.0,51.0,1,92.6406659335244
346,83.45995545733349,187576.18188898265,137.85785687020896,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,346.0,81.0,1,1.53359938994201
347,98.08860116588863,252558.8290621144,173.82110201867084,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_56_65,sex_male,347.0,81.0,1,49.80155921401611
348,75.51569291696566,128795.4772340845,90.04475386885584,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_56_65,sex_female,348.0,31.0,1,36.439597897686674
349,100.56638910763438,245035.8999660741,167.81368885233366,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_56_65,sex_female,349.0,81.0,1,24.661814430328974
350,82.06407140131334,178066.62156973523,129.07428836994495,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,350.0,51.0,1,99.54417576067087
351,84.7244265275963,166675.3957932501,118.2006345442563,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,351.0,51.0,1,57.43412390558048
353,72.68652002520085,132697.26861538732,98.38346697719452,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,353.0,31.0,1,52.35970353393021
354,88.41621935152052,198374.40100101865,128.6853665609172,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,354.0,81.0,1,45.132678028764715
357,88.67701753838745,194257.90937675376,140.56618521934743,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,357.0,81.0,1,12.14522166232161
358,78.95791136023176,188166.60750229406,135.09215562392714,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_56_65,sex_male,358.0,51.0,1,1.077072962816894
359,78.9340729592438,153904.75774918837,118.36120076975536,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,359.0,31.0,1,18.095936452630056
361,81.66121564125713,172271.8412184085,124.11527590491067,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,361.0,51.0,1,52.43412390558048
362,71.10046256489703,147418.0144107469,109.90636290947545,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_36_45,sex_female,362.0,1.0,1,106.42674185147459
364,96.03493970388077,234491.4710791691,163.45446449338522,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,364.0,81.0,1,1.8120608370704234
365,93.61685514243891,239188.6637962867,173.2336314103935,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,365.0,81.0,1,26.050769248473173
366,92.74937026929736,237517.4149189265,172.07811388997845,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_female,366.0,51.0,1,0.14496907334144693
367,76.25680552692741,153622.97464916846,115.59848631395398,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,367.0,31.0,1,109.54341650058213
368,84.6562987908002,193773.9720632501,141.3295715240496,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,368.0,81.0,1,37.49369053947459
369,79.93396264948574,177586.42402106468,116.38869527278364,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,369.0,51.0,1,101.03320254440314
370,91.8200503646548,228742.28918463454,164.14924271745974,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_female,370.0,51.0,1,83.80301445789742
371,83.528515434727,172291.98174854447,127.9738284852625,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_26_35,sex_female,371.0,31.0,1,0.4021039440698612
372,74.43801565458786,142362.75300603322,94.46852591563955,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,372.0,51.0,1,104.80326704687752
373,76.47420995915597,142529.9878986053,91.70435535204369,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,373.0,51.0,1,109.38182723629791
374,84.11986460208728,176204.13500094684,131.81335860685914,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,374.0,31.0,1,60.933286472367996
377,98.56542275399849,234026.6055405043,167.73146921164374,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,377.0,81.0,1,4.812060837070423
378,103.70675652776293,271990.35607242666,187.7659385903509,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_8,age_26_35,sex_male,378.0,51.0,1,69.0223127577703
379,98.19526971461944,274587.882794526,199.779840231606,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_female,379.0,51.0,1,9.324026346041682
380,97.24037554698593,245469.4466735773,179.92389209553562,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_19_25,sex_male,380.0,81.0,1,9.214852800968902
381,88.15930061736526,198354.6638649302,145.1739775922415,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_female,381.0,81.0,1,17.021782022370143
382,80.16369790440736,164228.5105036011,109.46050904804257,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,382.0,51.0,1,54.98257168205957
384,86.17442973468648,203702.0120167345,150.9815752642704,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,384.0,81.0,1,23.772307801344773
385,94.42002563625485,234597.1331981128,167.31337151672096,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,385.0,51.0,1,102.13528905525284
386,88.05533241866068,230122.3555647853,166.20553436850986,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,386.0,81.0,1,30.324278935021866
387,73.94354407679765,146441.19413382062,110.49426819892705,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,387.0,31.0,1,43.33199789990514
388,97.51313516641385,229842.2077553447,167.63399255688856,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,388.0,81.0,1,98.81073585753228
389,71.97113234636859,142685.41837170787,108.00694620429856,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,389.0,31.0,1,116.70545588758318
390,67.96397011755228,123573.87156510555,95.83958120241091,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_female,390.0,1.0,1,46.6317474600138
391,106.6269009890845,270979.7628620244,192.0598433431678,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,391.0,81.0,1,22.60274038215028
392,70.7863119328397,114927.74175115324,74.98280816481672,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,392.0,31.0,1,28.723022591653205
393,77.13059478428326,169204.76489681186,118.28981688811123,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_19_25,sex_female,393.0,51.0,1,4.182676945905363
394,76.67770380686719,152696.01172656225,113.8813179677594,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,394.0,1.0,1,118.26439332710163
395,80.13252501777555,141121.80344974992,105.45061318759609,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,395.0,31.0,1,66.01192483491208
396,84.34400510522312,182738.8833489282,133.3777515607796,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,396.0,51.0,1,40.99306134509892
397,68.73514338632525,122012.82730197649,92.50736802900688,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,397.0,31.0,1,29.288592273460132
398,84.64351923971716,195545.37369150648,133.9256474653867,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,398.0,81.0,1,102.70881463302916
399,66.49639373507058,115013.47735066195,87.32354353964409,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,399.0,31.0,1,129.48659810038686
400,96.08136984137212,231692.52951906773,178.46017912592526,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,400.0,81.0,1,41.49369053947459
403,83.7727152928143,172011.38585304213,129.4033862229727,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,403.0,31.0,1,55.933286472367996
404,76.59538461450269,146009.6174659933,98.28519001189177,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,404.0,51.0,1,1.53359938994201
405,76.70238704089249,137297.27197228777,93.41090846930857,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,405.0,51.0,1,73.06121004460361
406,89.85676073087755,211462.89240395848,154.0717456433499,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,406.0,81.0,1,26.859433497997166
407,80.11983598962561,174345.03583529193,125.86798199368128,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_male,407.0,31.0,1,29.810148288305612
408,81.50331707202658,177908.61908513753,116.3188921645925,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,408.0,51.0,1,70.33967149173203
409,75.27012909360633,179198.69458822085,129.96779046331673,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,409.0,51.0,1,110.80326704687752
410,86.35526944887665,231554.293624368,163.8103811453847,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_male,410.0,81.0,1,23.42368310945003
411,69.03881652352891,134487.51035901922,101.7747211345776,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,411.0,31.0,1,45.149138197326316
412,63.19625771488411,102668.26565042206,76.05279445340182,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_1,age_46_55,sex_male,412.0,1.0,1,37.445610908205964
413,69.93573774601563,137783.75120469366,92.3079198718981,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,413.0,21.0,1,53.99306134509892
414,84.6314994345442,203648.4768747534,151.34522391561708,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_female,414.0,61.0,1,102.99211315806494
415,79.14598637153266,147034.05211446606,97.06960699209093,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,415.0,51.0,1,2.53359938994201
417,78.28022929894313,165410.21435895338,122.8246085610012,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,417.0,31.0,1,113.1705026396053
418,60.21119152661917,109521.76307183849,83.58079033117677,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,418.0,1.0,1,111.791363261859
419,84.61815363209699,182426.7187558529,131.9173310752976,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,419.0,81.0,1,87.80326704687752
421,58.500064846493615,92671.46837580325,57.86675511948472,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_1,age_36_45,sex_female,421.0,1.0,1,30.0809894978216
424,85.79908958639379,202649.5949612265,148.73164445221326,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,424.0,81.0,1,45.90274253123913
426,98.89851797486848,238910.01329904172,166.21680860803434,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,426.0,81.0,1,41.132678028764715
427,87.39045258448267,201601.33950820516,134.59669792624857,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,427.0,81.0,1,44.92211269216082
429,106.96886545310404,268097.12421871256,190.32024813701275,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,429.0,81.0,1,26.60274038215028
430,93.56354944178676,240746.27620372036,169.98632679804555,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,430.0,51.0,1,90.6406659335244
431,90.46883962478792,238249.75776689762,168.69405924270157,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,431.0,51.0,1,87.6406659335244
432,90.10337215569227,231459.3018769137,167.9065047789407,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,432.0,81.0,1,67.12910615512818
433,97.02096954475395,240020.86326224578,171.06040767839042,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,433.0,51.0,1,37.064529329259976
434,87.77148028492174,206216.96597748747,149.34323840287325,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_26_35,sex_male,434.0,81.0,1,5.661954490365293
435,84.960459624289,204398.906333712,148.43229377625187,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,435.0,81.0,1,88.21978784929684
436,92.87381967635893,228881.91834863852,166.48379214683308,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,436.0,81.0,1,106.66028868342639
438,77.65572534916777,152279.8667444827,97.73153656650032,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,438.0,51.0,1,109.43035318590071
439,78.80304581297666,146296.93367870027,98.10874847576936,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,439.0,51.0,1,119.38182723629791
440,89.49729267871639,211262.25636545714,155.59625066916348,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,440.0,81.0,1,41.69217719463523
441,88.30291759288549,238688.46276277426,172.70304254457767,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,441.0,51.0,1,88.6406659335244
442,89.61629094426421,196711.90769352246,143.90875893514254,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,442.0,81.0,1,49.854216581636294
443,77.83168000504638,148789.0314729648,98.51229395344977,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,443.0,51.0,1,18.14522166232161
444,93.13780189782742,245788.0909324018,174.78928595417142,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,444.0,51.0,1,15.069746245620863
445,82.22290820733673,166911.7441340044,123.28570084755164,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_male,445.0,31.0,1,34.81014828830561
446,60.26373782570055,96664.38253035606,72.41793258701408,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,446.0,31.0,1,66.49036882006656
448,87.42189647841086,186351.2566601143,132.56354068655418,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,448.0,81.0,1,95.80326704687752
449,67.66777453037565,110342.63400659263,74.16604714252587,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_36_45,sex_male,449.0,31.0,1,138.2596826692437
450,82.5969934788103,189763.72887367287,138.92992900046258,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_26_35,sex_male,450.0,81.0,1,4.252902498600742
451,97.27920857041252,264767.6527674979,189.2827011959986,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,451.0,81.0,1,31.554214432547454
452,86.30557621631769,201170.6675992246,142.36293471197106,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,452.0,81.0,1,21.772307801344773
454,86.4861668150793,202562.76116123737,150.78339296152322,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,454.0,51.0,1,28.834593831734388
455,84.10908107157456,190747.92265030308,139.11245356486518,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,455.0,81.0,1,1.53359938994201
456,81.43082932212207,164587.87169483188,121.65961485661795,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,456.0,51.0,1,44.408988743621734
457,90.93818289107844,211584.33002572024,155.00993097884532,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,457.0,81.0,1,46.03109763166238
458,76.39468538265908,124046.72281764346,80.48639405733856,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,458.0,51.0,1,47.408988743621734
459,78.08613728545299,168297.49677636538,123.41063005440256,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_female,459.0,31.0,1,23.512457255049345
460,88.71830377595104,223639.99379314148,173.28890511483863,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_female,460.0,51.0,1,94.69406120842478
461,71.32666207998469,143066.6966125445,105.1482866279183,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,461.0,31.0,1,67.01192483491208
462,82.67052652141396,208461.38244414923,161.0630752883785,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_26_35,sex_male,462.0,51.0,1,48.58400935333436
463,70.93929863244261,133362.32720196608,87.10137261412851,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,463.0,51.0,1,69.06121004460361
464,71.68488513029357,144787.92720448482,107.64966432602358,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,464.0,31.0,1,67.01192483491208
465,88.46543137514152,234662.31400848817,169.77107182349982,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,465.0,51.0,1,102.59213998392158
466,68.54823312073209,129861.26781915419,98.9343712942775,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_56_65,sex_female,466.0,1.0,1,14.549838679722278
467,78.45979055628928,184929.51902855292,133.4976148977573,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,467.0,51.0,1,39.99306134509892
468,61.95299042965075,111088.4258976523,84.41518301930962,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_male,468.0,1.0,1,129.36992345127928
469,80.12559475055636,168783.1735380087,121.78845207280685,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_56_65,sex_male,469.0,1.0,1,7.654873892148488
470,81.26016975622794,177080.7236194493,129.1230144331645,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,470.0,21.0,1,102.68659239777004
471,99.88236033696332,259100.3362731261,179.27182788174943,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,471.0,81.0,1,43.3095590787908
473,87.2561113421676,196678.58514467636,140.32601703415034,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,473.0,81.0,1,39.854216581636294
474,70.99066077970058,113983.3828958348,84.19629724129653,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_26_35,sex_male,474.0,31.0,1,9.58984430442812
475,89.38281423457958,189729.67642996483,134.93797367295306,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,475.0,81.0,1,0.53359938994201
476,70.32790080458388,93890.70901424429,71.88434791315998,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,476.0,31.0,1,72.49036882006656
477,65.39525204439471,110341.65880828539,73.18144658317794,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,477.0,31.0,1,19.095936452630056
478,90.43536631849396,242203.02633805192,173.27211788604225,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_66_75,sex_male,478.0,51.0,1,9.442660106597714
479,87.30712587735174,187030.13528964468,133.53013268104522,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,479.0,81.0,1,2.53359938994201
480,81.3091524846371,166007.24232423285,117.44652475816414,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,480.0,51.0,1,64.43412390558048
481,56.472358233292944,53209.16990342638,31.52910858037349,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,481.0,31.0,1,69.49036882006656
482,93.901459546188,230316.63959922647,178.6070838798478,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_56_65,sex_female,482.0,81.0,1,18.525604333953208
483,59.671756282328246,70106.0261706291,44.86982286615904,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,483.0,31.0,1,118.64894662475979
484,96.1661566479253,228766.6116031064,174.08415499481774,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_66_75,sex_male,484.0,81.0,1,21.823295367209482
486,94.58952570091273,193864.7103127514,143.21043809095616,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,486.0,81.0,1,102.22855602798148
487,83.28606629235065,199371.9200142436,144.72140551330153,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,487.0,81.0,1,95.21978784929684
