,Electricity,Income,Water,e_Cooking,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
190,89.35260668037766,194212.13381847602,124.70756653234885,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,190.0,81.0,1,27.438124800895828
191,86.21373875349651,204792.45395462555,135.49245858160592,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,191.0,81.0,1,24.0912239132105
192,77.52546759071284,159814.00244195006,106.5573979855452,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,192.0,51.0,1,32.18148776809401
193,77.9387692028207,153935.22166838747,104.27522594733685,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,193.0,51.0,1,110.20112559506217
194,87.86300754567627,228623.5736071163,165.3965740603199,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,194.0,51.0,1,82.61743312565858
195,86.98725391225838,221216.9575361752,153.32668328129904,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,195.0,81.0,1,27.811564848572644
198,73.73097381081818,141454.18730289894,103.76157454400145,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,198.0,31.0,1,91.60817086287777
200,91.17058627721235,198213.07245563169,146.1756085065943,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,200.0,81.0,1,22.52838865577933
203,71.37085539421594,123242.21740103877,83.43489229365417,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,203.0,31.0,1,36.102716640100915
204,98.26675939655412,242689.4291244906,178.56691560327388,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,204.0,81.0,1,94.81118685233096
205,90.75328828080185,219895.36581266785,159.08696472374098,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,205.0,81.0,1,2.8556483935797203
206,83.36358431099896,178492.67429616765,133.90149364480695,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,206.0,31.0,1,39.30257470785402
207,85.007987904231,212354.36399174988,151.59677589507126,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,207.0,51.0,1,40.326129621056346
208,80.81207517254403,177701.11288729098,114.84741631053045,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,208.0,51.0,1,69.59667813598736
209,73.00358336224384,127632.82277340324,84.80239354102865,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_female,209.0,31.0,1,32.08575801056883
210,75.91159934469039,156911.4850635331,105.56043201451078,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,210.0,51.0,1,112.90145070721442
211,84.54914474307994,200338.57970949914,142.36053522167344,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,211.0,81.0,1,17.52838865577933
212,84.32369583757884,178402.54315999057,132.07926156624512,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,212.0,51.0,1,13.007760154958127
214,86.79452168228475,183855.56058020896,132.27768183734102,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,214.0,81.0,1,57.686941990870835
215,72.57424847529153,126941.8256979145,96.96400300935312,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_female,215.0,31.0,1,30.095005531544096
216,85.75609983307469,184242.9566002973,136.51189879092672,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,216.0,81.0,1,64.7629131953328
217,68.32910320158233,129978.62698665787,84.9801180018533,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,217.0,21.0,1,26.299444827852675
219,87.143795755348,211556.47566663104,161.31673654728354,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,219.0,81.0,1,63.3091570503168
220,82.65340890718393,176054.12213148782,126.21914134799795,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,220.0,51.0,1,69.06258808318054
221,73.97763287866294,129679.91210355675,85.52443628536835,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,221.0,51.0,1,30.901828703456154
224,74.45012035910683,123762.63982714374,94.08635687660166,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,224.0,31.0,1,136.06741735867473
225,89.0622552562748,216236.7848800348,159.8010954542143,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,225.0,81.0,1,97.1414963375691
226,67.83000841138413,105544.44207089832,82.92948230549081,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_female,226.0,31.0,1,4.51252912422799
228,88.61605896055418,195790.89731330585,144.79047805114848,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,228.0,81.0,1,97.20112559506217
229,82.07309020108474,177210.97808283614,124.6980529833633,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,229.0,51.0,1,70.06258808318054
230,88.20347770509396,215430.65801821425,161.94633269492775,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_76_85,sex_male,230.0,81.0,1,7.406960662307242
233,62.827690602813384,99213.15805699935,64.77436054614451,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,233.0,31.0,1,97.63691606750214
234,85.90685837502939,216856.66436833216,154.2267911489011,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,234.0,81.0,1,64.97232422829704
236,93.36767057211073,230500.9583838181,158.3485961617117,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,236.0,81.0,1,68.81070699641718
237,58.33951818423794,103517.2354101824,77.34898432505125,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_1,age_46_55,sex_female,237.0,1.0,1,30.866061703617444
241,80.01163717777574,197910.29001166992,144.31003545970253,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,241.0,51.0,1,118.193135380109
244,83.47206478846519,194260.84885289555,132.90522635543593,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,244.0,81.0,1,92.11086174017868
245,69.6107102742165,123130.11172393912,92.43351516228668,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,245.0,31.0,1,15.53861534413764
246,80.30417358626458,175497.0456266095,111.6894746915217,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,246.0,51.0,1,15.217171187922379
247,103.21440405531594,271182.34935701505,190.46949948571628,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,247.0,81.0,1,22.052481820185392
248,100.2074876208865,278141.0209759481,197.9882833860828,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_7,age_46_55,sex_male,248.0,51.0,1,64.1667823000158
249,96.52688573883738,254876.69392831172,189.53525593272803,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_9,age_36_45,sex_female,249.0,51.0,1,121.99999586239011
250,83.20704885620817,180921.57003638442,133.43655357554243,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,250.0,61.0,1,42.25534870801646
251,79.60916916003517,167432.90210665672,123.9128808686715,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,251.0,31.0,1,40.102716640100915
253,89.47453692852372,184926.27960055106,133.0285968334212,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_6,age_36_45,sex_male,253.0,61.0,1,18.410875434761124
254,82.78260843259098,225072.99424624981,166.22783565523403,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,254.0,81.0,1,15.142745675068888
255,99.81532425750818,277535.3726844702,203.15379993374103,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_female,255.0,51.0,1,23.74481671738443
258,92.4817830105836,216223.3619666985,155.28078832207538,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,258.0,81.0,1,15.217171187922379
259,81.20823147269599,198948.85206002227,131.8227338135506,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,259.0,81.0,1,26.373940171526172
261,83.75671201671514,168590.13998771695,120.14512700599354,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,261.0,51.0,1,77.28041184569237
262,76.07313256518594,138909.09386199832,91.99480038047676,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,262.0,51.0,1,73.68694199087084
263,86.63000736381433,200152.50380842737,143.02627879352082,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,263.0,81.0,1,22.464204026409675
264,76.97948577203977,156640.52482315098,116.23830094294192,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,264.0,31.0,1,136.12235446706913
265,73.8850164779685,140785.0012821539,94.25868574848324,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,265.0,51.0,1,78.68694199087084
267,99.72065920463602,257983.40988384828,185.16668008187068,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,267.0,81.0,1,32.24385598112605
268,71.63037280294192,150038.59137983568,114.0809445266589,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,268.0,31.0,1,26.009037438681425
269,91.582290838333,228311.7297654637,167.05728024757911,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,269.0,81.0,1,26.142745675068888
270,102.49269165884121,252759.10955346466,180.98219865448024,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,270.0,81.0,1,22.59075686881136
272,85.08227576383628,206221.19642964823,155.43649462539386,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,272.0,81.0,1,75.65605793800209
273,96.0980840639458,236768.8967818184,169.89862599912348,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,273.0,81.0,1,103.11086174017868
274,70.70887483118761,129919.74736463428,99.33522631190714,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,274.0,31.0,1,36.04777953170653
275,87.43392835713085,196737.0692388677,140.7482117912383,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,275.0,81.0,1,20.52838865577933
276,78.1926636748242,157407.73636492694,102.87786315584877,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,276.0,51.0,1,34.18148776809401
278,95.45959468536722,247536.63004238176,180.4274264462416,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,278.0,81.0,1,21.373940171526172
279,74.87143119781209,159083.76573047167,115.7008526391836,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,279.0,31.0,1,33.449617527786245
281,89.04442186404671,247799.48296959608,172.37594860335912,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,281.0,51.0,1,36.582766653858144
282,97.9199275990556,262140.92344763922,189.35803982455826,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,282.0,81.0,1,25.944181093278296
283,102.8937877722476,256024.49468595465,184.7417727469403,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,283.0,81.0,1,22.291081980963604
284,79.27073431670392,174873.04988381232,115.13745088876452,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_1,age_36_45,sex_female,284.0,21.0,1,17.25640697280674
285,75.55324677243355,134524.02450396062,82.92237809192213,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,285.0,51.0,1,81.06258808318054
286,80.74805063259106,188506.2178479839,144.26506711309568,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,286.0,81.0,1,68.41601230764748
287,86.70393001104067,205343.51251111785,154.29113585867015,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,287.0,81.0,1,23.464204026409675
288,91.39277348180849,211532.0005802654,159.24733851132854,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,288.0,81.0,1,71.3091570503168
289,88.56730791914535,218643.2103175234,160.4067377041475,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,289.0,81.0,1,18.21717118792238
290,75.83798429556133,163891.53789126658,117.78742802045298,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_36_45,sex_male,290.0,21.0,1,19.646345715537986
291,59.514352213785315,84819.5092371815,56.0940524535535,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_66_75,sex_male,291.0,1.0,1,73.01606352875136
294,95.80461221480458,223374.57084640852,162.96701615339296,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,294.0,81.0,1,18.142745675068888
295,87.97413774871308,196914.13423194265,129.39657279966036,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,295.0,81.0,1,94.11086174017868
296,67.20108973368413,132950.2132756791,96.94903895644735,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,296.0,31.0,1,54.122732463310825
298,66.18398519269827,92819.51143769234,71.63267985766669,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_36_45,sex_male,298.0,31.0,1,20.52062769410372
299,81.1731579868188,171767.7863862081,125.67940234210836,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,299.0,51.0,1,18.307435042805878
302,88.86630425223667,187919.03770081565,140.89682115999875,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,302.0,81.0,1,58.8722256466763
305,88.94392160476671,208459.35452505093,153.74128380464148,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_female,305.0,61.0,1,67.88659035401173
309,62.86000209136618,84840.50438214517,56.45919799802458,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_56_65,sex_male,309.0,31.0,1,33.330495790022205
310,73.02544401690682,146542.42234594407,96.34773847753902,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,310.0,51.0,1,113.5480264827475
311,85.20366537890995,197540.7591244852,141.31239592575216,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,311.0,81.0,1,93.20112559506217
312,85.71744749431593,194499.8363188117,139.28018007471564,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,312.0,81.0,1,92.20112559506217
313,98.47273681327707,235412.63638182648,166.74986760253378,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,313.0,81.0,1,85.1580877400163
314,76.33196557866384,168804.1609058447,124.1663134096106,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_3,age_56_65,sex_male,314.0,1.0,1,47.377442683463386
315,65.01976285898975,101980.98530747346,74.92427745742269,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,315.0,31.0,1,96.92887984679308
316,80.34091102538937,173528.85989036833,124.34025408676001,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,316.0,51.0,1,39.20150359130389
318,64.8549186954049,98532.0067909038,75.59979965609669,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_46_55,sex_male,318.0,31.0,1,25.1737268064184
319,86.82963436635195,218150.2814328244,162.54278920982813,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,319.0,81.0,1,22.381345835847114
321,89.55802606075207,198692.59282141368,152.4520425729236,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,321.0,81.0,1,37.794973446125454
324,65.80967173400241,103995.0153934399,77.897213405226,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_26_35,sex_male,324.0,1.0,1,110.54524353953016
326,96.09020451273337,225125.12636862215,163.923565729435,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,326.0,51.0,1,70.60394704258465
327,71.75720920913055,103894.84576960119,68.88642439217665,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,327.0,31.0,1,106.63691606750214
328,94.10414928966208,228511.93700111876,160.0507473822159,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,328.0,81.0,1,64.67264934044931
329,96.00448090151943,239485.3370397244,175.29143223533913,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,329.0,81.0,1,22.438124800895828
330,62.956085239323365,81585.9754272371,51.02112848665894,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,330.0,31.0,1,36.04777953170653
331,74.20799546535785,128517.42633304127,94.8205975055636,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,331.0,31.0,1,40.04777953170653
334,83.84814613158659,198505.64284962637,146.39406506756671,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_66_75,sex_male,334.0,51.0,1,49.7432416199604
335,78.80908745582147,162180.9359466786,117.35223925638346,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,335.0,31.0,1,35.385432898416596
336,87.68561576501197,197749.67914871327,149.57897181034218,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,336.0,81.0,1,80.20112559506217
337,75.51962035298267,167684.79917596106,120.53435305333537,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,337.0,21.0,1,27.299444827852675
338,79.84428930593356,175582.12023974207,130.42554433677773,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_5,age_36_45,sex_male,338.0,1.0,1,54.59425938074856
342,79.79515972303383,176528.0869357864,133.8214909316973,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_female,342.0,51.0,1,13.354661042643446
343,82.49372515542694,170010.08325888222,120.20720291996271,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,343.0,51.0,1,37.20150359130389
344,69.58702178107755,120702.74256235846,90.33227202029629,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,344.0,31.0,1,32.394680419391854
345,88.89842626394942,198662.5174639163,145.42813667965672,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,345.0,81.0,1,21.52838865577933
347,95.08952118666024,220770.50036240005,158.64616794008987,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,347.0,81.0,1,66.59667813598736
348,72.51164489039266,153996.63718800028,99.59595640365515,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,348.0,51.0,1,115.20112559506217
349,85.47032738793774,184518.61293991815,131.23295727955758,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,349.0,81.0,1,70.71568719549525
350,99.79136054211979,234248.96737787809,164.2742406839049,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,350.0,81.0,1,84.45776262786399
351,62.33019978735094,106460.62250295408,83.91047456826291,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_female,351.0,31.0,1,3.5125291242279904
352,75.06086534783742,119798.72005773553,87.74272345532093,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,352.0,31.0,1,15.53861534413764
354,85.97622799648958,186032.31304438665,128.00189977614735,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,354.0,81.0,1,103.11086174017868
355,73.69308773152008,140540.67490293932,103.18392182042776,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,355.0,31.0,1,16.27588991465036
357,67.126910933472,120956.58112752148,81.08811121754118,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,357.0,31.0,1,30.449617527786245
358,90.39313231409157,217564.95067363925,140.87078395647336,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,358.0,81.0,1,14.39938270787071
359,99.28466930458058,252883.3934161868,179.72847027767997,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,359.0,81.0,1,21.59075686881136
360,90.0830242403,216966.73970681804,158.66162446572397,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_female,360.0,81.0,1,10.264397187759947
362,80.24911825548313,137060.2922156511,86.19202421849327,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,362.0,51.0,1,14.007760154958127
366,82.39086545672568,168529.6384924753,110.47355797230458,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_76_85,sex_male,366.0,51.0,1,8.406960662307242
368,83.2271061235455,170298.43356354258,109.9147023998437,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,368.0,51.0,1,40.11123973642042
372,73.2098029638442,132475.8630101099,100.83852880295237,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,372.0,31.0,1,17.57556480249811
374,86.99502938388363,209242.55360663915,133.13444973469075,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,374.0,51.0,1,27.582766653858144
375,73.62943069049508,129825.4962906306,96.83239941835829,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,375.0,31.0,1,39.04777953170653
376,83.42056810436952,183517.14995379254,132.68278293994564,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,376.0,81.0,1,74.71568719549525
378,67.72967301449998,104666.52030602444,78.49832026083214,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,378.0,31.0,1,81.55323375448336
379,95.44113045424767,251821.88752283267,183.80616088074382,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,379.0,81.0,1,32.067498125208544
380,74.31089215854657,137289.2048964028,91.27713753759531,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,380.0,51.0,1,84.06258808318054
381,66.76272720567016,104190.42155533773,66.1188047245218,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,381.0,31.0,1,101.63691606750214
384,81.99685800323991,199951.06253746303,146.3731056002798,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,384.0,51.0,1,28.520398440826114
385,90.5478458279817,243548.92583278788,170.58364651845554,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,385.0,51.0,1,28.430134585942618
386,81.1290832223883,184981.2187149753,118.09848690570402,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,386.0,81.0,1,62.325748452764
388,70.82245033458943,121519.64304146149,78.56867585045174,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_66_75,sex_male,388.0,31.0,1,18.593552452532016
389,72.38461173449468,129995.93338212285,97.14656884920578,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_56_65,sex_female,389.0,31.0,1,31.03082090217444
390,67.79060139554292,109505.31026695123,82.65648025621788,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_female,390.0,31.0,1,6.51252912422799
391,66.9624642008587,97341.8063801532,61.32804838946523,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,391.0,31.0,1,82.60817086287777
392,69.51263625276827,133842.54139637927,100.97215359196579,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_1,age_36_45,sex_male,392.0,1.0,1,26.567574587544907
393,66.4296379414331,121116.00370560649,79.57356812826889,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_36_45,sex_male,393.0,21.0,1,18.646345715537986
394,83.15603128453675,183723.08293324462,130.80350508683048,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,394.0,81.0,1,59.71568719549525
395,98.94355652887505,252072.31991648558,178.0162718992689,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,395.0,81.0,1,35.76782323736079
397,85.30408559709242,216565.74207888692,156.0469776323769,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,397.0,51.0,1,76.96433401334384
