,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
231,91.85201675573336,231897.2213125539,169.2154918432684,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,231.0,81.0,1,69.08930049882409
232,102.44469555412931,259840.6193074461,186.265675152002,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,232.0,81.0,1,31.67924048040836
236,84.20352926700046,206399.45777440487,148.87318899537385,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,236.0,51.0,1,82.76318293129664
240,87.07147430476748,195825.9699639544,135.8697111243558,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,240.0,81.0,1,22.874002369020147
241,82.68716763803278,197762.0621588125,136.8168256542508,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,241.0,81.0,1,24.874002369020147
245,87.98113428011023,210752.59289220587,141.13189163468945,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,245.0,81.0,1,9.5626589115735
246,79.93044402366694,169392.08564974144,123.7576539877698,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,246.0,51.0,1,140.87327354241597
248,97.24402291667637,264320.1653598929,190.36092936560303,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,248.0,81.0,1,33.67924048040836
249,84.21451217627555,220557.1077879564,164.71055056893948,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,249.0,81.0,1,45.97271892998923
250,70.37069267090044,111157.64707416212,72.38195699284337,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,250.0,31.0,1,26.820595089039152
254,93.93803617057266,204965.40674154702,151.88380693011487,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,254.0,81.0,1,2.7277445243451997
255,60.90722398240496,92116.51181378696,70.81621092201182,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_19_25,sex_female,255.0,1.0,1,13.591727018698561
256,90.33962622748855,199311.48942932114,145.4116236491419,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,256.0,81.0,1,23.874002369020147
257,80.60111304533145,162813.50610328847,109.25396124935516,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,257.0,51.0,1,52.99058393785502
258,70.45198493106253,138304.9448484408,88.78881096784563,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,258.0,51.0,1,171.98985511125062
259,87.42044801700678,183865.78516671047,127.68091464323092,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_26_35,sex_female,259.0,81.0,1,49.73866101809598
260,90.17232951049542,174586.11509427385,115.40759996474476,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_26_35,sex_female,260.0,51.0,1,21.09559855488412
261,86.60078792524057,214805.24861376247,151.95195783178082,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,261.0,81.0,1,127.09159722196893
262,66.290523834643,102291.84603799149,65.70093337345317,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_36_45,sex_male,262.0,31.0,1,54.18223284644746
265,82.11857092529138,197613.55128631653,134.84748459867373,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,265.0,81.0,1,39.66044932909882
266,81.67711153864005,190349.19657188468,125.64258111146171,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,266.0,81.0,1,22.2857453892575
267,59.38246190422715,90915.64980766246,63.408525957792214,Cooking_no,Lighting_yes,TV_no,Urbanity_Urban,Education_Elementary_School,Size_4,age_66_75,sex_male,267.0,31.0,1,36.83224966812005
270,69.15611015295346,97625.75603471807,75.67189199819896,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,270.0,31.0,1,81.29599928787522
271,94.25065822692044,235025.79368930613,164.6799168565814,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,271.0,81.0,1,123.9747318703366
272,81.6907593845696,194500.04173681414,128.37379508257223,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,272.0,81.0,1,25.2857453892575
274,59.83715830587017,79699.44576133012,51.84002494551393,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,274.0,31.0,1,28.497115972866418
275,73.24010967377569,149168.10933266632,98.56867340575664,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,275.0,51.0,1,39.963822931834905
276,75.74585885149233,136816.46997858898,103.65067655927349,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_female,276.0,31.0,1,34.67043071731322
278,94.03667958954745,237902.01281984523,174.27159867009811,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_76_85,sex_male,278.0,81.0,1,21.71870395538909
279,89.5098219393421,219562.6099564429,155.44663200813474,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,279.0,81.0,1,121.09159722196893
281,79.78109954579129,164525.92195624538,121.9988622366358,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,281.0,51.0,1,151.87327354241597
282,82.46972821227399,165283.6290019174,122.49222641351382,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,282.0,51.0,1,83.08648537141741
283,84.61907609927042,170269.47293577882,108.85182837708173,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,283.0,51.0,1,77.0846287042663
284,85.79124869846616,216770.0718129779,154.3192467617921,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,284.0,51.0,1,123.53670452853208
285,102.67300144922501,272460.4618044388,194.4201094466083,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_7,age_46_55,sex_female,285.0,51.0,1,72.7659980587033
286,82.50740720269002,165686.57125410365,125.27132993762541,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_76_85,sex_female,286.0,31.0,1,42.14995487730153
288,73.80211764102481,111980.86870032901,84.33021459623066,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,288.0,31.0,1,20.276935626162352
289,66.79988651900085,123878.91654917554,95.27722557255848,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_female,289.0,31.0,1,44.393517194997216
291,94.24184962261252,229628.3401757387,161.61555392483098,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_66_75,sex_male,291.0,81.0,1,36.777314680731095
292,87.85344015934136,205756.06552603282,158.7433272021308,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,292.0,81.0,1,71.86727934423044
293,87.6540133025321,205165.7147265677,150.35402871283648,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,293.0,81.0,1,11.817565087159537
294,90.99869366810377,196653.30262969786,145.15389645722743,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,294.0,81.0,1,32.28760205640861
295,93.85496065218176,222800.26494335922,153.88723203793384,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,295.0,81.0,1,111.75455152363256
296,71.5469899744862,165026.67691300678,120.67411471106298,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,296.0,21.0,1,179.5518277694463
297,70.13489524592453,135481.49101741015,101.27093624626605,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_female,297.0,31.0,1,162.30266779717732
298,79.17799533960766,154356.11362619867,102.33390322110456,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,298.0,51.0,1,29.874002369020147
301,83.85232709109479,206423.05249761828,137.66104363254698,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,301.0,51.0,1,20.24121313860384
302,67.62011743200502,99871.46696033038,63.730943885344566,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,302.0,31.0,1,153.61318034798833
306,79.41612328855624,168534.83581167538,122.92560012146048,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,306.0,51.0,1,153.87327354241597
307,70.50022919556024,145251.96018211768,107.38265750479341,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,307.0,31.0,1,179.52284814388162
308,80.10165049973038,175979.47178532995,129.02929755801944,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,308.0,51.0,1,128.86000696865293
309,83.97616819989055,176027.12093221798,127.78822743029957,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_26_35,sex_male,309.0,31.0,1,2.7321903653842825
310,72.33258383803576,132507.58116314185,98.23143276637815,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,310.0,31.0,1,19.774029495182845
312,78.42368009375467,163594.43755169428,119.43511882319594,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,312.0,31.0,1,38.30339662378189
313,86.06394429992758,196450.24543672512,130.97523483161493,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,313.0,81.0,1,14.872145701869034
314,90.46125481286795,212985.2122970704,140.27034226760793,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,314.0,81.0,1,19.782839258277995
315,73.02813755717081,114902.24599596865,71.0149011049501,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_0_18,sex_male,315.0,51.0,1,3.353772984058494e-06
320,91.08049155616276,206957.65451185935,146.5788247967182,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,320.0,81.0,1,20.564515578724624
321,64.53650497827124,89876.83996950305,59.16720254513276,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,321.0,31.0,1,162.62644692175098
322,77.27641612748911,164958.58312616093,103.69913064050064,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,322.0,51.0,1,128.87141687526488
324,60.26536134439018,85507.29178445152,54.43324941949168,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,324.0,31.0,1,16.774029495182845
327,84.53033930797443,167825.5054564221,129.0041464025912,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_female,327.0,31.0,1,42.19529902888089
328,78.12179617932237,153264.72867361427,109.15830443621726,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_19_25,sex_male,328.0,51.0,1,18.820524226842675
329,78.14977683776677,126427.52834775356,90.72061197403734,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,329.0,31.0,1,100.63274497781099
330,90.65979751633988,237668.504662052,175.23185220980878,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,330.0,81.0,1,24.2857453892575
338,88.83053178736448,220586.644804008,160.8360702881902,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,338.0,81.0,1,49.97271892998923
340,88.48575040872053,213102.1753294807,166.51429386307572,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_46_55,sex_male,340.0,51.0,1,60.53256699749771
341,86.90915534872444,174296.15150919335,129.2807967203802,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,341.0,51.0,1,86.08648537141741
342,87.89993706353852,205408.5125385482,142.02878257505992,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_46_55,sex_male,342.0,81.0,1,39.73825322246317
343,80.84888144381955,184080.5220596223,126.36052671399692,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,343.0,81.0,1,64.86912015212002
344,82.14583933063885,175227.4884135029,127.74452180729908,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,344.0,51.0,1,129.86000696865293
345,73.0219500361737,144812.0312688011,110.15851884556227,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_7,age_26_35,sex_female,345.0,1.0,1,20.983666698372687
346,86.51589299859984,183954.67796707305,135.48543804770398,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_8,age_26_35,sex_male,346.0,61.0,1,38.375252828596565
347,77.51161517194289,170950.6491795085,121.05853509257868,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_7,age_26_35,sex_male,347.0,1.0,1,5.4107445924146225
349,91.6663504350903,237941.4344865223,175.4537634997892,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,349.0,81.0,1,19.76404810696802
350,92.50969409185812,214593.73373706065,151.37576659372584,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,350.0,81.0,1,106.85815030150175
352,77.65316314720128,157752.88888738642,105.7040148855084,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,352.0,51.0,1,51.18400327853898
353,93.60169751937036,231305.5456880777,160.41625095309402,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,353.0,81.0,1,122.9747318703366
355,71.16008493217966,113238.69457101318,84.95041921750898,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_male,355.0,1.0,1,24.95548985319268
358,77.21886660631121,183171.27985427267,132.19444126188222,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,358.0,51.0,1,155.7587415423877
359,76.93639860407332,164048.5493647223,121.31151658165308,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_8,age_46_55,sex_male,359.0,31.0,1,105.04547565636341
360,85.94503214086565,197181.2970779369,142.8878195636422,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,360.0,81.0,1,31.28760205640861
362,78.06869344547539,177200.71006398907,115.42343436167937,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,362.0,51.0,1,119.85815030150175
363,93.95116276656435,237873.45103373466,174.8279990511618,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,363.0,81.0,1,23.961966264683788
364,86.27006244758913,183390.3033233337,123.70177029412979,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,364.0,81.0,1,84.71189245682683
365,82.90510261120652,187289.1057906755,141.58359538615937,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,365.0,81.0,1,138.97658853748774
366,86.35546722620519,185279.0337735918,130.252203299248,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,366.0,81.0,1,123.7564081907837
367,82.1003603628356,202013.47198923831,152.090257234389,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,367.0,51.0,1,35.772736942754975
369,85.69692078689738,201805.05003759163,143.2746513591679,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,369.0,81.0,1,80.09789527802893
372,99.65936167036348,244159.0526217495,174.3781633378027,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,372.0,81.0,1,26.76854692399982
375,69.63617780197943,132221.3003188747,96.80282454891169,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_6,age_36_45,sex_male,375.0,1.0,1,23.45258372221319
376,86.95275594056045,231541.7186570959,167.91864595669475,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_46_55,sex_male,376.0,51.0,1,92.51451596693593
380,70.20955552333746,150807.94940186266,111.69590506893809,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_male,380.0,1.0,1,26.278968969365412
381,70.93448175937816,153228.75084922,111.55239053992081,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_male,381.0,1.0,1,26.278968969365412
382,81.70753588965891,164320.35392984902,110.64644606631235,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,382.0,51.0,1,24.564515578724624
383,97.74328438102094,241555.28383536532,175.0100370736152,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,383.0,81.0,1,14.872145701869034
386,74.68483265485105,155091.55238218178,115.59273923279478,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_46_55,sex_male,386.0,1.0,1,39.49914931606949
387,88.52099150501431,193688.02169238,134.76106752764954,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,387.0,81.0,1,33.963822931834905
388,61.365799170741475,106860.04304216053,78.8828932862433,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,388.0,1.0,1,177.96825545884553
390,75.07704711200425,175745.86515494785,118.73577447233349,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,390.0,51.0,1,128.0783306482063
391,82.14040017941194,160446.82432258097,124.42661714661423,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,391.0,31.0,1,164.50958157011868
394,83.28092476099599,173517.13521426634,128.33564729696212,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_5,age_46_55,sex_male,394.0,1.0,1,41.305729975385525
398,90.45597508989219,206395.05571541406,159.95025730243367,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_female,398.0,81.0,1,17.756712048658198
399,99.8527236366388,241790.84851018863,181.39726469505158,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,399.0,81.0,1,19.092326048573106
400,93.05311483784669,211536.14392442926,150.1101012046033,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,400.0,81.0,1,122.87141687526488
401,72.39297031419768,139410.07778677778,91.52669498142514,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_36_45,sex_male,401.0,31.0,1,55.50571196262018
402,90.1488848560105,221714.72101036296,161.8796428185256,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,402.0,81.0,1,62.86912015212002
404,86.40694640242468,222177.78910990004,158.2322295681457,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,404.0,81.0,1,103.85815030150175
407,77.4846077861745,200344.1485846007,145.95561549241532,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,407.0,51.0,1,28.552556596050493
408,80.30565270830209,177182.00802736587,126.6883310608405,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,408.0,21.0,1,178.77200811615054
409,101.61035321866537,228871.4786363529,161.68984434817412,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,409.0,81.0,1,112.0783306482063
413,73.9842337772608,163128.02992463473,109.6585468097223,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_female,413.0,21.0,1,62.66913816488534
414,76.75362338564995,199649.4333835684,148.32620688195885,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_66_75,sex_male,414.0,51.0,1,29.444459001149475
415,70.13974937401575,131004.07465991481,95.96614339146136,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,415.0,31.0,1,87.61947840404837
416,90.22925388946,232247.47053401466,166.63454515927359,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,416.0,81.0,1,22.2857453892575
417,76.306931662006,147533.0637170566,98.58707042675584,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,417.0,51.0,1,38.963822931834905
418,83.04309824739909,195086.53346776182,125.73679672733302,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,418.0,51.0,1,21.550699928899373
423,63.644297903369335,98697.20158491221,63.386811096046635,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_female,423.0,1.0,1,214.2014023709121
424,93.70012037333537,215443.95810522212,150.77779276053116,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,424.0,81.0,1,129.09159722196893
426,92.30392392354288,236753.47721768898,167.619579146436,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,426.0,51.0,1,23.442602333998366
432,79.23510808932748,183959.47030854825,130.91682031288556,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,432.0,51.0,1,159.7587415423877
433,70.64906475452888,109382.70826935537,82.08937397835581,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,433.0,31.0,1,153.9659221072415
434,86.2160384215973,189507.64217192007,139.03181891514274,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,434.0,81.0,1,127.97658853748774
436,75.01170821403737,117074.97183176508,74.45582212988678,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,436.0,31.0,1,23.406995401651105
437,59.97627366151685,86912.86375832745,54.519395644448565,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,437.0,31.0,1,154.40626657504689
438,61.304728857866486,89470.59797360569,67.31422990494616,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,438.0,31.0,1,156.08278745887372
439,73.03312134325333,130549.12433780561,95.01017700513461,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_36_45,sex_male,439.0,1.0,1,184.08482080207725
440,86.84457534822195,212868.96010829962,152.30894458105362,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,440.0,51.0,1,150.77015144899946
442,93.21567142333824,200203.5715567756,142.6160065791945,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,442.0,81.0,1,31.094182715724642
445,94.09391925577341,234515.37713551073,162.84908962001117,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,445.0,81.0,1,16.872145701869034
446,83.28487946672874,206029.13650466115,150.3724694792486,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,446.0,81.0,1,19.564515578724624
451,89.0254285130097,198470.77540675673,137.19978971309186,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_19_25,sex_male,451.0,81.0,1,9.818667559691555
453,83.93200459343312,172804.92210957722,121.45986282647223,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,453.0,51.0,1,141.87327354241597
454,67.03157134300932,123896.73506636005,82.72989644034655,Cooking_no,Lighting_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,454.0,21.0,1,206.3256211539184
457,54.33142697972253,42676.20051989918,25.024146547783264,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_female,457.0,31.0,1,117.20566708376865
458,91.40089686892286,218003.59721594027,153.78666813567588,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,458.0,81.0,1,143.98799844409947
461,89.99831275293978,216458.61268545032,155.49029848699507,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,461.0,81.0,1,27.784695925429105
462,78.64637498320978,141492.84592959733,91.6944350221533,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,462.0,51.0,1,106.71374912397798
463,74.0785972466839,166280.02058114661,105.11602220799463,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,463.0,21.0,1,96.76318293129664
464,91.0754742876218,212342.88124830922,141.85123820691825,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,464.0,81.0,1,27.782839258277995
