,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
136,191,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220628.8167439423,99.11941864661485,153.67814494435598,68.64992826398853,265.1077569409779
137,192,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,226747.542959093,97.26408399896731,163.38778275177623,68.64992826398853,343.94809392690956
138,194,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232576.8383897178,91.69255699328299,165.66097971145385,68.64992826398853,319.0159986844981
139,196,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232595.03535869962,92.48423383178672,164.75840984125705,68.64992826398853,0.0
140,197,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185396.2119045167,93.0910825037385,137.31914778801283,68.64992826398853,332.87949755062516
141,198,sex_female,Size_9,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,249985.30335900307,97.296437786621,177.45849553662015,68.64992826398853,29.736483546534885
142,199,sex_female,Size_8,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,288275.75608475914,108.160756578856,195.53261961271312,68.64992826398853,0.0
143,200,sex_male,Size_8,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229570.82747464578,97.25056717176439,160.27991621395452,68.64992826398853,33.285006281710515
144,201,sex_male,Size_8,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,245837.49485679163,102.07616069119389,166.96887760856634,68.64992826398853,0.0
145,202,sex_male,Size_4,age_76_85,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,262156.0440105029,101.9191737640564,193.01735504104283,68.64992826398853,0.0
146,203,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202912.38552288935,86.74058996459961,141.32421543500925,68.64992826398853,0.0
147,204,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229662.17899762667,99.87363519909995,163.28723154210488,68.64992826398853,0.0
148,205,sex_female,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,233215.42258247692,98.62877029904512,166.14188819555218,68.64992826398853,318.42052596895314
149,206,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,211466.73838432282,92.48476112192691,152.07288144179674,68.64992826398853,0.0
150,207,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,170166.51216607643,88.83617335939594,123.9577135002029,68.64992826398853,142.18748036674583
151,208,sex_female,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,221396.04078683106,90.45353992928712,158.99256065608205,68.64992826398853,0.0
152,209,sex_female,Size_5,age_19_25,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189227.52656778626,90.86221712535666,140.85076445070317,68.64992826398853,0.0
153,210,sex_female,Size_2,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232455.4091305105,99.39094850043533,167.04850806057024,68.64992826398853,0.0
154,211,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202154.9269874027,89.41830534617539,150.10543768628864,68.64992826398853,0.0
155,212,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,161346.46130908202,80.8202892654088,121.84065698075763,68.64992826398853,13.946889881000395
156,213,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,169369.44526000248,82.32251644385676,125.04655539562982,68.64992826398853,167.7150483247022
157,214,sex_male,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,223915.76100110624,99.10857590390424,155.9110197545721,68.64992826398853,343.3526212113646
158,215,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,228756.98776077235,93.8917001509833,163.26307207126763,68.64992826398853,343.94809392690956
159,216,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,196629.48122008727,88.51984862092675,144.98665088834127,68.64992826398853,0.0
160,220,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229400.606953878,92.63820090038979,166.28733583195952,68.64992826398853,265.1077569409779
161,221,sex_female,Size_8,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,273311.2998168256,101.25170495655199,194.86480194160785,68.64992826398853,0.0
162,222,sex_female,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,221253.49888620398,94.11613687544342,156.70879514225715,68.64992826398853,264.51228422543284
163,223,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220271.90851777908,96.08214919620909,157.17888833944392,68.64992826398853,289.4443794678443
164,224,sex_male,Size_9,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240326.54732711602,94.7199414377941,176.74260180852372,68.64992826398853,55.26405150449125
165,225,sex_female,Size_6,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,209941.37527402912,88.65359176729622,154.08398336479516,68.64992826398853,0.0
166,226,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,110650.85329477629,69.35342602863085,84.93930002792564,68.64992826398853,340.95945826435604
167,228,sex_male,Size_7,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,266877.6200554045,97.61055715317869,193.2980829542688,68.64992826398853,77.94420222512376
168,230,sex_male,Size_5,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,241293.09451627804,105.5897830892536,185.8334692792124,68.64992826398853,0.0
169,231,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189804.50102379534,88.78359851634006,138.84734781954117,68.64992826398853,4.148631430984328
170,233,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,234936.0374470482,99.51506564552935,163.27785579205792,68.64992826398853,41.90520658262467
171,234,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185065.9263931007,82.91740188783852,135.23426872316475,68.64992826398853,279.56672852264984
172,235,sex_female,Size_4,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,177407.19786083885,80.62121961317744,130.50926266299345,68.64992826398853,0.0
173,240,sex_male,Size_3,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,209308.47379619206,89.64781340038611,151.71073332525313,68.64992826398853,136.27169373968746
174,242,sex_male,Size_5,age_46_55,Education_High_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,167733.2802781954,87.95475252124386,119.77203672460314,68.64992826398853,0.0
175,243,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187916.42384615258,89.46129824004383,133.77020010015178,68.64992826398853,2.4559364207765655
176,244,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,154522.32803192947,81.35073880852255,101.67853547411259,68.64992826398853,31.432082921885296
177,245,sex_female,Size_5,age_46_55,Education_Elementary_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,135959.40562313487,72.62283990346246,103.36287448468086,68.64992826398853,22.621925276877178
178,246,sex_female,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224123.15625194611,98.52408920862118,167.26718034388387,68.64992826398853,264.51228422543284
179,248,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231957.72231633804,88.15240595354108,162.4719154065237,68.64992826398853,0.0
180,250,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,241911.94658343407,97.05059252650798,171.80380590659422,68.64992826398853,42.50067929816966
181,253,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185077.7289738915,83.79759048808388,133.77920509685248,68.64992826398853,279.56672852264984
182,254,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184972.736343212,80.99933588619253,132.5245613450356,68.64992826398853,279.56672852264984
183,255,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193291.02970201857,91.4713973311655,136.90564602397814,68.64992826398853,56.36417816429678
184,256,sex_male,Size_4,age_26_35,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,213608.42961512075,94.67891120556283,166.82041507242658,68.64992826398853,0.0
185,257,sex_female,Size_10,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,302324.1420690992,113.80038809799444,222.51191661433455,68.64992826398853,25.83040490472606
186,258,sex_male,Size_6,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204558.44517718494,89.25146773296254,145.50096169735986,68.64992826398853,0.0
187,259,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,227137.8629404912,93.35773117653513,158.7327343150893,68.64992826398853,0.0
188,260,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,199771.48693377012,88.21726063548809,148.48188514585888,68.64992826398853,56.959650879841654
189,261,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203899.15099002322,90.96629083121945,150.63192911540477,68.64992826398853,0.0
190,263,sex_male,Size_3,age_66_75,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197914.05043526288,87.19367033582864,140.25599256304508,68.64992826398853,7.674610040021442
191,264,sex_female,Size_2,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,234392.79805763488,92.79124227844372,173.85356030130296,68.64992826398853,0.0
192,265,sex_female,Size_4,age_66_75,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,261988.96994059757,100.71426387028147,195.8167203118941,68.64992826398853,0.0
193,266,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,192890.67796241018,86.339237790704,142.39177909545376,68.64992826398853,0.0
194,268,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217999.9919500408,97.34570772269707,161.67227758540298,68.64992826398853,0.0
195,269,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208667.80418014593,99.2582925997098,149.58756350091826,68.64992826398853,0.0
196,270,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,181516.39788121416,87.64936378045037,133.66661495058625,68.64992826398853,125.79857007894806
197,271,sex_male,Size_3,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,216132.87800574864,95.1312783189791,157.82414744005123,68.64992826398853,136.27169373968746
198,272,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217443.4943222834,98.05066252269376,157.0954031038185,68.64992826398853,289.4443794678443
199,273,sex_female,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,194451.43206510338,86.04955913230454,130.1785591893472,68.64992826398853,0.0
200,274,sex_male,Size_6,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,254247.857309865,102.45854590631401,194.33481809004314,68.64992826398853,0.0
201,275,sex_male,Size_7,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,226180.7798074077,89.03870119043164,164.47047292397,68.64992826398853,0.0
202,276,sex_male,Size_7,age_66_75,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,289929.40604832466,108.63490587514124,204.38183448319427,68.64992826398853,0.0
203,278,sex_female,Size_7,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,269606.87746583985,108.93063497043211,193.79960006081635,68.64992826398853,52.416634267167275
204,279,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,219743.08617831988,95.62142184158395,155.9680884692821,68.64992826398853,289.4443794678443
205,280,sex_female,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,238666.2734031974,96.37802330038052,168.61613522983063,68.64992826398853,0.0
206,281,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,190154.86012011472,86.65980075857642,141.21840056155892,68.64992826398853,0.0
207,284,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,176436.73541022875,78.88699678206078,129.12272085365265,68.64992826398853,126.39404279449306
208,285,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_no,Refrigeration_yes,Urbanity_Urban,166625.3185498464,83.3219083999888,121.83992831540094,68.64992826398853,47.99769654622601
209,286,sex_female,Size_4,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,227660.9735617002,98.34606264860263,161.3578851597032,68.64992826398853,0.0
210,287,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,190052.43508023454,87.27890988123086,140.17688334391454,68.64992826398853,2.4559364207765655
211,289,sex_male,Size_4,age_66_75,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,163404.0538172896,84.00589082341918,110.64672933305796,68.64992826398853,0.0
212,290,sex_male,Size_4,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,242273.49601570235,101.77351296636557,168.77671204422418,68.64992826398853,0.0
213,291,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,211432.37928246456,86.53795299238848,151.25766520692918,68.64992826398853,0.0
214,292,sex_male,Size_5,age_26_35,Education_High_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,155272.90556358127,81.01271322160999,114.58097279552156,68.64992826398853,0.0
215,293,sex_male,Size_3,age_36_45,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208534.69048678677,92.13851256848443,160.28404354220302,68.64992826398853,338.0576111437592
216,294,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217036.58348591643,95.80380918536399,158.30454865758443,68.64992826398853,25.03855868254569
217,295,sex_female,Size_4,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229713.92926283312,104.54234112238508,162.7643662070959,68.64992826398853,0.0
218,297,sex_male,Size_7,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,219999.12341066982,90.1084557649519,160.87143530303462,68.64992826398853,38.49493206327553
219,302,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200293.22909427085,90.37764592667601,144.28046530019208,68.64992826398853,65.00162776351443
220,303,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,137023.61534784312,73.63113412886472,91.05245513851553,68.64992826398853,0.0
221,304,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,161077.19193054095,78.11194722410276,117.67067938356281,68.64992826398853,180.73455248902346
222,305,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193641.74884448544,89.86317877723347,139.94768052608126,68.64992826398853,56.36417816429678
223,306,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189930.21745806313,88.61081233924632,124.42994975224624,68.64992826398853,41.90520658262467
224,307,sex_male,Size_2,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,210095.9708961534,92.4130259071547,150.60516387057282,68.64992826398853,152.66060402748522
225,308,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200053.0489602796,89.78816083666973,139.54923251050823,68.64992826398853,0.0
226,309,sex_male,Size_7,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217639.97723753072,93.42032799819027,153.92454021053527,68.64992826398853,37.89945934773066
227,310,sex_male,Size_7,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,236570.92937340526,104.07284924059896,165.08994917952583,68.64992826398853,0.0
228,311,sex_male,Size_2,age_56_65,Education_Elementary_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,108650.79077583349,77.4660393704041,80.11018551262184,68.64992826398853,0.0
229,312,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,172091.99932888473,89.60075722758388,123.35053425600535,68.64992826398853,221.02781735267752
230,314,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193197.0271866587,90.65615258304223,137.01433516134554,68.64992826398853,0.0
231,315,sex_male,Size_6,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,247515.93545141869,103.39700459577867,170.55808521031906,68.64992826398853,0.0
232,316,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,237503.60553003682,92.45337487451619,169.91489813028286,68.64992826398853,42.50067929816966
233,317,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193552.41326517006,83.57116715322046,140.6940444869304,68.64992826398853,56.959650879841654
234,318,sex_male,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,228729.20261701802,96.14471709305397,165.75736157073246,68.64992826398853,0.0
235,319,sex_female,Size_3,age_26_35,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203875.7301152505,89.39717450882303,157.76405387264833,68.64992826398853,160.5483028887358
236,320,sex_male,Size_6,age_36_45,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,241765.12431437385,94.03572333763913,177.75178132840836,68.64992826398853,5.880049748813141
237,321,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,237874.79686220014,100.1011967203608,161.87778788991037,68.64992826398853,41.90520658262467
238,322,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185814.32492768622,87.20685327844187,134.71463947395134,68.64992826398853,2.4559364207765655
239,326,sex_male,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,239160.29264142486,97.47288624061024,169.3281923492061,68.64992826398853,0.0
240,329,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,225531.74491082117,92.2766770870209,159.85057822525278,68.64992826398853,343.94809392690956
241,330,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187525.6588034335,88.28873467761228,136.93693616644447,68.64992826398853,4.148631430984328
242,331,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,180849.31312783636,85.59241980862261,133.6135423773684,68.64992826398853,0.0
243,332,sex_male,Size_6,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201179.03662126383,89.7607122793195,146.3664136186009,68.64992826398853,0.0
244,333,sex_male,Size_7,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,216001.20394067734,93.60355276663302,155.3275966805955,68.64992826398853,0.0
245,334,sex_male,Size_7,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220748.75672650148,93.83907337696927,167.85521883280128,68.64992826398853,91.80770109125088
246,335,sex_male,Size_7,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,266821.91326578794,105.99258614294976,193.37656842505226,68.64992826398853,77.34872950957876
247,337,sex_male,Size_4,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229651.96393208398,96.23994334867882,174.24506833132094,68.64992826398853,0.0
248,338,sex_male,Size_5,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,241576.4692727946,103.30706633523248,185.46084032367094,68.64992826398853,0.0
249,339,sex_male,Size_5,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,246688.8912032357,105.58563759709965,171.06391221605702,68.64992826398853,50.542656181842325
250,340,sex_male,Size_5,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,234123.3629842745,103.61938088221714,164.94429473096662,68.64992826398853,0.0
251,341,sex_female,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224352.35018133026,100.7883739600652,157.46067207054946,68.64992826398853,264.51228422543284
252,342,sex_male,Size_6,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,255119.61923041948,106.36517252546687,178.40668716618134,68.64992826398853,10.579587100873571
253,343,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224084.92977003707,90.55757539867999,161.58858420736257,68.64992826398853,0.0
254,344,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,189106.56155781925,81.2620983909549,138.10113069103423,68.64992826398853,3.051409136321435
255,345,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201086.1329852684,94.07894579236657,139.83901478148246,68.64992826398853,0.0
256,346,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,211077.22410273715,89.23660195590921,154.21656840721437,68.64992826398853,153.25607674303018
257,349,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184283.63741922312,82.21366130164392,132.91962648834047,68.64992826398853,358.4070655085816
258,350,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,184762.29609272804,86.998568836666,133.61834883829115,68.64992826398853,357.81159279303665
259,352,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217101.9016431846,89.75337727504905,166.69694626178702,68.64992826398853,25.03855868254569
260,353,sex_female,Size_6,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,269317.5435801939,109.2887412504234,195.7791581861716,68.64992826398853,0.0
261,357,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,199658.9016966801,97.61132114149308,147.7461901387006,68.64992826398853,0.0
262,358,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,180370.64294202934,91.44732792362772,132.79726686820499,68.64992826398853,125.79857007894806
263,359,sex_female,Size_3,age_56_65,Education_High_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,160073.06817910576,86.52619903420755,121.25727373275522,68.64992826398853,0.0
264,360,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,180811.9117256958,87.37019581414854,134.7716130768609,68.64992826398853,358.4070655085816
265,361,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202078.30240952832,95.03498218903505,148.88984809051377,68.64992826398853,65.00162776351443
266,362,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,182822.78031523107,83.789260929833,129.33256456522435,68.64992826398853,303.9033510495165
267,363,sex_female,Size_3,age_76_85,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,212042.2165826581,92.01003751814196,158.3905004862868,68.64992826398853,0.0
268,364,sex_male,Size_3,age_19_25,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,167585.87223432612,83.54174316982767,119.04008720631091,68.64992826398853,0.6260359771976427
269,365,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,171519.56674721127,90.95856560294682,121.73609176545745,68.64992826398853,150.73066532135954
270,367,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187257.60052965503,88.45850875733595,138.10233441925752,68.64992826398853,357.81159279303665
271,370,sex_female,Size_4,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,253123.85230428955,91.91264543639689,185.25299494421975,68.64992826398853,0.0
