,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
292,97.97163350351354,202209.75752897246,153.67493823502818,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,292.0,81.0,1,112.85369746413039
293,86.47628731592224,187231.72339759851,134.2415622316194,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,293.0,81.0,1,22.79827132420948
301,101.09846989427571,260305.46835729908,183.73951152233437,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,301.0,81.0,1,3.3549854726811255
304,94.13827793729229,235434.98720271012,172.76818338311668,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_36_45,sex_male,304.0,81.0,1,12.49404787719034
305,99.71753350340286,249783.6683856059,183.00610651757088,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,305.0,81.0,1,24.49998293592523
306,110.63596082419048,286128.76751129515,204.1846144164313,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_female,306.0,81.0,1,25.629035220425763
311,97.37568285536396,242675.66721666,171.09700718063925,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,311.0,81.0,1,4.5044503527613
312,97.46716544514284,231822.8527273727,165.44792305410348,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,312.0,81.0,1,86.57461173299657
313,96.21811612600663,225930.36042355144,157.74958077428744,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,313.0,81.0,1,21.11698263617609
314,93.99958949781636,200176.21232487427,148.84390131174362,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,314.0,81.0,1,99.85369746413039
315,91.56469628773435,192968.02474079974,140.64409295263985,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,315.0,81.0,1,75.445559448496
317,95.02402698271837,212217.81671180465,152.6980088046057,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,317.0,81.0,1,13.225933188180562
318,97.04234458934864,223394.22527375567,161.03812997738268,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,318.0,81.0,1,16.11698263617609
322,91.45618195541223,194303.48394619804,139.84315724195062,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,322.0,81.0,1,88.4396243897612
323,88.02100075838086,176447.8402641266,126.66192887404391,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,323.0,51.0,1,2.9222149598682368
329,115.03370442233508,301306.68588505284,226.48698571202968,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_10,age_46_55,sex_male,329.0,81.0,1,2.9749740382338627
330,110.66135679075299,280983.4196195365,200.48348107645148,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,330.0,81.0,1,9.006080789559327
332,101.88093464206108,228724.30272415074,160.51362510067992,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,332.0,81.0,1,14.52512065181051
334,91.71620606447807,184233.9641901684,137.2410953673846,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,334.0,81.0,1,7.928150018603098
335,95.44914151588188,246557.03672707378,176.42451775047914,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,335.0,81.0,1,4.102247395861763
336,85.48682499058808,203021.48609936907,147.8942314299486,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,336.0,81.0,1,5.3753980682607825
338,94.40918484707936,222303.5363368381,162.56681638853672,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,338.0,81.0,1,2.871093446323897
341,65.11022723974939,87942.00932170791,67.7857457456383,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_36_45,sex_male,341.0,31.0,1,24.84671598417576
342,93.31041748065864,183444.13339965852,132.24212304812,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,342.0,81.0,1,18.390133308575074
348,90.39868919378466,213216.10667054012,162.61077757912904,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,348.0,81.0,1,22.60513210130432
356,102.54938574313896,249928.65292690363,181.29766686946775,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,356.0,81.0,1,9.510385411496223
359,103.09254014695627,244820.90981081343,172.25280555262367,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,359.0,81.0,1,0.5044503527612996
360,91.3067914481449,211522.8698123959,157.44166576396395,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,360.0,81.0,1,12.783536083895179
361,88.1374989717321,182842.15947801934,137.85301355375304,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,361.0,81.0,1,8.330352975502635
362,87.00433116111134,185500.5876340366,137.32025270136708,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,362.0,81.0,1,18.79827132420948
363,98.4489364458717,227626.06449158074,162.0507115501572,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,363.0,81.0,1,63.16647371736207
364,89.04040339173937,180670.9198907757,130.7881953684749,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,364.0,81.0,1,18.390133308575074
365,94.03926502822344,218549.0251317989,168.26971697177052,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,365.0,81.0,1,27.60513210130432
366,93.42352473482514,203383.86835446136,147.16468603946532,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,366.0,81.0,1,2.7776010251603864
367,94.15335725363492,227713.5326547203,169.64982078794256,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,367.0,81.0,1,1.273296403223502
368,96.23511028083776,224526.89455963325,163.73951270624485,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,368.0,81.0,1,9.634071203815012
370,105.18981964437677,257096.009433637,186.05265077562083,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,370.0,81.0,1,5.3549854726811255
374,94.0829567203412,208907.33486028275,156.88423454874285,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,374.0,81.0,1,7.783536083895179
377,88.93211174603067,215720.05326541647,161.70979915606028,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,377.0,81.0,1,5.628136145080166
378,106.30759534922024,255081.43919049128,178.25831516032449,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,378.0,81.0,1,14.952782515781593
388,84.6466584394517,185205.32631847358,130.06255250082927,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,388.0,81.0,1,5.928150018603098
389,108.20795908800888,242805.2309329773,176.45945946658372,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,389.0,81.0,1,19.810530555812377
390,115.72737689026155,287130.8219191359,205.97784712673007,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_female,390.0,81.0,1,17.53737988341335
392,102.20916975863277,248702.79558913203,178.22427457461802,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,392.0,81.0,1,4.102247395861763
394,86.17892207835682,178526.60674341195,128.8935319382156,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,394.0,51.0,1,13.330352975502635
395,88.98721700603822,184260.56796432173,135.5043822531697,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,395.0,81.0,1,6.928150018603098
398,101.84041692378507,239021.42713165176,169.5292430088711,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,398.0,81.0,1,93.17240877609703
400,76.11649606977824,131184.82455160384,94.37192966748593,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,400.0,31.0,1,12.837165613522078
401,84.48457614782184,180178.7901672844,131.98898747588038,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,401.0,81.0,1,0.9222149598682368
406,81.547653053323,180364.61798865086,126.3462879218787,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,406.0,81.0,1,-0.07778504013176324
408,89.17637410660336,186238.85817720546,136.65247183445342,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,408.0,81.0,1,12.33628803423754
409,88.35695334066831,186839.72729580992,134.83799676755396,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,409.0,81.0,1,15.33628803423754
411,82.49848912546629,168872.7492306734,117.79256699521605,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_0_18,sex_male,411.0,51.0,1,0.10533350327791928
416,88.65312798334291,192913.76683987,145.63008498920172,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,416.0,81.0,1,89.84776240539566
417,90.65031600075754,187697.26933598626,139.88731574366773,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,417.0,81.0,1,8.928150018603098
420,95.7825258705542,209866.71243104996,152.910841160988,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,420.0,81.0,1,0.21999812944576425
426,89.64571064505192,204137.54425425857,153.45731285948492,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,426.0,81.0,1,2.3753980682607825
427,92.10716653697723,201966.0821095546,145.31141512615426,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,427.0,81.0,1,6.3753980682607825
430,96.5468141661924,214394.55380830786,153.61661211958108,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,430.0,81.0,1,5.225933188180562
431,91.3910909119338,210686.2110682321,155.62945212853512,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,431.0,81.0,1,0.21999812944576425
437,77.41640093504638,133812.64419452942,99.63966532351502,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_female,437.0,31.0,1,79.62657982862075
439,95.90792172223516,227884.79162831968,173.18072066681148,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,439.0,81.0,1,8.279231461958297
442,87.99531310197719,207890.75455238414,155.21024621054002,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,442.0,81.0,1,6.3753980682607825
444,98.28574774932345,245208.27942259962,174.88247745038385,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,444.0,81.0,1,8.102247395861763
445,97.7676180668948,212237.78833692207,158.32114521222312,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,445.0,81.0,1,8.783536083895179
446,95.77973384037868,228048.10896288892,163.69795622343028,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,446.0,81.0,1,5.654999346204065
448,95.33457075144042,192052.43431817857,137.30507184151233,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,448.0,81.0,1,98.445559448496
449,100.15484004767036,275033.4366835479,200.77102528136643,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_female,449.0,81.0,1,9.531444824678502
450,85.08939312597705,188740.12616635388,134.60553018095362,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,450.0,81.0,1,76.4396243897612
455,98.85198801524817,235334.01606255802,178.413459205579,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,455.0,81.0,1,18.05238015096201
456,91.16981100773457,201745.6989814525,146.4166031713088,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,456.0,81.0,1,7.3753980682607825
458,89.08679526468981,186067.8364734596,135.84090598235034,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,458.0,81.0,1,8.928150018603098
459,89.48251919264177,184949.89503651875,136.19613270449,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,459.0,81.0,1,98.4396243897612
460,94.4857303652404,181947.51710104686,137.28720644819734,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,460.0,81.0,1,14.390133308575074
462,90.2752222428885,205738.44931263468,145.52248597849822,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,462.0,81.0,1,0.21999812944576425
463,98.94924438677326,207880.99985897672,152.73579946738386,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,463.0,81.0,1,1.2199981294457642
464,92.70550715937227,215773.21588305305,161.62420409270152,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,464.0,81.0,1,4.628136145080166
468,86.25168507823109,179172.07316116095,129.37472127449143,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,468.0,51.0,1,4.922214959868237
477,86.810090260294,177781.8203362505,127.44387718763649,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,477.0,51.0,1,36.390133308575074
478,103.47854387515005,232923.97103654032,174.59167487565438,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,478.0,81.0,1,25.89698021214693
485,94.15225886110136,228849.5734641705,163.80359436199728,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,485.0,81.0,1,19.52512065181051
492,97.74560372217805,241069.76114425747,185.49063547135844,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_female,492.0,81.0,1,9.506209652039779
493,96.96264978858744,218292.29293744915,156.48316801099972,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,493.0,81.0,1,12.634071203815012
494,97.93508874718556,238547.0534505278,183.28527309272675,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_male,494.0,81.0,1,2.141343917886318
495,103.10786565677436,232931.5877475043,177.0217481723921,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,495.0,81.0,1,20.05238015096201
496,96.8963855832072,220299.52315847762,170.86834407535628,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_female,496.0,81.0,1,90.52474448809687
497,97.50122794128364,212269.82102788676,163.52256780620849,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_1,age_46_55,sex_female,497.0,81.0,1,1.610798184736332
499,80.02533775109477,184889.40344334472,135.09800756865374,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,499.0,81.0,1,11.928150018603098
500,91.06646561484995,230679.15936472872,165.55909705834415,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,500.0,81.0,1,6.654999346204065
501,91.62412583035129,208402.94861341652,161.86721073559463,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,501.0,81.0,1,18.599197042569443
502,97.09421305904085,238080.0062899681,186.87798428724625,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_male,502.0,81.0,1,1.141343917886318
503,79.47216120027711,170990.41624056187,126.57804990621679,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,503.0,21.0,1,33.84671598418167
508,95.51173789536207,211222.69252442836,150.9876394465207,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,508.0,81.0,1,7.225933188180562
512,97.11365867556532,208081.84362627575,153.3562035779595,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,512.0,81.0,1,2.7776010251603864
516,95.6652778456997,236543.22214133613,167.36847856919476,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,516.0,81.0,1,83.17240877609703
517,97.30146229168707,227807.8219550971,160.3691988640172,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,517.0,81.0,1,22.52512065181051
521,90.01725469094761,181569.3518236048,133.1806297758906,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,521.0,81.0,1,8.928150018603098
522,107.51352367818563,275942.037722038,203.77780041465385,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,522.0,81.0,1,16.129241867778887
525,99.462665218348,222914.21460228288,165.24279243566608,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_86_100,sex_female,525.0,81.0,1,-0.01876947132467066
527,89.5277714781342,181536.55729910516,130.70517138189268,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,527.0,81.0,1,1.9222149598682368
528,103.43657703162424,237634.6325089241,168.79562966289484,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,528.0,81.0,1,85.17240877609703
530,105.9643480203612,254277.23766222585,186.07946097482173,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,530.0,81.0,1,11.510385411496223
531,95.55700657597092,229164.18010955412,175.50119114109214,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,531.0,81.0,1,17.04644509222716
532,102.64961823581848,233443.69257780843,176.44028502125357,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,532.0,81.0,1,17.04644509222716
536,99.58182811146506,253771.87847541,177.06215073032533,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,536.0,81.0,1,5.3549854726811255
537,94.89660282358595,214666.1256460469,157.38323498411725,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,537.0,81.0,1,0.21999812944576425
540,100.59727420356779,234441.22278843602,162.51553220221902,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,540.0,81.0,1,94.17240877609703
541,97.91550608398272,236691.92812459427,172.35775866814376,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,541.0,81.0,1,91.17240877609703
542,94.55638503900956,190076.9832019274,140.8713544472049,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,542.0,81.0,1,13.33628803423754
543,101.03484992100735,228472.9191661104,165.94946636826606,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,543.0,81.0,1,16.063137361838457
544,105.60333325944363,228165.10624273788,163.55762722637326,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,544.0,81.0,1,4.057202303103665
545,91.2307178459054,235407.4486816617,168.1548081716902,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,545.0,81.0,1,74.17240877609703
547,96.9998169690875,222877.9975272614,161.5679652140762,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,547.0,81.0,1,9.654999346204065
548,86.21742081488398,182435.64117248665,132.9592962687839,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,548.0,81.0,1,-0.07778504013176324
552,97.20871736263855,213514.01714138992,157.09856634672227,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,552.0,81.0,1,5.628136145080166
555,94.81487234627684,198467.61854541468,145.76411614617948,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,555.0,81.0,1,78.445559448496
561,112.45644852606468,301923.6728013293,218.77379055060769,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_9,age_46_55,sex_male,561.0,81.0,1,11.721445092216257
565,97.7490592152001,223283.75255038703,159.13118821784084,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,565.0,81.0,1,9.11698263617609
566,104.62970632371555,243207.4631027026,171.65775763587152,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,566.0,81.0,1,81.17240877609703
567,97.45632937638165,242566.06397474481,174.7602856610887,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,567.0,81.0,1,5.102247395861763
572,81.40509713466196,149997.1762173386,108.72076422954026,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,572.0,31.0,1,124.24557260445931
573,91.46721614910757,216420.89792813297,154.89457286801675,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,573.0,81.0,1,-0.35093571253079325
574,98.15718969000112,223097.46492167414,166.39992659386445,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,574.0,81.0,1,4.654999346204065
578,95.51873459952922,193613.0415753266,139.99487152221536,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,578.0,81.0,1,14.33628803423754
580,92.64147812751987,192440.02487999536,140.33467975170706,Cooking_yes,Lighting_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,580.0,81.0,1,4.846715984179475
582,90.24906954237456,196385.8572044079,141.1935035401853,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,582.0,81.0,1,99.445559448496
583,89.7321448778663,190462.279105058,133.97413357028813,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,583.0,81.0,1,84.4396243897612
584,89.67248936719872,191485.34454226575,135.06339366364045,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,584.0,81.0,1,77.4396243897612
585,86.90290944948627,194388.94647738367,137.29058755343726,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,585.0,81.0,1,90.445559448496
587,99.75050508026315,229583.00144721876,167.7442767740603,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,587.0,81.0,1,15.063137361838457
600,85.82290222879445,190151.9065654168,143.9339130350407,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,600.0,81.0,1,14.33628803423754
601,92.9438553694479,226492.15942106137,167.30345471349418,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,601.0,81.0,1,8.654999346204065
