,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
273,93.61756271030205,193163.8254045499,140.48430184225228,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,273.0,81.0,1,83.5717289993928
281,92.76201692854086,217649.32443823246,153.89169814821656,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,281.0,81.0,1,65.50204387655879
282,94.21471780771843,214017.4471235817,152.39701569395402,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,282.0,81.0,1,40.76865643474511
283,96.45839251635988,213059.63597504183,164.34830561292745,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,283.0,81.0,1,89.62548089209162
284,104.16684815728392,255371.3487680049,184.13221466562908,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,284.0,81.0,1,5.742870613741893
285,92.15231641590486,175223.50042685805,129.64826000852005,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,285.0,51.0,1,47.952299332303
287,98.02235893590587,246028.2624637148,174.79775472649035,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,287.0,81.0,1,1.1819360310273659
289,93.81838403676399,217149.12168839163,152.02746814462117,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,289.0,81.0,1,19.145487640183745
290,95.30996366892636,219525.35695157142,160.37497653422903,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,290.0,81.0,1,16.3433134300477
294,107.55351730875348,251238.58840558399,186.27731511541703,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,294.0,81.0,1,3.742870613741893
296,87.41952123206538,200696.99096902407,151.54795233734748,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_female,296.0,81.0,1,-0.055363588928209584
297,107.51891338050615,260051.375625719,182.4976652064097,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,297.0,81.0,1,4.330866099648176
298,93.74619233237787,218859.13657580642,153.29063815637403,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,298.0,81.0,1,36.229355655323644
299,86.10359307194528,185326.87151028775,128.4849263880354,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,299.0,81.0,1,84.01079441667815
301,102.1906598064895,247035.30297008745,176.05616013651814,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,301.0,81.0,1,9.742870613741893
306,96.78180464061347,241589.85847130587,170.3753875809836,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_female,306.0,81.0,1,9.203144435310108
307,94.31087731562648,225742.2057573956,157.16410753587934,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,307.0,81.0,1,64.96274309713743
308,92.77325709534584,216601.20677400051,149.93815733068408,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,308.0,81.0,1,60.50204387655879
309,96.1028432467658,223490.50585350054,158.3812366344605,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,309.0,81.0,1,79.76491730727366
310,103.59813322631581,253266.98425393933,181.87812565243888,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,310.0,81.0,1,0.7514894389775661
311,90.88512635746626,195447.28595306363,144.76798525555333,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,311.0,81.0,1,10.218534081217612
314,85.25440282515548,196103.48358758187,142.72530929108044,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,314.0,81.0,1,2.3654104339891653
316,93.50698278091141,219534.70149581874,156.13784577699292,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,316.0,81.0,1,34.145487640183745
317,97.52763730723622,227520.3626411857,165.3181286830335,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,317.0,81.0,1,17.939852001903418
318,85.5989130698077,192756.2331305256,136.67959490987587,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,318.0,81.0,1,75.5717289993928
319,92.94563551780588,201893.75965996648,151.06381594346996,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,319.0,81.0,1,3.679233301796245
321,94.81181534319842,220292.64848280823,156.61322545836236,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,321.0,81.0,1,59.50204387655879
322,94.7450753680784,220055.3562959585,158.0643499011088,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,322.0,81.0,1,65.50204387655879
324,96.99723604878108,228044.77590293746,162.0993900654306,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,324.0,81.0,1,63.962743097137434
326,92.35041134530093,187772.73954671828,134.82355676137635,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,326.0,81.0,1,1.9556606505029155
329,99.11087512959722,249821.39774796265,181.18020319503643,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,329.0,81.0,1,-0.24851056102243385
335,99.2079290357798,238602.92077366268,168.7698391211548,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,335.0,81.0,1,84.2256165278522
337,73.70184451718417,135329.93044437058,103.39457546607274,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,337.0,31.0,1,47.68821208938721
340,81.5846275277143,178926.704611105,129.55489009930702,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,340.0,51.0,1,51.952299332303
342,86.6607969428123,184566.61084849306,132.5572423259627,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,342.0,81.0,1,79.11102977881416
351,95.75352503060293,218109.35855330745,153.69742293512545,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,351.0,81.0,1,40.145487640183745
354,89.33144554703915,214910.23347346703,155.07835864104442,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,354.0,81.0,1,27.229355655323644
356,89.77600583610918,196183.05968061282,144.55335300949366,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,356.0,81.0,1,7.679233301796245
357,91.3238550566238,219957.7751550055,167.52560556313315,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,357.0,81.0,1,71.0861801126702
360,86.30177759982756,172473.1431070694,121.4836048044956,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,360.0,51.0,1,64.49160011172438
364,97.3532657332885,229997.2633155179,161.4576510012943,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,364.0,81.0,1,62.76491730727366
365,84.38089206804491,166439.6952495328,122.72907130710834,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,365.0,51.0,1,46.22872668100963
371,103.010172621694,242692.8749184484,173.4098462819788,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,371.0,81.0,1,10.872421609677012
372,94.89290045315285,192064.5580943285,139.954266868664,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,372.0,81.0,1,8.218534081217612
379,108.49880180404978,259592.81579219448,184.64681484318132,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,379.0,81.0,1,9.330866099648176
380,97.5129376796734,219229.79253012905,159.29930480315846,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,380.0,81.0,1,5.676978571188705
386,97.14487790512331,238280.4211197889,174.86480939253198,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,386.0,81.0,1,9.872421609677012
388,86.83822520237122,174586.44402879602,126.66992604168742,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,388.0,51.0,1,60.49160011172438
391,84.19380527706451,175207.4894522769,128.42146244216391,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,391.0,51.0,1,34.689425901588294
392,82.99735154390383,177909.12318949922,130.5876135690977,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,392.0,51.0,1,47.952299332303
393,85.28963238015359,178352.7179964454,132.438725004356,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,393.0,51.0,1,41.952299332303
396,87.72072508729407,187425.20980161615,132.55788586633685,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,396.0,81.0,1,2.9556606505029155
398,100.41232446062814,226795.2242783205,167.1441255729861,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,398.0,81.0,1,61.962743097137434
399,99.35650173281108,213434.17096366844,151.80681391861714,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,399.0,81.0,1,37.145487640183745
401,92.4117573099956,207870.34143215555,156.23147413771161,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,401.0,81.0,1,3.088983085282493
405,95.94145672451886,207584.22585972532,162.24662053958508,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,405.0,81.0,1,40.46675044558043
410,105.01699312499815,259341.60681429802,186.43399419244358,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,410.0,81.0,1,7.330866099648176
412,105.48447730070387,252340.13015128157,176.7673706221,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,412.0,81.0,1,-0.24851056102243385
413,95.75855214038094,247826.0021027847,181.208803160293,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,413.0,81.0,1,-0.24851056102243385
415,81.04479962882766,139966.4511007647,104.91768228402269,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,415.0,31.0,1,63.86741918555413
416,91.68021356816266,211507.2128234983,149.5374754358609,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,416.0,81.0,1,21.3433134300477
417,93.03746361499752,209590.51218876897,161.7567271258497,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,417.0,81.0,1,39.46675044558043
418,86.25052290644139,184744.1672929282,131.1581894935165,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,418.0,81.0,1,63.01079441667815
419,99.9118969459149,214127.14186006747,148.92646395938309,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,419.0,81.0,1,29.145487640183745
420,88.43751799618742,212081.33174928595,154.17459713215462,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,420.0,81.0,1,29.882614209469125
422,93.61309725922308,243967.4164426191,173.57481311958153,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,422.0,81.0,1,5.333120830255652
424,90.47018474875935,201299.98585260255,148.09929410171884,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,424.0,81.0,1,7.679233301796245
425,93.69903553556117,217293.6228182925,158.2650777243587,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,425.0,81.0,1,9.360475341232814
426,91.28733636905359,238040.73863982645,168.12076383545806,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,426.0,81.0,1,3.333120830255652
427,81.18082155688151,174758.63679894301,124.93033100704244,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,427.0,51.0,1,61.11476890628572
439,92.3529153173517,215303.04820389766,161.58539425955385,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,439.0,81.0,1,10.82117456181144
440,90.39608399955952,227645.00501665802,161.69838327477885,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,440.0,81.0,1,66.86250773500154
441,95.52575534148666,205302.6927714201,144.83025601610404,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,441.0,81.0,1,10.628283864703867
443,89.09812148024277,184996.4750796901,136.6890800079794,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,443.0,81.0,1,3.9556606505029155
448,103.53925653051957,217372.64164469647,160.357796490877,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,448.0,81.0,1,72.50204387655879
449,92.80459953236935,219661.78217284707,152.99810800516042,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,449.0,81.0,1,75.50204387655879
451,94.09502041648929,195564.76136743856,142.93962637504944,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,451.0,81.0,1,12.218534081217612
454,83.90973532419524,189357.26955179533,136.62147687939665,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,454.0,81.0,1,93.01079441667815
455,94.48726698599131,222603.1580930733,154.6865461346143,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,455.0,81.0,1,68.40180851442295
456,83.27902850871467,173904.37218430208,127.66755317637795,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,456.0,51.0,1,128.84815634809945
458,86.14990654317047,194129.83498749664,129.9448317010428,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,458.0,81.0,1,5.118298719081718
461,95.4559725889288,230509.0751167072,164.14235077663972,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,461.0,81.0,1,72.76491730727366
462,89.84665690509226,178901.53168342207,130.4637758546404,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,462.0,51.0,1,118.30885556867804
463,95.37662976904421,239784.4918532491,170.88165044663918,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,463.0,81.0,1,1.1378247189525599
468,101.85574931497707,256013.89632510106,185.03413568417503,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_76_85,sex_female,468.0,51.0,1,9.663041819983377
472,83.15027812188029,197528.49222635606,142.2337572630949,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,472.0,81.0,1,11.218534081217612
474,90.96924856816584,209385.388365517,153.50276019749404,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,474.0,81.0,1,4.0976019105181045
477,99.81356731838137,219305.4474887483,158.305024246917,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,477.0,81.0,1,64.50204387655879
478,98.45184387248644,247653.7657683743,175.62582091209785,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,478.0,81.0,1,8.28217139316326
481,83.87448819174381,174950.0108014632,124.96431135981491,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,481.0,51.0,1,128.84815634809945
482,94.3290599856246,227072.15192441788,165.59420464114382,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,482.0,81.0,1,55.962743097137434
485,94.232377837941,196385.538634603,141.0534050836779,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,485.0,81.0,1,8.218534081217612
489,92.68188275378664,197638.41177725466,150.72080754505103,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,489.0,81.0,1,1.6792333017962449
494,92.67868771853504,203163.6860054846,148.5877964903776,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,494.0,81.0,1,11.628283864703867
498,91.519406701563,198257.88066320843,154.74787461529502,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_19_25,sex_female,498.0,81.0,1,0.7539012340813827
499,97.79118412351677,217231.79449778894,161.81623419710112,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_86_100,sex_female,499.0,81.0,1,0.9989367990423492
504,103.5104012348066,242183.04579894606,175.63320038326924,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,504.0,81.0,1,13.742445214731532
505,97.35826791973656,201491.62528396805,146.76336901161474,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_8,age_46_55,sex_male,505.0,61.0,1,3.118264288561292
510,107.6189464187248,255224.53572366477,181.8104408377096,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,510.0,81.0,1,2.742870613741893
512,99.47490162052809,236283.50836876285,169.38850630228566,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,512.0,81.0,1,14.742445214731532
514,86.02685157299489,176495.25059519918,132.09599548019858,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,514.0,51.0,1,55.57546812686425
515,94.643607957978,190882.0393496489,140.53143796572712,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,515.0,81.0,1,12.218534081217612
516,98.81386188211374,237453.4738580764,168.58449598266662,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,516.0,81.0,1,5.872421609677012
517,97.70377331921759,244046.7535581695,176.64700600581662,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,517.0,81.0,1,5.333120830255652
519,100.77985189999279,241623.71283088328,172.95592456707962,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,519.0,81.0,1,9.872421609677012
523,106.02978304729423,251786.2520484216,178.5395602250594,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,523.0,81.0,1,-0.24851056102243385
524,87.44414968461363,198248.42954407173,142.87337035723618,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,524.0,81.0,1,9.218534081217612
531,81.49699397044242,174507.57561396318,129.03934120304407,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,531.0,51.0,1,126.84815634809945
532,100.89555462609573,225028.4048483584,163.92025011497162,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,532.0,81.0,1,23.606186860762392
535,89.87148766717117,188200.61054030104,122.76788711011469,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,535.0,81.0,1,6.872421609677012
536,92.16879174636415,230629.4518268535,160.66728112545772,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,536.0,81.0,1,0.7721862475411196
537,93.74235486122696,227701.0267011859,162.72873550621253,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,537.0,81.0,1,70.76491730727366
539,96.54817005964622,233160.16259945105,169.4169628917626,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,539.0,81.0,1,6.872421609677012
540,93.49579035745288,209503.2478501795,153.8445771331063,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,540.0,81.0,1,36.882614209469125
544,94.65545524246977,210522.0327270974,146.66969191658114,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,544.0,81.0,1,1.0976019105181045
545,85.75934180405622,194818.99997125435,140.7923714289681,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_26_35,sex_male,545.0,51.0,1,56.54634400748159
547,87.91164733159924,185708.42256308493,133.49740014349277,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,547.0,81.0,1,0.9556606505029155
549,85.70308893337068,189795.5108250394,138.81211816879977,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,549.0,81.0,1,9.218534081217612
550,81.86525207883005,169727.32902373772,125.3487993931177,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,550.0,51.0,1,53.49160011172438
553,93.1836777194973,231568.5183037648,181.83258507311143,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,553.0,81.0,1,8.042499615845344
554,113.31649231206109,266635.61136507033,192.13127826604855,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_female,554.0,81.0,1,0.7915653202267485
555,86.41031716980194,191688.30873092441,135.1364298455782,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,555.0,81.0,1,12.218534081217612
560,100.07165981468859,241329.65560281448,173.0761143727311,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,560.0,81.0,1,4.333120830255652
563,90.5760827338722,193650.78163676368,138.82005572020293,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,563.0,81.0,1,71.5717289993928
564,82.24700572253596,182904.4304379312,135.48628269270426,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,564.0,81.0,1,69.20862020654215
569,89.87259649715756,194293.93778590005,140.33646496944914,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,569.0,81.0,1,11.218534081217612
570,93.37504790277755,187143.45810238906,139.47269374418306,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,570.0,81.0,1,82.5717289993928
571,84.35532367344699,184931.1009102817,136.61019095959458,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,571.0,81.0,1,71.47149363725691
572,80.78487505604241,173660.12802719022,124.49697890731001,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,572.0,51.0,1,123.84815634809945
574,90.41603531959963,168676.2573462375,124.23972325381432,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,574.0,51.0,1,51.11476890628572
575,91.46089833464448,202448.4248625818,142.50101606452964,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,575.0,81.0,1,12.628283864703867
577,91.13873266412612,181212.0569576517,131.24105070784452,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,577.0,81.0,1,65.30885556867804
582,103.43368218856051,248867.0489589989,183.34087504705943,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_10,age_36_45,sex_male,582.0,81.0,1,11.386647867876249
583,112.52482315219585,297845.61333921377,209.85775341769883,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_10,age_46_55,sex_male,583.0,81.0,1,17.303408827050376
587,92.12605508641998,192204.18594660453,142.85612387142572,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,587.0,81.0,1,2.3654104339891653
589,79.72292042666363,148172.76794048512,106.74991203104469,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,589.0,31.0,1,180.4868488526439
