,Lighting,TV,Cooking,Refrigeration,AC,Urban,Income,Electricity
6056,1,1,0,0,0,0,2516.0,58.0
6057,1,1,0,1,0,0,17500.0,69.0
6058,1,1,1,1,0,0,15633.0,87.0
6059,1,1,0,0,0,0,7350.0,45.0
6061,1,1,0,1,0,0,7900.0,143.0
6062,1,1,1,1,0,0,8500.0,143.0
6063,1,1,0,0,0,0,9747.0,46.0
6064,1,0,0,0,0,0,3150.0,10.0
6065,1,0,0,0,0,0,12500.0,7.0
6066,1,0,0,0,0,0,3250.0,6.0
6067,1,0,1,1,0,0,550.0,54.0
6068,1,1,0,0,0,0,25000.0,3.0
6069,1,1,1,1,0,0,14439.0,70.0
6070,1,1,0,1,0,1,35000.0,107.0
6071,1,1,0,1,0,1,25000.0,152.0
6072,1,1,0,0,0,1,6500.0,139.0
6073,1,1,0,1,0,1,11000.0,65.0
6074,1,1,0,1,0,1,32000.0,152.0
6075,1,1,0,1,1,1,9000.0,350.0
6076,1,1,0,1,0,1,3500.0,57.0
6077,1,1,0,1,1,1,26000.0,150.0
6078,1,1,0,0,0,0,7000.0,112.0
6081,1,0,0,0,0,0,3500.0,48.0
6087,1,1,0,1,0,1,17000.0,149.0
6088,1,1,0,1,0,1,9184.0,42.0
6089,1,1,0,0,0,1,7000.0,152.0
6090,1,1,0,0,0,1,7000.0,22.0
6091,1,1,0,1,0,1,17000.0,149.0
6092,1,0,0,0,0,1,1800.0,30.0
6093,1,1,0,1,0,1,17000.0,216.0
6094,1,0,0,0,0,1,6000.0,12.0
6095,1,1,1,1,0,1,4900.0,52.0
6096,1,1,0,1,0,1,21500.0,121.0
6097,1,1,0,0,0,1,12250.0,80.0
6098,1,0,1,0,0,1,14300.0,50.0
6099,1,1,0,0,0,1,7000.0,40.0
6100,1,1,1,0,0,1,8680.0,30.0
6101,1,1,0,0,0,1,1500.0,30.0
6102,1,1,1,1,0,1,9000.0,83.0
6103,1,1,0,1,0,1,7600.0,50.0
6104,1,1,0,0,0,1,25000.0,52.0
6105,1,0,0,1,0,1,5500.0,40.0
6106,1,0,0,0,0,1,3000.0,8.0
6107,1,0,0,0,0,1,5500.0,16.0
6108,1,1,0,1,0,1,27000.0,270.0
6109,1,1,0,0,0,1,5500.0,6.0
6110,1,1,0,0,0,1,5300.0,66.0
6111,1,1,1,0,0,0,13100.0,68.0
6112,1,1,0,0,0,0,3025.0,30.0
6113,1,0,0,0,0,0,10410.0,24.0
6114,1,1,0,0,0,0,7270.0,38.0
6116,1,1,0,0,0,0,2100.0,18.0
6117,1,1,0,1,1,0,16600.0,260.0
6118,1,1,0,1,0,0,22000.0,146.0
6119,1,1,0,0,0,0,7500.0,27.0
6120,1,1,0,0,0,0,5800.0,34.0
6121,1,1,0,0,0,0,5200.0,33.0
6122,1,1,0,1,0,0,10500.0,49.0
6124,1,0,0,0,0,0,1400.0,10.0
6125,1,0,0,0,0,0,3600.0,19.0
6133,1,0,0,0,0,0,1258.0,11.0
6134,1,0,0,0,0,0,867.0,12.0
6135,1,0,0,0,0,0,2309.0,8.0
6137,1,0,0,0,0,0,2550.0,10.0
6140,1,0,0,0,0,0,2300.0,16.0
6141,1,0,0,0,0,0,2000.0,16.0
6142,1,0,0,0,0,0,7250.0,48.0
6145,1,0,0,0,0,0,1000.0,8.0
6148,1,1,0,1,0,0,22500.0,95.0
6149,1,1,0,1,0,0,7000.0,95.0
6150,1,1,0,0,0,0,5000.0,100.0
6151,1,1,0,1,0,0,5200.0,100.0
6152,1,1,0,1,0,0,52000.0,100.0
6153,1,1,0,1,0,0,4000.0,120.0
6154,1,1,0,0,0,0,6500.0,15.0
6156,1,1,0,0,0,0,11500.0,13.0
6157,1,0,0,0,0,0,5000.0,15.0
6158,1,0,0,0,0,0,570.0,10.0
6159,1,1,0,1,0,0,33234.0,179.0
6160,1,0,0,0,0,0,4500.0,45.0
6161,1,1,0,1,0,0,5700.0,75.0
6162,1,0,0,1,0,0,16800.0,60.0
6163,1,1,0,0,0,0,9000.0,60.0
6164,1,1,0,0,0,0,1800.0,35.0
6165,1,1,0,1,0,0,10900.0,66.0
6166,1,0,0,0,0,0,2900.0,6.0
6167,1,1,0,1,0,0,2000.0,67.0
6168,0,1,0,0,0,0,5999.0,57.0
6169,1,0,0,0,0,0,925.0,9.0
6170,1,1,0,1,0,0,2200.0,19.0
6171,1,1,0,0,0,0,6500.0,25.0
6173,1,1,0,0,0,0,2950.0,19.0
6174,1,1,1,1,0,0,4416.0,96.0
6175,1,1,1,0,0,0,5805.0,23.0
6176,1,0,0,0,0,0,4380.0,7.0
6177,1,1,0,1,0,0,19100.0,121.0
6178,1,0,0,0,0,0,6300.0,30.0
6179,1,0,0,0,0,0,1534.0,8.0
6180,1,1,1,0,0,0,29550.0,27.0
6181,1,1,1,0,0,0,13300.0,42.0
6182,1,1,0,1,0,0,12000.0,132.0
6183,1,1,0,1,0,0,15500.0,80.0
6184,1,1,0,1,0,0,5400.0,136.0
6185,1,1,0,1,0,0,29667.0,178.0
6186,1,1,0,1,0,0,40000.0,112.0
6187,1,1,0,0,0,0,4100.0,39.0
6188,1,1,0,1,0,0,9500.0,283.0
6189,1,1,0,1,0,0,29295.0,185.0
6190,1,1,0,1,0,0,9000.0,161.0
6191,1,1,0,0,0,0,3200.0,24.0
6192,1,1,0,1,0,0,11000.0,110.0
6194,1,1,0,0,0,0,2533.0,34.0
6196,1,1,0,0,0,0,1133.0,18.0
6199,1,1,0,0,0,0,2467.0,32.0
6202,1,1,0,0,0,0,925.0,36.0
6203,1,1,0,1,0,1,8300.0,96.0
6204,1,0,0,0,0,1,9600.0,58.0
6205,1,1,0,0,0,1,24980.0,96.0
6206,1,1,1,1,0,1,11520.0,125.0
6207,1,1,0,0,0,1,4150.0,63.0
6208,1,1,0,0,0,1,6000.0,21.0
6209,1,1,0,0,0,1,4960.0,95.0
6210,1,1,0,0,0,1,7944.0,74.0
6211,1,1,0,1,0,1,30500.0,105.0
6212,1,1,0,1,0,1,19250.0,130.0
6213,1,1,1,1,0,1,10500.0,48.0
6214,1,0,0,0,0,1,5450.0,19.0
6215,1,1,0,0,0,1,11400.0,132.0
6216,1,0,1,1,0,1,58000.0,520.0
6217,1,0,0,0,0,1,4750.0,29.0
6218,1,1,0,0,0,1,11100.0,104.0
6219,1,0,0,0,0,1,8248.0,19.0
6220,1,1,1,1,0,1,31000.0,104.0
6221,1,1,0,1,0,1,5700.0,167.0
6222,1,1,0,1,0,1,9000.0,208.0
6223,1,1,0,0,0,1,6480.0,42.0
6224,1,1,0,1,0,1,20650.0,104.0
6225,1,1,0,0,0,1,5500.0,153.0
6226,1,1,0,0,0,1,9400.0,39.0
6227,1,1,0,0,0,1,2225.0,154.0
6228,1,1,0,1,0,1,9080.0,143.0
6229,1,1,0,1,0,1,10000.0,127.0
6230,1,1,0,0,0,1,11380.0,39.0
6231,1,1,0,0,0,1,14967.0,96.0
6232,1,1,0,1,0,1,78000.0,193.0
6233,1,1,0,0,0,1,5600.0,19.0
6234,1,1,0,1,0,1,29900.0,159.0
6235,1,1,0,0,0,1,3800.0,29.0
6236,1,1,0,0,0,1,7467.0,34.0
6237,1,1,0,1,0,1,10000.0,118.0
6238,1,1,0,1,0,1,38500.0,96.0
6239,1,1,1,0,0,1,32700.0,116.0
6240,1,1,0,0,0,1,5100.0,58.0
6241,1,1,0,1,0,1,19800.0,127.0
6242,1,0,0,0,0,1,4100.0,19.0
6243,1,1,0,1,0,1,10600.0,31.0
6244,1,1,0,1,0,1,8082.0,52.0
6245,1,1,0,0,0,1,6500.0,53.0
6246,1,1,0,1,0,1,17000.0,143.0
6247,1,0,0,0,0,1,11320.0,53.0
6248,1,1,1,0,0,1,12300.0,23.0
6249,1,1,1,1,0,1,13000.0,79.0
6250,1,1,0,0,0,1,7000.0,20.0
6251,1,1,0,0,0,1,6900.0,42.0
6252,1,1,0,1,0,1,18207.0,190.0
6253,1,1,0,1,0,1,13000.0,42.0
6254,1,1,0,0,0,1,5000.0,48.0
6255,1,1,0,0,0,1,4400.0,19.0
6256,1,0,0,0,0,1,5126.0,10.0
6257,1,1,1,1,1,1,12000.0,193.0
6258,1,1,0,1,0,1,5800.0,94.0
6259,1,0,0,0,0,1,3795.0,23.0
6260,1,1,0,0,0,1,3217.0,54.0
6261,1,1,1,1,1,1,40000.0,375.0
6262,1,1,1,1,0,1,11900.0,74.0
6263,1,1,0,0,0,1,4500.0,21.0
6264,1,1,0,0,0,1,8300.0,62.0
6265,1,1,0,1,0,1,16000.0,162.0
6266,1,0,0,0,0,1,12300.0,31.0
6267,1,0,0,0,0,1,6500.0,32.0
6268,1,1,1,1,0,1,24870.0,193.0
6269,1,1,1,1,1,1,27000.0,185.0
6270,1,1,0,1,0,1,17200.0,133.0
6271,1,0,0,0,0,1,3000.0,20.0
6272,1,1,0,1,0,1,10800.0,63.0
6273,1,1,0,1,0,1,16680.0,125.0
6274,1,1,1,1,0,1,17000.0,250.0
6275,1,0,0,0,0,1,6100.0,39.0
6276,1,1,0,0,0,1,5300.0,24.0
6277,1,1,1,1,0,1,17760.0,106.0
6278,1,1,0,1,0,1,16500.0,208.0
6279,1,1,1,1,1,1,34000.0,312.0
6280,1,1,0,1,0,1,4900.0,104.0
6281,1,1,1,1,0,1,20000.0,265.0
6282,1,1,0,0,0,1,7300.0,52.0
6283,1,1,0,1,0,1,21600.0,193.0
6284,1,1,0,1,0,1,16000.0,96.0
6285,1,1,0,1,0,1,6440.0,159.0
6287,1,1,0,1,0,1,7000.0,135.0
6288,1,1,1,1,0,1,15500.0,223.0
6289,1,1,0,1,0,1,7500.0,135.0
6290,1,1,1,1,0,1,21000.0,210.0
6291,1,1,0,1,0,1,8800.0,42.0
6292,1,1,0,1,0,1,6450.0,127.0
6293,1,1,0,0,0,1,6500.0,43.0
6294,1,1,1,1,0,1,22000.0,105.0
6295,1,1,0,0,0,1,7500.0,51.0
6296,1,1,0,1,0,1,17900.0,313.0
6297,1,0,0,0,0,1,25500.0,39.0
6298,1,1,0,0,0,1,5500.0,42.0
6299,1,1,1,1,0,1,21000.0,167.0
6300,1,1,1,1,1,1,55000.0,208.0
6301,1,1,1,1,0,1,63333.0,125.0
6302,1,1,1,1,0,1,27020.0,312.0
6303,1,1,1,1,0,1,25000.0,167.0
6304,1,1,0,0,0,1,7420.0,100.0
6305,1,1,0,0,0,1,4200.0,19.0
6306,1,0,0,0,0,1,7060.0,23.0
6307,1,1,0,0,0,1,3920.0,38.0
6308,1,1,0,0,0,1,6900.0,42.0
6313,1,0,0,0,0,0,4000.0,19.0
6314,1,1,0,0,0,0,13851.0,39.0
6319,1,1,0,0,0,0,4583.0,19.0
6320,1,0,0,0,0,0,5733.0,14.0
6322,1,1,0,0,0,0,5008.0,29.0
6324,1,1,0,0,0,0,6700.0,31.0
6325,1,1,0,0,0,0,5200.0,10.0
6326,1,1,0,0,0,0,4300.0,10.0
6327,1,0,0,0,0,0,1800.0,6.0
6329,1,1,0,0,0,0,1800.0,10.0
6331,1,1,0,0,0,0,2050.0,21.0
6333,1,1,0,0,0,0,3500.0,42.0
6335,1,1,1,1,0,0,15733.0,334.0
6337,1,1,0,0,0,0,4800.0,19.0
6338,1,0,0,0,0,0,3450.0,10.0
6340,1,1,0,1,0,0,24000.0,96.0
6341,1,0,0,0,0,0,3500.0,29.0
6343,1,0,0,0,0,0,3450.0,10.0
6346,1,1,0,0,0,0,4540.0,31.0
6347,1,1,0,0,0,0,9342.0,29.0
6348,1,0,0,0,0,0,5900.0,10.0
6350,1,1,0,1,0,0,10030.0,63.0
6351,1,0,0,0,0,0,2000.0,8.0
6352,1,1,0,0,0,0,3450.0,19.0
6353,1,1,0,1,0,0,17130.0,42.0
6354,1,1,0,0,0,0,14350.0,58.0
6355,1,1,1,1,0,0,52000.0,115.0
6356,1,1,0,0,0,0,5190.0,11.0
6357,1,1,0,1,0,0,22140.0,104.0
6358,1,1,0,1,0,0,26000.0,68.0
6359,1,1,1,1,0,0,13667.0,87.0
6360,1,1,0,0,0,0,4935.0,42.0
6361,1,0,0,0,0,0,5100.0,14.0
6363,1,1,1,1,0,1,8000.0,96.0
6364,1,1,0,0,0,1,3560.0,131.0
6365,1,1,0,0,0,1,3100.0,15.0
6366,1,1,0,1,0,1,20333.0,78.0
6367,1,1,0,1,1,1,19600.0,261.0
6368,1,1,1,1,0,1,5440.0,52.0
6369,1,1,0,0,0,1,3067.0,21.0
6370,1,1,0,1,0,1,29943.0,165.0
6371,1,1,0,0,0,1,20884.0,96.0
6372,1,1,0,0,0,1,5900.0,54.0
6373,1,0,0,0,0,1,2745.0,5.0
6374,1,1,0,1,0,1,10500.0,76.0
6375,1,1,0,0,0,1,5200.0,32.0
6376,1,1,1,0,0,1,14446.0,51.0
6377,1,1,1,1,0,1,10200.0,153.0
6379,1,1,0,0,0,1,6050.0,24.0
6380,1,0,0,0,0,1,3730.0,16.0
6381,1,0,0,0,0,0,2550.0,10.0
6383,1,1,0,1,0,0,29200.0,265.0
6384,1,1,0,0,0,0,3700.0,41.0
6386,1,0,0,0,0,0,6700.0,5.0
6387,1,1,0,0,0,0,9200.0,31.0
6388,1,1,0,0,0,0,5400.0,19.0
6389,1,1,0,0,0,0,2500.0,19.0
6390,1,1,0,0,0,0,7000.0,49.0
6391,1,1,0,1,0,0,7200.0,57.0
6392,1,1,0,0,0,0,4500.0,19.0
6393,1,1,0,1,0,0,7000.0,95.0
6394,1,1,1,1,0,0,18000.0,231.0
6395,1,1,0,0,0,0,5392.0,80.0
6396,1,1,0,0,0,0,4500.0,178.0
6397,1,0,0,0,0,0,2497.0,23.0
6398,1,0,0,0,0,0,5000.0,19.0
6399,1,1,0,0,0,0,14708.0,107.0
6400,1,1,0,1,0,0,15100.0,160.0
6402,1,0,0,0,0,1,2500.0,19.0
6404,1,1,0,1,0,1,15121.0,40.0
6406,1,1,0,1,0,1,16104.0,48.0
6407,1,1,1,1,0,1,10400.0,90.0
6408,0,1,0,1,0,1,16378.0,127.0
6409,1,0,0,0,0,1,4400.0,10.0
6410,1,1,0,1,0,1,16698.0,43.0
6411,1,1,0,1,0,0,4600.0,89.0
6413,1,1,0,1,0,0,9000.0,62.0
6415,1,1,0,0,0,0,4500.0,25.0
6419,1,0,0,1,0,0,6200.0,58.0
6423,1,1,0,0,0,1,3740.0,19.0
6424,1,0,0,0,0,1,2300.0,10.0
6425,1,1,1,1,0,1,29500.0,100.0
6426,1,1,0,1,0,1,5500.0,48.0
6427,1,0,0,0,0,1,7500.0,10.0
6428,1,1,1,1,0,1,6325.0,111.0
6429,1,1,1,1,0,1,17500.0,115.0
6430,1,1,0,1,0,1,25000.0,96.0
6431,1,1,0,1,0,1,9100.0,110.0
6432,1,1,0,0,0,1,7100.0,2.0
6433,1,1,0,1,0,1,16400.0,192.0
6434,1,1,0,1,0,1,32651.0,112.0
6435,1,1,0,1,0,1,15322.0,200.0
6436,1,1,0,1,0,1,24000.0,400.0
6437,1,1,0,1,0,1,37000.0,140.0
6438,1,1,1,1,0,1,152000.0,168.0
6439,1,1,0,1,0,0,19829.0,100.0
6440,1,0,0,1,0,0,3600.0,84.0
6441,1,1,0,1,0,0,6000.0,68.0
6443,1,1,0,1,0,0,5150.0,25.0
6447,1,1,0,0,0,0,3500.0,15.0
6450,1,1,0,0,0,0,5100.0,13.0
6451,1,1,0,0,0,0,3460.0,20.0
6453,1,1,0,0,0,0,3259.0,32.0
6455,1,1,0,1,0,0,6200.0,92.0
6456,1,1,0,0,0,0,16400.0,18.0
6459,1,0,0,0,0,0,4333.0,30.0
6460,1,1,1,1,0,0,11281.0,82.0
6461,1,1,0,1,0,0,7012.0,72.0
6463,1,1,0,1,0,0,3183.0,52.0
6465,1,0,0,0,0,0,4650.0,26.0
6466,1,1,0,0,0,0,4920.0,40.0
6467,1,1,0,1,0,0,7915.0,87.0
6468,1,1,0,1,0,0,8800.0,106.0
6469,1,0,0,1,0,0,7700.0,68.0
6470,1,1,0,0,0,0,4600.0,18.0
6471,1,1,1,1,0,0,7200.0,68.0
6472,1,1,0,0,0,0,6800.0,79.0
6474,1,1,0,1,0,0,9280.0,112.0
6475,1,0,0,0,0,0,6160.0,31.0
6476,1,1,0,1,0,0,7200.0,73.0
6477,1,1,0,0,0,0,18375.0,46.0
6478,1,0,0,0,0,0,3900.0,9.0
6482,1,0,0,0,0,0,3700.0,18.0
6483,1,1,0,1,0,0,8200.0,90.0
6484,1,0,0,0,0,0,8350.0,15.0
6485,1,1,0,1,0,0,7500.0,45.0
6486,1,0,0,0,0,0,7400.0,25.0
6487,1,1,0,0,0,0,6000.0,27.0
6488,1,1,0,0,0,0,9674.0,29.0
6489,1,1,0,0,0,1,4600.0,65.0
6490,1,0,0,0,0,1,4100.0,8.0
6491,1,0,0,0,0,1,10100.0,10.0
6492,1,1,0,0,0,1,4200.0,13.0
6494,1,0,0,0,0,1,3900.0,6.0
6495,1,0,0,1,0,1,2500.0,23.0
6496,1,0,0,0,0,1,2500.0,14.0
6497,1,1,0,0,0,1,5614.0,31.0
6499,1,0,0,0,0,0,4967.0,8.0
6500,1,1,0,0,0,0,6633.0,27.0
6501,1,1,0,1,0,0,3800.0,78.0
6507,1,1,0,0,0,0,21313.0,52.0
6508,1,1,0,1,0,0,6960.0,47.0
6509,1,0,0,0,0,0,3250.0,14.0
6514,1,1,0,0,0,1,3500.0,68.0
6515,1,1,1,1,1,1,28000.0,244.0
6516,1,1,1,1,0,1,20400.0,94.0
6517,1,1,0,1,0,1,1500.0,36.0
6518,1,1,1,1,0,1,7542.0,23.0
6519,1,0,0,0,0,1,3100.0,4.0
6520,1,0,1,0,0,1,1600.0,10.0
6521,1,1,0,0,0,1,4400.0,17.0
6522,1,1,0,1,0,1,9067.0,73.0
6523,1,1,0,1,0,1,20150.0,120.0
6529,1,1,1,1,0,0,21000.0,85.0
6530,1,1,1,1,0,0,9950.0,84.0
6536,1,1,1,1,0,1,17106.0,98.0
6537,1,0,0,0,0,1,9500.0,10.0
6538,1,1,1,0,0,1,23833.0,48.0
6539,1,1,0,1,0,1,30000.0,265.0
6540,1,1,0,0,0,1,9200.0,96.0
6541,1,1,0,1,0,1,6000.0,283.0
6542,1,1,0,1,1,1,56000.0,311.0
6543,1,1,0,0,0,1,4400.0,17.0
6546,1,1,0,1,0,0,4150.0,63.0
6549,1,1,0,1,0,0,6000.0,64.0
6553,1,0,0,0,0,0,1533.0,9.0
6554,1,0,0,0,0,0,1000.0,10.0
6555,1,1,0,1,0,0,8650.0,62.0
6556,1,1,0,1,0,0,4550.0,73.0
6557,1,1,0,0,0,0,3320.0,10.0
6558,1,1,0,0,0,0,3550.0,17.0
6559,1,1,0,0,0,0,5750.0,35.0
6560,1,1,0,1,0,0,9100.0,70.0
6561,1,1,0,0,0,0,3200.0,14.0
6562,1,1,0,0,0,0,2450.0,19.0
6563,1,0,0,0,0,0,3300.0,9.0
6564,1,1,0,0,0,0,11183.0,13.0
6565,1,1,0,0,0,0,3800.0,17.0
6566,1,1,0,0,0,1,3833.0,49.0
6569,1,1,0,1,0,1,6466.0,47.0
6572,1,1,0,0,0,0,4620.0,30.0
6573,1,0,0,0,0,0,4900.0,10.0
6574,1,0,0,0,0,0,6460.0,61.0
6575,1,1,0,0,0,0,7300.0,24.0
6576,1,0,0,0,0,0,12180.0,9.0
6577,1,1,0,0,0,0,3850.0,163.0
6578,1,1,1,1,0,0,18300.0,80.0
6580,1,1,0,0,0,0,4050.0,44.0
6581,1,1,0,0,0,0,3350.0,39.0
6582,1,0,0,0,0,0,900.0,5.0
6583,1,1,0,0,0,0,14230.0,52.0
6584,1,0,0,0,0,0,10200.0,19.0
6585,1,1,0,0,0,0,5270.0,18.0
6586,1,1,0,1,0,0,3417.0,70.0
6587,1,0,0,0,0,0,2700.0,14.0
6588,1,1,0,1,0,0,2400.0,39.0
6589,1,1,0,0,0,0,7000.0,48.0
6590,1,1,0,0,0,0,2260.0,23.0
6592,1,1,0,0,0,0,3333.0,10.0
6593,1,1,0,1,0,0,4004.0,115.0
6594,1,1,0,0,0,0,2600.0,42.0
6595,1,1,0,1,0,0,6617.0,67.0
6596,1,1,0,0,0,1,8575.0,26.0
6597,1,1,0,0,0,1,3800.0,26.0
6598,1,1,0,0,0,1,15423.0,88.0
6599,1,1,0,0,0,1,2321.0,58.0
6600,1,1,0,0,0,1,2050.0,48.0
6601,1,0,0,0,0,1,2285.0,17.0
6604,1,1,0,0,0,1,8150.0,28.0
6605,1,1,0,1,0,0,29167.0,73.0
6606,1,1,0,1,0,0,9100.0,83.0
6609,1,0,0,0,0,0,1400.0,5.0
6612,1,1,0,0,0,0,4805.0,20.0
6614,1,1,0,0,0,0,5000.0,19.0
6615,1,1,1,1,0,0,13000.0,190.0
6616,1,1,1,0,0,0,2700.0,12.0
6620,1,1,0,1,0,0,8200.0,95.0
6621,1,1,0,1,0,1,2544.0,64.0
6625,1,1,0,0,0,1,4500.0,35.0
6626,1,0,0,0,0,1,3817.0,4.0
6629,1,0,0,0,0,0,2400.0,5.0
6630,1,1,0,0,0,0,7700.0,53.0
6631,1,1,0,0,0,0,10500.0,67.0
6633,1,0,0,0,0,0,5000.0,6.0
6634,1,1,0,1,0,0,6300.0,95.0
6636,1,1,0,0,0,0,6600.0,21.0
6637,1,0,0,0,0,0,2450.0,6.0
6641,1,1,0,0,0,0,4700.0,46.0
6654,1,1,0,1,0,0,3700.0,80.0
6655,1,0,0,0,0,1,4300.0,5.0
6656,1,1,0,0,0,1,15570.0,20.0
6657,1,1,0,0,0,1,5800.0,17.0
6658,1,1,0,0,0,1,6500.0,50.0
6659,1,1,0,0,0,1,4750.0,39.0
6660,1,1,0,1,0,1,4800.0,62.0
6661,1,1,0,1,0,1,5000.0,16.0
6662,1,0,0,0,0,1,6200.0,19.0
6663,1,1,0,0,0,1,8000.0,84.0
6664,1,1,0,1,0,1,2900.0,26.0
6665,1,1,0,0,0,1,3620.0,49.0
6666,1,1,0,1,0,1,13500.0,120.0
6667,1,0,0,0,0,1,2750.0,16.0
6668,1,0,0,0,0,1,3400.0,10.0
6669,1,1,0,1,0,1,9300.0,80.0
6672,1,1,0,0,0,0,4910.0,64.0
6673,1,1,0,0,0,0,7693.0,19.0
6674,1,1,0,0,0,0,5057.0,40.0
6676,1,1,0,0,0,0,13750.0,44.0
6677,1,0,0,0,0,0,3358.0,10.0
6678,1,1,0,0,0,0,4597.0,43.0
6679,1,1,0,0,0,0,2931.0,29.0
6680,1,1,0,0,0,0,3353.0,13.0
6682,1,1,0,0,0,0,10000.0,120.0
6683,1,1,0,0,0,0,4600.0,6.0
6684,1,1,0,0,0,0,5500.0,6.0
6685,1,0,0,0,0,0,4600.0,12.0
6686,1,1,0,1,0,0,4800.0,30.0
6689,1,1,0,0,0,0,18850.0,73.0
6691,1,1,1,0,0,0,5000.0,132.0
6692,1,1,0,0,0,0,7400.0,23.0
6693,1,1,0,1,0,0,19600.0,229.0
6694,1,0,1,0,0,0,3600.0,87.0
6695,1,1,0,0,0,0,4050.0,10.0
6696,1,1,0,1,0,0,5450.0,230.0
6697,1,1,0,1,0,0,5750.0,84.0
6699,1,1,0,0,0,1,8785.0,14.0
6700,1,1,0,0,0,1,7377.0,139.0
6703,1,0,0,0,0,1,4500.0,19.0
6704,1,1,0,1,0,1,6450.0,135.0
6705,1,1,0,0,0,1,3620.0,112.0
6706,1,1,0,0,0,1,2500.0,135.0
6707,1,1,0,0,0,1,7500.0,27.0
6714,1,0,0,0,0,0,4300.0,10.0
6715,1,0,0,0,0,0,3100.0,30.0
6721,1,1,0,1,0,1,9500.0,131.0
6722,1,0,0,0,0,1,6300.0,58.0
6723,1,1,1,1,0,1,5500.0,108.0
6724,1,1,0,0,0,1,5700.0,42.0
6726,1,1,0,1,0,1,4300.0,186.0
6727,1,1,0,0,0,1,6750.0,100.0
6728,1,1,0,0,0,1,7500.0,104.0
6729,1,1,0,1,0,1,6500.0,208.0
6730,1,1,1,1,1,0,11200.0,208.0
6731,1,0,0,0,0,0,3000.0,10.0
6732,1,1,0,0,0,0,7500.0,73.0
6733,1,0,0,0,0,0,1900.0,13.0
6734,1,1,1,1,0,0,9500.0,213.0
6735,1,1,1,0,0,0,3360.0,52.0
6736,1,1,0,0,0,0,7500.0,102.0
6737,1,1,0,0,0,0,2400.0,19.0
6738,1,1,0,1,0,0,5500.0,107.0
6743,1,0,0,0,0,0,4600.0,20.0
6745,1,1,0,1,0,0,6500.0,112.0
6747,1,1,0,0,0,1,2800.0,9.0
6748,1,1,0,1,0,1,43000.0,191.0
6749,1,1,0,1,0,1,18333.0,203.0
6750,1,0,0,0,0,1,2900.0,10.0
6751,1,1,0,0,0,1,7700.0,30.0
6752,1,1,0,1,0,1,8960.0,246.0
6753,1,1,0,1,1,1,8949.0,53.0
6754,1,1,0,0,0,1,8965.0,45.0
6756,1,1,0,1,0,1,5200.0,146.0
6757,1,1,0,0,0,1,7600.0,39.0
6758,1,1,1,1,0,0,50917.0,155.0
6759,1,1,1,1,0,0,6733.0,140.0
6760,1,1,0,0,0,0,7500.0,40.0
6761,1,0,0,0,0,0,5500.0,10.0
6763,1,1,0,0,0,0,4550.0,42.0
6764,1,0,0,0,0,0,4200.0,5.0
6766,1,1,0,0,0,0,4333.0,73.0
6767,1,1,0,0,0,0,6250.0,66.0
6769,1,1,0,1,0,0,5600.0,35.0
6770,1,0,0,0,0,0,5200.0,10.0
6771,1,1,0,0,0,0,6300.0,35.0
6772,1,1,0,0,0,0,1450.0,20.0
6775,0,1,1,0,0,0,4800.0,35.0
6776,1,1,0,0,0,0,7300.0,18.0
6777,1,1,0,0,0,0,2950.0,39.0
6778,1,0,0,0,0,0,2500.0,18.0
6779,1,1,0,0,0,0,4000.0,18.0
6780,1,1,1,1,0,1,12709.0,140.0
6781,1,1,0,0,0,1,1800.0,29.0
6782,1,1,0,0,0,1,2200.0,40.0
6783,1,0,0,0,0,1,2200.0,6.0
6784,1,1,0,0,0,1,2500.0,50.0
6785,1,1,0,0,0,0,3000.0,28.0
6786,1,1,0,1,0,0,23500.0,103.0
6787,1,1,0,1,0,0,9400.0,103.0
6788,1,1,0,1,0,0,3300.0,77.0
6789,1,1,0,1,0,0,1800.0,47.0
6790,1,0,0,0,0,0,2300.0,19.0
6791,1,1,0,1,0,0,3750.0,109.0
6794,1,1,0,0,0,0,7500.0,35.0
6795,1,1,0,0,0,0,7000.0,35.0
6804,1,1,0,0,0,0,9300.0,33.0
6805,1,0,0,0,0,0,8800.0,15.0
6808,1,0,0,0,0,0,5400.0,9.0
6809,1,1,0,0,0,0,12800.0,33.0
6810,1,1,0,1,0,0,13000.0,60.0
6811,1,1,0,0,0,0,12800.0,15.0
6812,1,1,0,0,0,0,15700.0,30.0
6814,1,1,0,0,0,1,11500.0,45.0
6816,1,1,1,1,0,1,6900.0,53.0
6817,1,0,0,0,0,1,6020.0,19.0
6818,1,1,0,0,0,1,6300.0,43.0
6819,1,0,0,0,0,1,19000.0,73.0
6820,1,1,0,0,0,1,4350.0,25.0
6821,1,1,0,1,0,1,43000.0,77.0
6822,1,1,0,0,0,0,16000.0,26.0
6826,1,0,0,0,0,0,6000.0,33.0
6832,1,0,0,0,0,0,7500.0,9.0
6841,1,1,1,1,0,0,14000.0,114.0
6842,1,0,0,0,0,0,1000.0,2.0
6845,1,0,0,0,0,0,5000.0,14.0
6846,1,1,1,1,0,0,12900.0,244.0
6847,1,1,0,1,0,0,11800.0,49.0
6849,1,1,1,1,0,0,15500.0,87.0
6852,1,0,0,0,0,0,31000.0,8.0
6854,1,0,0,0,0,0,15000.0,25.0
6855,1,1,0,0,0,0,50000.0,18.0
6858,1,0,0,0,0,0,7496.0,16.0
6859,1,1,0,0,0,0,15300.0,81.0
