,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Cooking,e_Refrigeration,Income,Electricity,Water,w,wf
237,237,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,138527.430735216,104.59613175378009,104.55884329798262,46.72198731501057,30.09589232980497
238,238,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,433878.6811175631,185.41890618483367,308.4994580774001,46.72198731501057,28.88385827528295
239,239,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,338749.0530541705,151.3331140499631,223.65171227333184,46.72198731501057,67.63868251281022
240,240,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,118844.29381424712,100.72793149253151,93.01018964969835,46.72198731501057,123.91669301798414
241,241,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,95917.60238741881,95.0215582810858,75.33991399917109,46.72198731501057,11.020218295093105
242,242,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_High_School,Cooking_yes,Refrigeration_yes,121926.47511847047,104.39907811951151,96.91357432129992,46.72198731501057,16.36951276664134
243,243,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,213894.74275598212,118.40138309555618,160.55259387395677,46.72198731501057,45.854780335742134
244,244,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,383147.3808061053,154.9436442795711,253.77257255120705,46.72198731501057,119.45646442964525
245,245,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,198778.18478575515,112.41473289952144,145.95706051862547,46.72198731501057,79.23848324222097
246,246,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,353810.2917819326,159.53021669905453,251.34995318943112,46.72198731501057,91.78725369925404
247,247,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,209153.49716619746,121.1785412859925,158.38145991024436,46.72198731501057,23.510457103111932
248,248,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,405907.997645334,177.09789731839058,270.62262164733534,46.72198731501057,70.88550485122836
249,249,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,94078.60381141207,91.86136620045349,71.18669705067227,46.72198731501057,13.939163606885169
250,250,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,208080.07372561804,115.45969727283807,157.45118013397706,46.72198731501057,8.108185537467948
251,251,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,173552.1397092452,110.61635469143712,116.78876593320592,46.72198731501057,34.33482188325465
252,252,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,378638.7971287669,176.93211580060176,267.25429290936927,46.72198731501057,8.706780965246864
253,253,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_High_School,Cooking_yes,Refrigeration_yes,158460.69980350192,106.68251643022072,122.60030638818778,46.72198731501057,0.0
254,254,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,191306.75603430092,124.01366300660429,140.77424351285708,46.72198731501057,90.2066191068093
255,255,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211801.860067948,126.61102925413981,155.9065873812661,46.72198731501057,45.854780335742134
256,256,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,386814.6703830116,178.95204607161656,278.2004488503617,46.72198731501057,8.976788343607796
257,257,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,70254.60718132474,72.76567563028594,46.754062907968894,46.72198731501057,0.0
258,258,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,122046.78233229695,91.13336115999512,95.26730675142944,46.72198731501057,125.62695710035348
259,259,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,367112.20195266267,168.64638124791358,256.2616794574964,46.72198731501057,109.6233985599845
260,260,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,339147.6391804912,150.4895135940447,226.67477251900132,46.72198731501057,49.31746563537419
261,261,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,207493.81112858164,122.93024904217262,153.06068081412803,46.72198731501057,116.98507804049514
262,262,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,207485.7258211105,121.50157071190499,153.37044412944238,46.72198731501057,116.98507804049514
263,263,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,376458.2587032768,164.41403903130546,264.97809721448715,46.72198731501057,56.81431773266751
264,264,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,339908.3821135857,152.37672363639174,224.0679176539458,46.72198731501057,67.63868251281022
265,265,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,384577.6649168397,163.0904996261223,255.2560633547153,46.72198731501057,48.32616672489223
266,266,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211551.4789045075,120.28737200171363,161.48417472494958,46.72198731501057,42.93583502395006
267,267,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,378074.1700976843,166.86735774387324,272.94198297960054,46.72198731501057,18.72154318359736
268,268,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,93936.59393041657,87.08511074780917,70.90393788185978,46.72198731501057,39.27149497161134
269,269,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,70192.08861765293,84.64945095159743,53.44242342338093,46.72198731501057,11.901972450385713
270,270,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_High_School,Cooking_no,Refrigeration_yes,76903.38395252815,72.39995691643102,50.147208980204496,46.72198731501057,0.0
271,271,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,360202.4473243078,159.79348361334146,247.8633870257356,46.72198731501057,129.53384849752823
272,272,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,202295.8911067749,119.59662260995705,154.37735837075815,46.72198731501057,0.0
273,273,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,365067.44072094525,158.8264395326315,253.37395628706142,46.72198731501057,16.52932945328619
274,274,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,136581.62044746982,94.72471491505408,102.96396646185178,46.72198731501057,21.79139419382378
275,275,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,99857.55945808666,89.30871210162451,74.90162710847399,46.72198731501057,36.28348683951537
276,276,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,218185.22016158054,124.22127128797779,163.91238485962802,46.72198731501057,42.93583502395006
277,277,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,352752.3640343525,163.04128993002286,250.58321753511447,46.72198731501057,91.78725369925404
278,278,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,362783.0254762897,164.28308220390127,254.238579689776,46.72198731501057,112.54234387177655
279,279,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,112127.56282329076,98.82324150595664,85.76354197387775,46.72198731501057,20.8397336418513
280,280,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_College,Cooking_no,Refrigeration_yes,350446.77831888205,146.95954594400126,231.90987900429317,46.72198731501057,52.575481145831084
281,281,sex_female,Urbanity_Rural,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,190415.49493748366,115.1094085604438,133.26221804923694,46.72198731501057,48.06120144641827
282,282,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,383341.5092637218,166.47058465265943,270.08777139539217,46.72198731501057,0.0
283,283,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,368484.915602781,173.4864667525203,238.81195522711556,46.72198731501057,21.02570702397052
284,284,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,109047.01209198368,101.37450441030536,86.44764429087955,46.72198731501057,0.0
285,285,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,216993.91720081767,127.82547770051396,160.20013580205358,46.72198731501057,16.068460445757523
286,286,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211295.12761395227,121.87812910861996,159.7366589352753,46.72198731501057,116.98507804049514
287,287,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,367823.8843856785,166.01839911859483,259.78685255610293,46.72198731501057,126.61490318573617
288,288,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,103607.5142821636,94.45428733688715,80.40143323791165,46.72198731501057,83.06567477033872
289,289,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,348977.72425393,160.5636970903621,247.27883737728985,46.72198731501057,91.78725369925404
290,290,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,201392.91459751746,121.55296435815627,152.1048191740401,46.72198731501057,133.9765826662468
291,291,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,373457.4351479981,163.96450386305528,262.1471287523604,46.72198731501057,56.81431773266751
292,292,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,377096.8535957575,170.41353912335634,267.1601352271485,46.72198731501057,32.79410249755696
293,293,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,204388.1528024755,120.21772151134262,152.63855408354618,46.72198731501057,76.31953793042891
294,294,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,321526.998722186,149.25969312509858,211.00223750365154,46.72198731501057,99.69267316760471
295,295,sex_female,Urbanity_Rural,Size_2,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,42685.848609351815,77.28116537297335,26.090897164296557,46.72198731501057,88.54074507893321
296,296,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,135186.42665889687,106.33742242519259,105.22180202420977,46.72198731501057,33.01483764159704
297,297,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,343899.9487747867,163.170887879301,241.737835544368,46.72198731501057,17.030531777893877
298,298,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,195580.43447086622,127.75870747100771,145.54141929208083,46.72198731501057,96.22998786797262
299,299,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,135084.84664881896,106.22941134701857,101.00483763580223,46.72198731501057,0.0
300,300,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,93626.13612001957,90.38601528143477,72.83816629728256,46.72198731501057,0.0
301,301,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,354648.80983939604,168.15114388384373,246.49691191666759,46.72198731501057,74.79574907350236
302,302,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,194930.55377153654,119.315500051605,144.56354877789087,46.72198731501057,96.22998786797262
303,303,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,148225.86395773475,107.72053020684466,114.40785339245168,46.72198731501057,3.3596328640637405
304,304,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,207433.49918720862,122.49985621379452,156.20190110542174,46.72198731501057,116.98507804049514
305,305,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,132757.65618076653,107.4558073833055,106.92658999225351,46.72198731501057,35.79489068747948
306,306,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,344957.7546857429,165.34907114002513,239.9743159994788,46.72198731501057,17.030531777893877
307,307,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,352461.49832966365,163.22317437341084,248.71697559412664,46.72198731501057,0.0
308,308,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,Cooking_no,Refrigeration_yes,362519.52943676617,159.06945416010697,263.6444763651969,46.72198731501057,0.0
309,309,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,372328.3480972076,172.40601705047578,268.0366976051069,46.72198731501057,16.148777622601273
310,310,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,82401.60140714906,93.2651661826808,62.92310691672408,46.72198731501057,86.65869437174587
311,311,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,431520.1698958612,191.3260202555759,302.49092522222355,46.72198731501057,34.58285663295746
312,312,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,337621.55675286904,162.0083712988853,221.11821574122064,46.72198731501057,22.450091057181645
313,313,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,206397.58242263395,123.38743782255821,157.02619523637082,46.72198731501057,133.9765826662468
314,314,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,226728.89940622664,119.18285434264736,166.40983903672927,46.72198731501057,38.94710074864486
315,315,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,218571.2751568169,124.91319651091223,164.9906538488431,46.72198731501057,31.851283842086435
316,316,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,346100.22068106267,157.6075927547133,232.0527272863607,46.72198731501057,29.545907963740074
317,317,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,364491.0494289219,166.93511224858548,261.4587554106746,46.72198731501057,28.617230902790595
318,318,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,191875.8704586168,113.44277524022043,134.7172640618293,46.72198731501057,39.75670331043708
319,319,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,101302.2042393797,98.4427152761645,70.36387424000579,46.72198731501057,16.83293557763759
320,320,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,203214.61412381046,123.1670882598086,148.49259197275597,46.72198731501057,0.0
321,321,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,361248.9642943422,166.71371418133208,258.0159364395425,46.72198731501057,71.8768037617103
322,322,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,123340.86860160617,107.68093216244513,97.21468903936741,46.72198731501057,123.91669301798414
323,323,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,369232.6508744452,170.003648419059,252.3439189564301,46.72198731501057,109.6233985599845
324,324,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,229183.40156222,135.99828455860134,173.89903377112114,46.72198731501057,0.0
325,325,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,78791.73498937584,81.23787350866648,60.763205100517396,46.72198731501057,86.65869437174587
326,326,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,88625.83488815198,92.18676724690503,70.55249458271966,46.72198731501057,0.0
327,327,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,347544.1572141041,163.69074529836197,241.5203449127649,46.72198731501057,85.76388493809073
328,328,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,114908.57681573027,96.50080198200938,73.80608551989106,46.72198731501057,17.10294295599852
329,329,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,393595.7486956658,172.26786931794285,285.5547142652378,46.72198731501057,0.0
330,330,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,227792.21697050522,134.50807784467958,166.05062793354887,46.72198731501057,13.419522512326392
331,331,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,230501.77198233825,133.27134151122846,173.4734832762629,46.72198731501057,20.24533204052389
332,332,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,376289.0695783041,164.89508208136886,260.17933386011543,46.72198731501057,35.71304780934903
333,333,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,367059.8351247426,163.8102861996693,260.92589051794465,46.72198731501057,57.194869563352434
334,334,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,210159.93339281218,123.28428437629574,163.1340883136314,46.72198731501057,45.854780335742134
335,335,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,200846.95108887934,124.52307441481837,150.75656037634002,46.72198731501057,79.23848324222097
336,336,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,351286.56554106856,165.76175925862597,244.06649313190846,46.72198731501057,91.78725369925404
337,337,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,132311.96818497693,97.32714101357612,102.17092871516729,46.72198731501057,33.01483764159704
338,338,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,199617.58086020825,116.20795469746322,153.440026517456,46.72198731501057,79.23848324222097
339,339,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,365039.2028206453,171.71730824662868,251.4143326026252,46.72198731501057,3.6654513687493506
340,340,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,376634.6198156009,175.6780904515601,274.0469912750706,46.72198731501057,8.706780965246864
341,341,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,94549.35195520986,91.18523844352751,74.19280956647997,46.72198731501057,0.0
342,342,sex_female,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,94399.40648449908,91.0337233925536,64.03074324893056,46.72198731501057,33.82444020338926
343,343,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,333485.76282543864,150.25850077487223,228.71197960510816,46.72198731501057,55.22441907926221
344,344,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,89771.59981775377,82.31874531988292,60.57443787004824,46.72198731501057,52.526208911510224
345,345,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,72617.54337656165,82.94212635613474,46.99184949811253,46.72198731501057,24.417348636231917
346,346,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,193959.9409191152,112.02993376566543,145.75932956043803,46.72198731501057,96.22998786797262
347,347,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,115076.45933298454,93.73618871146006,89.72116740692263,46.72198731501057,126.83563832977622
348,348,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,418846.6178351421,179.6059457661359,282.55601179134703,46.72198731501057,108.63209964950254
349,349,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,57489.56756391539,79.71005014724186,36.62092632027636,46.72198731501057,118.2381493244111
350,350,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,422224.9163317294,180.08131234805577,291.84618660888464,46.72198731501057,37.501801944749516
351,351,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,201251.9985725156,116.19213813854972,150.65407255467403,46.72198731501057,149.75940606257572
352,352,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,226301.80618908038,122.74119234798671,168.87170472514876,46.72198731501057,23.164277352315956
353,353,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,208778.16725320352,113.7449116187027,155.4542681776919,46.72198731501057,132.76790143682408
354,354,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,389013.7246449471,168.17012931993582,252.62699730040768,46.72198731501057,48.32616672489223
355,355,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,207369.80074001921,123.1545183229368,156.1989710210293,46.72198731501057,116.98507804049514
356,356,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,205772.21988769126,126.28092613953301,151.62599885186538,46.72198731501057,116.98507804049514
357,357,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,200369.0840202177,117.14074590254096,145.55871283692767,46.72198731501057,133.9765826662468
358,358,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,384174.0997936955,163.94398106592317,271.6184081941811,46.72198731501057,25.968292969359464
359,359,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,195119.17038166954,116.77523878175226,142.47402139912222,46.72198731501057,0.0
360,360,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,357665.1430633321,164.73827729994878,249.96644191697447,46.72198731501057,88.86830838746198
361,361,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,361157.51855435857,161.594859143335,255.2926172414172,46.72198731501057,3.6654513687493506
362,362,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,159675.74704621034,111.56638535197109,109.00680071170272,46.72198731501057,107.05435264811535
363,363,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,201310.90669778368,125.98463328408742,150.34309936491238,46.72198731501057,76.31953793042891
364,364,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,363187.3264195011,149.31730715539962,260.00639828668045,46.72198731501057,128.32516726810547
365,365,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,233032.20631913363,135.3277032345643,174.15123289785427,46.72198731501057,20.24533204052389
366,366,sex_male,Urbanity_Rural,Size_5,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,200106.7727730529,113.88673101825673,140.58679483671037,46.72198731501057,0.0
367,367,sex_male,Urbanity_Rural,Size_5,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,359100.1764767694,154.73546428288228,245.18963295896103,46.72198731501057,0.0
368,368,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,220018.1124725497,121.41228176834863,162.63909401389773,46.72198731501057,31.213467905112243
369,369,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,89283.37303045363,90.60341885820108,74.08258408151451,46.72198731501057,0.0
370,370,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,88974.07267699232,89.62413111180989,72.48597554423833,46.72198731501057,66.74824443420214
371,371,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,223513.24582004134,125.85380478029695,169.35744958585263,46.72198731501057,0.0
372,372,sex_female,Urbanity_Rural,Size_2,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,70616.01106333353,78.42583197605056,47.074750539692346,46.72198731501057,90.97109423868937
373,373,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,213445.50380568832,126.69672344604173,159.1659650548445,46.72198731501057,23.510457103111932
374,374,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,366078.6360261853,175.4164537182389,256.0191905913364,46.72198731501057,41.41204616702353
375,375,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,223303.78701282392,131.45552232626866,167.28361791881758,46.72198731501057,23.164277352315956
376,376,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211667.7913883708,119.7399088752866,159.04464925331825,46.72198731501057,114.0661327287031
377,377,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,205744.85888644212,121.93840827932587,156.48195186050052,46.72198731501057,0.0
378,378,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,112421.70847441583,93.88702134552862,85.39804686020393,46.72198731501057,10.674038544297131
379,379,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,104644.89939801909,94.89459557872335,83.22740784016743,46.72198731501057,33.364541527723304
380,380,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,226451.08978020702,135.3137016989457,170.04778554605386,46.72198731501057,0.0
381,381,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,192618.534862595,118.29749655253755,143.46057719834678,46.72198731501057,96.22998786797262
