,Electricity,Income,Water,e_Cooking,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
368,133.91842655919746,222891.76524489198,161.46116600146763,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,368.0,81.0,1,5.619945484851343
369,168.72276758734404,383982.86875589174,274.93154932364973,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,369.0,81.0,1,9.385727518200323
371,165.7893527826239,368675.0353080447,259.3106684004802,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,371.0,81.0,1,16.405459656907453
372,165.38703684676196,370707.8934398439,264.38581940240147,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,372.0,81.0,1,13.405459656907453
373,157.45192805087763,352947.5674446915,241.9532379690717,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,373.0,81.0,1,18.513786507269273
374,176.22506593899098,385796.38848623406,274.0816192535051,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,374.0,81.0,1,7.100524280966987
377,98.59271639707808,106449.87241158489,82.95372470803133,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,377.0,31.0,1,27.22153511128149
378,125.47037909712095,208605.91989439927,158.11318230655073,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,378.0,81.0,1,39.84552129104422
379,128.00122792911674,220291.32467873665,160.2832859121376,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,379.0,81.0,1,16.51365223553117
380,103.46634079003124,134102.34808834398,99.88713202277242,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,380.0,31.0,1,48.86778284673994
381,125.57100384001042,213495.06951836238,161.08100994078498,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,381.0,81.0,1,4.31024878837324
382,127.4765270678253,211072.3068727189,161.66714030404268,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,382.0,81.0,1,9.586734308541502
383,130.66927465166688,215345.25496797406,157.7510795415962,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,383.0,81.0,1,10.586734308541502
384,128.4310395802063,211312.48180303085,154.58180277664897,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,384.0,81.0,1,33.75173506978595
388,112.81071074196468,138554.0123237394,105.71614190943392,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,388.0,31.0,1,20.014919002301397
390,130.22913168772166,217057.51207831426,161.1576012119169,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,390.0,81.0,1,13.492948087283224
392,121.58295968643236,204494.08240876425,152.93890840907937,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,392.0,81.0,1,43.8984646060612
393,185.101172920094,429285.13088696095,301.9788763907463,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,393.0,81.0,1,23.91973903624536
394,99.02014842349823,135224.1880206608,104.62906995768749,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,394.0,31.0,1,18.014919002301397
397,176.36818646381664,395631.0212578691,272.66854939957705,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,397.0,81.0,1,20.158816680119145
398,168.27866824941015,363473.8482913094,255.69229502350453,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,398.0,81.0,1,39.66424663941018
399,120.04630655834028,191978.05835135852,146.6871077078505,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,399.0,81.0,1,0.6700822967424678
401,95.80626781679415,103737.81304688152,76.48628055390736,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,401.0,31.0,1,11.024212907951227
403,159.1491538757673,365313.9781669711,252.8277136295065,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,403.0,81.0,1,37.66424663941018
404,164.20733050262967,365592.6142152754,270.9655532200687,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,404.0,81.0,1,34.623403733168914
405,154.33648269952675,327874.2608377243,211.47297735971839,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,405.0,51.0,1,31.85026825424397
406,169.8101650829255,369828.5731348916,262.2907724308544,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,406.0,81.0,1,12.405459656907453
407,150.04470273681412,327721.3787327821,218.76178573129602,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,407.0,51.0,1,57.147457922660124
408,120.48948905467884,201384.3976223649,145.4179289763925,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,408.0,81.0,1,17.642117843886354
410,120.83712952356392,198444.10452270755,148.39064754384634,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,410.0,81.0,1,18.695061158903314
411,121.07652803494257,180897.0404610789,126.74788453936684,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,411.0,51.0,1,14.976159370533146
412,95.25484290658123,84649.08873850688,64.26193551444084,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,412.0,31.0,1,45.3707048678846
414,168.18166052989486,380250.3430278392,267.22960829799564,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,414.0,81.0,1,5.100524280966987
415,117.73668578723937,184413.65392938734,135.73955390825634,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,415.0,81.0,1,2.4668247684931526
418,129.5045894465016,220815.27093544454,162.72308293647757,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,418.0,81.0,1,6.660788391092623
419,125.14959188869976,217401.39945097856,157.70290683184774,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,419.0,81.0,1,6.75374938666776
420,178.51737454745773,405656.7970571264,282.26724665714784,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,420.0,81.0,1,25.844947116351165
421,168.4657711182559,359689.4410419126,257.39394500108114,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,421.0,81.0,1,16.367056970994028
422,162.19552730520084,360203.1841804972,249.68164891658768,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,422.0,81.0,1,13.367056970994028
423,164.89654764619237,348529.1998728478,237.55996757967705,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,423.0,81.0,1,16.513786507269273
424,154.45599914939976,324934.1579042034,220.7778077811546,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Rural,424.0,51.0,1,50.94420039441084
425,100.64341160113956,119184.04802042605,94.04694886234556,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_4,sex_male,Urbanity_Urban,425.0,31.0,1,18.03925159712676
426,164.56324668102243,350975.10070431983,251.1232029251952,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,426.0,81.0,1,1.4888076451084196
428,169.0360306123388,355252.4841395728,250.2585840115149,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,428.0,81.0,1,20.513786507269273
429,89.41910554795362,84538.93208333729,63.41942842663704,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,429.0,31.0,1,45.42364818290156
430,86.08289895487789,98122.10017488977,74.07266862803209,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,430.0,31.0,1,15.038835812371502
431,168.39865979839402,361803.7506150095,256.4199358553455,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,431.0,81.0,1,33.7171899544272
432,83.26823422123906,78704.59092458713,62.65490123784344,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,432.0,31.0,1,8.398669320740723
434,164.33914276157057,372049.5869899672,270.5828861165894,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,434.0,81.0,1,4.613317641275007
435,179.46178771927617,411203.8844447438,281.5969215935216,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,435.0,81.0,1,25.04820464460049
436,112.35540083997036,145744.10855742215,113.18655902316827,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,436.0,31.0,1,10.58298622879282
437,172.5205396109024,381323.63450543437,264.7480574574955,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,437.0,81.0,1,9.438670833217298
438,173.12669212222653,369005.9178016953,263.55907302098933,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,438.0,81.0,1,39.57046041815191
439,164.91433243580218,353423.88448143646,246.98982359696743,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,439.0,81.0,1,20.513786507269273
440,167.3764698060167,348238.06230839994,244.4706928124604,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,440.0,81.0,1,3.447964738867128
441,120.5146463507876,203829.47771107304,155.4419068325532,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,441.0,81.0,1,16.54833162262807
442,166.2000838750062,388147.6590579079,255.31488813231388,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,442.0,51.0,1,19.4760323925056
444,114.02386873585195,202735.51490633906,151.99405844823366,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,444.0,81.0,1,10.642117843886354
445,119.2744706161512,211186.74367844712,152.3289994233026,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,445.0,81.0,1,4.847535607926027
447,102.5107208865009,124705.97596757574,97.22756145190552,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,447.0,31.0,1,20.201666219134808
448,152.3583827880307,325945.3282800766,214.97793380316486,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,448.0,51.0,1,28.85026825424397
449,124.66111732576375,207552.4737407929,153.3360165035483,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,449.0,81.0,1,29.84552129104422
450,99.62618038551693,112244.99855591213,85.62772238085519,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,450.0,31.0,1,84.09018059526198
451,162.9976287275629,340705.90393388533,235.66413566926516,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,451.0,81.0,1,3.541750960125402
453,86.97310758190592,82231.22528591736,67.16721933908806,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,453.0,31.0,1,6.304883099482462
456,169.49609198110082,365485.378839008,261.9938157390997,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,456.0,81.0,1,32.623403733168914
457,176.89934195365208,384374.76586742507,269.01090044578257,Cooking_yes,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_3,sex_female,Urbanity_Urban,457.0,81.0,1,31.990688808958083
458,95.85457040686238,120484.52677609042,91.88710121252556,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,458.0,31.0,1,77.19965190225298
459,124.84006235631156,187635.070976545,139.25585688473691,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,459.0,81.0,1,11.532646536895271
460,131.02380090051142,215542.25679980766,159.99478902982747,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,460.0,81.0,1,11.586734308541502
461,124.7529200158985,208484.8377772851,157.6169458170495,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,461.0,81.0,1,25.84552129104422
462,132.1623142645782,212761.34642443946,159.51519281279582,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,462.0,81.0,1,41.75173506978595
465,122.15961811900064,216324.15692914426,158.26794074687666,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,465.0,81.0,1,11.71373170610961
468,161.8933877965271,348821.7993797913,237.50295104513168,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,468.0,81.0,1,5.48880764510842
469,118.26714354988606,186935.89103591183,140.13220312928775,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,469.0,81.0,1,5.723025611759439
471,120.93919355231534,194450.1471554898,146.7306306275807,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,471.0,81.0,1,1.6700822967424678
472,165.42468209550506,362633.9598018222,258.0344480519966,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,472.0,81.0,1,6.128974136739192
473,158.7654664251301,349281.3680629151,240.3920955092073,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_female,Urbanity_Urban,473.0,81.0,1,13.257585664003017
474,163.21530031741287,361350.5734657332,251.98099207959,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,474.0,81.0,1,19.367056970994028
475,120.0007462797252,200913.09429623524,149.10240913665547,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,475.0,81.0,1,17.642117843886354
476,97.66065457676712,106655.31157510752,84.38527906537479,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,476.0,31.0,1,8.024212907951227
477,128.36339966071534,219404.32040481735,163.82089234332662,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,477.0,81.0,1,6.713731706109609
478,98.63572150975095,144893.31967707313,114.03819970724042,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_6,sex_male,Urbanity_Urban,478.0,31.0,1,12.635929543809809
480,92.6151479632043,112834.2302648522,86.31346576355253,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,480.0,31.0,1,52.996248455095085
482,123.48148414223944,198764.81546980038,151.6800848161846,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,482.0,81.0,1,35.73604998405318
484,92.98077633986358,115338.03913593992,87.52096801990996,Cooking_yes,Refrigeration_yes,TV_yes,age_19_25,Education_High_School,Size_4,sex_male,Urbanity_Urban,484.0,31.0,1,62.71735706274143
486,99.01635210853128,117350.6110682669,89.14678460046169,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,486.0,31.0,1,42.996248455095085
488,89.58322074979496,89358.30425471613,69.84042566642034,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,488.0,31.0,1,44.27691864662633
490,118.92730399946024,187590.9044889524,140.72047798291072,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,490.0,81.0,1,2.4668247684931526
491,125.94376798716364,208209.16462570077,155.09378212090368,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,491.0,81.0,1,4.847535607926027
492,103.32591594156368,130354.33820925215,98.75495144870493,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,492.0,31.0,1,14.148722904117829
494,122.34545530110016,208092.37921116766,155.71740531628484,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,494.0,81.0,1,34.84552129104422
495,147.532127668792,321745.15362466354,215.37629636538517,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,495.0,51.0,1,34.9440544755022
496,83.06793135128433,92464.20309607717,72.49306504738105,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,496.0,31.0,1,43.27691864662633
497,121.72699633795987,205137.45227081515,159.03861530186134,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,497.0,81.0,1,13.54833162262807
498,171.46443293117156,405183.19901191,280.7249275992072,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,498.0,81.0,1,23.101147959617464
499,90.33262809510154,102625.14407900133,78.69966884663194,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,499.0,31.0,1,12.024212907951227
500,167.52357279224918,371930.75570722896,258.4385063865896,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,500.0,81.0,1,3.572474735033712
501,84.8260227064459,87818.78751166639,58.71659797076345,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,501.0,1.0,1,135.68286318550292
503,103.8474764797406,128206.43512172234,98.01579345975651,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_5,sex_male,Urbanity_Urban,503.0,31.0,1,22.90544769531037
504,119.32791595507805,197393.44873794878,147.4446035259397,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,504.0,81.0,1,29.73604998405318
505,128.52255132402172,209845.4667143232,154.51032672793355,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,505.0,81.0,1,33.84552129104422
506,125.50425517650005,210384.94108029647,157.47977963107587,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,506.0,81.0,1,33.84552129104422
507,91.2868735411587,92414.29147457707,71.46828946205034,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,507.0,31.0,1,89.57410831504248
508,154.25251430160841,339528.716577347,228.21344549634415,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Rural,508.0,51.0,1,25.794884718899105
509,171.1778989239912,365339.8072280008,254.2029816182513,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,509.0,81.0,1,39.66424663941018
510,111.1804965283137,175966.01474791052,121.56155720420715,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,510.0,21.0,1,95.32873257429415
511,164.21143091684704,350699.7509127323,245.4137485683914,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,511.0,81.0,1,17.513786507269273
512,89.99085294723835,81255.0247147165,67.04089134899684,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,512.0,31.0,1,51.32986196164329
513,166.1869332976837,360909.5463546217,261.56447532470884,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,513.0,81.0,1,15.367056970994028
514,120.11586710955187,186213.4209727541,139.63303856280592,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,514.0,81.0,1,1.7230256117594394
515,117.41599160769974,201097.51791232184,151.16115436892235,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,515.0,81.0,1,23.642117843886354
517,177.92244708880338,373205.6260722103,267.81987041679037,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,517.0,81.0,1,3.6133176412750068
518,80.57035276333214,66426.19028945935,41.725106509273246,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,518.0,1.0,1,20.006390600157236
519,123.90553035304916,212549.29885647586,157.24117950553395,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,519.0,81.0,1,4.847535607926027
521,170.5270119831142,381219.1724077447,272.3360664590944,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,521.0,81.0,1,8.100524280966987
522,184.7010012676524,414707.3550161728,295.02507257474116,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_9,sex_male,Urbanity_Urban,522.0,81.0,1,3.0384621937372422
523,171.17179349354748,382587.5864763609,267.2216252880875,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,523.0,81.0,1,4.100524280966987
524,171.52223703899426,367272.82776787115,252.86279772769402,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,524.0,81.0,1,6.666260956291989
526,88.04596544412479,84852.72209698675,65.46735271710274,Cooking_yes,Refrigeration_yes,TV_yes,age_19_25,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,526.0,31.0,1,49.09181347553093
530,124.22907736736315,226810.20176877844,153.6797336103829,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_10,sex_male,Urbanity_Rural,530.0,51.0,1,14.999999403621388
531,188.65359739287743,466531.828729744,320.30552874731836,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_9,sex_male,Urbanity_Urban,531.0,81.0,1,28.884610628588206
532,105.85570219229223,145387.69453725748,109.62263309158536,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,532.0,31.0,1,13.58298622879282
533,118.63362768969722,204787.9097674337,152.30675795958138,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,533.0,81.0,1,42.8984646060612
534,123.30800431025101,217819.1275864991,165.10537897642678,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,534.0,81.0,1,5.551317084101605
535,121.19912582484541,219594.20100522734,164.9533514716179,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,535.0,81.0,1,2.6607883910926233
536,167.61483275655903,372431.7768834647,266.75512972329966,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,536.0,81.0,1,5.613317641275007
537,94.04139331247565,104159.87578909284,83.1299725452579,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,537.0,31.0,1,12.523179316907306
538,136.2847833692968,237115.7430209072,176.73431106489483,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,538.0,81.0,1,2.135069396325779
539,128.52389617522275,237815.24281391434,174.30087395701668,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,539.0,81.0,1,3.135069396325779
540,171.15464385997402,384050.8519801153,268.79278452639517,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,540.0,81.0,1,6.385727518200323
541,184.52743599948883,412422.2591566938,282.4506360581063,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,541.0,81.0,1,21.95441842334222
542,122.54100094302812,193498.8683863552,144.8715905938289,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,542.0,81.0,1,2.5762960754841995
543,160.2944536396765,347058.32101099717,243.44234021543568,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,543.0,81.0,1,3.447964738867128
544,108.73792319031661,164395.73866332398,123.36234539268044,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_7,sex_male,Urbanity_Urban,544.0,31.0,1,15.36235288744885
545,130.6144520874683,230126.081545855,168.8837959233773,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,545.0,81.0,1,5.228855617584047
