,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,Income,Electricity,Water,w,wf
241,241,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,121928.29118584943,100.41146175754903,92.05076445251595,45.552879581151835,6.710518263084272
242,242,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,92214.02483422996,89.80680470116755,74.56443279111706,45.552879581151835,12.099352586442109
243,243,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,362389.94612844865,161.89563833577037,264.50688563735355,45.552879581151835,0.0
244,244,sex_female,Urbanity_Urban,Size_2,age_76_85,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,211528.3728456989,123.99674288175021,158.5284767436827,45.552879581151835,47.61528336837497
245,245,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,345828.68350566505,165.10592109873002,240.0341092170969,45.552879581151835,126.54454417757407
246,246,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,345591.7598265639,163.58711594919606,240.53963419306632,45.552879581151835,126.54454417757407
247,247,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,79438.03279242074,82.36791498932254,63.95080211803468,45.552879581151835,34.477021723966615
248,248,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,343744.62608871085,158.53229374906988,238.56150820619064,45.552879581151835,137.07171974866895
249,249,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,430423.06105266867,186.20900110900482,301.363563564952,45.552879581151835,20.382549330528846
250,250,sex_female,Urbanity_Urban,Size_8,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,399833.87395646796,182.89054503376758,286.64967864512164,45.552879581151835,9.534086708074934
251,251,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,356311.87483387615,167.11242075318268,247.6580412314512,45.552879581151835,112.31494125226148
252,252,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,166220.1152289644,108.55474543742041,117.81630674354516,45.552879581151835,33.550092914112085
253,253,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_yes,303987.3616181129,143.96478815402946,199.8521190722705,45.552879581151835,148.95283630789032
254,254,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,349639.57713385124,153.76810331847346,242.15756185927762,45.552879581151835,122.84211682335635
255,255,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,118719.4282638799,102.28572995871168,91.67648234286293,45.552879581151835,14.858584475296334
256,256,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,366444.37608664023,158.23408706284246,261.0094289654302,45.552879581151835,11.156537148813802
257,257,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,206486.93556737696,119.329228164832,153.89006786968474,45.552879581151835,10.743996230860844
258,258,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,218465.11591308183,126.78037521740444,159.75562930712022,45.552879581151835,12.799114374350577
259,259,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,423707.3922644119,175.86179184861692,295.04492370888687,45.552879581151835,32.82453585781555
260,260,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,386114.3943813529,168.18711063304747,273.6788169391021,45.552879581151835,48.051113579316386
261,261,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,230014.9672557297,122.38112545397831,171.76262312749515,45.552879581151835,0.0
262,262,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,378603.04351501865,162.1221051527269,268.2795109846549,45.552879581151835,14.469412443565917
263,263,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,99712.00866846157,87.49532033076353,76.4264079503499,45.552879581151835,26.59645725721854
264,264,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,356966.33270507155,152.3150078278549,255.6566424861244,45.552879581151835,33.46864544226611
265,265,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,114144.21944487325,94.32694870987228,87.58817349993521,45.552879581151835,0.0
266,266,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,232057.34741741273,128.64180671924743,174.62628786683385,45.552879581151835,0.0
267,267,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,80484.15046784707,82.40917600193481,54.20545945983982,45.552879581151835,63.36516040384281
268,268,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,224555.11809527798,113.27357166632109,165.54478439440578,45.552879581151835,5.687567073332351
269,269,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,123692.32112902365,90.53498578017114,94.38528980450172,45.552879581151835,40.87802413057125
270,270,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,428095.9257291155,178.00042471645614,293.6721576264231,45.552879581151835,35.58311032296277
271,271,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,371275.08325131796,164.08875596239218,262.8489065431041,45.552879581151835,22.23801354951358
272,272,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,215204.097240636,132.29970078732458,160.83711738620204,45.552879581151835,0.0
273,273,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,369575.9422374125,161.76443128321648,251.236724679804,45.552879581151835,0.0
274,274,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,103214.24245725236,88.09289816360716,79.18398575687434,45.552879581151835,0.0
275,275,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,205081.57133013086,121.22753997319543,154.95880211800662,45.552879581151835,18.892062443072902
276,276,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,119759.18764857105,105.15658365432394,92.4354857465819,45.552879581151835,14.858584475296334
277,277,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,364765.49068443774,171.2499148769474,260.2083674558075,45.552879581151835,15.888975090949042
278,278,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,358049.54424610577,166.1917066565688,250.51302815110972,45.552879581151835,112.31494125226148
279,279,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,79707.57743818982,78.7859425620201,62.446695470334,45.552879581151835,146.1035488777131
280,280,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,204488.1590931285,119.13099875601885,150.13715373894502,45.552879581151835,36.47173279438981
281,281,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,214293.14018797933,119.31560257657677,158.68563648461162,45.552879581151835,35.768276472732154
282,282,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,347663.02416411927,157.10893760912538,238.0038981561515,45.552879581151835,141.74510517000815
283,283,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,96867.80991294378,81.95552532138241,66.08329776311722,45.552879581151835,24.3946249447345
284,284,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,137252.05295683967,97.00545682792328,102.47648809824207,45.552879581151835,23.96619739900793
285,285,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,192791.4125842309,106.49172601980571,134.90335363440366,45.552879581151835,0.0
286,286,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,219577.75293000307,128.46699888039268,166.8095325741169,45.552879581151835,0.0
287,287,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,175868.44034421555,104.09053947161577,120.55677162723387,45.552879581151835,26.372984769021663
288,288,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,88617.51950611858,79.13496265084545,68.4775927132397,45.552879581151835,37.82708914997108
289,289,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,207126.8271120025,120.79197781246954,153.8506969049029,45.552879581151835,18.892062443072902
290,290,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,195604.04050049017,119.88784198996002,138.01006083082368,45.552879581151835,46.809243055827615
291,291,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,113252.46959265975,88.72488747832445,85.85187515988831,45.552879581151835,62.93673285811624
292,292,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,142280.2906934215,103.684587157066,110.19390791546309,45.552879581151835,47.020722963663516
293,293,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,391399.8720803808,172.1289012171869,275.39678809411225,45.552879581151835,0.0
294,294,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,125663.46053122275,102.86309163251896,96.43099869283459,45.552879581151835,0.0
295,295,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,124664.01871961262,106.40416131745434,96.57698975536444,45.552879581151835,6.710518263084272
296,296,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,101367.3580121718,95.32972702849527,78.35324136238702,45.552879581151835,11.395896264784458
297,297,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,403140.067828028,174.1001938151403,268.8181025142437,45.552879581151835,10.283801305160376
298,298,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,365279.16964532476,159.64228237135006,251.44932699781444,45.552879581151835,17.564628128174373
299,299,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,75606.94825299463,86.08388404097026,50.16851581528353,45.552879581151835,0.0
300,300,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,130674.79712807502,94.30239210112349,100.67652451084369,45.552879581151835,21.207622933860705
301,301,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,39610.5900652642,64.48679116456297,22.411014929977874,45.552879581151835,157.05915199453457
302,302,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,366484.8597870807,164.14489192126274,252.064773378978,45.552879581151835,32.76518912060846
303,303,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,88564.9512910297,79.65738939364282,70.61889999806641,45.552879581151835,131.87394595240033
304,304,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,163332.46412407415,101.8820276303185,114.47655631868345,45.552879581151835,141.4741927136407
305,305,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,351877.66593425896,165.68808749029998,246.18087617417999,45.552879581151835,122.84211682335635
306,306,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,159724.47657813365,105.48718798736643,110.43619431663737,45.552879581151835,126.2736317212068
307,307,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,84435.19781407273,80.85537763329327,56.16980692585452,45.552879581151835,115.12860645241183
308,308,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,371963.73902074405,161.27695796642823,263.4898630979893,45.552879581151835,22.23801354951358
309,309,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,365940.7116480256,162.5614108678638,253.13709820594985,45.552879581151835,0.0
310,310,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,363550.04222280474,159.79278280753363,256.61968694616365,45.552879581151835,22.94146987117107
311,311,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,85095.2594180156,87.14602514631693,66.68081048487454,45.552879581151835,116.67338495996643
312,312,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,446511.4496428428,187.54111840394677,311.84469596313227,45.552879581151835,42.43271730982921
313,313,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,121679.09884390724,91.70799005540691,89.28855601267637,45.552879581151835,51.40519970166613
314,314,sex_male,Urbanity_Urban,Size_8,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,163651.00779374398,115.45996733207846,130.5554897962983,45.552879581151835,0.0
315,315,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,131055.32341337821,107.7445030662847,103.26196087732315,45.552879581151835,0.0
316,316,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,197854.72262703028,114.27199744125794,148.40264735267056,45.552879581151835,130.51858959681923
317,317,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,321203.8180501093,145.65549824701432,216.03044789864686,45.552879581151835,126.68617263915958
318,318,sex_female,Urbanity_Rural,Size_3,age_19_25,Education_College,Lighting_yes,TV_yes,Cooking_yes,311712.23491794936,143.3134349488039,206.08999707359558,45.552879581151835,207.76594548699407
319,319,sex_female,Urbanity_Rural,Size_6,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_yes,357250.56505136826,160.40317012072526,241.13189409946918,45.552879581151835,0.0
320,320,sex_female,Urbanity_Urban,Size_9,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,454423.23648192344,187.3306403531676,318.99250762925635,45.552879581151835,35.67899166578566
321,321,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,134901.9355946622,107.00561553396666,103.38486260931637,45.552879581151835,4.749304790164241
322,322,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,198852.59017195573,116.54978031157532,149.33582222741728,45.552879581151835,21.33673264602825
323,323,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_High_School,Lighting_yes,TV_yes,Cooking_no,63581.663204266035,69.56256520194093,40.950990674573056,45.552879581151835,163.1230066846717
324,324,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,192651.0231138068,120.4322994651404,141.4301166187827,45.552879581151835,129.54763152969795
325,325,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,193980.73642550848,125.00304769564356,146.6061438693161,45.552879581151835,129.54763152969795
326,326,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,162529.3248004682,97.19826717243768,113.81677706371134,45.552879581151835,36.96572118418874
327,327,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,387594.3002872535,163.49054723915472,254.2205840941426,45.552879581151835,33.25296340354212
328,328,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,358305.64516048954,164.15058289227542,251.45934843951176,45.552879581151835,100.53000852990404
329,329,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,322612.2123831984,153.15168986277143,214.84437084348724,45.552879581151835,18.6965119955586
330,330,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,335860.1832004548,153.3259866197228,223.26432254169342,45.552879581151835,0.0
331,331,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,193895.13057736488,107.11077546150065,148.88265243422074,45.552879581151835,48.3222263608196
332,332,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,124431.91789732783,90.08900697978844,97.27889549126506,45.552879581151835,0.0
333,333,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,111065.71665406936,83.18894328085861,74.65748748602172,45.552879581151835,47.44915050939009
334,334,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,402473.42387045705,166.61896458104343,263.55893696655085,45.552879581151835,13.699429575237195
335,335,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,228499.88629066962,124.88621269465469,177.025091642031,45.552879581151835,5.687567073332351
336,336,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,191758.1694676425,115.03675728878315,144.25615269501736,45.552879581151835,129.54763152969795
337,337,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,60594.07599211502,84.7533698740917,38.88099794358561,45.552879581151835,12.527780132168681
338,338,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,117640.69994245026,97.20912424965981,90.73466454227743,45.552879581151835,17.237693834179154
339,339,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,359593.02267081663,160.02459978484399,253.43833486192452,45.552879581151835,15.888975090949042
340,340,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,211315.4435694943,122.67169718569401,162.8066170600293,45.552879581151835,10.743996230860844
341,341,sex_male,Urbanity_Urban,Size_7,age_26_35,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,139743.76673292677,103.71145720117819,105.27986760346428,45.552879581151835,53.80002655581929
342,342,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,243236.6715413518,132.01605912594886,185.0675473311265,45.552879581151835,0.0
343,343,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,100251.789919913,88.50682695639969,80.51456747649023,45.552879581151835,0.0
344,344,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,373153.4027125677,158.5837809606439,256.5534818816572,45.552879581151835,11.156537148813802
345,345,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,359527.2227893513,162.23616467511866,249.3560566896658,45.552879581151835,33.46864544226611
346,346,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,319772.5306408381,137.9009349748405,211.83085452537628,45.552879581151835,45.747566554422306
347,347,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,83166.43009177019,82.46468293985139,55.69277151848608,45.552879581151835,0.0
348,348,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,379681.1311519389,164.96606285563027,270.27288719777715,45.552879581151835,0.0
349,349,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,354503.5878677475,166.85279177236117,247.18047349293832,45.552879581151835,30.118578016261814
350,350,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_yes,356335.7659871156,164.61892927794347,250.41967916735126,45.552879581151835,56.84982164117416
351,351,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,200927.53853191945,121.13071500017828,149.0306193623091,45.552879581151835,21.271171801955887
352,352,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,200039.35650254827,121.69588691155226,147.15716486361435,45.552879581151835,130.51858959681923
353,353,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,365251.7974451394,169.4612901503199,262.8046013309514,45.552879581151835,19.304603361025702
354,354,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,331220.35973979475,155.03262506058002,224.24079403914655,45.552879581151835,31.5179636291097
355,355,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,359670.53389610164,168.86565483271426,252.60561148862598,45.552879581151835,15.888975090949042
356,356,sex_female,Urbanity_Urban,Size_6,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,152165.26058211626,108.29943903873821,116.10807105074043,45.552879581151835,0.0
357,357,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,111810.40970460603,95.71472083896006,87.13223860712077,45.552879581151835,3.6272951588367963
358,358,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,213939.29131061592,124.43942310579176,157.94641703475799,45.552879581151835,0.0
359,359,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,191895.70154446538,121.8490537978266,138.06730085987465,45.552879581151835,0.0
360,360,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,436719.3169147271,182.17862659843726,299.15832542147166,45.552879581151835,13.271002029510623
361,361,sex_male,Urbanity_Rural,Size_6,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,335210.38733299373,143.05902451073686,225.79301415712783,45.552879581151835,36.877704573882184
362,362,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,412022.405138221,177.63975578282498,278.2893697677356,45.552879581151835,28.522363049271544
363,363,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,57650.390639550744,76.18831301482481,35.31609262262282,45.552879581151835,12.527780132168681
364,364,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,202951.2349323075,117.9809359814976,151.5147244048508,45.552879581151835,21.271171801955887
365,365,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,366618.4650341312,168.2841836003844,254.56939915282283,45.552879581151835,7.740908878737144
366,366,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,377340.24448693584,166.21739259845802,268.497937391596,45.552879581151835,0.0
367,367,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,403481.90753057675,166.1136435977104,273.213522182058,45.552879581151835,0.0
368,368,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,367231.4196809907,156.72437206646515,256.85139566402194,45.552879581151835,6.483151727474762
369,369,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,84857.13095570085,96.19926941320598,66.23516663709688,45.552879581151835,34.477021723966615
370,370,sex_female,Urbanity_Urban,Size_4,age_76_85,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,434942.67841039476,195.4413990417533,306.03812458948084,45.552879581151835,0.0
371,371,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,178190.61233941835,118.5315120177322,126.0005155439845,45.552879581151835,46.05173361371182
372,372,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_yes,379620.0012597944,167.72995233490687,269.6461776899416,45.552879581151835,0.0
373,373,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,220844.84913920567,120.50935924627224,162.077963811158,45.552879581151835,10.040539909203355
374,374,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,367058.55063054775,169.44590338791278,258.2818192458261,45.552879581151835,17.564628128174373
375,375,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_yes,361165.4834816732,162.93915734936158,254.1176123065037,45.552879581151835,42.620218715861384
376,376,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,221748.37793840934,134.26562455649378,167.63847081260246,45.552879581151835,12.799114374350577
377,377,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,227520.87535305927,129.4068749520275,173.9748871125777,45.552879581151835,0.0
378,378,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_yes,373817.97209358396,172.55337456534843,269.77106474855924,45.552879581151835,0.0
379,379,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,214031.11557306926,114.49805658450165,159.627935998801,45.552879581151835,0.0
380,380,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,85426.64938242153,79.93650492004711,65.97835116929649,45.552879581151835,37.82708914997108
