,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
230,230,sex_female,Urbanity_Rural,Size_5,age_26_35,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,97523.85015168972,66.71235873085428,67.49496011514134,37.81987577639752,50.442056234957946
231,231,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,92586.00768578547,44.56447116917154,64.01965770311851,37.81987577639752,64.50571398761556
232,232,sex_female,Urbanity_Rural,Size_5,age_76_85,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,128838.89810808704,86.22775837866025,90.37279390463951,37.81987577639752,12.615595633353243
233,233,sex_male,Urbanity_Rural,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,200335.2927521603,69.57554946338341,134.9643208458458,37.81987577639752,14.441529835732998
234,234,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,80360.4673039089,37.49766725684968,54.064672996048294,37.81987577639752,38.518416667086804
235,235,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,60482.391867210754,31.014272916017614,38.30572524059972,37.81987577639752,33.055707955499344
236,236,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,101547.85222739133,53.402320961267776,76.81578291710629,37.81987577639752,28.064226665906087
237,237,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,193456.23383882566,62.838758967863114,147.17448495812158,37.81987577639752,37.947582951968656
238,238,sex_female,Urbanity_Urban,Size_2,age_19_25,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,397309.5515913068,131.93703670080168,277.3301410164496,37.81987577639752,50.46989700175065
239,239,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,158850.15806201776,57.78104661139308,122.32603770119738,37.81987577639752,38.67610039454037
240,240,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,94404.3315111464,76.0972922560143,73.91826753390018,37.81987577639752,52.94352842800581
241,241,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,227612.26827550892,125.79137530093917,169.66751879367766,37.81987577639752,0.8410772585737055
242,242,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,59852.80891527104,36.574195672488436,36.14699218681082,37.81987577639752,52.61653483602106
243,243,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_no,Cooking_no,Refrigeration_yes,AC_yes,334214.5219108849,150.05719551658538,220.98392697731708,37.81987577639752,58.90939869925097
244,244,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,88759.85630450868,82.66709115260178,59.46791783879522,37.81987577639752,57.232750904959374
245,245,sex_male,Urbanity_Rural,Size_3,age_19_25,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,71968.45635233274,37.498913653586136,47.391976733169926,37.81987577639752,47.62396888590065
246,246,sex_male,Urbanity_Urban,Size_5,age_0_18,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,205236.28850540446,127.1265056541717,154.8033178798964,37.81987577639752,0.0
247,247,sex_male,Urbanity_Urban,Size_5,age_19_25,Education_College,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,365702.2545685287,180.02854490613888,260.7989376512431,37.81987577639752,19.872793541789857
248,248,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,384634.80725505674,125.99678595498385,265.40117918048855,37.81987577639752,15.097524261387285
249,249,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,119098.41829401936,49.770506155526455,90.25774072517522,37.81987577639752,53.28607049643562
250,250,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,61650.385859249094,19.83719563889363,38.21186702640275,37.81987577639752,53.08952009915634
251,251,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,78003.24912604093,37.396890451263864,52.24805708345325,37.81987577639752,22.391300795892718
252,252,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,191032.80403031112,103.72916419751621,133.97850553947865,37.81987577639752,30.05610437181244
253,253,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,196687.35454251047,71.82325069910891,136.84544586080304,37.81987577639752,17.76824057394691
254,254,sex_male,Urbanity_Rural,Size_8,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,95035.06956617901,71.39063504572918,65.47565155561263,37.81987577639752,88.67015819776013
255,255,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,140432.89625010153,55.243685329152925,108.23225795049419,37.81987577639752,45.685591345966536
256,256,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,106062.97995541377,31.801463180930767,81.06024578630384,37.81987577639752,52.95281157752531
257,257,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,438785.95903384825,143.11729929150772,312.3869262114036,37.81987577639752,22.551375872053697
258,258,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,230245.1754700929,72.39391359466141,174.41038783123506,37.81987577639752,41.29180467352515
259,259,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,429998.08414507814,165.2340006714641,304.86172759046366,37.81987577639752,59.32409272755616
260,260,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,100541.16135761935,33.678133466107354,77.33841081444683,37.81987577639752,25.10350091971373
261,261,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,102675.91932681123,35.153154659829696,79.0771199468506,37.81987577639752,16.6437968356386
262,262,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,115332.94056400133,54.079353852987786,88.59485440905236,37.81987577639752,17.399819506299462
263,263,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_High_School,Lighting_no,Cooking_no,Refrigeration_yes,AC_no,152179.90104084747,62.4138408619424,118.35218535556255,37.81987577639752,33.145668418707025
264,264,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,104931.51511932553,45.09813245915564,84.04825732508263,37.81987577639752,32.29792744369741
265,265,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,209785.7630435826,79.38258197672869,159.60854354020918,37.81987577639752,43.001993324481994
266,266,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,93194.79564369908,42.35649582525401,74.72723369776067,37.81987577639752,47.6250535464278
267,267,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,191579.7103275627,69.79188918025982,131.67801127206934,37.81987577639752,13.212521901936864
268,268,sex_male,Urbanity_Rural,Size_5,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,180579.35405714024,69.00384765189763,124.13011740495949,37.81987577639752,56.281958391365094
269,269,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,314505.5841496829,139.53667807445672,208.9112474705363,37.81987577639752,16.93572408763003
270,270,sex_female,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,320635.44865037146,92.65614394781186,218.2109081855607,37.81987577639752,1.6871345435721428
271,271,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,169536.4318297663,59.69175415930321,121.84566277012291,37.81987577639752,72.00534240857695
272,272,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,363263.42968712,116.4786226840572,268.34423106497763,37.81987577639752,65.90091508668962
273,273,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,84069.11729653468,23.513155494726966,59.28638610861138,37.81987577639752,52.86024654965192
274,274,sex_male,Urbanity_Rural,Size_5,age_19_25,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,57445.22104371688,59.458655871083266,36.49179107699538,37.81987577639752,30.38885745627754
275,275,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,112681.60504311587,78.71478479289742,77.85970874818906,37.81987577639752,11.928338417539766
276,276,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,329821.1409233618,94.867321547904,220.72791591909103,37.81987577639752,53.24380434442876
277,277,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,132117.8511343151,43.63801709472649,105.80341225793026,37.81987577639752,27.43780713150764
278,278,sex_female,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,192889.53132173533,66.18568837647899,134.01625252839963,37.81987577639752,33.895356445141
279,279,sex_male,Urbanity_Urban,Size_3,age_76_85,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,223058.0999893034,108.58478296436884,168.64786048368362,37.81987577639752,17.801431103388122
280,280,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,200078.85566233253,67.7785361151126,149.14229942607167,37.81987577639752,67.48684638211894
281,281,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,165252.84375048504,50.412991684349,113.08963761096723,37.81987577639752,54.35675037672276
282,282,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,375860.29323149595,111.70881282197487,268.6147368976669,37.81987577639752,35.13133640504427
283,283,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,187912.83595513235,65.26323776754579,143.37674004758273,37.81987577639752,41.38129396129628
284,284,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,213232.640929132,73.90963406239877,162.50643345721562,37.81987577639752,23.914151707095552
285,285,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,377488.1809320666,112.86684351784258,263.6345702340271,37.81987577639752,38.55359279295356
286,286,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,166829.1511651078,64.20307213398685,114.68135068100649,37.81987577639752,74.46192189876152
287,287,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,368255.2976927529,105.12011628267813,247.85852293417702,37.81987577639752,45.02827099805349
288,288,sex_female,Urbanity_Rural,Size_8,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,227683.8173800195,77.72862876982605,158.1466601077561,37.81987577639752,40.513959372770294
289,289,sex_female,Urbanity_Rural,Size_8,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,380071.8139000107,119.06366751589896,261.0123262408864,37.81987577639752,46.16143508801783
290,290,sex_female,Urbanity_Rural,Size_8,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,96901.68427511693,43.514165083045675,67.13231207130602,37.81987577639752,92.0364250079534
291,291,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,105332.72504275249,43.676247806801996,72.65725859824259,37.81987577639752,50.20408737242452
292,292,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,347900.55036580435,161.26789484516362,253.49075516640147,37.81987577639752,67.95195351287333
293,293,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,347405.0841076669,120.59763743908377,247.3206986869409,37.81987577639752,75.22491659552954
294,294,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,115034.95753916945,54.48945881286109,90.8604595006275,37.81987577639752,33.72524361591391
295,295,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,103580.92628463992,49.99056536499773,79.41787099749928,37.81987577639752,35.73163845302504
296,296,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,132739.83491982464,48.586382609029684,103.08494780355322,37.81987577639752,15.941538022998909
297,297,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,85154.82152488093,35.33435001138422,68.31499560385869,37.81987577639752,0.0
298,298,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,128841.5049681839,60.23559178911167,100.85973797666641,37.81987577639752,41.866099690237135
299,299,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,89374.15259156164,64.84235266170498,59.497023418712864,37.81987577639752,59.61843004083121
300,300,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,Refrigeration_yes,AC_yes,73164.69581784707,85.06946329080273,49.24135699475415,37.81987577639752,11.140027662593436
301,301,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,194482.06402558886,60.39076295433205,145.0243804037915,37.81987577639752,13.935715157466966
302,302,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_yes,Refrigeration_no,AC_no,426088.3423652047,133.64244228722458,289.8050851190902,37.81987577639752,38.60687796506758
303,303,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,128013.29223068822,82.64810872148479,98.38129789510891,37.81987577639752,21.034975296880763
304,304,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,115866.87151010234,52.774953077701,88.71371535454699,37.81987577639752,17.399819506299462
305,305,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,236440.11819644176,130.9644533965893,172.38872865079782,37.81987577639752,9.533988533231998
306,306,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,205203.18780852135,68.26314885297502,157.83889607706277,37.81987577639752,67.48684638211894
307,307,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,176317.88939806315,50.94530104040369,122.2006468728122,37.81987577639752,48.466459877210525
308,308,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,199827.9759304061,105.88736076684245,149.38292735720046,37.81987577639752,60.21388329946275
309,309,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,88440.72051150403,42.93410305130558,69.27760368869588,37.81987577639752,47.6250535464278
310,310,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,375971.8909659871,129.1066892491226,265.9494653459239,37.81987577639752,22.328220411666283
311,311,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,120026.6795119805,95.4882340059443,93.07511502838635,37.81987577639752,10.126856423643279
312,312,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,425714.272423396,181.33776479647236,294.78223989490294,37.81987577639752,58.85110746442093
313,313,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,110210.42847447429,85.05235199565008,82.64252685048402,37.81987577639752,38.16891654967947
314,314,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,99845.26367830986,53.810159410960296,75.44936504648435,37.81987577639752,35.73163845302504
315,315,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,182990.3558883623,111.40183573169766,126.29677623969171,37.81987577639752,54.06797216631412
316,316,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,60518.004011191886,71.3672472532069,40.07695262895944,37.81987577639752,45.34357175336488
317,317,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,127819.92344653516,95.30747289547621,98.40843589260244,37.81987577639752,20.561990033745488
318,318,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,416503.54705330037,127.46565166250765,290.80028451093847,37.81987577639752,53.24959517531731
319,319,sex_male,Urbanity_Urban,Size_3,age_86_100,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,388527.1580943466,136.22570292476559,271.66860269306864,37.81987577639752,268.61338026109274
320,320,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,104379.40254456551,72.97966509802424,82.39329059280739,37.81987577639752,54.172536361801946
321,321,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,368894.2807766224,124.5396596215032,266.5342798823846,37.81987577639752,45.32275830151563
322,322,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,203705.47536200972,62.172763882754566,151.79977005341644,37.81987577639752,29.804442206607792
323,323,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,87687.07760010361,75.01214240001593,68.1646278426903,37.81987577639752,27.15453934589742
324,324,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_yes,154571.18336997268,95.80041108300371,118.12206673624058,37.81987577639752,54.39767520173353
325,325,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,402181.4595507396,123.84997222765128,285.27074910709774,37.81987577639752,56.16390557965432
326,326,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,353124.96765903546,101.48119381034141,238.68274529424744,37.81987577639752,24.592183145650345
327,327,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,86981.93173499807,77.81603085099485,60.139519725298406,37.81987577639752,45.11429820386046
328,328,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,169344.79752938836,67.91516880337565,113.12269323676132,37.81987577639752,50.45005410425985
329,329,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,42758.563566597215,27.20243818897082,25.033881654173502,37.81987577639752,47.08913920037244
330,330,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,53830.26769023128,30.146989856158637,33.54240996125345,37.81987577639752,73.19469162119513
331,331,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,83309.85820815383,29.6630939404634,54.465159944149796,37.81987577639752,22.864286059027993
332,332,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,317862.1736054789,95.70606968977656,211.66920996157285,37.81987577639752,80.68938314825807
333,333,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,213193.296468975,80.50432453693695,157.78426197098582,37.81987577639752,51.68673501625329
334,334,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,410514.8540417866,134.0952116786782,290.3744222818623,37.81987577639752,44.60366480775221
335,335,sex_male,Urbanity_Rural,Size_7,age_36_45,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,114074.36153223984,42.670967949042186,79.24149574237106,37.81987577639752,90.20100210534936
336,336,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,142909.59800598028,59.705085601224305,112.50546474901024,37.81987577639752,12.50782701367128
337,337,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,72868.09818353463,77.15484448826022,59.34784801659285,37.81987577639752,38.258405837450624
338,338,sex_female,Urbanity_Urban,Size_1,age_26_35,Education_Post_Graduate,Lighting_no,Cooking_no,Refrigeration_yes,AC_yes,396757.98355748475,175.9782289000921,275.85611812250585,37.81987577639752,54.21910753639793
339,339,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,44476.39721010788,21.788114547914066,28.52929085006939,37.81987577639752,6.950155534676674
340,340,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,41270.22820559822,17.43636187871947,23.194099012336068,37.81987577639752,26.510982415198388
341,341,sex_female,Urbanity_Rural,Size_1,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_no,AC_no,374799.57312316477,118.65740588688124,250.23028274437542,37.81987577639752,28.701813034760267
342,342,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,80290.81984826345,78.30526367754241,51.53417102105937,37.81987577639752,19.148530044771068
343,343,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,182089.05082858296,66.22136301168582,125.23988209745212,37.81987577639752,61.340935248970325
344,344,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,71347.41833255078,38.33139463919576,48.10342085512482,37.81987577639752,21.16229286209658
345,345,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,360288.36375668726,107.8300479985338,240.6709118343184,37.81987577639752,64.11611261543995
346,346,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,131094.7632139085,56.52433205686757,99.71630400288694,37.81987577639752,57.99321556143122
347,347,sex_male,Urbanity_Rural,Size_6,age_19_25,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,182849.9067712464,70.62370208002673,122.63519472087299,37.81987577639752,17.03514050486545
348,348,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,333924.9599494793,101.29490211226471,219.27766113584045,37.81987577639752,33.3169924718855
349,349,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,373927.62019274576,122.81466463635272,254.81840361508625,37.81987577639752,63.65838170128754
350,350,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,184492.0927719496,64.47642722126207,123.55575127619005,37.81987577639752,61.340935248970325
351,351,sex_female,Urbanity_Urban,Size_7,age_76_85,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,261866.49606855298,97.92859900377566,200.83696559555096,37.81987577639752,34.96957093791245
352,352,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,395935.0136789885,124.38721036262524,281.2087010397691,37.81987577639752,0.0
353,353,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,65611.49524190935,33.607487123872474,43.52086760476379,37.81987577639752,33.055707955499344
354,354,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,113185.92351817814,50.23951489437653,89.76890969993542,37.81987577639752,21.303804918364545
355,355,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_College,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,393531.69923983404,125.30780973905384,284.12030209299013,37.81987577639752,11.770813523173373
356,356,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,Refrigeration_yes,AC_yes,106533.38278299091,84.01511486624601,83.04089525981848,37.81987577639752,29.68768330416499
357,357,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,Refrigeration_yes,AC_no,244764.1208006973,86.92046894198708,181.0328146607519,37.81987577639752,85.85559450574193
