,Electricity,Income,Water,e_Cooking,e_Refrigeration,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
301,168.15114388384373,354648.80983939604,246.49691191666759,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,301.0,81.0,1,23.795749073502364
302,119.315500051605,194930.55377153654,144.56354877789087,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,302.0,81.0,1,35.229987867972625
303,107.72053020684466,148225.86395773475,114.40785339245168,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,303.0,31.0,1,0.3596328640637405
304,122.49985621379452,207433.49918720862,156.20190110542174,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,304.0,81.0,1,36.985078040495154
305,107.4558073833055,132757.65618076653,106.92658999225351,Cooking_yes,Refrigeration_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,305.0,31.0,1,22.79489068747948
306,165.34907114002513,344957.7546857429,239.9743159994788,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,306.0,81.0,1,4.030531777893874
309,172.40601705047578,372328.3480972076,268.0366976051069,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Urban,309.0,81.0,1,4.148777622601273
310,93.2651661826808,82401.60140714906,62.92310691672408,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,310.0,31.0,1,53.65869437174587
311,191.3260202555759,431520.1698958612,302.49092522222355,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,311.0,81.0,1,12.582856632957466
312,162.0083712988853,337621.55675286904,221.11821574122064,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,312.0,51.0,1,10.450091057181645
313,123.38743782255821,206397.58242263395,157.02619523637082,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,313.0,81.0,1,35.9765826662468
314,119.18285434264736,226728.89940622664,166.40983903672927,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,314.0,81.0,1,11.947100748644857
315,124.91319651091223,218571.2751568169,164.9906538488431,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,315.0,81.0,1,11.851283842086435
316,157.6075927547133,346100.22068106267,232.0527272863607,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,316.0,51.0,1,17.54590796374007
317,166.93511224858548,364491.0494289219,261.4587554106746,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,317.0,81.0,1,12.617230902790595
318,113.44277524022043,191875.8704586168,134.7172640618293,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,318.0,51.0,1,19.756703310437075
319,98.44271527616449,101302.2042393797,70.36387424000579,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Rural,319.0,1.0,1,16.83293557763759
321,166.71371418133208,361248.9642943422,258.0159364395425,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,321.0,81.0,1,15.876803761710306
322,107.68093216244513,123340.86860160615,97.21468903936741,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,322.0,31.0,1,80.91669301798414
323,170.003648419059,369232.6508744452,252.3439189564301,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,323.0,81.0,1,24.623398559984494
325,81.23787350866648,78791.73498937584,60.763205100517396,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,325.0,31.0,1,53.65869437174587
327,163.69074529836197,347544.1572141041,241.5203449127649,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,327.0,81.0,1,32.76388493809074
328,96.50080198200938,114908.57681573027,73.80608551989106,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Rural,328.0,1.0,1,17.102942955998518
330,134.50807784467958,227792.2169705052,166.05062793354887,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,330.0,81.0,1,3.4195225123263935
331,133.27134151122846,230501.77198233825,173.4734832762629,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,331.0,81.0,1,7.245332040523891
332,164.89508208136886,376289.0695783041,260.17933386011543,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,332.0,81.0,1,9.713047809349028
333,163.8102861996693,367059.8351247426,260.92589051794465,Cooking_no,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,333.0,81.0,1,20.194869563352434
334,123.28428437629574,210159.93339281215,163.1340883136314,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,334.0,81.0,1,14.854780335742127
335,124.52307441481837,200846.95108887934,150.75656037634002,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,335.0,81.0,1,25.238483242220966
336,165.76175925862597,351286.56554106856,244.06649313190846,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,336.0,81.0,1,32.78725369925405
337,97.32714101357612,132311.96818497693,102.17092871516728,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,337.0,31.0,1,22.01483764159704
338,116.20795469746322,199617.58086020825,153.440026517456,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,338.0,81.0,1,27.238483242220966
339,171.71730824662868,365039.2028206453,251.4143326026252,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,339.0,81.0,1,0.6654513687493511
340,175.6780904515601,376634.6198156009,274.0469912750706,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,340.0,81.0,1,1.706780965246864
342,91.0337233925536,94399.40648449908,64.03074324893056,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Rural,342.0,1.0,1,32.824440203389265
343,150.25850077487223,333485.76282543864,228.71197960510816,Cooking_no,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,343.0,51.0,1,23.224419079262212
344,82.31874531988292,89771.59981775377,60.57443787004824,Cooking_no,Refrigeration_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,344.0,1.0,1,49.52620891151022
345,82.94212635613474,72617.54337656165,46.991849498112536,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,345.0,1.0,1,24.417348636231925
346,112.02993376566543,193959.9409191152,145.75932956043803,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,346.0,81.0,1,25.229987867972625
347,93.73618871146006,115076.45933298455,89.72116740692263,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,347.0,31.0,1,83.83563832977622
348,179.6059457661359,418846.6178351421,282.55601179134703,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,348.0,81.0,1,28.63209964950255
349,79.71005014724186,57489.56756391539,36.62092632027636,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,349.0,1.0,1,111.23814932441108
350,180.08131234805577,422224.9163317294,291.84618660888464,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,350.0,81.0,1,7.501801944749523
351,116.19213813854971,201251.9985725156,150.65407255467403,Cooking_no,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,351.0,81.0,1,37.75940606257572
352,122.74119234798671,226301.80618908038,168.87170472514876,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,352.0,81.0,1,8.16427735231596
353,113.7449116187027,208778.16725320352,155.4542681776919,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,353.0,81.0,1,39.767901436824076
354,168.17012931993582,389013.7246449471,252.62699730040768,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,354.0,51.0,1,22.326166724892225
355,123.1545183229368,207369.80074001921,156.1989710210293,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,355.0,81.0,1,30.985078040495154
356,126.28092613953301,205772.2198876913,151.62599885186538,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,356.0,81.0,1,36.985078040495154
357,117.14074590254096,200369.0840202177,145.55871283692767,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,357.0,81.0,1,39.9765826662468
358,163.94398106592317,384174.0997936955,271.6184081941811,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,358.0,81.0,1,2.9682929693594637
360,164.73827729994878,357665.1430633321,249.96644191697447,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,360.0,81.0,1,26.86830838746198
361,161.594859143335,361157.5185543585,255.2926172414172,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,361.0,81.0,1,0.6654513687493511
362,111.56638535197108,159675.74704621034,109.00680071170272,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,362.0,21.0,1,76.05435264811537
363,125.98463328408742,201310.90669778368,150.34309936491238,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,363.0,81.0,1,23.319537930428908
364,149.31730715539962,363187.3264195011,260.00639828668045,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,364.0,81.0,1,42.325167268105474
365,135.3277032345643,233032.20631913363,174.15123289785427,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,365.0,81.0,1,2.2453320405238912
368,121.41228176834863,220018.1124725497,162.63909401389773,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,368.0,81.0,1,11.213467905112246
370,89.62413111180989,88974.07267699232,72.48597554423833,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,370.0,31.0,1,43.748244434202135
372,78.42583197605056,70616.01106333353,47.074750539692346,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_2,sex_female,Urbanity_Rural,372.0,1.0,1,88.97109423868936
373,126.69672344604172,213445.50380568832,159.1659650548445,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,373.0,81.0,1,9.510457103111928
374,175.4164537182389,366078.6360261853,256.0191905913364,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,374.0,81.0,1,6.412046167023533
375,131.45552232626866,223303.78701282392,167.28361791881758,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,375.0,81.0,1,5.16427735231596
376,119.7399088752866,211667.7913883708,159.04464925331825,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,376.0,81.0,1,42.066132728703096
378,93.88702134552862,112421.70847441583,85.39804686020393,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,378.0,31.0,1,7.674038544297133
379,94.89459557872335,104644.89939801909,83.22740784016743,Cooking_yes,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,379.0,31.0,1,20.364541527723304
381,118.29749655253755,192618.534862595,143.46057719834678,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,381.0,81.0,1,28.229987867972625
382,90.52063423644596,109358.879762981,84.66792915947158,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,382.0,31.0,1,46.08904353150206
383,169.62078963619308,367941.02004116133,262.2704967819704,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,383.0,81.0,1,33.623398559984494
384,173.23624956474904,376505.3711426,263.1607369735714,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,384.0,81.0,1,16.814317732667504
385,116.57302213534935,188021.4370189416,136.7843717230894,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,385.0,81.0,1,9.473265946612479
386,166.27378594781808,369686.5184207332,259.63412641814455,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,386.0,81.0,1,16.412046167023533
387,89.57468739323322,84512.57130295856,66.12763258796946,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,387.0,31.0,1,74.38192040885671
388,73.17257421311237,56192.14031476959,36.65285546244292,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,388.0,1.0,1,130.3107086383707
390,127.94049602841558,224453.18096924658,167.17334446196645,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,390.0,81.0,1,10.16427735231596
391,123.33738692946602,225879.4594539921,166.22119576675638,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,391.0,81.0,1,12.947100748644857
392,125.54282631084,206205.9053263816,158.00674591084032,Cooking_yes,Refrigeration_yes,age_19_25,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,392.0,81.0,1,83.99261344542379
393,165.94136065336545,367460.0002863857,249.27255441254613,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,393.0,81.0,1,6.617230902790595
394,162.0386797483927,355668.69584537874,243.1026092203486,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,394.0,81.0,1,27.86830838746198
395,163.40113334159588,357735.435706956,248.51793341765298,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,395.0,81.0,1,27.795749073502364
396,163.40819316334904,361451.15282519656,261.4878949660864,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,396.0,81.0,1,0.6654513687493511
400,80.75393470834531,65024.16825422628,50.4484706528833,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,400.0,31.0,1,1.8786036892223938
401,163.6144085209631,390092.01426888414,268.75462052858416,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,401.0,81.0,1,3.0969187944565455
402,153.87277165248878,345272.2817375928,236.82900775718846,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,402.0,81.0,1,8.030531777893874
403,125.25177655076438,193808.6078229922,145.94308544685498,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,403.0,81.0,1,2.481761320860807
404,126.18244121071665,203078.5561063506,151.94107406902666,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,404.0,81.0,1,37.9765826662468
405,132.031049752093,217275.15967256823,162.90007662557142,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,405.0,81.0,1,14.854780335742127
406,165.5833393347769,379005.127130402,269.53432804489063,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,406.0,81.0,1,10.493100855231468
409,164.5870279036391,356998.5883146835,248.98236873047333,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,409.0,81.0,1,32.533848497528226
410,122.04259824737815,210876.6234280702,159.5199584801683,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,410.0,81.0,1,4.5104571031119285
411,85.51691996813454,86148.97551367621,56.91013124395366,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,411.0,1.0,1,118.66849848416729
412,85.79240184037843,105745.12645571632,76.1482091127962,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Rural,412.0,1.0,1,38.920257109947684
413,129.16949548384622,224807.58912229844,168.33562770817483,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,413.0,81.0,1,9.236836666275565
414,100.5671397667127,130568.04329089622,103.52879245924956,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,414.0,31.0,1,3.927516109286934
416,151.58617638061628,330948.0463690989,224.69207476595642,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,416.0,51.0,1,3.5708708371000046
417,158.05150808843686,360434.8304634758,248.3406726289917,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,417.0,81.0,1,31.542343871776566
419,128.76449831753504,212353.86884052388,161.2817619468716,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,419.0,81.0,1,6.5104571031119285
420,131.66527564923229,208290.82089352614,157.93891498633914,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,420.0,81.0,1,11.05996507150919
421,184.2546539219717,448485.8392976145,311.9669389804475,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_7,sex_male,Urbanity_Urban,421.0,81.0,1,26.053694933742364
422,108.71477952834508,150181.7385938673,117.39594618577898,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,422.0,31.0,1,2.3596328640637405
423,176.7014120593087,363486.74087909545,257.4673402198645,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,423.0,81.0,1,1.665451368749351
424,157.56990144623586,359196.3833783187,257.1598430582237,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,424.0,81.0,1,28.876803761710306
425,161.22936576574938,353346.07919629005,252.5660751868359,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,425.0,81.0,1,28.795749073502364
427,85.05671749328374,70790.663395878,46.64774331679406,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,427.0,1.0,1,61.510123185302064
428,178.8108258428628,380816.5607382369,263.55026293835715,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,428.0,81.0,1,5.721543183597358
430,166.58927525290224,378311.5898050725,265.0323697610741,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,430.0,81.0,1,5.721543183597358
431,116.30403676093586,192780.60416871496,145.63770874252972,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,431.0,81.0,1,1.481761320860807
432,163.596718251645,365118.3907434519,271.34108974261216,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,432.0,81.0,1,28.542343871776566
433,126.29683658064907,212446.90823368734,156.18729016555844,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,433.0,81.0,1,39.066132728703096
434,124.4163557150062,208896.28830735481,155.8239728407094,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,434.0,81.0,1,43.985078040495154
435,167.04929791306964,356695.63138418284,251.3719180587164,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,435.0,81.0,1,0.6654513687493511
436,78.08653662045595,66374.39967135135,43.287253695532634,Cooking_yes,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,436.0,1.0,1,43.18890630786602
437,71.43376119798785,66598.94567535276,43.602328646040725,Cooking_no,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,437.0,1.0,1,57.97172970419493
440,123.6859438788789,204832.8482038563,150.22965824865966,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,440.0,81.0,1,0.10818553746794635
443,94.24915113719038,96733.47444791584,76.85885807830742,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,443.0,31.0,1,15.488671575282432
444,128.61624347456458,219919.74349033504,165.07129193398632,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,444.0,81.0,1,4.149515133965464
445,111.89801219159388,158522.2402788231,118.97781739697712,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,445.0,31.0,1,32.48290559193546
446,106.5859013581316,133139.26160696018,102.61684117013456,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,446.0,31.0,1,35.13361112038723
447,105.26858863384342,129751.3098042816,99.7081059174766,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,447.0,31.0,1,74.9251883922325
449,159.9791202631545,345138.93227741396,245.9734095165624,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,449.0,81.0,1,17.76388493809074
450,100.13772188924378,119876.82214261213,90.69732772624664,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,450.0,31.0,1,66.84413370402456
451,94.98814971784292,110858.05473292683,89.34399185984499,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,451.0,31.0,1,31.76681309336729
452,162.29884173289705,363455.1155780421,258.7702432621421,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,452.0,81.0,1,40.533848497528226
453,120.81918081038452,216613.2231815059,167.13193648868716,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,453.0,81.0,1,4.141019759717132
454,113.66955645279872,192908.3195166191,134.05375447209155,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,454.0,51.0,1,15.069696820666607
455,149.42031949595767,334666.1250734933,222.8956197897989,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Rural,455.0,51.0,1,24.514043828328425
456,167.9127041620869,376253.3509901375,259.5802333445069,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,456.0,81.0,1,12.713047809349028
457,165.6932302131792,342507.3958742125,242.35951841723858,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,457.0,81.0,1,1.0305317778938736
458,168.86299256422012,344331.74489646737,241.38550596360759,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,458.0,81.0,1,4.030531777893874
460,127.74045475978042,204560.58722391672,154.64961218074532,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,460.0,81.0,1,22.319537930428908
461,158.22529375149537,359976.62448697677,254.0230403665801,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,461.0,81.0,1,19.876803761710306
463,101.98445168512414,112491.71629353904,88.45408724688956,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,463.0,31.0,1,74.8122695686129
464,93.43307664175006,101778.31498314984,77.71847482105706,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_1,sex_female,Urbanity_Urban,464.0,31.0,1,4.390007537186503
468,172.58012006587606,348219.9811914014,243.1444205293111,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,468.0,81.0,1,0.0390271521422098
469,160.41985184074588,327644.3525277489,218.11381328596366,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,469.0,51.0,1,33.620113853645094
470,155.08823442553862,329821.990673966,218.65574132259914,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,470.0,51.0,1,62.366708651919225
471,178.21866760286815,423141.3153496611,287.82288556007165,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,471.0,81.0,1,12.501801944749523
472,101.22771029206328,117099.56921805385,92.86519610821215,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,472.0,31.0,1,82.83563832977622
473,165.08443808672925,350928.2285129399,249.7147533936029,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,473.0,81.0,1,0.0390271521422098
474,131.47935784703043,211696.05238562962,162.31753254487847,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,474.0,81.0,1,12.854780335742127
475,182.2871419326598,426930.9060151177,289.58745506825227,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,475.0,81.0,1,7.788041368724517
476,122.96274181010162,203656.74202444532,156.0706674680451,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,476.0,81.0,1,3.1081855374679463
477,123.72655911167584,209131.2638570499,155.78950381785302,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,477.0,81.0,1,7.0365963103458675
479,103.41805108028612,154024.1112946065,103.85145007574928,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,479.0,21.0,1,20.297630726755195
