,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
449,125.53307010169992,199685.6491467952,151.36927776718076,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,449.0,81.0,1,10.121665368385514
450,88.04921439315521,79474.87121982247,62.79118678088407,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,450.0,31.0,1,89.90298788527903
451,120.84292385224349,193831.7861648159,146.19929201086094,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,451.0,81.0,1,34.54763152969795
452,165.79015407328822,350269.98698098963,250.1290281379451,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,452.0,81.0,1,38.84211682335636
453,158.54931747908748,356146.77316225186,251.48601377239663,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,453.0,81.0,1,43.05718410099891
454,154.08449927018938,349050.5190061769,249.3965971634356,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,454.0,81.0,1,42.84211682335636
455,166.8007912948719,362321.689459559,247.3329716296672,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,455.0,81.0,1,2.7409088787371436
457,77.71497040549237,61790.97796154662,39.698617300488074,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,457.0,1.0,1,22.35149938160591
459,161.55517338163997,366125.4699589227,256.7508467686501,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,459.0,81.0,1,3.1565371488138023
460,78.23455226353234,58702.29877618826,37.4990453767537,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,460.0,1.0,1,60.607650961726996
461,134.23376419597682,231010.56698309575,173.39454649900188,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,461.0,81.0,1,9.853639939006165
462,153.97568083776898,339852.0580629609,240.8514216862864,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,462.0,81.0,1,45.524408762163745
463,174.69233498999455,405931.1308286535,281.20784036063253,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,463.0,81.0,1,42.096395422795865
464,76.62540499634535,47983.979207873606,30.01540811109957,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,464.0,1.0,1,115.84405535443045
465,120.43508836220448,204246.0385685435,150.26082080558686,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,465.0,81.0,1,2.1071297207154807
467,118.44806519747804,202217.9789185572,150.26561940759242,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,467.0,81.0,1,27.318028604385148
468,114.74311463926931,191297.72762311887,141.68164247591014,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,468.0,81.0,1,52.297893188974996
469,85.81870039650958,90820.75613623636,70.37628892803703,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,469.0,31.0,1,21.447979791087924
470,155.5730311041861,355621.38926533406,249.5717403200848,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,470.0,81.0,1,42.515502244695384
471,156.14482840291487,353845.8022692825,249.21993558201405,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,471.0,81.0,1,54.042677815790455
472,81.18250362766426,86393.573474648,68.46286159796443,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,472.0,31.0,1,20.82708914997108
473,155.62642910139039,354187.56721272954,252.65168150472482,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,473.0,81.0,1,10.468645442266109
475,92.90277813196751,101158.09348319637,78.77950407325714,Cooking_yes,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,475.0,31.0,1,21.52596952100089
476,157.47071066501658,346574.1303562122,250.68398186583664,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,476.0,81.0,1,51.29480583685117
477,119.11602861163807,201929.99494921774,150.4663220171274,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,477.0,81.0,1,6.271171801955887
478,84.67979692874633,94663.38597813052,75.28975071826147,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,478.0,31.0,1,15.299913578876033
479,158.17664834968184,361269.3074073845,246.30407402958642,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,479.0,81.0,1,4.4831517274747625
480,179.59034233788697,417720.85547285975,289.0980174520538,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,480.0,81.0,1,8.32743118703912
482,157.26303229473714,350852.9980493018,242.8984565972472,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,482.0,81.0,1,36.84211682335636
484,99.17902654342524,121188.06179007655,93.77122481725344,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,484.0,31.0,1,9.534237512521667
486,182.95870351910892,414973.87746505695,287.3992835488331,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,486.0,81.0,1,11.475497399251012
487,177.85625058265725,404657.78489232354,279.5768692512787,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,487.0,81.0,1,35.34613376351878
488,124.5608088787575,207161.653443002,153.8768675310466,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,488.0,81.0,1,5.486239079598461
489,125.61667605467414,210248.45575010526,156.29474800658375,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,489.0,81.0,1,6.5677154802982365
490,161.8775419559655,361355.6074945336,254.61937479232049,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,490.0,81.0,1,3.2680844498320276
491,75.80057334687933,42210.30511130417,24.32037343287807,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,491.0,1.0,1,129.07365827974328
492,102.66517833550705,130361.34841594599,98.14326132882923,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,492.0,31.0,1,3.0070619414266213
493,122.3964453754297,208555.17072581657,155.50574843593938,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,493.0,81.0,1,3.8920624430729056
497,92.1270353295661,101646.77083791512,79.81118900913404,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,497.0,31.0,1,17.59645725721854
498,125.31729592036999,201958.95410978785,145.91716249765733,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,498.0,81.0,1,37.31802860438515
499,126.31936315775246,208462.4925126788,159.49725331544266,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,499.0,81.0,1,4.107129720715481
500,118.26108111256538,207277.95499357785,156.36600117864486,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,500.0,81.0,1,4.486239079598461
501,87.75005934981077,96486.02605057207,77.22122131848195,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,501.0,31.0,1,5.138139113521914
504,112.84966394413082,123721.8486269516,93.00944457703122,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,504.0,31.0,1,12.424063572230004
505,113.03999127565758,200085.4938570476,137.67642379523312,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Rural,505.0,51.0,1,12.497134762375477
506,166.02266146501225,362147.25053002883,246.23386392045558,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,506.0,81.0,1,3.7409088787371436
509,117.46766272041279,197527.1180623588,145.24046112025462,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,509.0,81.0,1,34.84520417548019
510,197.0398490812113,423855.23946744937,284.4666090375129,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,510.0,81.0,1,1.5424984646816888
511,162.40033078750568,368291.2659814794,259.2771382061923,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,511.0,81.0,1,3.1565371488138023
512,103.95530510640188,185658.59372365964,128.18706321655102,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,512.0,51.0,1,13.428102912511235
513,85.89025374672308,103807.76354802221,81.96860027665713,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,513.0,31.0,1,21.59645725721854
514,118.41548450865557,194344.095329133,146.59660328932858,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,514.0,81.0,1,39.54763152969795
518,84.26743000129245,100764.0967940649,71.07344607518873,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_6,sex_male,Urbanity_Rural,518.0,1.0,1,9.194063952300578
521,159.807454008127,342912.33845792885,234.2706603831229,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,521.0,81.0,1,45.071719748668954
522,101.53050981132627,124020.1853480116,97.41822159352213,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,522.0,31.0,1,9.534237512521667
523,86.53917317225668,93132.45132329117,72.48894183774466,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,523.0,31.0,1,17.299913578876033
524,150.13268817629498,336072.41552811663,223.41096460978008,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,524.0,51.0,1,10.666441095240149
525,84.54537587839306,129274.29007799074,102.356566142585,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,525.0,31.0,1,12.207622933860701
528,184.3369889833409,433565.96874198964,309.26929689843917,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_female,Urbanity_Urban,528.0,81.0,1,4.839042143024199
529,103.71466365054621,176134.01281539828,122.68409162102787,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,529.0,21.0,1,17.996143026024807
531,113.91713932903988,173816.91473409132,122.07691477303914,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,531.0,21.0,1,14.996143026024807
532,88.08277297345205,83111.3009297292,65.96240058415873,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,532.0,31.0,1,69.67338495996643
533,123.47517583549929,217310.50617063593,162.56952546580018,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,533.0,81.0,1,2.040539909203355
534,96.41940704132,106890.4191536391,83.89691422192513,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,534.0,31.0,1,84.01228720013754
535,97.55069707089147,122160.40826208064,96.2163092725748,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_5,sex_female,Urbanity_Urban,535.0,31.0,1,17.40255479609313
536,94.18145931534868,110127.38174243225,85.95820136706676,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,536.0,31.0,1,78.92978183199801
537,73.49049826274667,95019.1823988658,66.36246454479439,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Rural,537.0,1.0,1,20.37829332832489
538,84.14798252627672,93498.89106792814,65.98694359546818,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,538.0,1.0,1,21.636050479587283
541,152.735402723682,311426.3087745306,207.7386281835629,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,541.0,51.0,1,74.5001472943955
542,113.44152487988713,198298.15722572728,144.07377930572878,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,542.0,81.0,1,38.31802860438515
543,145.18652841551202,317730.64059582056,207.8194307699971,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,543.0,51.0,1,62.743368797988055
544,183.07546861550358,407067.2430579832,284.2403923487044,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,544.0,81.0,1,34.643706409301075
546,83.22699155724004,74236.79680921012,61.31180704552256,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,546.0,31.0,1,94.64523073401665
547,157.71725239657042,354296.03907284065,246.90032493600185,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,547.0,81.0,1,39.31494125226149
548,149.21599726137933,327736.08807800314,221.28546787974807,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,548.0,51.0,1,8.317402636675617
549,98.64094838861229,113184.54120086465,88.30663002741403,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,549.0,31.0,1,10.237693834179154
550,106.89055738419451,155602.36504343626,118.0135350527018,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_8,sex_male,Urbanity_Urban,550.0,31.0,1,13.28862881477949
552,125.08894786342552,229923.52998589122,170.89579734136174,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,552.0,81.0,1,22.054200931440242
554,169.56421250430492,349947.69856113737,241.332199131174,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,554.0,81.0,1,38.759611455216785
555,144.5602338679838,326049.5797724031,208.66102046479332,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,555.0,51.0,1,66.1589970680647
556,98.71731444534949,106305.7854750234,83.30810309196974,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,556.0,31.0,1,76.51415356192119
558,148.52831287126224,310291.4624009349,202.9246960764476,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,558.0,51.0,1,75.5001472943955
559,82.5936198696034,78907.72630555823,62.64943091181205,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,559.0,31.0,1,76.90298788527903
560,163.82927939965626,353996.6729273133,255.7797800807904,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,560.0,81.0,1,37.84211682335636
562,85.67247120693709,67564.15492505813,44.0965048419849,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,562.0,1.0,1,10.824323810511029
563,114.91111334703714,166686.54258874597,114.01831164654665,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,563.0,21.0,1,83.74645615011173
564,94.88097150817448,108590.487297881,83.62499713948071,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,564.0,31.0,1,85.51415356192119
565,176.30515633659888,416465.106244896,285.3144170470146,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,565.0,81.0,1,49.31709183064008
566,94.74262265142643,111955.18889875227,87.18827732566275,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,566.0,31.0,1,85.92978183199801
567,97.46861098549671,107227.18105744068,83.29871056464823,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,567.0,31.0,1,75.25639641065882
568,107.13590173534357,165597.74010503993,116.30672627661112,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,568.0,21.0,1,49.28133653902442
569,106.71149484491993,178881.60073367663,125.41350213533484,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,569.0,21.0,1,18.669528447363852
572,165.582252638389,353999.5385275329,248.55505467222162,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,572.0,81.0,1,37.31494125226149
573,121.40619600797399,199572.29380657172,147.49346031639743,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,573.0,81.0,1,38.31802860438515
574,170.32022575517462,378052.00847109157,263.33075568127146,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,574.0,81.0,1,3.0374525570794955
577,85.83192381667807,85824.96985963763,69.00718603194893,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,577.0,31.0,1,11.247418798654007
579,109.98927918505024,168937.67547357164,114.56320114354008,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,579.0,21.0,1,18.367355638819845
580,176.97028745430603,356534.66899995995,245.4955609783809,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,580.0,81.0,1,8.72077346332684
581,162.61388626086946,376939.1797988357,264.22573400474965,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,581.0,81.0,1,4.453080827156153
582,156.99911907219905,348711.2740808189,246.358435214006,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,582.0,81.0,1,36.960172447650706
583,171.90800159228095,413962.580776578,282.28779737509893,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,583.0,81.0,1,45.31709183064008
584,155.72085440455672,376260.3209952689,245.2449391105752,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,584.0,51.0,1,63.53045209872408
585,126.75287365097022,207467.85204582984,153.43529280528617,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,585.0,81.0,1,1.7439962308608443
586,168.87512135742904,357869.08421105915,250.6380644643013,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Urban,586.0,81.0,1,16.064888918816727
587,78.94817611518495,76765.63886312133,59.094863308809394,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,587.0,31.0,1,78.2005605310613
588,162.00804792494372,354806.6941040054,244.4447834284109,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,588.0,81.0,1,35.05718410099891
591,188.69560437823762,423907.22074088274,295.1765706926758,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,591.0,81.0,1,12.151150436476346
592,132.13964476315195,206660.14132386303,154.14999430013663,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,592.0,81.0,1,3.5677154802982365
593,176.917046783628,362427.577081633,259.13345293868326,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,593.0,81.0,1,9.017317141669182
594,164.6894984842736,343484.4231491305,240.58516041165782,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,594.0,81.0,1,49.29480583685117
595,123.2267501375926,222014.06205559915,162.95758739770525,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,595.0,81.0,1,2.271938803255694
597,164.6984339432173,358877.4691983581,242.7397331202483,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,597.0,81.0,1,31.31494125226149
599,153.13884748398337,353785.63098163396,243.8236869837613,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,599.0,81.0,1,34.515502244695384
600,90.50754346432505,91385.82783770633,71.42223446325717,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,600.0,31.0,1,11.247418798654007
601,112.5393564901085,202924.074876632,155.20207208523638,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,601.0,81.0,1,6.271171801955887
602,121.24853545896778,202653.4620750512,150.29869750345742,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,602.0,81.0,1,5.892062443072906
603,93.160499166792,99537.46929080224,80.22218287409329,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,603.0,31.0,1,84.04132913301623
606,149.45982910775137,330678.58639964927,219.18036556969142,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Rural,606.0,51.0,1,10.733030906752273
607,116.8078482772081,199142.17491457687,151.32752246753043,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,607.0,81.0,1,44.26083244555687
608,163.9556640917696,361945.35082487704,257.3165287573844,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,608.0,81.0,1,28.530008529904038
609,126.25929341455921,195160.4505363669,142.79824748356336,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,609.0,81.0,1,39.31802860438515
610,115.46028691774357,198781.7423241289,148.80015375386125,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,610.0,81.0,1,48.84520417548019
611,129.2373388275022,228710.27038342532,168.67161623522009,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,611.0,81.0,1,1.271938803255694
612,166.14909875736947,373002.01212658593,268.62691494658037,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,612.0,81.0,1,1.0374525570794955
616,92.72950069131443,89810.61346610221,70.26924696071076,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,616.0,31.0,1,7.099352586442109
617,97.1083890166437,90247.63915635817,69.36571277987262,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,617.0,31.0,1,9.099352586442109
618,128.2604416522737,217228.62235086565,160.28180008082305,Cooking_yes,Lighting_no,TV_yes,age_56_65,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,618.0,81.0,1,15.999999045271174
621,99.69918941719558,128124.6769484099,96.72271135247571,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,621.0,31.0,1,5.007061941426621
623,126.1454408893193,215190.3628807045,160.85285569464224,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,623.0,81.0,1,1.7827827579409732
624,171.10998698744987,391498.9155567157,257.2241826401707,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Rural,624.0,51.0,1,9.052402411108037
626,99.01158010488916,128456.21914073135,98.22138021693847,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,626.0,31.0,1,3.0070619414266213
627,161.08121576905458,363180.00787796977,255.8833857779061,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,627.0,81.0,1,6.941469871171069
628,165.27701988556782,378861.06043405546,274.5208739758383,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_7,sex_male,Urbanity_Urban,628.0,81.0,1,15.377728157977181
629,170.22039643299863,396710.01435700257,285.68730187187316,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_9,sex_male,Urbanity_Urban,629.0,81.0,1,8.42471306634614
630,100.18747587607348,120203.68985498682,94.07676940894056,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,630.0,31.0,1,25.204638709232043
632,122.37595414872862,240559.26907256385,179.48941602316418,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,632.0,81.0,1,18.049843346085034
634,115.83497947992494,219742.468415369,163.76512153750303,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,634.0,81.0,1,4.456168179280011
635,83.14871650300618,111088.37520751008,86.72554240799246,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,635.0,31.0,1,47.604489149253766
636,147.4513079274231,322850.24005034013,214.9239270874561,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Rural,636.0,51.0,1,41.478810179334644
