,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
431,96.84598909385592,110996.1356681108,88.39021213321392,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_female,Urbanity_Urban,431.0,31.0,1,100.47948249884102
432,97.69452068780336,115389.93738991725,89.51073215245545,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,432.0,31.0,1,11.237693834179154
433,161.94052295444538,340671.8863508748,235.4326527872903,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_female,Urbanity_Urban,433.0,81.0,1,91.7394760398065
434,136.89393042797258,311478.8257641215,206.73057959844883,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Rural,434.0,51.0,1,87.71521457203824
435,108.3032453024718,189299.89613312512,141.45580212997342,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,435.0,81.0,1,94.07480710079278
436,96.36750889320942,101002.0535612666,78.1780354437021,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,436.0,31.0,1,119.04132913301623
437,87.0592355033882,102759.75075539127,79.91262456105704,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,437.0,31.0,1,113.26441522119828
438,154.5587380837926,327481.48725430586,216.72970150143829,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,438.0,51.0,1,12.317402636675617
439,124.0350348905158,202353.79012965425,153.51791359457653,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,439.0,81.0,1,12.892062443072906
441,119.291756923473,201480.07912358805,146.8083008448445,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,441.0,81.0,1,92.51858959681923
442,166.8798937539953,365621.5225011962,258.3210273040374,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,442.0,81.0,1,32.62021871586137
443,119.87222229718512,196977.19405272344,150.8503666235764,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,443.0,81.0,1,83.31802860438515
444,161.38056490340446,354158.93902989547,242.29854328514926,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,444.0,81.0,1,83.84211682335636
445,158.98034912108648,360664.5312256653,254.40660779634868,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,445.0,81.0,1,24.53420628633831
446,101.45418307706856,175850.63337540286,125.58337321728872,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,446.0,21.0,1,24.372984769021663
448,110.2834699902829,204450.34316418093,154.32844433738654,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,448.0,81.0,1,49.05346998573194
449,125.53307010169992,199685.6491467952,151.36927776718076,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,449.0,81.0,1,24.121665368385514
450,88.04921439315521,79474.87121982247,62.79118678088407,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,450.0,31.0,1,119.90298788527903
451,120.84292385224349,193831.7861648159,146.19929201086094,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,451.0,81.0,1,83.54763152969795
452,165.79015407328822,350269.98698098963,250.1290281379451,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,452.0,81.0,1,82.84211682335636
453,158.54931747908748,356146.77316225186,251.48601377239663,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,453.0,81.0,1,74.05718410099891
454,154.08449927018938,349050.5190061769,249.3965971634356,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,454.0,81.0,1,85.84211682335636
455,166.8007912948719,362321.689459559,247.3329716296672,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,455.0,81.0,1,7.740908878737144
457,77.71497040549237,61790.97796154662,39.698617300488074,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,457.0,1.0,1,21.35149938160591
459,161.55517338163997,366125.4699589227,256.7508467686501,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,459.0,81.0,1,8.156537148813802
460,78.23455226353234,58702.29877618826,37.4990453767537,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,460.0,1.0,1,62.607650961726996
461,134.23376419597682,231010.56698309575,173.39454649900188,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,461.0,81.0,1,20.853639939006165
462,153.97568083776898,339852.0580629609,240.8514216862864,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,462.0,81.0,1,99.52440876216374
463,174.69233498999455,405931.1308286535,281.20784036063253,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,463.0,81.0,1,74.09639542279587
464,76.62540499634535,47983.979207873606,30.01540811109957,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,464.0,1.0,1,115.84405535443045
465,120.43508836220448,204246.0385685435,150.26082080558686,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,465.0,81.0,1,4.107129720715481
467,118.44806519747804,202217.9789185572,150.26561940759242,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,467.0,81.0,1,79.31802860438515
468,114.74311463926931,191297.72762311887,141.68164247591014,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,468.0,81.0,1,84.297893188975
469,85.81870039650958,90820.75613623636,70.37628892803703,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,469.0,31.0,1,30.447979791087924
470,155.5730311041861,355621.38926533406,249.5717403200848,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,470.0,81.0,1,85.51550224469538
471,156.14482840291487,353845.8022692825,249.21993558201405,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,471.0,81.0,1,94.04267781579046
472,81.18250362766426,86393.573474648,68.46286159796443,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,472.0,31.0,1,32.82708914997108
473,155.62642910139039,354187.56721272954,252.65168150472482,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,473.0,81.0,1,17.46864544226611
475,92.90277813196751,101158.09348319637,78.77950407325714,Cooking_yes,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,475.0,31.0,1,40.52596952100089
476,157.47071066501658,346574.1303562122,250.68398186583664,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,476.0,81.0,1,95.29480583685117
477,119.11602861163807,201929.99494921774,150.4663220171274,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,477.0,81.0,1,14.271171801955887
478,84.67979692874633,94663.38597813052,75.28975071826147,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,478.0,31.0,1,27.299913578876033
479,158.17664834968184,361269.3074073845,246.30407402958642,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,479.0,81.0,1,4.4831517274747625
480,179.59034233788697,417720.85547285975,289.0980174520538,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,480.0,81.0,1,10.32743118703912
482,157.26303229473714,350852.9980493018,242.8984565972472,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,482.0,81.0,1,71.84211682335636
484,99.17902654342524,121188.06179007655,93.77122481725344,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,484.0,31.0,1,12.534237512521667
486,182.95870351910892,414973.87746505695,287.3992835488331,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,486.0,81.0,1,15.475497399251012
487,177.85625058265725,404657.78489232354,279.5768692512787,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,487.0,81.0,1,81.34613376351878
488,124.5608088787575,207161.653443002,153.8768675310466,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,488.0,81.0,1,6.486239079598461
489,125.61667605467414,210248.45575010526,156.29474800658375,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,489.0,81.0,1,9.567715480298236
490,161.8775419559655,361355.6074945336,254.61937479232049,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,490.0,81.0,1,13.268084449832028
491,75.80057334687933,42210.30511130417,24.32037343287807,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,491.0,1.0,1,129.07365827974328
492,102.66517833550705,130361.34841594599,98.14326132882923,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,492.0,31.0,1,4.007061941426621
493,122.3964453754297,208555.17072581657,155.50574843593938,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,493.0,81.0,1,9.892062443072906
497,92.1270353295661,101646.77083791512,79.81118900913404,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,497.0,31.0,1,19.59645725721854
498,125.31729592036999,201958.95410978785,145.91716249765733,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,498.0,81.0,1,78.31802860438515
499,126.31936315775246,208462.4925126788,159.49725331544266,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,499.0,81.0,1,2.1071297207154807
500,118.26108111256538,207277.95499357785,156.36600117864486,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,500.0,81.0,1,7.486239079598461
501,87.75005934981077,96486.02605057207,77.22122131848195,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,501.0,31.0,1,10.138139113521914
504,112.84966394413082,123721.8486269516,93.00944457703122,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,504.0,31.0,1,22.424063572230004
505,113.03999127565758,200085.4938570476,137.67642379523312,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Rural,505.0,51.0,1,17.497134762375477
506,166.02266146501225,362147.25053002883,246.23386392045558,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,506.0,81.0,1,5.740908878737144
509,117.46766272041279,197527.1180623588,145.24046112025462,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,509.0,81.0,1,83.84520417548019
510,197.0398490812113,423855.23946744937,284.4666090375129,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,510.0,81.0,1,5.542498464681689
511,162.40033078750568,368291.2659814794,259.2771382061923,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,511.0,81.0,1,8.156537148813802
512,103.95530510640188,185658.59372365964,128.18706321655102,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,512.0,51.0,1,25.428102912511235
513,85.89025374672308,103807.76354802221,81.96860027665713,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,513.0,31.0,1,21.59645725721854
514,118.41548450865557,194344.095329133,146.59660328932858,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,514.0,81.0,1,96.54763152969795
518,84.26743000129245,100764.0967940649,71.07344607518873,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_6,sex_male,Urbanity_Rural,518.0,1.0,1,9.194063952300578
521,159.807454008127,342912.33845792885,234.2706603831229,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,521.0,81.0,1,84.07171974866895
522,101.53050981132627,124020.1853480116,97.41822159352213,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,522.0,31.0,1,13.534237512521667
523,86.53917317225668,93132.45132329117,72.48894183774466,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,523.0,31.0,1,24.299913578876033
524,150.13268817629498,336072.41552811663,223.41096460978008,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,524.0,51.0,1,17.66644109524015
525,84.54537587839306,129274.29007799074,102.356566142585,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,525.0,31.0,1,16.2076229338607
528,184.3369889833409,433565.96874198964,309.26929689843917,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_female,Urbanity_Urban,528.0,81.0,1,3.8390421430241988
529,103.71466365054621,176134.01281539828,122.68409162102787,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,529.0,21.0,1,18.996143026024807
531,113.91713932903988,173816.91473409132,122.07691477303914,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,531.0,21.0,1,19.996143026024807
532,88.08277297345205,83111.3009297292,65.96240058415873,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,532.0,31.0,1,92.67338495996643
533,123.47517583549929,217310.50617063593,162.56952546580018,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,533.0,81.0,1,6.040539909203355
534,96.41940704132,106890.4191536391,83.89691422192513,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,534.0,31.0,1,118.01228720013754
535,97.55069707089147,122160.40826208064,96.2163092725748,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_5,sex_female,Urbanity_Urban,535.0,31.0,1,29.40255479609313
536,94.18145931534868,110127.38174243225,85.95820136706676,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,536.0,31.0,1,100.92978183199801
537,73.49049826274667,95019.1823988658,66.36246454479439,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Rural,537.0,1.0,1,20.37829332832489
538,84.14798252627672,93498.89106792814,65.98694359546818,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,538.0,1.0,1,21.636050479587283
540,108.31170714333228,193061.97204767566,133.8114712415444,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,540.0,51.0,1,2.7003663489822665
541,152.735402723682,311426.3087745306,207.7386281835629,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,541.0,51.0,1,107.5001472943955
542,113.44152487988713,198298.15722572728,144.07377930572878,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,542.0,81.0,1,77.31802860438515
543,145.18652841551202,317730.64059582056,207.8194307699971,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,543.0,51.0,1,83.74336879798805
544,183.07546861550358,407067.2430579832,284.2403923487044,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,544.0,81.0,1,84.64370640930107
546,83.22699155724004,74236.79680921012,61.31180704552256,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,546.0,31.0,1,110.64523073401665
547,157.71725239657042,354296.03907284065,246.90032493600185,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,547.0,81.0,1,72.31494125226149
548,149.21599726137933,327736.08807800314,221.28546787974807,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,548.0,51.0,1,13.317402636675617
549,98.64094838861229,113184.54120086465,88.30663002741403,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,549.0,31.0,1,13.237693834179154
550,106.89055738419451,155602.36504343626,118.0135350527018,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_8,sex_male,Urbanity_Urban,550.0,31.0,1,15.28862881477949
552,125.08894786342552,229923.52998589122,170.89579734136174,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,552.0,81.0,1,37.05420093144024
554,169.56421250430492,349947.69856113737,241.332199131174,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,554.0,81.0,1,77.75961145521678
555,144.5602338679838,326049.5797724031,208.66102046479332,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,555.0,51.0,1,90.1589970680647
556,98.71731444534949,106305.7854750234,83.30810309196974,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,556.0,31.0,1,109.51415356192119
558,148.52831287126224,310291.4624009349,202.9246960764476,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,558.0,51.0,1,107.5001472943955
559,82.5936198696034,78907.72630555823,62.64943091181205,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,559.0,31.0,1,112.90298788527903
560,163.82927939965626,353996.6729273133,255.7797800807904,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,560.0,81.0,1,82.84211682335636
562,85.67247120693709,67564.15492505813,44.0965048419849,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,562.0,1.0,1,11.824323810511029
563,114.91111334703714,166686.54258874597,114.01831164654665,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,563.0,21.0,1,99.74645615011173
564,94.88097150817448,108590.487297881,83.62499713948071,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,564.0,31.0,1,101.51415356192119
565,176.30515633659888,416465.106244896,285.3144170470146,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,565.0,81.0,1,80.31709183064008
566,94.74262265142643,111955.18889875227,87.18827732566275,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,566.0,31.0,1,103.92978183199801
567,97.46861098549671,107227.18105744068,83.29871056464823,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,567.0,31.0,1,107.25639641065882
568,107.13590173534357,165597.74010503993,116.30672627661112,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,568.0,21.0,1,54.28133653902442
569,106.71149484491993,178881.60073367663,125.41350213533484,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,569.0,21.0,1,24.669528447363852
572,165.582252638389,353999.5385275329,248.55505467222162,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,572.0,81.0,1,72.31494125226149
573,121.40619600797399,199572.29380657172,147.49346031639743,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,573.0,81.0,1,88.31802860438515
574,170.32022575517462,378052.00847109157,263.33075568127146,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,574.0,81.0,1,4.0374525570794955
577,85.83192381667807,85824.96985963763,69.00718603194893,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,577.0,31.0,1,14.247418798654007
579,109.98927918505024,168937.67547357164,114.56320114354008,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,579.0,21.0,1,20.367355638819845
580,176.97028745430603,356534.66899995995,245.4955609783809,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,580.0,81.0,1,24.72077346332684
581,162.61388626086946,376939.1797988357,264.22573400474965,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,581.0,81.0,1,6.453080827156153
582,156.99911907219905,348711.2740808189,246.358435214006,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,582.0,81.0,1,85.9601724476507
583,171.90800159228095,413962.580776578,282.28779737509893,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,583.0,81.0,1,80.31709183064008
584,155.72085440455672,376260.3209952689,245.2449391105752,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,584.0,51.0,1,105.53045209872408
585,126.75287365097022,207467.85204582984,153.43529280528617,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,585.0,81.0,1,4.743996230860844
586,168.87512135742904,357869.08421105915,250.6380644643013,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Urban,586.0,81.0,1,31.064888918816727
587,78.94817611518495,76765.63886312133,59.094863308809394,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,587.0,31.0,1,103.2005605310613
588,162.00804792494372,354806.6941040054,244.4447834284109,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,588.0,81.0,1,74.05718410099891
591,188.69560437823762,423907.22074088274,295.1765706926758,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,591.0,81.0,1,17.151150436476346
592,132.13964476315195,206660.14132386303,154.14999430013663,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,592.0,81.0,1,14.567715480298236
593,176.917046783628,362427.577081633,259.13345293868326,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,593.0,81.0,1,20.01731714166918
594,164.6894984842736,343484.4231491305,240.58516041165782,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,594.0,81.0,1,87.29480583685117
595,123.2267501375926,222014.06205559915,162.95758739770525,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,595.0,81.0,1,0.271938803255694
597,164.6984339432173,358877.4691983581,242.7397331202483,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,597.0,81.0,1,72.31494125226149
599,153.13884748398337,353785.63098163396,243.8236869837613,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,599.0,81.0,1,81.51550224469538
600,90.50754346432505,91385.82783770633,71.42223446325717,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,600.0,31.0,1,12.247418798654007
601,112.5393564901085,202924.074876632,155.20207208523638,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,601.0,81.0,1,9.271171801955887
602,121.24853545896778,202653.4620750512,150.29869750345742,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,602.0,81.0,1,9.892062443072906
603,93.160499166792,99537.46929080224,80.22218287409329,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,603.0,31.0,1,118.04132913301623
606,149.45982910775137,330678.58639964927,219.18036556969142,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Rural,606.0,51.0,1,16.733030906752273
607,116.8078482772081,199142.17491457687,151.32752246753043,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,607.0,81.0,1,88.26083244555687
608,163.9556640917696,361945.35082487704,257.3165287573844,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,608.0,81.0,1,62.53000852990404
609,126.25929341455921,195160.4505363669,142.79824748356336,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,609.0,81.0,1,76.31802860438515
610,115.46028691774357,198781.7423241289,148.80015375386125,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,610.0,81.0,1,86.84520417548019
