,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,e_Refrigeration,Income,Electricity,Water,w,wf
232,232,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,425916.34330174007,187.33575046538445,299.78474284199564,47.021989528795814,35.622549367829116
233,233,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,150387.89281364065,100.02372545652798,101.02283546079842,47.021989528795814,15.20623689500937
234,234,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,404799.1315155562,176.76667502470391,281.7956689914886,47.021989528795814,25.07616909745665
235,235,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,246611.38949125327,131.08239525625388,183.67463383190196,47.021989528795814,0.0
236,236,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,159772.70285732253,111.32798753131745,121.6741288721673,47.021989528795814,75.60043572170369
237,237,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,368190.1144943584,168.62637872599976,259.79905901852567,47.021989528795814,0.0
238,238,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,356664.5524939461,162.27055518560718,254.9958418989429,47.021989528795814,70.4608431922523
239,239,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,194064.6357254723,114.64690180032801,144.2539723213488,47.021989528795814,7.670082296742468
240,240,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,166284.03430256175,105.97906437371451,113.3784702392235,47.021989528795814,69.12532912713625
241,241,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,194970.63566130906,115.51239188776236,132.6552144664385,47.021989528795814,19.765010215850953
242,242,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,106094.10977448974,92.28860570031931,69.8365131762166,47.021989528795814,31.119140827059724
243,243,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,390477.71930509526,173.81460897883744,283.56274645284776,47.021989528795814,14.047580965950004
244,244,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,230408.33842714928,132.9699160540724,174.2604890883107,47.021989528795814,19.281798932601024
245,245,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,96660.95265177533,94.35998718391352,65.04224348904198,47.021989528795814,42.55107360056829
246,246,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,87703.91137020384,86.09122933720234,60.40295870620408,47.021989528795814,0.0
247,247,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,372877.7824488666,173.72559607004277,258.9584408981521,47.021989528795814,16.613317641275003
248,248,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,376254.26862575096,173.11152418782848,263.74368059965684,47.021989528795814,25.479513739458586
249,249,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,103362.3077426498,94.8039939177306,80.43512666579434,47.021989528795814,23.98337000170993
250,250,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,395935.35728726396,170.89060360909463,275.40930910783675,47.021989528795814,68.15881668011914
251,251,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,145385.79437336395,109.01405388165969,116.85824444788305,47.021989528795814,0.0
252,252,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,223464.78999316023,129.43730767135114,172.0127797741626,47.021989528795814,23.660788391092623
253,253,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,378436.9069810175,173.33746169467412,274.1842373088197,47.021989528795814,25.479513739458586
254,254,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,87046.78794248188,90.4540409065972,66.69863842192937,47.021989528795814,138.6270516300595
255,255,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,200009.80249955683,125.6284678497115,145.78253611802137,47.021989528795814,129.73604998405318
256,256,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,84806.21292810881,90.01642697141544,64.15285485735107,47.021989528795814,134.46463700805145
257,257,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,104702.64456045613,92.2368341692682,83.47355118956364,47.021989528795814,19.024212907951224
258,258,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,159046.38720792526,110.57189327835717,106.38742036399309,47.021989528795814,76.17827244215323
259,259,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,356212.6783557823,154.60148848588534,256.88291674638316,47.021989528795814,0.0
260,260,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,102238.98357322287,95.17269563010711,78.28891680236029,47.021989528795814,26.077156222968206
261,261,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,198584.53742355577,126.2138112578242,148.00516976947927,47.021989528795814,68.64211784388634
262,262,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,195815.45804675922,122.52154885212957,137.62958177377726,47.021989528795814,19.765010215850953
263,263,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,147270.23463414522,102.7794289538068,115.35056956584594,47.021989528795814,28.542143322551542
264,264,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,235716.0595781861,125.58937539493328,172.7375439954519,47.021989528795814,0.0
265,265,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,235245.18067366089,130.1736731463585,181.49317409303143,47.021989528795814,0.0
266,266,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,158080.70758042723,111.12824710998281,122.82664336251798,47.021989528795814,0.0
267,267,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,94141.27404040466,95.3544190367123,72.28765483009738,47.021989528795814,44.31532133253976
268,268,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,127961.02520614168,96.35448817596077,99.34950614275459,47.021989528795814,50.94086491975026
269,269,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,193336.94630524772,114.41910585589788,145.16235476313125,47.021989528795814,7.670082296742468
270,270,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,130736.13013128546,95.08828385680977,103.03731223996785,47.021989528795814,42.06786231731837
271,271,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,367764.6667726843,167.6792812691251,252.55320750876652,47.021989528795814,41.40545965690745
272,272,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,215708.13504089226,126.92860462851021,156.1510171261594,47.021989528795814,37.49294808728323
273,273,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,358785.0699067478,165.19093220516052,246.3504923708284,47.021989528795814,133.6234037331689
274,274,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,132822.8377005202,103.15089252171197,104.55243655863907,47.021989528795814,89.86778284673993
275,275,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,202837.42712709965,116.60570402562269,153.1585028939337,47.021989528795814,133.89846460606122
276,276,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,207957.52063727484,122.93236806932737,157.13994438125073,47.021989528795814,126.84552129104422
277,277,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,197352.50726848264,120.77395856485556,151.58668462733013,47.021989528795814,129.73604998405318
278,278,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,213922.93060470608,123.69805919885414,168.51707499826884,47.021989528795814,20.31024878837324
279,279,sex_male,Urbanity_Rural,Size_1,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,172365.49994406028,100.98068533542644,118.38205178826657,47.021989528795814,0.0
280,280,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,343147.80145277164,161.5645188549449,238.8597098295723,47.021989528795814,16.5417509601254
281,281,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,196892.66991416024,126.58132624249237,146.0941375203865,47.021989528795814,75.69506115890331
282,282,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,94153.9170747686,98.06267966042972,72.58103179651137,47.021989528795814,129.48032209378422
283,283,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,120389.92334215106,95.03845705684368,96.58618248682838,47.021989528795814,0.0
284,284,sex_female,Urbanity_Rural,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,331516.503740445,160.35228339009487,225.7346551753912,47.021989528795814,20.51839919873085
285,285,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,424130.81764867,179.65197927946772,300.9354543804846,47.021989528795814,32.200679093623215
286,286,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,85095.15487033124,87.62233665059199,67.33356293025827,47.021989528795814,73.3707048678846
287,287,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,356900.0473488164,170.17959334340824,247.2818840695655,47.021989528795814,0.0
288,288,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,132549.73985650114,98.90368448131262,100.87053220425022,47.021989528795814,0.0
289,289,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,216034.48393949177,129.09822419354674,159.88114971376038,47.021989528795814,19.75374938666776
290,290,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,228736.8598469732,126.33782658610869,169.90095449156482,47.021989528795814,21.567002169834364
291,291,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,162143.5884608233,98.69696489656859,107.8591532157203,47.021989528795814,76.17827244215323
292,292,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,54732.30851914474,78.12558685170106,34.63367723210907,47.021989528795814,0.0
293,293,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,388036.9505374553,169.3288383611356,260.7986063625168,47.021989528795814,57.4760323925056
294,294,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,343115.4051904061,158.84479036015688,229.66983104972263,47.021989528795814,15.002742703266662
295,295,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,114101.93812535195,100.53170931459272,88.08983416474939,47.021989528795814,84.95540554885378
296,296,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,88957.52647607,95.43109098623042,70.41675837278883,47.021989528795814,78.3298619616433
297,297,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,82702.06767177371,94.45284298239838,66.16502368215215,47.021989528795814,80.42364818290157
298,298,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,396172.3320438844,174.493890374153,289.54349666248805,47.021989528795814,68.15881668011914
299,299,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,84542.72184141006,90.88543261041102,66.4149907344799,47.021989528795814,73.3707048678846
300,300,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,209608.14071644406,123.73299964808037,157.21429405609874,47.021989528795814,126.84552129104422
301,301,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,80938.9294221249,88.96441934826626,63.62282439870382,47.021989528795814,0.0
302,302,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,101051.59145877048,86.04193929152638,77.23560755004756,47.021989528795814,19.52317931690731
303,303,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,88932.44061828642,92.48510988904054,70.5281286052301,47.021989528795814,0.0
304,304,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,457437.8808784141,188.73040121268062,312.11908430541837,47.021989528795814,0.0
305,305,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,395339.619274456,172.65180885757712,283.7478468545424,47.021989528795814,68.15881668011914
306,306,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,353552.04697861505,159.0383775520126,244.75450263005445,47.021989528795814,70.4608431922523
307,307,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,84680.48899630437,88.19572315893292,66.43077672409551,47.021989528795814,73.3707048678846
308,308,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,139804.24220554635,105.09000835946094,107.06508660947432,47.021989528795814,35.0149190023014
309,309,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,361801.89880335436,171.13068519076936,250.74419125460344,47.021989528795814,135.7171899544272
310,310,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,212288.5924972895,130.17117718264691,156.22405639830444,47.021989528795814,14.794592292909048
311,311,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,137967.65280408115,110.12696930105152,106.4179627671966,47.021989528795814,35.0149190023014
312,312,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,332091.7134268771,158.34989110178878,230.10545291117432,47.021989528795814,41.88867094015737
313,313,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,312201.68829827,137.19973490628686,201.51267405802867,47.021989528795814,14.931176022117056
314,314,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,188787.62384816728,117.70430783505024,140.66483125425938,47.021989528795814,14.723025611759441
315,315,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,368572.57470711006,160.20530106127038,262.84739685680955,47.021989528795814,39.31167343564918
316,316,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,203825.6572863734,117.87962230187891,154.6472478896439,47.021989528795814,0.0
317,317,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,128169.35984298436,98.26564396763423,101.73344805314926,47.021989528795814,50.94086491975026
318,318,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,369490.9621751085,168.63994315072287,255.29435704680202,47.021989528795814,126.5704604181519
319,319,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,374457.1775638715,161.87460847079961,265.4335380568378,47.021989528795814,39.31167343564918
320,320,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,210937.6345455212,121.2905952404902,160.92759541651458,47.021989528795814,39.5867343085415
321,321,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,211854.4550127354,127.48671378778576,159.114146823087,47.021989528795814,21.847535607926027
322,322,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,225643.99459892247,129.4128835230432,166.40432097958254,47.021989528795814,0.0
323,323,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,217115.82260646875,126.2887548954045,159.6389158513711,47.021989528795814,19.75374938666776
324,324,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,429459.43057491677,173.59640265441232,296.33475144084224,47.021989528795814,30.106892872364945
325,325,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,108432.24659074096,88.8034422144106,83.61121726336627,47.021989528795814,28.389375415090893
326,326,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,219051.3744090481,128.4691902555605,164.06852591259366,47.021989528795814,14.794592292909048
327,327,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,230634.48969584852,131.3037780877815,175.47703407117095,47.021989528795814,21.567002169834364
328,328,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,164210.19484138562,104.10597127044385,114.42282251386969,47.021989528795814,0.0
329,329,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,204504.63566431726,122.09617685298944,154.63454582569176,47.021989528795814,68.64211784388634
330,330,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,206288.93444664136,114.48622297767271,149.9709277698852,47.021989528795814,126.84552129104422
331,331,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,247295.45731632647,132.63521764617394,185.57599994856358,47.021989528795814,0.0
332,332,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,112692.7094444098,102.2604036196296,84.01825335442466,47.021989528795814,21.91659973534102
333,333,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,216112.3213654203,122.60989603250972,161.82183064431175,47.021989528795814,19.75374938666776
334,334,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,122406.18935914464,95.51223043847608,93.92531729555985,47.021989528795814,33.20166621913481
335,335,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,200938.3320947045,116.61969014842913,149.85458790589436,47.021989528795814,127.64226376279493
336,336,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,193015.81075661816,120.91408619466078,143.98688140574922,47.021989528795814,69.43886031563702
337,337,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,347063.4264794982,160.91687472059058,244.7937827603888,47.021989528795814,77.51378650726927
338,338,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,311705.5112942487,152.24866993883876,211.50428149885616,47.021989528795814,14.931176022117056
339,339,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,129159.16482728234,101.00292439420157,100.14757231412572,47.021989528795814,42.06786231731837
340,340,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,355309.228994846,162.27185957362926,255.34990566326084,47.021989528795814,75.420000286011
341,341,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,204892.26704077274,120.58784669556955,153.60930837709998,47.021989528795814,66.54833162262807
342,342,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,230943.56010876445,121.48826206587178,171.78753592702842,47.021989528795814,0.0
343,343,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,93047.39495990859,83.16534517950444,75.24967461235785,47.021989528795814,71.27691864662633
344,344,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,210893.64381934173,118.60412318305141,160.81372743296552,47.021989528795814,126.84552129104422
345,345,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,200793.86816985745,119.47601788509745,149.83260997142608,47.021989528795814,0.0
346,346,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,199450.2673146428,124.41898794336613,145.8215391739493,47.021989528795814,68.64211784388634
347,347,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,109278.35869170395,96.5773541819784,84.3328718063745,47.021989528795814,87.04919177011203
348,348,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,356492.295248219,173.15021019391813,250.5931678015982,47.021989528795814,75.420000286011
349,349,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,383275.8284144117,171.41380111660274,270.3122117256789,47.021989528795814,23.38572751820032
350,350,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,84949.6996902149,82.61816070335578,58.535671270472186,47.021989528795814,15.346867703573967
351,351,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,108067.32768788128,91.02809062112459,73.76731088512692,47.021989528795814,0.0
352,352,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,190259.66600386726,123.33159248537932,141.59526122995854,47.021989528795814,71.53264653689527
353,353,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,393232.41776645015,172.98678872125652,259.2918549315353,47.021989528795814,0.0
354,354,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,209904.45216491105,123.423784350478,157.76518103991486,47.021989528795814,126.84552129104422
355,355,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,212603.4017941331,125.56821231199687,159.51703077748698,47.021989528795814,39.5867343085415
356,356,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,389338.25276806677,176.63306321190186,270.44184302408286,47.021989528795814,27.96669779046558
357,357,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,347244.72848552826,162.13430225009887,239.55419828723046,47.021989528795814,9.488807645108421
358,358,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,197134.76072622158,119.77367960223935,146.46429653420563,47.021989528795814,0.0
359,359,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,375064.3421098593,163.5837467120348,272.2334419165947,47.021989528795814,0.0
360,360,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,73690.09235699853,80.18873078745756,51.87703040239201,47.021989528795814,0.0
361,361,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,205251.4749338726,120.28139191541699,149.10387013808972,47.021989528795814,44.99999904153751
362,362,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,92764.79192770476,91.2014221411702,71.15416210603853,47.021989528795814,131.57410831504248
363,363,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,117821.92654827467,102.45285310428864,89.87227418173764,47.021989528795814,0.0
364,364,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,358100.761187756,171.35244660216273,254.0557862139413,47.021989528795814,129.46098911116087
365,365,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,44735.76291472047,78.86950289430588,26.406235864325264,47.021989528795814,80.9068594661515
366,366,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,347495.9316037624,149.24446400878486,246.17586520884038,47.021989528795814,0.0
367,367,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,420806.1180354605,193.75535186139663,286.1425134168056,47.021989528795814,39.25362240864019
