,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
493,128.89322369799999,257887.614188,181.943145879,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,493.0,1.0,1,8.582222760163223
494,105.050300307,182185.365032,124.16492180200001,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,494.0,1.0,1,22.114462213767773
496,135.178709138,275472.626643,195.450317668,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,496.0,1.0,1,28.095582875583922
499,144.376214159,290435.358313,213.59511771900003,AC_yes,Cooking_yes,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,499.0,1.0,1,38.04955291130508
500,110.05232756299999,167391.300399,127.43889780299999,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,500.0,1.0,1,48.5088420563728
501,124.00757766299999,237985.308815,174.98226439099997,AC_yes,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,501.0,1.0,1,16.88305784623617
503,113.802189821,184825.619643,133.39654033,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,503.0,1.0,1,25.957150201152814
504,110.00569409299999,176518.946689,131.500610033,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,504.0,1.0,1,61.8216145057479
505,134.334995039,267607.370269,198.249521868,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,505.0,1.0,1,69.20371470644962
506,113.86121849700001,208212.784525,142.53585030600001,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Rural,506.0,1.0,1,78.07004508269893
507,89.86036703219999,146166.973589,102.509813235,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,507.0,1.0,1,11.834361879699863
510,96.684696235,155970.65983800002,107.18603779799999,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Rural,510.0,1.0,1,14.240151962162734
511,125.81352080299999,227801.71455300003,163.42563981799998,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_1,sex_male,Urbanity_Urban,511.0,1.0,1,25.012571786007882
512,149.083910258,290849.62868200004,206.894226915,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,512.0,1.0,1,12.704733780166997
514,105.47545012299999,134139.300428,96.6695059875,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,514.0,101.0,1,0.40329124541743155
515,138.760582507,266892.643816,191.55400037200002,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,515.0,1.0,1,68.20371470644962
516,97.3644609246,134279.62933599998,101.020180384,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,516.0,101.0,1,0.2695971443096994
518,134.836309226,264315.515614,188.975646548,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,518.0,1.0,1,16.07897729325298
519,124.295339164,198892.24934,144.576966261,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,519.0,1.0,1,21.18602808661375
520,141.252237415,276854.236948,201.95575339200002,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,520.0,1.0,1,69.851330720886
521,97.0419847041,166466.460936,109.82145064299999,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,521.0,1.0,1,11.639567208200386
522,88.3216890826,127297.289978,85.8418004272,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,522.0,1.0,1,64.45239052765206
525,127.31488694,243091.64320500003,175.369968854,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,525.0,1.0,1,18.41716150902114
527,131.685814577,245560.087589,167.575621435,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,527.0,1.0,1,15.182807514125582
528,118.62478160100001,193000.342882,145.489870967,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,528.0,1.0,1,6.6478410501119
529,89.9918226399,104373.85406,67.5563085885,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Rural,529.0,1.0,1,53.975653927787576
530,139.951208919,265510.886648,192.041193647,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,530.0,1.0,1,11.824048692136724
532,138.78010884399998,284074.728844,209.32245183700002,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,532.0,1.0,1,26.745040484317386
533,91.23615433049999,101812.247656,67.4442024111,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Rural,533.0,1.0,1,11.26751918483864
534,128.531918731,235426.761672,172.07605633900002,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,534.0,1.0,1,19.994696713448484
535,144.397070071,290640.026931,211.04099089099998,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,535.0,1.0,1,21.287837245488657
536,120.65285747700001,201378.978627,148.985919612,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,536.0,1.0,1,56.911720600744644
537,123.340392991,217279.81470500003,145.033474273,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,537.0,1.0,1,28.968184829461563
538,136.696514823,270286.427925,193.39490714299998,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,538.0,1.0,1,8.204476333889053
539,146.024641794,275222.216892,192.700712879,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,539.0,1.0,1,12.204476333889053
541,114.484705099,205337.280142,136.116366579,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,541.0,1.0,1,70.07746308666248
542,133.082160566,268184.63431500003,186.25456568299998,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,542.0,1.0,1,15.582222760163223
543,139.48216030700002,260930.320621,186.087653702,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,543.0,1.0,1,66.24217981630292
544,150.655830804,266778.35114600003,191.480724783,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,544.0,1.0,1,24.32264481952356
546,132.08590263600001,259355.09592,192.711913025,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,546.0,1.0,1,48.85247714722121
547,127.46600559299999,238206.124138,174.01982158,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,547.0,1.0,1,21.752870781474968
548,125.10442900700001,247878.59100900003,181.010622995,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,548.0,1.0,1,15.714405671621677
550,143.655392177,293226.014391,216.58997188,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_10,sex_male,Urbanity_Urban,550.0,1.0,1,28.000004763994816
551,94.0742816498,150121.831253,105.72789108399999,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_8,sex_male,Urbanity_Rural,551.0,101.0,1,0.2835049192501451
553,144.148338391,308898.922931,218.934460031,AC_yes,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_9,sex_female,Urbanity_Rural,553.0,1.0,1,31.38348195658856
554,119.68200325299999,238184.446867,165.715336505,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_8,sex_male,Urbanity_Rural,554.0,1.0,1,16.644190907523154
555,140.16874290299998,261957.414298,191.202600804,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,555.0,1.0,1,53.01503605435214
556,129.41134704,209483.142541,155.133973259,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,556.0,1.0,1,77.91057417440943
557,131.39007505200001,226197.648085,167.011138046,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,557.0,1.0,1,28.007644759961032
558,136.095295719,235049.068705,173.672594199,AC_yes,Cooking_yes,Lighting_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,558.0,1.0,1,38.476121337438066
559,122.83941627899999,266758.467489,189.56612512599997,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,559.0,1.0,1,69.24217981630292
560,85.7283250005,133104.004354,89.40756133020002,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,560.0,1.0,1,66.45239052765206
561,112.08885478100001,213630.9525,159.537355021,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,561.0,1.0,1,53.87325549089134
562,124.703503008,246623.229008,177.61307577099998,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,562.0,1.0,1,55.48515217461164
563,116.164374306,181471.78554,132.735124469,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,563.0,1.0,1,20.71348267488221
565,82.8144632686,103665.656195,67.39187583180001,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,565.0,101.0,1,0.022960815106102928
566,108.05860051100001,178665.490437,128.82759806,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,566.0,1.0,1,18.800543338057444
567,127.175203544,226109.063439,171.025400987,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,567.0,1.0,1,14.725512123837138
569,136.688592288,271155.405941,198.731957614,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,569.0,1.0,1,12.446302265862546
571,125.256037145,214220.010227,161.49116772600001,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,571.0,1.0,1,65.91057417440943
572,142.480616362,276496.02048,205.869048297,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,572.0,1.0,1,28.58107633382801
573,123.37182620200001,228588.201797,165.902492155,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,573.0,1.0,1,27.007644759961032
574,107.520157188,182207.138298,125.313531,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,574.0,1.0,1,20.114462213767773
575,128.201843744,226479.41146,166.201231342,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,575.0,1.0,1,19.522151301716946
577,106.86324212299999,155330.900128,116.771874363,AC_yes,Cooking_no,Lighting_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,577.0,101.0,1,0.27939949965445265
579,87.9862885231,107540.949408,69.6171350249,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Rural,579.0,1.0,1,8.025693252865146
580,113.403783715,191436.722402,140.989058612,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,580.0,1.0,1,65.22740458821079
582,95.66460595790001,107254.768706,81.37034909260001,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,582.0,101.0,1,0.12319091134953197
583,97.65382929110001,117991.02847,92.1416406715,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,583.0,101.0,1,0.4905158839591035
584,131.298815316,235299.582836,168.535915069,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,584.0,1.0,1,17.725512123837138
588,91.5187995396,92074.4238362,60.2722131907,AC_yes,Cooking_yes,Lighting_yes,age_26_35,Education_High_School,Size_1,sex_female,Urbanity_Rural,588.0,1.0,1,19.908863621646677
589,141.888583528,265536.381441,187.12714589599997,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,589.0,1.0,1,73.44554063842314
591,121.949084898,246115.715785,181.685280286,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,591.0,1.0,1,18.714405671621677
592,109.78044008399999,164233.57772899998,123.761147776,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,592.0,1.0,1,47.306412796030116
593,112.276732897,183044.978392,133.06500288799998,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,593.0,1.0,1,31.802384932354528
594,141.846895634,276716.554022,207.11716225400002,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,594.0,1.0,1,72.6095047889125
595,129.42887506600002,231265.875263,175.279205552,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,595.0,1.0,1,68.27789914701904
596,142.958525356,280740.638141,201.770972985,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,596.0,1.0,1,66.851330720886
597,124.81837898799999,226050.48106100003,170.668964835,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,597.0,1.0,1,27.007644759961032
598,112.464946211,174557.655427,124.48994488,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,598.0,1.0,1,69.06344043772141
599,138.037355348,277695.69622600003,196.58243754,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,599.0,1.0,1,18.298943697704118
601,125.488116312,231829.325996,167.01517568399998,AC_yes,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_1,sex_female,Urbanity_Urban,601.0,1.0,1,19.66018780044425
602,107.735368014,189523.425073,137.92780026,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,602.0,1.0,1,18.94420215464025
604,101.10782543799999,164992.057351,116.180346274,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,604.0,1.0,1,15.639567208200386
605,140.93862784200002,263627.86269000004,190.54245614799999,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,605.0,1.0,1,18.242941443742342
606,118.35307781799999,209443.888405,159.463223904,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,606.0,1.0,1,55.31751068320753
607,107.245941262,132332.109001,97.26152310959999,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,607.0,101.0,1,0.16018551705472817
609,136.48056195700002,250867.993577,184.32491995200002,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,609.0,1.0,1,22.956231603595175
610,150.470151325,294271.88191500003,209.932324588,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,610.0,1.0,1,20.529663177462158
612,141.069640746,291708.265508,212.57888335200002,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Graduate,Size_6,sex_female,Urbanity_Urban,612.0,1.0,1,8.099486541193256
615,112.469505952,218643.066956,150.544171022,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,615.0,1.0,1,54.483253169125334
616,126.62880902299999,261181.558994,187.640594864,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,616.0,1.0,1,53.85247714722121
617,122.255481692,202350.374782,147.769920194,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,617.0,1.0,1,59.911720600744644
619,113.51995227100001,188188.093311,138.000701112,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,619.0,1.0,1,65.22740458821079
620,136.39270099700002,291231.19001,209.102891004,AC_yes,Cooking_yes,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,620.0,1.0,1,37.04955291130508
621,109.87172148399999,163846.889823,124.11004083899999,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_1,sex_female,Urbanity_Urban,621.0,1.0,1,4.0425332453973795
622,117.97833418100001,178458.426698,130.77992929200002,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,622.0,1.0,1,68.10190554757472
623,133.41432578799999,244202.986739,174.964621447,AC_yes,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,623.0,1.0,1,64.924067351077
624,127.48046693399999,227119.994871,165.874211828,AC_yes,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,624.0,1.0,1,6.656407200732618
630,91.2270659203,142479.34826099998,99.14355233040001,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_1,sex_female,Urbanity_Rural,630.0,1.0,1,28.475706316507896
631,137.21281099200002,243494.820256,174.10466840200004,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,631.0,1.0,1,62.48515217461164
633,154.041255877,331716.192122,241.63671976,AC_yes,Cooking_no,Lighting_yes,age_76_85,Education_College,Size_7,sex_male,Urbanity_Urban,633.0,1.0,1,26.317621055971095
636,133.005473244,256255.527248,188.27026716400002,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,636.0,1.0,1,19.581125659510512
637,108.92935937600001,189070.629606,130.532464894,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,637.0,1.0,1,25.383646803379108
638,86.06378549809997,112392.444931,73.5713432567,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,638.0,101.0,1,0.4454256106787682
639,103.15777452100001,155349.076873,116.040992241,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,639.0,101.0,1,0.011738833266498716
640,141.920811546,280993.550623,204.21050435400002,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,640.0,1.0,1,19.05711776573062
641,134.083536025,289106.901052,203.770014135,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,641.0,1.0,1,14.462907848193488
642,122.80956193799999,220978.582499,159.099872734,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,642.0,1.0,1,11.328201840359618
643,137.482809195,276972.409692,199.15733291700002,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,643.0,1.0,1,12.27123166315771
644,149.621069711,289892.183974,211.32752049099997,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,644.0,1.0,1,14.529663177462158
645,138.306744149,280571.345446,201.233976154,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,645.0,1.0,1,13.27123166315771
646,109.366502525,165091.49772400002,122.99666132799999,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,646.0,1.0,1,49.06458686405665
647,118.755321046,210324.827631,153.198122567,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,647.0,1.0,1,47.87325549089134
648,113.97095638100001,192964.457565,143.42408943,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,648.0,1.0,1,16.242050967649032
653,103.066052295,163352.700999,121.631100931,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,653.0,101.0,1,0.3537196833486753
654,108.868787201,183437.483622,128.758164507,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,654.0,1.0,1,24.383646803379108
655,85.0912853045,85370.13139610001,57.451088543999994,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,655.0,101.0,1,0.14219909818727672
656,96.5308127438,141346.935616,97.9723124314,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Rural,656.0,1.0,1,12.711583669395925
657,106.485822399,172497.002886,128.941151646,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,657.0,1.0,1,3.2001225594615264
658,106.92841491200001,181558.691491,136.593566199,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,658.0,1.0,1,67.8216145057479
659,127.28312041,229269.534812,166.67886275700002,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,659.0,1.0,1,74.0360732150455
660,117.46156392299999,213214.571625,158.843758828,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,660.0,1.0,1,80.66874824243595
662,107.59554902200001,157983.683253,118.299552495,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,662.0,1.0,1,9.394917230961006
663,141.451134069,264818.349459,191.76665317799998,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,663.0,1.0,1,56.68851299673183
664,88.96393347530001,132009.89335899998,93.6370471197,AC_yes,Cooking_no,Lighting_yes,age_66_75,Education_High_School,Size_2,sex_male,Urbanity_Rural,664.0,1.0,1,18.29937515884271
665,118.41861016899999,199290.136655,147.91366289299998,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,665.0,1.0,1,54.15354653271814
666,114.93752315,205653.459512,154.628347556,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,666.0,1.0,1,55.911720600744644
667,102.251479336,159024.714203,121.35691479,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_2,sex_female,Urbanity_Urban,667.0,1.0,1,64.70593130086463
668,124.688695612,217054.034227,159.546087841,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,668.0,1.0,1,8.414581268759123
669,120.91431631299999,243678.390464,176.492475774,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,669.0,1.0,1,42.63251074277008
670,134.968549645,267035.079396,197.62488156599997,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,670.0,1.0,1,32.29267212007578
671,125.823371471,228035.344452,170.860364038,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,671.0,1.0,1,10.414581268759123
672,101.016046102,167282.158916,117.642765076,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,672.0,1.0,1,48.909821595258364
674,141.378348609,254827.874728,177.926512791,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,674.0,1.0,1,47.68851299673183
675,140.698819197,252126.125713,176.11815694900002,AC_yes,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,675.0,1.0,1,71.63136431643484
676,128.506399047,262742.683514,182.406715147,AC_yes,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,676.0,1.0,1,79.84505914325766
678,130.931748753,231282.62771,171.69230390299998,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,678.0,1.0,1,76.27789914701904
679,123.783572423,199941.431984,149.993986823,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,679.0,1.0,1,11.445411789769235
680,126.18187930299999,251602.064676,183.324182304,AC_yes,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,680.0,1.0,1,63.890942257074514
681,120.138592234,228611.446476,154.366419975,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,681.0,1.0,1,25.929719719608265
682,137.68907770299998,264210.117203,183.63152668900003,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,682.0,1.0,1,12.582222760163223
683,112.661102495,157784.98700599998,115.608521684,AC_yes,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,683.0,1.0,1,9.394917230961006
684,98.64904921950001,108998.410381,76.7003595808,AC_yes,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_1,sex_female,Urbanity_Rural,684.0,1.0,1,4.673309267301507
686,85.0086418553,97725.3647715,66.1959674054,AC_yes,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,686.0,101.0,1,0.03590886161864404
