,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
232,232,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,398150.33955518564,168.45459362862525,276.1633953542896,45.64818763326226,47.07098355478418
233,233,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,335101.184875303,160.97763110212327,239.415732667489,45.64818763326226,8.765343366394886
234,234,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,213209.93892843486,124.85601614273224,159.2457139400284,45.64818763326226,12.481528668714056
235,235,sex_female,Urbanity_Rural,Size_6,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,113601.40138567428,91.4826157351148,80.18529456462866,45.64818763326226,41.10866330392782
236,236,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,390997.54888469883,172.14137952504836,278.43302082329757,45.64818763326226,19.192744085277248
237,237,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,122682.7378345184,94.33189753842908,96.56351003588152,45.64818763326226,12.766743478135968
238,238,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,397197.81090540695,172.58826404306993,284.24382316891564,45.64818763326226,84.66698914870048
239,239,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,346433.22401503,155.50578280106907,235.8584591704437,45.64818763326226,22.055222522629524
240,240,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,345551.9008869021,169.47159624576145,246.20094705038508,45.64818763326226,5.804092243382246
241,241,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,360428.2636059851,155.91005158678325,253.2579167925213,45.64818763326226,11.073252577329395
242,242,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,371408.7075279636,159.0558229249309,262.29064735846407,45.64818763326226,2.1891655420352376
243,243,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,130586.75550747631,101.50369051761541,101.56453158149824,45.64818763326226,0.0
244,244,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,129612.2466517681,104.42627007967906,99.49210129987968,45.64818763326226,6.329553927088805
245,245,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,396484.22431455844,177.2674178964713,278.9623190003569,45.64818763326226,84.66698914870048
246,246,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,424763.0124755116,175.58030279115184,296.57146142010464,45.64818763326226,29.20962433229178
247,247,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,346260.6828766349,149.38668199471175,232.5569592491301,45.64818763326226,0.0
248,248,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,82210.77971118393,82.42558168219892,65.37222825223687,45.64818763326226,67.27325227297474
249,249,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,385063.00724076096,158.51900006468853,274.3411121740244,45.64818763326226,0.0
250,250,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,366721.326964564,156.91137926368066,253.84894715657475,45.64818763326226,39.193827443859995
251,251,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,370226.914785406,163.75590702715152,268.7608483340706,45.64818763326226,51.4106874117851
252,252,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,84529.20619640412,97.25040307629635,66.297955279815,45.64818763326226,84.0628426199642
253,253,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,349633.0446467415,162.84152454593357,237.85618784560458,45.64818763326226,87.85349153825312
254,254,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,179199.40060992673,104.4029641211497,124.7763842096772,45.64818763326226,49.79513124746129
255,255,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,78621.47431828018,91.54664232655064,52.406920514685964,45.64818763326226,67.40240336922773
256,256,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,76288.07824514683,90.62465272540572,60.78607017403874,45.64818763326226,10.993790701984516
257,257,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,109986.25875549273,99.0583767871768,86.86994162801308,45.64818763326226,23.81208301037724
258,258,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,114865.04520801225,97.09069192656506,91.0336094659612,45.64818763326226,0.0
259,259,sex_female,Urbanity_Rural,Size_1,age_19_25,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,30631.436954850986,63.06343382972882,15.999701618941431,45.64818763326226,83.55587029347625
260,260,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,387738.7421352672,170.3164237498571,273.82195511414244,45.64818763326226,0.0
261,261,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,119194.77912802904,90.27557068975858,94.92566232870537,45.64818763326226,54.79669733828783
262,262,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,319455.9220111732,144.11864670184133,218.13819329487495,45.64818763326226,0.0
263,263,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,217945.09457663336,115.4177620612896,162.42651374520932,45.64818763326226,0.0
264,264,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,401709.91531183437,166.23182698229343,285.52852348988534,45.64818763326226,84.66698914870048
265,265,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,383712.8089458799,169.36166436817862,276.1665094840952,45.64818763326226,0.0
266,266,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,129226.02880694074,90.59866573720505,102.81083247852447,45.64818763326226,44.02757059410339
267,267,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,351997.3157114525,150.0021734997293,242.68155128787126,45.64818763326226,0.0
268,268,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,92748.0163074677,82.48908764274671,69.93769850405779,45.64818763326226,124.20775677122576
269,269,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,103276.23787648689,84.28371039031586,74.96004623990045,45.64818763326226,23.748713423436087
270,270,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,363744.814540075,160.92561982338898,266.4461685050336,45.64818763326226,102.3247283072311
271,271,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,118454.93596540725,95.37128263223612,83.04914310600545,45.64818763326226,0.0
272,272,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,125409.63366727153,91.99785321859491,96.9174679579837,45.64818763326226,53.00791797099461
273,273,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,86484.33279484554,84.47975158055374,57.616375970888846,45.64818763326226,107.64357786208639
274,274,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,371631.8890209661,163.61228799354012,259.0122151662273,45.64818763326226,51.314427070188025
275,275,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,337349.0769202652,153.836738644014,230.8649403616943,45.64818763326226,58.0636830181688
276,276,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,206635.88134502075,119.56606570540842,153.29410577034656,45.64818763326226,23.74612735893284
277,277,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,375976.19866272865,158.01104274804595,270.2979624490284,45.64818763326226,13.52015006157639
278,278,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,130187.74124269352,93.7638846518861,99.65882617457035,45.64818763326226,15.213640962382957
279,279,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,93976.11318200197,91.33335576412807,72.94102570434487,45.64818763326226,107.51442676583338
280,280,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,87005.37634016442,84.66098888041086,58.79993891971993,45.64818763326226,7.4117547552934315
281,281,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,209740.3104438432,123.01625301867382,157.92276074695653,45.64818763326226,109.39693379838079
282,282,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,182724.9390341817,110.06432572152113,136.29597987733493,45.64818763326226,15.837548857544558
283,283,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,183436.32313055862,103.05406207574852,125.02233451435984,45.64818763326226,24.121453865177685
284,284,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,381736.00694104686,158.5700436783207,271.84751025730645,45.64818763326226,0.0
285,285,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,138973.33880833274,111.45295619519531,109.98924641373324,45.64818763326226,0.0
286,286,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,105579.94847222844,94.49811068849306,81.09431502970995,45.64818763326226,0.0
287,287,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,373334.7237439127,162.1068762721371,265.43070478060645,45.64818763326226,4.539802684685167
288,288,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,125000.22788842044,94.38678202792623,95.45493911937031,45.64818763326226,95.03787183114645
289,289,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,180699.78419599863,106.07638709965036,127.16095800142014,45.64818763326226,103.94568473394119
290,290,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,99893.39318836037,88.71396147557438,77.55934786963266,45.64818763326226,56.504125528790304
291,291,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,76679.38001123369,85.47113813069569,59.235068012279314,45.64818763326226,10.897530360387446
292,292,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,371991.78365948383,167.02277120981918,265.4708620203776,45.64818763326226,51.314427070188025
293,293,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,411041.4740974323,168.1520213771592,290.9544804743104,45.64818763326226,94.46635809048026
294,294,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,111625.1733854278,90.58978578773136,86.98004500991068,45.64818763326226,89.45072209746267
295,295,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,417193.5800237353,177.32746120633877,288.78737023074285,45.64818763326226,17.782379471153572
296,296,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,205323.4527961637,118.08717720790622,153.12087024916372,45.64818763326226,0.0
297,297,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,102735.33177999587,95.16684349826966,82.50593841594487,45.64818763326226,33.075000184875364
298,298,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,149223.64484040596,107.88095211999295,122.484159137303,45.64818763326226,20.886234986083817
299,299,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,357690.9490456953,150.59816664592628,249.1612162094956,45.64818763326226,0.0
300,300,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,406121.3180560736,170.13773099602818,278.17634988948896,45.64818763326226,71.94645251440343
301,301,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,94152.00111435028,86.5868640737923,72.57478083536384,45.64818763326226,107.61068710743044
302,302,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,132013.41755108745,91.901285054178,103.37750308766644,45.64818763326226,56.22807560652376
303,303,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,207976.38459613,116.63300749181519,157.20364992927026,45.64818763326226,0.0
304,304,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,350068.74219375197,157.7839339809745,248.19273838403998,45.64818763326226,5.804092243382246
305,305,sex_female,Urbanity_Urban,Size_8,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,404217.96384842595,180.44351842422986,278.76299823256016,45.64818763326226,79.83634674527984
306,306,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,90465.39188785462,89.55264897840519,71.34588694845694,45.64818763326226,58.3891652376806
307,307,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,111156.04832943369,91.3714342030056,88.19890712050463,45.64818763326226,40.505413015769626
308,308,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,86467.44014931537,78.71588748987939,58.436480616420525,45.64818763326226,58.325795650739444
309,309,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,377253.8601240635,161.3126618226495,261.77395047190663,45.64818763326226,0.0
310,310,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,359559.0273027857,156.38375331523125,257.31829315015256,45.64818763326226,11.073252577329395
311,311,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,340500.95184693736,152.58614758737625,223.28016671560852,45.64818763326226,17.049248374028007
312,312,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,328511.618654734,148.68889802391197,224.45094026912895,45.64818763326226,56.72856509152995
313,313,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,208703.7258356896,118.71257863841437,154.422800575203,45.64818763326226,60.17541192863093
314,314,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,106133.13337217938,93.01939474783079,81.57254624799748,45.64818763326226,89.45072209746267
315,315,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_no,AC_yes,200487.13328231472,113.23298035980608,150.5051338942565,45.64818763326226,43.000005178754336
316,316,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,412046.6321075105,173.60130803457713,286.9960617067966,45.64818763326226,26.762726848044796
317,317,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,110599.74625148307,87.92879137659322,83.92859678095547,45.64818763326226,63.77704471517905
318,318,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,80628.78277090036,87.02947201352795,63.60698721287983,45.64818763326226,61.35041636069324
319,319,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,192179.79894357984,112.90149410124486,141.05672262968784,45.64818763326226,12.78003739293485
320,320,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,355976.20203207724,156.88270744039949,251.56748714957988,45.64818763326226,62.08355381437248
321,321,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,336829.6462528878,141.23024787569938,223.56731489307515,45.64818763326226,17.049248374028007
322,322,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,359694.1886632472,156.4639274012535,247.86630517692382,45.64818763326226,96.40189239494958
323,323,sex_male,Urbanity_Rural,Size_2,age_26_35,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,308087.83139880287,139.18804224431693,202.85313312973682,45.64818763326226,68.67016359143382
324,324,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,205880.74527660254,114.6254695802563,153.32526186102336,45.64818763326226,18.145458068479066
325,325,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,360212.3601517444,159.17497295199126,250.91342816755775,45.64818763326226,62.08355381437248
326,326,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,117672.29240960744,93.64214678383638,90.94376183638114,45.64818763326226,63.77704471517905
327,327,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,366188.3282446954,160.0777959570854,250.34098343286308,45.64818763326226,37.282046565706075
328,328,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,236261.4231718088,131.32203486749978,182.5462878518648,45.64818763326226,17.284602199535705
329,329,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,200471.0617874764,116.53644978807743,137.99112535496724,45.64818763326226,20.813700511987324
330,330,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,120214.88961149914,93.1137724967562,95.09230032456192,45.64818763326226,0.0
331,331,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,142544.42393110794,97.98141492493514,111.22661024938671,45.64818763326226,20.219615110984467
332,332,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,235856.0456377221,135.7653120655918,179.88091602296856,45.64818763326226,0.0
333,333,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,391037.5840634849,186.2652806191333,277.6505395612657,45.64818763326226,0.0
334,334,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,205479.1953744005,113.52677410888869,153.53409112247343,45.64818763326226,60.17541192863093
335,335,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,81296.74348318506,89.10734439853846,64.24069469068479,45.64818763326226,2.013443325093294
336,336,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,108429.45199556943,99.83826984660746,83.49122735086502,45.64818763326226,7.497583144188815
337,337,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,73786.8686924983,79.71130437156458,47.72173488601493,45.64818763326226,27.24492098123179
338,338,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,110393.41132573428,90.59287901582451,85.92626446617214,45.64818763326226,23.71582266878017
339,339,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,89226.40748683015,85.19399708016319,69.49675289049857,45.64818763326226,58.3891652376806
340,340,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,206088.90326250732,127.43324671737581,149.87760923380233,45.64818763326226,18.241718410076125
341,341,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,62068.76097895441,85.60137604431083,39.43294858258445,45.64818763326226,48.00888455651096
342,342,sex_male,Urbanity_Rural,Size_4,age_26_35,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,56147.210774682004,78.8896120402311,33.533424061555124,45.64818763326226,25.392718638837064
343,343,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,104483.73495161584,91.18928512978079,80.27663023511403,45.64818763326226,66.83455617978876
344,344,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_High_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,117773.27590704676,87.8352840483573,91.99299974755951,45.64818763326226,0.0
345,345,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,216623.56381538537,126.55800069202841,161.76371321146647,45.64818763326226,100.51284676308661
346,346,sex_male,Urbanity_Rural,Size_3,age_26_35,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,317912.8089060095,139.2643605019085,211.1961648602464,45.64818763326226,108.91133808429242
347,347,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,81001.10024642365,89.279046952073,62.98761779131434,45.64818763326226,110.66819857204015
348,348,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,94993.98576365158,92.67410853793008,74.63965218464769,45.64818763326226,107.51442676583338
349,349,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,387096.3190357592,159.21463094820243,272.30864815802903,45.64818763326226,19.096483743680185
350,350,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,381330.23822845187,170.4707585459911,267.2157941520776,45.64818763326226,18.5261242101779
351,351,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,360197.9834305449,159.95849147383163,254.33613553676,45.64818763326226,16.5776615261861
352,352,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,219953.9254547801,122.93811054139448,162.79406009605802,45.64818763326226,0.0
353,353,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,228315.0994395589,123.561154143179,169.81234929994568,45.64818763326226,0.0
354,354,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,224044.67512612077,120.99906786450444,167.36736588966102,45.64818763326226,0.0
355,355,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,176821.12713465485,101.28659809023456,122.43292200092337,45.64818763326226,49.79513124746129
356,356,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,362219.79081248,166.3626135963247,256.63798174307004,45.64818763326226,127.9984056895147
357,357,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,370050.9101135822,163.31172490883137,260.74074236490225,45.64818763326226,14.293410212858541
358,358,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,191185.11894033122,114.14642545781864,139.22906240078137,45.64818763326226,94.82943668780574
359,359,sex_male,Urbanity_Urban,Size_4,age_76_85,Education_Post_Secondary,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,233453.94934597483,124.8688896643238,169.8954505722813,45.64818763326226,23.165145753589723
360,360,sex_female,Urbanity_Urban,Size_5,age_76_85,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,245492.76940380316,133.8758441474008,177.54237301563617,45.64818763326226,19.287032866897075
361,361,sex_female,Urbanity_Rural,Size_4,age_26_35,Education_Elementary_School,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,58565.30939534537,77.82178583977424,37.69457728372238,45.64818763326226,16.316110920348766
