,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
321,141.23024787569938,336829.6462528878,223.56731489307515,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,321.0,51.0,1,15.049248374028007
322,156.4639274012535,359694.1886632472,247.86630517692382,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,322.0,81.0,1,59.40189239494957
323,139.18804224431693,308087.83139880287,202.85313312973682,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Rural,323.0,51.0,1,54.67016359143382
324,114.6254695802563,205880.74527660254,153.32526186102336,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,324.0,81.0,1,13.145458068479066
325,159.17497295199126,360212.3601517444,250.91342816755773,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,325.0,81.0,1,39.08355381437247
326,93.64214678383638,117672.29240960744,90.94376183638114,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,326.0,31.0,1,58.777044715179045
327,160.0777959570854,366188.3282446954,250.34098343286308,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_7,sex_male,Urbanity_Rural,327.0,51.0,1,28.282046565706075
328,131.32203486749978,236261.4231718088,182.5462878518648,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,328.0,81.0,1,14.284602199535705
329,116.53644978807743,200471.0617874764,137.99112535496724,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Rural,329.0,51.0,1,14.813700511987324
331,97.98141492493515,142544.42393110794,111.22661024938671,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,331.0,31.0,1,17.219615110984467
334,113.52677410888869,205479.1953744005,153.53409112247343,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,334.0,81.0,1,41.175411928630936
335,89.10734439853846,81296.74348318506,64.24069469068479,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,335.0,31.0,1,2.013443325093294
336,99.83826984660746,108429.45199556943,83.49122735086502,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,336.0,31.0,1,6.497583144188815
337,79.71130437156458,73786.8686924983,47.72173488601493,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,337.0,1.0,1,27.24492098123179
338,90.59287901582451,110393.41132573428,85.92626446617214,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,338.0,31.0,1,19.715822668780174
339,85.19399708016319,89226.40748683015,69.49675289049857,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,339.0,31.0,1,55.3891652376806
340,127.4332467173758,206088.90326250726,149.87760923380233,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,340.0,81.0,1,10.241718410076125
341,85.60137604431083,62068.760978954415,39.43294858258445,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,341.0,1.0,1,47.008884556510964
342,78.8896120402311,56147.210774682004,33.533424061555124,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,342.0,1.0,1,24.392718638837067
343,91.18928512978079,104483.73495161584,80.27663023511403,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,343.0,31.0,1,54.83455617978876
345,126.55800069202841,216623.56381538537,161.76371321146647,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,345.0,81.0,1,64.51284676308659
346,139.2643605019085,317912.8089060095,211.1961648602464,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Rural,346.0,51.0,1,85.91133808429242
347,89.279046952073,81001.10024642365,62.98761779131434,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,347.0,31.0,1,90.66819857204015
348,92.67410853793007,94993.98576365158,74.63965218464769,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,348.0,31.0,1,94.51442676583338
349,159.21463094820243,387096.3190357592,272.30864815802903,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,349.0,81.0,1,12.096483743680185
350,170.4707585459911,381330.23822845187,267.2157941520776,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,350.0,81.0,1,8.526124210177898
351,159.95849147383163,360197.9834305449,254.33613553676003,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,351.0,81.0,1,9.577661526186098
355,101.28659809023456,176821.12713465485,122.43292200092337,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,355.0,21.0,1,44.79513124746129
356,166.36261359632468,362219.79081248,256.63798174307004,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,356.0,81.0,1,75.9984056895147
357,163.31172490883137,370050.9101135822,260.74074236490225,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,357.0,81.0,1,12.29341021285854
358,114.14642545781864,191185.11894033122,139.22906240078137,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,358.0,81.0,1,59.829436687805725
359,124.86888966432379,233453.94934597483,169.8954505722813,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_76_85,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,359.0,81.0,1,16.165145753589726
360,133.8758441474008,245492.7694038032,177.54237301563614,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_76_85,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,360.0,81.0,1,13.287032866897075
361,77.82178583977424,58565.30939534537,37.69457728372238,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,361.0,1.0,1,16.316110920348766
362,121.7598965339881,216847.88771807426,163.55500579426683,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,362.0,81.0,1,26.285685558118452
363,159.28950518773212,365820.6991314319,251.43721241654643,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,363.0,81.0,1,26.193827443860002
364,151.522064746133,333939.0028323673,219.94223137054954,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,364.0,51.0,1,32.72292575631161
365,96.86166129035132,129763.26659974856,102.15346420903441,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,365.0,31.0,1,44.22807560652376
366,155.05914494678768,364666.8020669151,256.3350568824935,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,366.0,81.0,1,74.0180583126235
367,144.4341752669338,326092.66845610825,214.59710160877827,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,367.0,51.0,1,108.52750400196635
368,110.56633758634932,197964.6135850829,146.82245153073546,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,368.0,81.0,1,49.15575930552215
369,50.846100026892174,90352.84401127472,70.46078743835538,AC_no,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,369.0,31.0,1,5.719706312349143
370,90.27723713371219,81404.34743608987,53.58249575349975,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,370.0,1.0,1,67.40240336922773
372,120.31930114340616,207584.14839544735,155.74396447808957,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,372.0,81.0,1,83.09026380377315
373,128.00199725626655,205534.31368715235,153.01622899170752,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,373.0,81.0,1,13.746127358932839
374,181.3413176035318,414790.32990849216,285.08180897698827,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,374.0,81.0,1,11.858987189641862
375,120.61278926059471,197813.3645016289,150.58204281626215,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,375.0,81.0,1,46.252019647119226
376,158.09366552938792,349644.8322861273,239.16696723601882,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,376.0,81.0,1,38.23732562057927
377,117.59816995083088,199922.0097545605,151.9662082451855,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,377.0,81.0,1,41.15575930552215
382,93.89333047299179,134861.24036707243,102.5138309872603,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,382.0,31.0,1,43.027570594103395
383,115.1146422987016,212546.50019330528,155.13322747769496,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,383.0,81.0,1,72.41658642148957
384,101.53318561139608,156154.28555570685,110.31397169591965,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,384.0,21.0,1,15.40539604698354
385,90.84277354299532,101049.12841198695,81.74105473291566,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,385.0,31.0,1,31.171260526472423
387,145.4588212556817,316269.5087633786,210.13815063360104,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Rural,387.0,51.0,1,8.333190555833866
388,90.98612766033314,95297.66385682118,70.84203640264427,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,388.0,31.0,1,94.61068710743044
389,162.03913911966586,374606.59190097713,259.9421897892417,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,389.0,81.0,1,29.334079693296815
390,148.8642877200344,361508.9765083303,257.3616438756497,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,390.0,81.0,1,91.9984056895147
391,111.64432013957425,211321.31903952736,158.8506686120714,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,391.0,81.0,1,30.266032935009683
392,147.77992447284106,323665.5487267445,219.76078119558937,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,392.0,51.0,1,48.70891246842119
393,115.26488142647553,175596.48600739936,121.1841409629361,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,393.0,21.0,1,23.990974358056892
394,117.46895565259615,217249.9489983553,159.81890227916995,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_76_85,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,394.0,81.0,1,42.72854950638579
395,91.55081758987328,115048.30686856527,90.01094119080445,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,395.0,31.0,1,54.87330505677611
396,100.68522246653556,126035.5961666519,97.016593100641,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,396.0,31.0,1,43.007917970994605
397,150.61238923977587,357726.534983393,249.1546591567863,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,397.0,81.0,1,55.77688381976486
398,139.90596757703406,323092.8632576506,213.4581526519017,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,398.0,51.0,1,54.6126521268241
399,155.33282180201144,324351.60198814,215.33102396411425,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,399.0,51.0,1,48.6126521268241
400,168.78734398449203,357728.31105196726,246.20817126651932,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,400.0,81.0,1,46.87314416136192
401,124.39397567399678,198051.1378811322,144.1521077972952,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,401.0,81.0,1,61.92569702940284
402,97.65788215605477,112618.60983293748,88.40919360015768,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,402.0,31.0,1,56.87330505677611
403,126.21747740914215,207261.35071268995,149.17918839628922,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,403.0,81.0,1,11.241718410076125
404,115.89982968775531,202165.2216120168,146.45660894885054,AC_yes,Cooking_yes,Refrigeration_yes,TV_no,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,404.0,81.0,1,27.99999926686821
405,95.56884843441952,115718.38006194633,92.921674408889,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,405.0,31.0,1,54.777044715179045
406,126.78054552539507,203298.68755917303,151.3511795010636,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,406.0,81.0,1,92.16687152226146
407,105.34097465768316,119630.61607172908,93.89914720914572,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,407.0,31.0,1,115.78815693191837
408,180.4600454045704,405838.42288794136,290.77749101952867,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_7,sex_female,Urbanity_Urban,408.0,81.0,1,17.77260087636323
409,168.96444038395734,404259.7282002468,296.1376402774874,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_8,sex_male,Urbanity_Urban,409.0,81.0,1,41.046756398290384
410,175.05490788427795,417314.8124819539,308.86696001834036,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_8,sex_male,Urbanity_Urban,410.0,81.0,1,10.256612796776448
411,81.48274439861355,94142.42212179047,74.42509533819153,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,411.0,31.0,1,7.282603659040438
412,84.84289088067958,100890.85214250963,80.8627337845397,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,412.0,31.0,1,15.709848520178657
413,119.97647379681057,205032.31316460282,155.56197618715314,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,413.0,81.0,1,9.145458068479066
414,160.24906415272488,370611.585850834,265.6383410873922,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Urban,414.0,81.0,1,45.656344015236144
415,158.47912768146287,344834.4455568852,239.3136788760777,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,415.0,81.0,1,42.1410652789822
416,157.39584375512786,342558.3028548305,238.17744159320432,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,416.0,81.0,1,45.1410652789822
417,124.17123093412577,199536.16865332527,147.8098916869951,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,417.0,81.0,1,77.70194455025444
418,170.5928845991753,377473.42472375615,265.93674266123446,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,418.0,81.0,1,29.296061934058564
419,111.027496432165,184912.22122488296,127.27204135855247,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,419.0,51.0,1,42.897365737659854
420,127.09752013951795,219645.9357159,162.5850018852201,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,420.0,81.0,1,38.368267425208245
422,84.82684914215591,81961.40942574885,63.72969852272523,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,422.0,31.0,1,73.0628426199642
423,100.3421157441296,117579.07250462649,89.69993274554224,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,423.0,31.0,1,48.892957679884894
424,119.30016874778809,197016.1973817989,145.30805450783134,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,424.0,81.0,1,63.92569702940284
425,123.0132171736182,205356.49114284804,147.37063467485652,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,425.0,81.0,1,15.241718410076125
426,164.80503321016076,358736.467194752,246.05718324288318,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,426.0,81.0,1,41.179814155969545
427,159.56897725594598,340477.3899543643,238.59324151174843,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,427.0,81.0,1,47.23732562057927
428,160.8905383190672,353884.2190945567,255.1511528031492,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,428.0,81.0,1,46.179814155969545
429,87.17770648276769,93181.71663694658,74.03808182164958,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,429.0,31.0,1,13.359211377528727
430,98.95244026917759,112803.1083083217,87.19437046976654,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,430.0,31.0,1,67.5666350621685
432,164.86689431368572,390025.20149300713,259.80080677934114,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_5,sex_male,Urbanity_Rural,432.0,51.0,1,31.802208257954618
433,78.10736803386291,90041.87015784472,61.933052024277366,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_4,sex_female,Urbanity_Rural,433.0,1.0,1,12.819903362553067
434,157.35127916741422,383072.5543881383,249.49358271785,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,434.0,51.0,1,26.796234109353108
435,166.00655384434262,406950.4916531653,293.9763631870527,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_8,sex_female,Urbanity_Urban,435.0,81.0,1,35.06640902139915
437,161.51338469978805,390048.34111989377,265.9010628481229,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,437.0,81.0,1,12.096483743680185
438,118.03860418253036,220671.67752083414,164.85227439411096,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,438.0,81.0,1,33.272007083611186
440,120.35539625959322,195233.49507299688,145.93984472470214,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,440.0,81.0,1,2.8959503576406966
441,94.45092071723042,111793.93340646336,86.82271814350271,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,441.0,31.0,1,13.735475291888944
442,91.85423020012304,115104.79862155633,88.90630606094201,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,442.0,31.0,1,13.831735633486016
445,119.9983420060534,225981.2166659669,162.99590321167938,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,445.0,81.0,1,38.842366617113456
447,170.9113216090794,367461.9391981327,264.0852443821474,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,447.0,81.0,1,62.440641271936954
448,163.40161083415094,366049.4647156357,259.3468415357445,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,448.0,81.0,1,58.34438093033991
449,94.83616071105119,121527.22316348535,95.4166251548407,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,449.0,31.0,1,77.03787183114643
450,97.66921772784212,137693.41782020096,106.47445902932606,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,450.0,31.0,1,38.027570594103395
452,100.93753748756058,125039.83661185415,98.17958383586449,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,452.0,31.0,1,3.786396101244749
453,89.86400675644958,87884.16271761514,68.33026226631226,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,453.0,31.0,1,56.273252272974744
454,118.48723196565918,201330.06884520265,146.97777188653714,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,454.0,81.0,1,43.15575930552215
455,162.70598325809868,373832.7583341621,276.47371234811686,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,455.0,81.0,1,27.334079693296815
456,86.10112122660372,108861.43206808512,87.03004838556478,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,456.0,31.0,1,44.743935787428214
457,94.30328837219895,122254.9665705464,97.22122569155368,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,457.0,31.0,1,90.01821920803765
459,151.20807232793797,341960.10385110433,220.07607633020274,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,459.0,51.0,1,17.055222522629524
460,125.15303067865696,209854.71838894358,157.09025611271994,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,460.0,81.0,1,32.38663256133771
461,65.78709425699664,47038.33540396166,29.607169674828015,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,461.0,1.0,1,96.47602796770997
462,118.00958469333185,216207.53668561077,157.25413268272706,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,462.0,81.0,1,5.385268327116993
463,107.34406588326063,147466.62597550324,114.90521193485948,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_76_85,Education_High_School,Size_4,sex_female,Urbanity_Urban,463.0,31.0,1,5.902344127952462
465,162.14269777930255,388748.9926834723,277.8270396021257,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,465.0,81.0,1,11.096483743680185
466,159.3985036110979,349425.86600328377,235.54365017348005,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Rural,466.0,51.0,1,35.395519780012464
468,79.25862081413571,78270.61494932996,61.03529130838174,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,468.0,31.0,1,7.897530360387444
469,142.3892257533065,328393.9820368237,227.59292205603802,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,469.0,51.0,1,44.63230474993288
470,155.07299913155768,354282.06738435815,252.6136486428745,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,470.0,81.0,1,42.08355381437247
471,112.50630669739073,200481.09389145198,148.65632776042625,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,471.0,81.0,1,73.47409788609926
472,163.16003785651452,343547.6537231658,239.06658551673087,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,472.0,81.0,1,25.47776962566584
473,169.0546915172063,384834.7845908781,269.79228140112855,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,473.0,81.0,1,30.866421467560826
