,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
340,89.96235169186309,109264.17567739107,85.5470711104781,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,340.0,31.0,1,5.515937160675132
341,174.12153413224578,403006.7843269704,262.4398521721793,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_5,sex_male,Urbanity_Rural,341.0,51.0,1,2.0622778655312537
342,85.3823564278853,76281.12321262137,51.55753027690378,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,342.0,1.0,1,5.677376112216231
343,39.093345530894545,90853.11285533107,70.17047396595252,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,343.0,31.0,1,40.11807180825193
344,55.268688610707855,129691.17980403126,100.8626569888921,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_High_School,Size_2,sex_male,Urbanity_Urban,344.0,31.0,1,33.11723705620345
345,78.99491751726208,86967.159920729,65.12086674162802,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,345.0,31.0,1,105.70202801010142
346,110.65735498395395,358211.46214181534,254.75507262356584,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,346.0,81.0,1,83.51569483910428
347,150.47342158923226,337812.3284438891,217.93938260693287,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,347.0,51.0,1,39.300455221416385
348,78.49456172903494,205213.82476638,152.55022616232745,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,348.0,81.0,1,57.574637261165975
349,53.33272015377847,119259.41936310596,90.59986026069274,AC_no,Cooking_no,Lighting_no,TV_yes,age_36_45,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,349.0,31.0,1,98.19981700222158
351,102.2874543969824,173367.5492577205,119.18389688984304,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,351.0,21.0,1,25.0569950464751
353,86.72011300761892,99450.29698043293,67.31745314266594,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_4,sex_male,Urbanity_Rural,353.0,1.0,1,9.713762595536712
354,74.54503505175596,61556.09306023588,38.33450395559103,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,354.0,1.0,1,58.7072320061184
355,47.92695742447183,107365.72519405695,84.09867360235553,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,355.0,31.0,1,4.98253159798551
356,109.46682208356957,196436.5767582802,145.8609288454943,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,356.0,81.0,1,60.85313511702947
357,83.28672931577572,106455.52750187802,84.49940626213059,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,357.0,31.0,1,23.231385165624765
358,121.49355801560809,360963.69473716966,254.19362269372243,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,358.0,81.0,1,37.18059220489411
359,84.28242304175346,99248.25255306569,69.57009298402303,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,359.0,1.0,1,33.27822792941716
360,161.2002690925011,347006.9010586617,230.650870556782,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_4,sex_male,Urbanity_Rural,360.0,51.0,1,7.109347477059941
362,111.86348668780536,165423.31081648913,113.15056523559223,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Rural,362.0,21.0,1,7.39571292501269
363,75.67799650142838,56097.517587679904,34.64226387928327,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,363.0,1.0,1,56.82633077397852
364,71.46949517584997,54605.10515937617,35.17683835166831,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,364.0,1.0,1,57.82633077397852
365,104.86537088019413,314533.3320402953,208.81100834755253,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_2,sex_female,Urbanity_Rural,365.0,51.0,1,71.62143426573053
367,28.89228831026896,70162.58338908269,46.88015342879746,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,367.0,1.0,1,27.633728979736727
369,61.28752344436202,185912.98154998585,132.47353471506048,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,369.0,51.0,1,38.366089544480495
370,20.38053757761715,29907.095865697982,14.879253487138858,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,370.0,1.0,1,48.110882068626395
371,130.0495648194841,393322.2993736675,285.9713443703017,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_5,sex_male,Urbanity_Urban,371.0,81.0,1,1.555476412022939
372,132.3122696120718,388510.5881030621,270.5348476664584,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_5,sex_male,Urbanity_Urban,372.0,81.0,1,0.03163754313182686
373,171.64150366027525,387235.6801041083,262.7261857467134,AC_yes,Cooking_no,Lighting_no,TV_yes,age_56_65,Education_College,Size_5,sex_male,Urbanity_Urban,373.0,81.0,1,9.747553692046866
374,87.65712222693439,116060.61312395599,93.03593673218413,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,374.0,31.0,1,64.31859573366589
375,110.36454925330436,189801.92108091924,139.98958759721077,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,375.0,81.0,1,70.77081829480083
376,189.36445563367454,438176.1386327619,301.7997933959327,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,376.0,81.0,1,7.602872467443948
377,74.87752863077179,69978.83672341859,45.4158485309335,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,377.0,1.0,1,62.40926555957221
378,122.34696083926407,210293.5816220589,156.05618788899682,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,378.0,81.0,1,59.10804282385561
379,154.48182480636981,335953.92321924603,223.7564180020842,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,379.0,51.0,1,56.49206435747493
380,149.03827918133126,327909.3394692936,218.72679634827492,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,380.0,51.0,1,65.96840833618919
381,96.1392016815584,149674.14005219564,103.03913040153006,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,381.0,21.0,1,34.59039990876223
382,158.24611105910807,354811.9986911297,245.96941223247208,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,382.0,81.0,1,49.190341746298024
383,165.10618322175122,373890.0423840797,252.73331337082317,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Rural,383.0,51.0,1,73.75132999098558
384,167.92943195964182,383369.3772590421,255.6692746451313,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,384.0,51.0,1,47.09213375943343
387,134.56008996392887,385021.6829700704,278.5137179416592,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,387.0,81.0,1,15.747085548081468
390,102.85629765865744,185047.610712027,128.11818799721908,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,390.0,51.0,1,15.113246819872607
391,119.0231760897566,211371.31781012766,154.5841656881943,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,391.0,81.0,1,34.71759490676304
392,149.51558438520854,342487.118880864,235.20327033419213,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,392.0,51.0,1,14.514206934118878
394,95.01423970862213,253998.1607835825,183.52459914794952,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_8,sex_female,Urbanity_Urban,394.0,81.0,1,48.96302467014315
395,74.9798397153502,92793.95311647416,62.85376290111597,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_female,Urbanity_Rural,395.0,1.0,1,51.993675934366806
396,53.24805282015319,113258.15655763893,76.04778266533499,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_9,sex_male,Urbanity_Rural,396.0,1.0,1,46.26040819162425
397,130.2721301877607,384044.5169635106,261.7483103435289,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_10,sex_male,Urbanity_Rural,397.0,51.0,1,34.22420702024639
398,144.55137461599782,438753.722058954,302.0127349525708,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_10,sex_male,Urbanity_Rural,398.0,51.0,1,40.262036381868896
399,192.95550277400216,476913.328382255,343.5015128129321,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_10,sex_male,Urbanity_Urban,399.0,81.0,1,20.144244562807287
400,109.94306919244156,210747.66471108366,147.6975525944778,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_male,Urbanity_Rural,400.0,51.0,1,79.9722770733264
402,150.38004767510074,338990.6652250269,224.13722937241798,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,402.0,51.0,1,17.514206934118878
403,36.514907648598424,79220.09362342821,54.5961673243651,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,403.0,1.0,1,17.59360360040121
405,46.73904593114374,96285.10575501318,65.56129049727643,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Rural,405.0,1.0,1,45.17280884377489
406,155.16449262641416,360233.2681931193,257.78679600161774,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,406.0,81.0,1,44.71399776758372
409,83.84514203398021,99640.57077638793,76.92234668593251,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,409.0,31.0,1,43.218869413232014
410,86.33247144054502,122438.54128714047,97.37034827471643,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,410.0,31.0,1,37.12680375000197
411,142.5093043307339,333298.1871843883,228.31039344066158,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,411.0,51.0,1,36.776616352525295
412,48.02341214985574,108804.41758175829,85.58413291825839,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,412.0,31.0,1,34.87635713510323
415,156.04669271180634,354763.86330083513,249.2806563228233,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,415.0,81.0,1,2.0741739834578086
416,97.91008290002884,308632.64437392604,203.37028815758208,AC_no,Cooking_no,Lighting_yes,TV_yes,age_19_25,Education_College,Size_2,sex_female,Urbanity_Rural,416.0,51.0,1,30.58459781548509
417,39.56450869353385,76456.01913210958,52.56172680222961,AC_no,Cooking_no,Lighting_yes,TV_yes,age_76_85,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,417.0,1.0,1,49.45949683978983
418,72.54057872299472,207781.8430157665,154.15481407728348,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,418.0,81.0,1,69.63839074614373
419,70.55280333791427,198374.8898847465,146.81199049889875,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,419.0,81.0,1,56.31972955433986
420,113.4164821863375,351064.29230429546,243.43238925382389,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,420.0,81.0,1,67.19703364730043
421,55.44696215387211,120404.1110009708,95.58436645233076,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,421.0,31.0,1,30.593398187312346
422,107.97229652342241,183751.02469964453,125.86655059664446,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,422.0,51.0,1,15.113246819872607
423,36.13046147368083,71106.59531194395,49.18966017697189,AC_no,Cooking_no,Lighting_no,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,423.0,1.0,1,4.148103603583953
424,159.9365973171997,356557.0163968279,256.2040999037948,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,424.0,81.0,1,47.190341746298024
425,88.1990890239848,82886.27639661437,65.6421963472258,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,425.0,31.0,1,65.84326935460547
426,180.8723653872343,424021.51008641045,296.9618916767546,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,426.0,81.0,1,41.34696767214729
427,40.802266976585386,91758.08591520738,72.40564604808618,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,427.0,31.0,1,39.11807180825193
428,120.61925032112812,360189.4234353915,250.62947459937203,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,428.0,81.0,1,23.46514419994447
429,99.38254254767016,159250.9748188716,112.9106067354151,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,429.0,21.0,1,77.78888449383108
431,122.28032154138205,384510.28182765906,266.0780274861203,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_5,sex_male,Urbanity_Urban,431.0,81.0,1,0.03163754313182686
432,159.42350659547301,358840.9568879572,246.8634818737471,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,432.0,81.0,1,26.998549762634077
433,86.54475674888565,92961.11769546576,72.92843305102797,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,433.0,31.0,1,102.22568403138708
434,134.60258993252373,413352.55242012406,288.1266332359496,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,434.0,81.0,1,63.01342673703478
435,105.5467155020167,336518.2731373416,229.09640128999274,AC_no,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,435.0,51.0,1,36.24321078983564
436,134.53367023718332,429516.78701737814,300.36340331305666,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,436.0,81.0,1,46.34547362226196
437,27.99153006774885,60330.14926290456,35.93543442124577,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,437.0,1.0,1,70.61158640309277
438,131.3617644544438,390759.04980529,271.9809040515749,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,438.0,81.0,1,8.481270594006432
439,127.66249041202414,390376.3015882552,277.86551585692024,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,439.0,81.0,1,9.481270594006432
440,164.1572125781184,384947.14882183255,275.3876058258855,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,440.0,81.0,1,41.5547736203881
441,122.64179995688991,235292.35780072425,175.68198008882413,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,441.0,81.0,1,9.613716042449765
442,158.6123766850234,365210.5177491965,262.14250531995367,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,442.0,81.0,1,61.50900293810189
443,87.19516413777859,87711.06951741753,69.86779394202455,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,443.0,31.0,1,104.70202801010142
444,62.074988749860076,159104.20484732068,106.73403441677392,AC_no,Cooking_no,Lighting_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,444.0,21.0,1,50.978642871756975
445,99.765535128111,136992.89278727243,108.92119595760113,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_female,Urbanity_Urban,445.0,31.0,1,54.75605348969657
446,112.54807444121796,183780.51266061442,130.84489346354263,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,446.0,51.0,1,28.899312259564716
447,71.67377983612587,182445.9829305255,127.57708559530285,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,447.0,51.0,1,48.557698680539
448,123.52718878933644,216386.5930485045,165.00361447027262,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,448.0,81.0,1,35.44008970908279
449,120.5203096305335,206497.93590153172,152.77741025871592,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,449.0,81.0,1,35.15893410582012
452,89.7238105586447,108380.42696601439,84.14102255400832,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,452.0,31.0,1,33.40976269779284
453,157.7075886034595,369902.30375595024,260.89423491213716,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,453.0,81.0,1,38.31721095443798
454,124.11565443044071,380674.1967177032,265.83694534462853,AC_no,Cooking_no,Lighting_no,TV_yes,age_56_65,Education_College,Size_4,sex_male,Urbanity_Urban,454.0,81.0,1,4.512114575903455
455,111.94646154156729,332212.8247321968,226.92723907391698,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,455.0,51.0,1,40.5208988351213
456,82.39119608671746,213843.5871875088,160.74504516037848,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,456.0,81.0,1,41.660533322787714
457,32.19770584396803,71169.13228769889,46.49556080839946,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,457.0,1.0,1,19.157385001022462
458,114.21785760865801,367077.4700882656,253.23707357140358,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,458.0,81.0,1,56.97559737541228
459,88.048413729491,122522.2538309046,93.60686150895737,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,459.0,31.0,1,72.63725692546976
460,79.72074426225844,203420.05513989078,154.59397716808837,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,460.0,81.0,1,40.77963209064781
461,77.5486794721858,189833.8532606036,145.29588231541558,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,461.0,81.0,1,6.616152285236183
462,99.71021492850923,322428.6331514091,209.75138339085225,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,462.0,51.0,1,48.11634158169568
463,111.7465284485695,349530.2582441354,239.13532787516047,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Rural,463.0,51.0,1,35.48077345578579
464,60.76026964378912,160941.07571246458,113.2254821197228,AC_no,Cooking_no,Lighting_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,464.0,21.0,1,15.258068269548907
466,113.75017060403198,222821.0825448233,155.80279043213184,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_9,sex_male,Urbanity_Rural,466.0,51.0,1,53.931718015424
467,152.48502231300344,339261.09199438023,227.340462119459,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,467.0,51.0,1,45.75633795126471
468,116.63411835803694,204416.97380818648,151.21877010918962,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,468.0,81.0,1,54.10804282385561
469,111.18632454116563,183820.83846926413,135.71301739407352,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,469.0,81.0,1,32.68965531161785
470,85.29568672345573,87847.91483563298,68.68250689704873,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,470.0,31.0,1,66.84326935460547
471,88.28867813322492,87763.83571028506,69.02966361253657,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,471.0,31.0,1,104.70202801010142
472,95.35010775189151,115120.07156803127,91.114559571529,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,472.0,31.0,1,98.17735438916179
473,182.29318888839444,415901.0070669349,294.98368377721727,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,473.0,81.0,1,72.54683229972439
476,69.97803400661422,193356.3220662237,145.0820431816557,AC_no,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,476.0,81.0,1,70.7960735330541
477,87.24612201202268,99024.89425281972,75.13777032269489,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,477.0,31.0,1,53.97013856274544
478,145.84894080789337,337701.32302568137,234.744069341129,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,478.0,51.0,1,38.776616352525295
479,80.24079112381085,75671.96875502325,50.86139697565958,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,479.0,1.0,1,3.499181427653551
480,90.31684137593344,127000.05321591883,99.9078874638519,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,480.0,31.0,1,55.7231529870915
481,168.05212217433862,363180.3114657134,253.45824284507344,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,481.0,81.0,1,57.50900293810189
483,58.474913866146466,108516.43515451386,84.49617743594048,AC_no,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,483.0,31.0,1,7.506370466876622
484,179.14400757796605,409332.3726585749,281.9121433669493,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,484.0,81.0,1,63.49126476563437
485,74.32359464956815,197581.3921017924,146.65642535786608,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,485.0,81.0,1,0.13980830652189805
486,104.68268082527136,328512.43312668236,227.42255735660785,AC_no,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Rural,486.0,51.0,1,42.96223803417837
487,90.29523225503893,106886.08095749881,83.67158897760208,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,487.0,31.0,1,5.515937160675132
488,97.42079027638502,134746.36806277052,106.16847305419529,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,488.0,31.0,1,29.885089076853234
489,159.41482967305956,365871.4089025769,254.0013085168807,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_19_25,Education_College,Size_5,sex_male,Urbanity_Urban,489.0,81.0,1,10.701435301989044
490,94.42501578074716,109706.36471662472,84.5058183114572,AC_yes,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,490.0,31.0,1,23.4810643718428
491,119.79191378456659,192459.03289163907,142.52491044477043,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,491.0,81.0,1,23.213311332903547
494,174.0288171495459,392658.6066157189,276.75705330558503,AC_yes,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,494.0,81.0,1,8.014676156696046
495,111.53958617121216,354171.02632981475,256.2459146373161,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,495.0,81.0,1,41.65693618360837
496,126.27157122178015,415728.1452684793,291.7015982224857,AC_no,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,496.0,81.0,1,48.2184215665166
