,Electricity,Income,Water,e_Cooking,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
435,69.87619024883394,64348.926533771824,40.51529417101324,Cooking_no,TV_yes,age_19_25,Education_High_School,Size_2,sex_male,Urbanity_Rural,435.0,1.0,1,45.348327595873776
436,102.42354998832336,138256.87824300854,107.98923306177295,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,436.0,31.0,1,24.460448197722673
437,85.41891597543838,95435.65808436187,67.87390841269044,Cooking_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Rural,437.0,1.0,1,48.29543918141618
438,146.57156317273936,328120.22019289626,211.96610086703444,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,438.0,51.0,1,8.938276697783213
439,72.21799700954311,43083.91172495332,26.687507364227876,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,439.0,1.0,1,2.955566145715109
441,70.86826306503546,63729.93682725223,41.41462569571927,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Rural,441.0,1.0,1,26.969760400056252
443,91.34827117847672,109621.20563530448,84.19374865085,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,443.0,31.0,1,28.639538246342823
444,161.1946837307596,351072.79519380716,244.4907235814976,Cooking_no,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,444.0,81.0,1,60.75445601008268
445,84.34987503925612,94474.23230218637,75.32005555826689,Cooking_no,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,445.0,31.0,1,8.361851855139943
446,159.7310820040257,356579.3671205301,255.183591276901,Cooking_no,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,446.0,81.0,1,4.4349111442825855
447,115.75915305400876,176471.65997050505,124.1161042554632,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,447.0,21.0,1,97.60199367576729
448,122.18743215446936,222399.9123417748,167.60484437212443,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,448.0,81.0,1,20.94540313174459
449,73.16682324487097,57569.131705946376,35.97996980397853,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,449.0,1.0,1,105.14651151102478
450,97.85058606311114,131266.01290011936,101.25731615334296,Cooking_no,TV_yes,age_76_85,Education_High_School,Size_2,sex_male,Urbanity_Urban,450.0,31.0,1,35.020363192929615
451,90.96399407394928,114130.62572450773,88.08119135867103,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,451.0,31.0,1,55.85561833020872
452,99.63090967742069,120968.62977497606,94.39292637648056,Cooking_no,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,452.0,31.0,1,4.3301896874109485
453,133.90478574845628,321853.72479538433,209.28216337164787,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,453.0,51.0,1,45.46261064135615
454,120.9726873398813,206599.9170627252,161.1756444851136,Cooking_no,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,454.0,81.0,1,24.769327921068893
455,85.75680121122863,92629.76827092316,69.3892215358715,Cooking_yes,TV_yes,age_26_35,Education_High_School,Size_1,sex_male,Urbanity_Urban,455.0,31.0,1,17.31559968373208
457,121.75135847234993,228103.95742919148,169.46021971282786,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,457.0,81.0,1,30.093925711860535
460,117.76999112917288,217469.5307908577,166.70322569905002,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,460.0,81.0,1,36.02747776131925
461,167.05778550321784,365218.0777316492,259.1873198992428,Cooking_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,461.0,81.0,1,27.28622010892061
462,98.19249653947334,93809.76164364963,65.07692472015742,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Rural,462.0,1.0,1,104.82086782421396
463,120.48633530360368,213854.2272693672,154.06702907719344,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,463.0,81.0,1,38.02638306209446
464,153.7808850102281,364478.00526074454,251.17981464400142,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,464.0,81.0,1,77.62476181036743
465,130.56657142163377,214485.52607060663,165.70111088771074,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,465.0,81.0,1,29.73021214456297
466,145.78845633108216,331209.3333117057,214.9626805031657,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,466.0,51.0,1,88.67384908201772
467,122.4604764309276,197762.60969696337,145.1218457101866,Cooking_no,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,467.0,81.0,1,84.2876709005952
470,154.04439397140106,346261.5759267008,242.94437473118492,Cooking_no,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,470.0,81.0,1,18.77584378465943
471,91.83661164865843,100905.46658089414,80.48694294409698,Cooking_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,471.0,31.0,1,43.27691937827004
472,88.93877045569833,101412.38316592576,79.1061569837451,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,472.0,31.0,1,42.921108599449866
475,93.6854034271728,110141.02447074463,76.61448579580362,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Rural,475.0,1.0,1,29.51063016859785
476,162.46314350408585,346889.9300175236,234.986284315378,Cooking_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,476.0,81.0,1,4.137645527526262
477,112.4419285538441,193361.3063600526,139.11816090591992,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,477.0,81.0,1,14.702893679184147
479,120.5233882136157,209753.13501141922,156.75739413137185,Cooking_no,TV_yes,age_19_25,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,479.0,81.0,1,6.389025125759288
481,136.53191431936492,253430.404144785,191.07675605120536,Cooking_no,TV_yes,age_66_75,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,481.0,81.0,1,18.759291165657192
482,142.6538260714301,323149.9764989001,208.75492484222104,Cooking_no,TV_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Rural,482.0,51.0,1,105.41080297694558
483,153.9888339653803,354130.20989990444,243.91055716815063,Cooking_no,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,483.0,81.0,1,77.3606210060704
484,171.04896692386714,408394.2898790376,285.06880709919653,Cooking_no,TV_yes,age_26_35,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,484.0,81.0,1,101.72153352578644
485,93.17630763998802,92248.71215693351,72.7613803048782,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,485.0,31.0,1,95.80125332184305
486,99.72613245149616,125077.07029376554,96.57188519187349,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,486.0,31.0,1,91.0668567708703
488,89.056656759827,132145.97088038287,102.06551970450718,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,488.0,31.0,1,19.54851379134399
489,147.97382631626462,331975.8830952333,221.89043922101632,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,489.0,51.0,1,40.14842043921994
490,154.2149659337943,368726.6526044751,265.66985372452666,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,490.0,81.0,1,6.888094726908074
492,86.99758061627024,80495.17065368798,64.85363161994532,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,492.0,31.0,1,3.610307956533301
493,161.68500563616863,359084.3504004504,254.6587371447084,Cooking_no,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,493.0,81.0,1,88.96569445074428
494,142.53869370758738,333851.3007767755,224.70669604027023,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,494.0,51.0,1,35.14842043921994
495,115.0800706799464,212373.794353557,164.849614951555,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,495.0,81.0,1,34.02638306209446
496,91.28450204100723,118323.71944300953,89.94969215537772,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,496.0,31.0,1,11.298605605965983
497,85.0497695063287,99202.90871663652,76.94264365218413,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,497.0,31.0,1,50.83194830660369
498,156.16717240974046,338690.1872431413,226.04221785365232,Cooking_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,498.0,51.0,1,46.112202231715386
499,144.56503433453153,341491.7263914962,228.02740542372,Cooking_no,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,499.0,51.0,1,20.155506102491426
500,108.54489321089407,159573.30280951955,123.46335154967964,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_7,sex_female,Urbanity_Urban,500.0,31.0,1,50.1065632741139
501,176.3983768571822,378760.9309368129,273.93383985070216,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,501.0,81.0,1,20.81134261253449
502,122.25764561826286,203689.61604377712,156.0357553507769,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,502.0,81.0,1,46.34166796345542
503,131.03540412784795,235723.00404574306,178.7301566026516,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,503.0,81.0,1,39.59042350891096
504,163.0937041532954,398591.6854765411,277.88014112124324,Cooking_no,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,504.0,81.0,1,37.66337361438625
505,102.92851008769544,148443.07118754878,112.58522819325924,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,505.0,31.0,1,54.105468574889116
506,168.38727518404775,401280.1501241453,290.8902698287241,Cooking_no,TV_yes,age_36_45,Education_College,Size_8,sex_male,Urbanity_Urban,506.0,81.0,1,49.146062165316266
507,98.04983182610916,152188.92826250714,115.47293401604765,Cooking_no,TV_yes,age_66_75,Education_Elementary_School,Size_8,sex_female,Urbanity_Urban,507.0,31.0,1,17.44775430991755
509,116.8992569344657,222792.7288134502,167.22325084999218,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,509.0,81.0,1,24.093925711860535
510,164.8851712867264,370026.22102906037,261.0219886310799,Cooking_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,510.0,81.0,1,27.099333167569675
512,69.12007634982345,56537.384837020116,35.74081385210992,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,512.0,1.0,1,105.14651151102478
513,99.41818356894836,129429.28059044358,100.68710315203084,Cooking_no,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,513.0,31.0,1,36.54142812807254
514,103.90670239375879,160573.39279483195,108.67356116603456,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,514.0,21.0,1,115.04058725471394
516,170.24031552507026,375967.2299604785,264.1212071237644,Cooking_no,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,516.0,81.0,1,16.107513530065983
517,77.0176634271995,76995.17948387035,50.71244801715631,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,517.0,1.0,1,62.904705601858986
518,118.53652620101622,229231.74444856212,170.90121740049815,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,518.0,81.0,1,18.946497830969413
519,88.6671045455642,109193.89197763149,84.96056858115445,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,519.0,31.0,1,25.491015666226918
520,163.9363675105025,389176.20355681697,253.25758377953102,Cooking_no,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,520.0,51.0,1,28.516418622207475
521,165.74877945012003,386252.9645869713,265.2281568379986,Cooking_no,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,521.0,81.0,1,27.16687581733583
522,99.62140805945936,124130.12833648654,96.28799755519266,Cooking_no,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,522.0,31.0,1,39.54142812807254
523,163.71474339869013,366030.8361728945,258.5938339705123,Cooking_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,523.0,81.0,1,7.5930185086014035
524,137.63989885053198,255228.6173815048,190.12396417483512,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_9,sex_female,Urbanity_Urban,524.0,81.0,1,61.53937914929841
525,90.3142650592166,111197.53754538414,77.79336820611753,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_9,sex_female,Urbanity_Rural,525.0,1.0,1,60.79314631505421
526,176.5629466248246,415693.5557138209,294.54112276501394,Cooking_no,TV_yes,age_56_65,Education_College,Size_9,sex_male,Urbanity_Urban,526.0,81.0,1,1.0410441899057437
527,169.74774507044805,367398.86326083133,270.37018691371657,Cooking_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,527.0,81.0,1,33.80316225003818
528,90.52629892262735,94174.70577547008,75.20716817294714,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,528.0,31.0,1,91.0985189385993
529,137.2485861850469,320521.4380876677,219.0332668528061,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,529.0,51.0,1,50.46261064135615
530,171.85817669468784,359243.9174763898,251.49521450550802,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,530.0,81.0,1,48.11735245217436
531,84.00555926418109,90452.12489372343,70.60206920070345,Cooking_no,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,531.0,31.0,1,7.360757155915113
533,174.0638230119955,409908.0605086069,284.3954524856706,Cooking_no,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,533.0,81.0,1,51.774435889421895
534,96.20191268306951,158606.23398686698,105.99158400847305,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,534.0,21.0,1,75.73059317625768
535,154.3579203177801,321379.9385122344,220.1135703396164,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,535.0,51.0,1,57.16643972382461
536,92.77535341759004,154541.93287308168,105.12543074453859,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,536.0,21.0,1,24.750886251609625
537,63.457144362200864,37644.03656997221,21.519371895004788,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,537.0,1.0,1,27.296498786091913
538,88.6964801998338,108658.82368284742,85.27978879655954,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,538.0,31.0,1,0.8759114055606324
539,68.85836473927507,42735.791160601264,25.49994261599635,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_female,Urbanity_Rural,539.0,1.0,1,3.9566608449399374
540,90.66696008663658,112929.74851988234,87.43349562979603,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,540.0,31.0,1,85.19764566981036
541,96.511189151769,179220.937917087,123.85718371578942,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,541.0,21.0,1,22.082555997016215
542,108.82763166684471,220797.42256866887,167.78941618127325,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,542.0,81.0,1,19.034563424590697
543,84.90106610588367,94719.18444590176,74.022284877572,Cooking_no,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,543.0,31.0,1,30.055053455459188
544,80.87855275794058,87448.98543439493,60.3711268145372,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,544.0,1.0,1,104.1159440425206
545,117.66836215961204,213271.7286405908,158.2915398601338,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,545.0,81.0,1,35.02638306209446
548,126.02721158833059,215894.44458304442,157.57763061156288,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,548.0,81.0,1,31.02638306209446
549,117.20776708591774,210261.11872087585,158.22323863919743,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,549.0,81.0,1,76.55181170489223
550,81.32922400550879,84045.66348940233,64.21988828248479,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,550.0,31.0,1,53.88618579871293
551,163.59960368255344,372042.6577995558,257.8050816556762,Cooking_no,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,551.0,81.0,1,40.359285877596605
552,169.0161950823435,373803.73140865547,250.84505714144768,Cooking_no,TV_yes,age_56_65,Education_College,Size_7,sex_female,Urbanity_Rural,552.0,51.0,1,3.188126942463576
553,115.71768476712572,212507.57867687196,155.5729688459099,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,553.0,81.0,1,89.89383904449386
554,80.44555375951805,85489.39957338784,66.9551476145762,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,554.0,31.0,1,58.88618579871293
555,92.08006300510357,90237.47966358117,70.66046176262006,Cooking_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,555.0,31.0,1,10.065680937608443
556,105.4884414935117,124411.56690458945,96.58558893996019,Cooking_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,556.0,31.0,1,41.24525721054107
557,103.45884430417392,178375.25237657665,124.59522832003029,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,557.0,21.0,1,42.77929941621325
558,115.05864169008491,156557.32679306626,119.10696746352477,Cooking_yes,TV_yes,age_76_85,Education_High_School,Size_5,sex_male,Urbanity_Urban,558.0,31.0,1,3.3290221429119935
559,179.5123826682206,403763.66678374656,285.9524261079858,Cooking_no,TV_yes,age_76_85,Education_College,Size_5,sex_female,Urbanity_Urban,559.0,81.0,1,2.1841927991654453
560,174.9480216162075,397821.9196205968,285.936372884509,Cooking_no,TV_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Urban,560.0,81.0,1,12.827037876183775
561,164.1689092285024,362501.43447061826,259.5777100702601,Cooking_no,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,561.0,81.0,1,33.84227802654409
562,97.12916349583092,127165.21948318965,100.73361758440427,Cooking_no,TV_yes,age_19_25,Education_High_School,Size_5,sex_female,Urbanity_Urban,562.0,31.0,1,8.905164890962237
563,113.17799445296959,184634.166779119,140.69313444533307,Cooking_no,TV_yes,age_19_25,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,563.0,81.0,1,35.78419525824541
564,111.53564801509951,185089.43034152046,142.31447099018678,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,564.0,81.0,1,16.701798979959317
565,167.75328050677481,393831.58570862055,273.7110833060162,Cooking_no,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,565.0,81.0,1,22.135661605150688
566,103.58770291909592,173862.48804483,119.12669851841206,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,566.0,21.0,1,59.3907552351057
567,91.67976502459604,109226.1426327776,80.8079250609466,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,567.0,31.0,1,76.19655097058556
569,119.27569757050466,189214.75749399085,140.29298177334834,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,569.0,81.0,1,1.3608663395825111
570,92.94679302161673,97816.67937601707,77.11874050313207,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,570.0,31.0,1,25.282910342316693
571,96.03615699981766,97797.35783902684,77.55755757051327,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,571.0,31.0,1,25.920673128405948
572,79.81248465834305,72543.87314033421,57.76268189729299,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,572.0,31.0,1,25.2474115144416
573,116.64879150814801,193196.0826373621,147.6011572759563,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,573.0,81.0,1,1.3608663395825111
574,164.421282908656,377296.57628127397,263.84000216119966,Cooking_no,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,574.0,81.0,1,24.01835323721984
575,163.52115825474914,372576.90209035476,262.54546190752103,Cooking_no,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,575.0,81.0,1,40.359285877596605
576,114.62503473951936,191811.21617341804,142.0381524192311,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,576.0,81.0,1,19.702893679184147
577,96.93127443783928,108625.52199330924,85.96150512593887,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_female,Urbanity_Urban,577.0,31.0,1,2.5808351872539648
578,120.13339194454028,215741.62851096003,160.42357606776298,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,578.0,81.0,1,69.55290640411701
579,84.24900410026397,83110.33633667782,65.32355998333763,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,579.0,31.0,1,76.22821313831457
580,171.3173307241735,408280.9750009424,281.63904507192456,Cooking_no,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,580.0,81.0,1,56.774435889421895
581,94.85793192544372,119121.35892730627,92.62139688987102,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,581.0,31.0,1,53.85671302943359
582,87.24667764024035,81146.57589077401,53.41404087894696,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,582.0,1.0,1,64.6085346843275
583,88.06787476399396,98977.31701949566,67.80806823280105,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Rural,583.0,1.0,1,25.30252484468768
584,96.58647833288805,131362.0521104917,103.7351550667812,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,584.0,31.0,1,18.54851379134399
585,84.79453203055593,68949.63522652285,54.335907261327954,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,585.0,31.0,1,24.2474115144416
586,157.5241730189563,341798.6395013609,236.11857209286399,Cooking_no,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,586.0,81.0,1,20.77474908543456
587,79.86245701336847,73970.96273620223,58.24738580265044,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,587.0,31.0,1,25.2474115144416
589,90.17378971291878,121831.97229765164,92.19670757209852,Cooking_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,589.0,31.0,1,92.0668567708703
591,163.7160117161733,386071.6328342506,276.7952403335847,Cooking_no,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,591.0,81.0,1,7.825943176958942
593,94.34637674521449,108337.94603218764,84.1785312994792,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,593.0,31.0,1,28.491015666226918
594,88.90217317830316,105356.11454527936,81.7707787960797,Cooking_no,TV_yes,age_86_100,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,594.0,31.0,1,322.98267925781835
595,105.33653570342348,175419.00912758685,120.18302155293324,Cooking_no,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,595.0,21.0,1,5.8653265923079685
596,94.70843726529041,120783.07361593352,91.43021756200321,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,596.0,31.0,1,112.40778941124717
597,86.70797977721024,113311.7653024425,85.89788617300451,Cooking_no,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,597.0,31.0,1,45.833043005828465
598,97.84712526432895,122694.03540310134,96.73755781963611,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_female,Urbanity_Urban,598.0,31.0,1,10.299700305190813
599,154.7164116262619,378221.1739696211,267.67392399263656,Cooking_no,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,599.0,81.0,1,23.01835323721984
603,148.96663186186942,346543.073910595,240.09101920146603,Cooking_no,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,603.0,81.0,1,22.77584378465943
607,83.81328142679108,68885.25094259036,43.85698160316221,Cooking_yes,TV_yes,age_26_35,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,607.0,1.0,1,33.787381155787784
609,119.08831578976887,213795.1591005684,157.99186065747483,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,609.0,81.0,1,27.374401365742713
610,78.50619885285009,67875.61068865242,46.89641151117392,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,610.0,1.0,1,26.33199761396701
611,115.53328861838878,209641.03850621614,161.15839855860062,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,611.0,81.0,1,66.55181170489223
612,111.58619999139059,211396.5473655478,158.85002568672442,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,612.0,81.0,1,76.55181170489223
613,163.29569944421618,381362.3034635007,268.3956470528883,Cooking_no,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,613.0,81.0,1,53.7947241663385
614,111.08915783235149,192197.5909853253,145.27871078695483,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,614.0,81.0,1,1.3608663395825111
615,84.26983663627452,103005.06322564576,80.75909808015372,Cooking_no,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,615.0,31.0,1,20.216844045937442
616,165.01852386230826,364577.1018933603,262.3751819286806,Cooking_no,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,616.0,81.0,1,6.888094726908074
