,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,Income,Electricity,Water,w,wf
159,159,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,212640.91458900002,129.681998734,155.069190604,45.66012396694215,76.44062885383256
160,160,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,261732.70843899998,125.181560742,190.408880453,45.66012396694215,82.21414707685219
161,161,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,194728.920953,127.505434325,143.059392618,45.66012396694215,76.79791274747468
162,162,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,231268.694006,130.06224546299998,172.449862765,45.66012396694215,80.12170765503359
163,163,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,212504.49288399998,122.327461556,155.004134204,45.66012396694215,130.07484037428432
164,164,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,233317.17197399997,134.66696762700002,173.574885873,45.66012396694215,20.783031967406693
165,165,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,225048.82520700002,126.237985405,168.166648885,45.66012396694215,22.647659870535794
166,166,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,219486.549586,126.01353342600001,162.738700236,45.66012396694215,21.140315861048823
167,167,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,236083.14710300002,130.071693556,173.11965348599998,45.66012396694215,23.20990132128097
168,168,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,115554.07511700001,94.7918413693,89.67088639110001,45.66012396694215,21.526327120738912
169,169,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,210131.426381,127.733391325,156.014413442,45.66012396694215,23.341199746944866
170,170,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,256795.64221100003,136.901551103,191.699499427,45.66012396694215,22.583909137654246
171,171,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,249026.321682,128.027157085,189.41977744099998,45.66012396694215,30.703340438786608
172,172,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,195640.709054,119.486158492,143.790861843,45.66012396694215,12.605480131276334
173,173,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,190875.740333,114.652281389,125.826864721,45.66012396694215,5.505183698969172
174,174,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,129381.819871,107.313158205,95.7218427715,45.66012396694215,85.36147584329514
175,175,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,126906.692821,91.737924159,89.1009132243,45.66012396694215,0.0
176,176,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,227586.816036,135.161878424,165.906923229,45.66012396694215,49.61594528785331
177,177,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,255052.16074899997,135.849071953,178.543978416,45.66012396694215,20.289813048238678
178,178,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,240065.448688,133.529993253,180.399221707,45.66012396694215,55.198569711416226
179,179,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,184402.82104,109.093227866,126.90264726,45.66012396694215,38.549312459017614
180,180,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,195917.732252,116.347954916,142.42750118200001,45.66012396694215,12.605480131276334
181,181,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,113348.013663,98.5538686298,85.698098354,45.66012396694215,28.973579447430936
182,182,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_no,255025.569066,128.478703821,184.113204568,45.66012396694215,76.63152265328927
183,183,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_no,195275.208894,115.772344325,143.778157101,45.66012396694215,13.374704484751323
184,184,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,TV_yes,Cooking_yes,284400.56155100005,147.929112646,200.461852979,45.66012396694215,82.223416148433
185,185,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,167573.5633,103.318170966,109.203010725,45.66012396694215,12.237827925294384
186,186,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,257908.816722,135.88046456700002,188.23906095900003,45.66012396694215,0.0
187,187,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,120885.52093800002,102.962567855,90.18429788979999,45.66012396694215,85.36147584329514
188,188,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,TV_yes,Cooking_yes,239838.30128200003,139.53151491399998,171.74074048100002,45.66012396694215,78.89962124087411
189,189,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,278091.31614099996,133.299977901,197.11890460599997,45.66012396694215,30.45383253111035
190,190,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_High_School,TV_yes,Cooking_yes,198870.13051,120.836194391,148.36561187799998,45.66012396694215,25.20582765007397
191,191,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,158163.808207,104.933933397,108.084552571,45.66012396694215,0.0
192,192,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,170719.290907,101.22562657700001,115.779819949,45.66012396694215,70.95662044855979
193,193,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,163600.858625,106.338054664,107.764450363,45.66012396694215,119.00820754544861
194,194,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,288791.06891,146.261723652,211.169356542,45.66012396694215,23.97100953068686
195,195,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,118652.008669,96.76141851530001,78.8834342981,45.66012396694215,14.855498874718208
196,196,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,202041.40210099999,127.07507626700001,149.917209722,45.66012396694215,78.30525675696167
197,197,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,258159.89712399998,135.533719346,184.234313295,45.66012396694215,132.17654886768372
198,198,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,78407.8367392,72.62600644850001,48.9741044674,45.66012396694215,126.01823984096848
199,199,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_no,270601.334897,144.24251842200002,199.866416585,45.66012396694215,128.4011062706119
200,200,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,210393.611145,121.393261945,149.967091225,45.66012396694215,130.07484037428432
201,201,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,TV_yes,Cooking_yes,243730.44705999998,133.398651065,176.11101670099998,45.66012396694215,78.89962124087411
202,202,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,105703.43519,89.47419441299999,82.0112267424,45.66012396694215,23.390955023868017
203,203,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,202446.050205,124.745776171,149.707548619,45.66012396694215,0.0
204,204,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,279340.01704,147.70053773700002,201.180659222,45.66012396694215,57.30027820481565
205,205,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,161977.194657,97.9303547656,111.47371703399999,45.66012396694215,117.0973928515059
206,206,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,269575.94616399996,140.41103457399998,196.905168632,45.66012396694215,130.31192096455464
207,207,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,TV_yes,Cooking_yes,255377.63434400002,130.188481966,182.27107886099998,45.66012396694215,130.66920485819674
208,208,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,229617.28933000003,128.423087457,166.852038343,45.66012396694215,49.61594528785331
209,209,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_College,TV_yes,Cooking_yes,311434.166296,152.306346557,219.65832844099998,45.66012396694215,79.07073286653696
210,210,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_College,TV_yes,Cooking_yes,268606.418566,142.269460691,190.679683192,45.66012396694215,66.13947213457215
211,211,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,295215.80921,146.38591995,214.815602954,45.66012396694215,25.357796605494016
212,212,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,156334.456874,106.74561144100001,120.257505694,45.66012396694215,39.62418742824919
213,213,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,TV_yes,Cooking_yes,181167.63815,122.173589048,131.499155506,45.66012396694215,17.150147081823157
214,214,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_no,271820.174903,135.099635065,197.129922475,45.66012396694215,22.838553669992496
215,215,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_College,TV_yes,Cooking_yes,250279.76000799998,141.641263377,178.75023442900002,45.66012396694215,84.48224566443704
216,216,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,163104.570931,119.879939401,122.18961559799999,45.66012396694215,72.80774396824901
217,217,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,288118.835275,153.92812034,209.77057331700001,45.66012396694215,0.0
218,218,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,254902.89159400002,132.038229043,179.63471169599998,45.66012396694215,20.289813048238678
219,219,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,214108.982538,126.062333735,154.320373884,45.66012396694215,76.44062885383256
220,220,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,TV_yes,Cooking_no,258886.559116,131.581856048,188.686350637,45.66012396694215,0.0
221,221,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,199483.691968,119.32032936,150.166117551,45.66012396694215,78.30525675696167
222,222,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,243160.24904499998,136.981284889,174.47034271,45.66012396694215,0.0
223,223,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,243879.924015,130.383829571,169.710216431,45.66012396694215,138.90919309400894
224,224,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,210257.310859,120.399985306,151.46272821,45.66012396694215,130.07484037428432
225,225,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,157690.940704,101.86523576399999,113.91539256899999,45.66012396694215,72.80774396824901
226,226,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,302057.511511,139.807023321,211.50419923,45.66012396694215,17.238365304361643
227,227,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,119131.211008,98.7107431024,87.0975019142,45.66012396694215,87.22610374642423
228,228,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,236608.027563,128.31371512200002,168.132812833,45.66012396694215,16.571816527804863
229,229,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,209824.005632,126.217942101,153.846505295,45.66012396694215,130.07484037428432
230,230,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,226085.849571,122.36264255799999,169.474203702,45.66012396694215,126.29939777721246
231,231,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_High_School,TV_yes,Cooking_yes,169317.818322,103.753409371,118.85097608299999,45.66012396694215,0.0
232,232,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,229207.69123000003,129.531932375,171.80696147700002,45.66012396694215,26.31946960015599
233,233,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,115775.074464,97.137040065,86.9613954716,45.66012396694215,28.973579447430936
234,234,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_College,TV_yes,Cooking_yes,311778.070749,152.727253397,227.768106298,45.66012396694215,0.0
235,235,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,118156.152278,94.394199454,78.3000686467,45.66012396694215,12.990870971589105
236,236,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,175795.329495,110.91731253299999,127.68367336700001,45.66012396694215,29.64012822398772
237,237,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,142417.42436600002,99.9840404248,107.21838445700001,45.66012396694215,35.24031658961857
238,238,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,TV_yes,Cooking_no,173140.71402400002,112.275141076,125.67478614299999,45.66012396694215,22.146689106482082
239,239,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,TV_yes,Cooking_yes,282232.546525,143.06294123200001,202.039899986,45.66012396694215,27.222424508623114
240,240,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,197839.99331199998,117.700976469,148.26705734799998,45.66012396694215,82.3805371710376
241,241,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,158476.978179,99.8085122492,119.180624072,45.66012396694215,94.62517906805907
242,242,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,297006.543619,145.790175225,209.670819296,45.66012396694215,0.0
243,243,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,283990.99183,140.027312155,204.6979931,45.66012396694215,57.30027820481565
244,244,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,173024.188855,113.911211417,125.72345431,45.66012396694215,0.0
245,245,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,TV_yes,Cooking_no,276541.774377,130.77784393299999,195.94894760900002,45.66012396694215,0.0
246,246,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_College,TV_yes,Cooking_no,268009.602921,124.167328359,181.176352912,45.66012396694215,64.22865744062943
247,247,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,280163.428088,151.070897613,197.706424457,45.66012396694215,51.71765378125273
248,248,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,86163.90748689999,85.0630362248,53.897889943900005,45.66012396694215,1.2832002547204762
249,249,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,244894.44391399997,132.464812191,175.845178365,45.66012396694215,14.707188624675759
250,250,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,227680.68023899998,121.38744939899999,156.834504009,45.66012396694215,21.023808002983536
251,251,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,278899.803428,144.27335212100002,206.84782619599997,45.66012396694215,37.673065255382156
252,252,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,208859.847497,118.598026777,139.608545541,45.66012396694215,121.10991603884803
253,253,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,211855.429904,126.434606984,159.520300631,45.66012396694215,76.44062885383256
254,254,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,159255.588578,103.892013171,119.253124176,45.66012396694215,39.62418742824919
255,255,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,243368.71322600002,133.897018485,176.65353738,45.66012396694215,30.703340438786608
256,256,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_College,TV_yes,Cooking_yes,312079.399799,150.70106557399998,230.300329769,45.66012396694215,0.0
257,257,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_High_School,TV_yes,Cooking_yes,185015.951783,115.49872116700001,135.749483292,45.66012396694215,22.854611248998296
258,258,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,245627.454467,132.004263238,175.400712227,45.66012396694215,92.72223390024922
259,259,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_no,174107.640773,99.6313204037,116.642229414,45.66012396694215,9.670212347757383
260,260,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_no,272579.211243,128.545793927,197.67502892099998,45.66012396694215,49.80683908731002
261,261,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,276245.00803,143.535555905,202.011633549,45.66012396694215,135.89454538811754
262,262,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_High_School,TV_yes,Cooking_yes,172365.283602,124.833642751,126.405761474,45.66012396694215,0.0
263,263,sex_female,Urbanity_Rural,Size_1,age_46_55,Education_Post_Graduate,TV_yes,Cooking_no,182687.429329,103.157413869,119.981565483,45.66012396694215,14.045009751785487
264,264,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,276011.077537,140.614458921,204.503845101,45.66012396694215,135.89454538811754
265,265,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,159536.447681,110.541722121,118.782257435,45.66012396694215,78.39036839181193
266,266,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,221470.227602,122.129200467,167.518350151,45.66012396694215,28.35212403771093
267,267,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,79413.2806399,90.70332444559999,51.9772357811,45.66012396694215,127.92905453491122
268,268,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,266630.614769,140.906667007,195.32076447900002,45.66012396694215,130.31192096455464
269,269,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,249449.681652,135.992829584,182.855531997,45.66012396694215,0.0
270,270,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,239883.12889099997,128.708157547,169.53435529200001,45.66012396694215,92.72223390024922
271,271,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,207260.311084,123.33285505299999,152.7826455,45.66012396694215,18.18810455483925
272,272,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,219772.80572600002,125.586714351,146.314900235,45.66012396694215,126.69254046241095
273,273,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,213635.24756,117.615904454,142.55571631700002,45.66012396694215,47.38366517874226
274,274,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,130981.942833,95.5388657833,85.5610949391,45.66012396694215,72.9586106306353
275,275,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_College,TV_yes,Cooking_yes,281114.619258,146.16790064100002,200.89707604,45.66012396694215,31.297704922699065
276,276,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,TV_yes,Cooking_yes,212226.561947,122.14043004,156.079507786,45.66012396694215,9.639144022249575
277,277,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,119413.707379,94.58578169270001,88.6952454282,45.66012396694215,27.108951544301835
278,278,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,248147.769815,135.667477835,182.12074251299998,45.66012396694215,138.90919309400894
279,279,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,202792.04475899998,121.547739812,147.372448199,45.66012396694215,17.75857532338194
280,280,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,276243.58876,143.842519316,189.27650918,45.66012396694215,22.884740460806114
281,281,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_College,TV_yes,Cooking_yes,236383.236427,124.85107989,157.304654612,45.66012396694215,71.1567833195973
282,282,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Post_Graduate,TV_yes,Cooking_yes,261754.601435,134.11288205600002,187.410626718,45.66012396694215,32.447724725461356
283,283,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,228508.088191,127.971572815,169.641300048,45.66012396694215,22.647659870535794
284,284,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,192630.191784,106.634334721,131.28809230299998,45.66012396694215,10.278640589316177
285,285,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,286516.880466,151.888390625,209.35896206400002,45.66012396694215,0.0
286,286,sex_female,Urbanity_Urban,Size_4,age_76_85,Education_College,TV_yes,Cooking_yes,304807.521442,145.726020025,223.68588614700002,45.66012396694215,51.38011535381046
287,287,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,TV_yes,Cooking_yes,292948.007733,148.382200788,212.721330088,45.66012396694215,19.102993207490748
288,288,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,158168.07550799998,107.90428468399999,115.892699729,45.66012396694215,0.0
289,289,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,167342.609699,117.457042178,121.942869665,45.66012396694215,0.0
290,290,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,192950.297415,118.490698652,141.254412922,45.66012396694215,15.285519178694043
291,291,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,270157.199398,129.901894671,203.44443671099998,45.66012396694215,0.0
292,292,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_no,158653.253203,107.318874935,118.09826646,45.66012396694215,70.8969292743063
293,293,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,202153.957802,124.89379057299999,152.222211506,45.66012396694215,18.18810455483925
294,294,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,155756.888586,105.87995875799999,113.380377333,45.66012396694215,7.107967342563696
295,295,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,255332.017364,137.017518635,180.74967115799998,45.66012396694215,78.54233734723198
296,296,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,179857.77234,118.51133244100001,126.661084609,45.66012396694215,9.716399138571001
297,297,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,304170.613449,150.075782691,218.782424864,45.66012396694215,17.238365304361643
298,298,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,248819.25996700002,133.13037784899998,183.17393444799998,45.66012396694215,17.001284714091316
299,299,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,TV_yes,Cooking_yes,285855.20906100003,147.588329998,208.582321712,45.66012396694215,82.223416148433
300,300,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_College,TV_yes,Cooking_yes,274363.563103,137.284945745,192.320058877,45.66012396694215,25.71508049913614
301,301,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,270065.001481,141.77787188,189.040905955,45.66012396694215,30.45383253111035
302,302,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,217385.066721,130.597847816,161.611633365,45.66012396694215,130.07484037428432
303,303,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_no,129559.08301700001,96.23981347719999,99.3611668452,45.66012396694215,137.08487266980416
304,304,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,223163.888518,124.429785686,166.214528105,45.66012396694215,133.7928368947181
305,305,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,203851.694995,120.18220549200001,149.007261098,45.66012396694215,83.88788118052457
306,306,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,255284.44333,143.61255191700002,183.00003434299998,45.66012396694215,90.85760599712013
307,307,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,225533.21723200002,128.014464839,165.558583115,45.66012396694215,0.0
308,308,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,263679.705436,143.302418872,187.74934230099998,45.66012396694215,0.0
309,309,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_College,TV_yes,Cooking_no,313293.377743,148.128484336,224.287182716,45.66012396694215,0.0
310,310,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,244639.530095,131.78834689200002,177.75251750900003,45.66012396694215,17.001284714091316
311,311,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,268876.887222,140.252490727,194.55133660799999,45.66012396694215,0.0
312,312,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,TV_yes,Cooking_no,175854.202696,113.05213171,124.962038741,45.66012396694215,122.66651289162894
313,313,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,TV_yes,Cooking_yes,163216.932023,111.993579494,120.85180308700001,45.66012396694215,0.0
314,314,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,158320.763363,116.954766491,117.828616241,45.66012396694215,7.107967342563696
315,315,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_no,205488.151732,122.03380013200001,151.836169808,45.66012396694215,16.277289860896538
316,316,sex_male,Urbanity_Urban,Size_10,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,217080.83146100002,129.80438511,160.64598069,45.66012396694215,12.159570368810941
317,317,sex_male,Urbanity_Urban,Size_10,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,222887.499972,127.516751794,160.080408929,45.66012396694215,12.159570368810941
