,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_AC,Income,Electricity,Water,w,wf
244,244,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,243980.026905,124.956204995,178.70531120200002,42.326530612244895,0.0
245,245,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,285403.710515,136.890916307,207.741375625,42.326530612244895,0.0
246,246,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,273436.13451199996,131.867517201,193.35118619099998,42.326530612244895,48.259157476907696
247,247,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,219652.45049299998,120.24037991899999,161.004018524,42.326530612244895,29.842735629141842
248,248,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,247416.37308400002,123.254929031,166.155459074,42.326530612244895,0.0
249,249,sex_male,Urbanity_Rural,Size_6,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,223181.83295100002,114.73755836,152.14451345,42.326530612244895,0.0
250,250,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,319429.655862,146.23793377,230.786115144,42.326530612244895,61.38378844016548
251,251,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,264856.26520100003,134.165300715,177.74576981,42.326530612244895,0.0
252,252,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,257799.921737,132.006806735,193.084047498,42.326530612244895,19.11007840995004
253,253,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,174894.30851099998,108.31964363700001,130.567027986,42.326530612244895,17.1487999374212
254,254,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,288717.427016,146.600286435,213.961592875,42.326530612244895,20.208915786171946
255,255,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,283809.450826,142.13563212,206.205791059,42.326530612244895,49.360655605869695
256,256,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,206698.886532,112.742515576,149.582866468,42.326530612244895,27.419274766369174
257,257,sex_female,Urbanity_Urban,Size_7,age_76_85,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,208923.368908,116.918321187,156.555702226,42.326530612244895,5.632363273767012
258,258,sex_female,Urbanity_Urban,Size_9,age_76_85,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,275516.490198,129.794539711,201.872833465,42.326530612244895,18.410669742378314
259,259,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,168015.42671099998,118.188358311,123.192737794,42.326530612244895,4.732155393212056
260,260,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,258134.880573,125.12853700299999,189.355560567,42.326530612244895,0.0
261,261,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,129588.31538399999,99.75970440540002,97.3984237378,42.326530612244895,23.722060725640656
262,262,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,196172.353769,125.254510003,146.179991923,42.326530612244895,0.0
263,263,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,166704.487957,108.169685698,124.959650357,42.326530612244895,0.0
264,264,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,257738.349013,129.455468804,192.90732203,42.326530612244895,0.0
265,265,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,128090.45581400002,99.629814989,93.9558449527,42.326530612244895,23.722060725640656
266,266,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,192685.835124,116.85691506,141.100115417,42.326530612244895,0.0
267,267,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,269720.373899,134.195455905,198.713403893,42.326530612244895,48.259157476907696
268,268,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,306178.63929200004,150.171407259,209.783879701,42.326530612244895,0.0
269,269,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,172863.618181,110.7926909,127.833178968,42.326530612244895,57.34546399562543
270,270,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,229479.965894,128.768844666,165.6761993,42.326530612244895,30.944233758103845
271,271,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,149720.994022,103.85281958899999,114.993285967,42.326530612244895,0.0
272,272,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,256529.57361999998,134.18551789100002,183.79410975599998,42.326530612244895,6.693433865740894
273,273,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,193846.351295,108.77662791,137.275263286,42.326530612244895,85.58417692789162
274,274,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,115074.604054,97.1364840965,84.9138387629,42.326530612244895,95.64382359983796
275,275,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,160145.95813800002,111.699865192,118.79023983399999,42.326530612244895,96.95104638677495
276,276,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,134824.398572,93.5089318173,91.7769174416,42.326530612244895,104.98996631838203
277,277,sex_male,Urbanity_Rural,Size_2,age_86_100,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,237559.380083,120.801873856,168.113939694,42.326530612244895,368.99999129901255
278,278,sex_female,Urbanity_Urban,Size_8,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,291086.409903,138.833511279,214.56683729099998,42.326530612244895,69.96709086357195
279,279,sex_male,Urbanity_Rural,Size_8,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,156397.83903,90.18737213360001,104.52975821,42.326530612244895,13.981472521992554
280,280,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,209214.95561099998,109.219306276,139.70549183100002,42.326530612244895,43.13531411916846
281,281,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,174010.579528,114.237933166,131.716281719,42.326530612244895,12.612638968368485
282,282,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,231821.880861,131.97870655,176.331141182,42.326530612244895,30.548514358369875
283,283,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_no,TV_yes,Cooking_no,AC_yes,301169.27130900003,143.442185602,220.383443057,42.326530612244895,0.0
284,284,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,183395.760846,106.731760129,133.303096044,42.326530612244895,53.027013264345975
285,285,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,123067.98894400001,82.7224620135,82.5094418724,42.326530612244895,28.034878067106423
286,286,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,205136.644359,119.279171165,152.402260331,42.326530612244895,44.15437004185777
287,287,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,147859.97659200002,97.72012753620001,102.42128938799999,42.326530612244895,29.32337119193596
288,288,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,196209.732755,115.08837171,146.880264097,42.326530612244895,0.0
289,289,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,263291.665121,136.66236396,186.81667384,42.326530612244895,36.3848873123909
290,290,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,214665.384978,130.420403845,158.395570274,42.326530612244895,105.11361135585395
291,291,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,118920.59376199999,96.233181496,88.7390890785,42.326530612244895,9.064450375094147
292,292,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,149863.597678,102.881043395,112.921505612,42.326530612244895,27.106768437519715
293,293,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,251726.12126999997,133.822773006,182.695300681,42.326530612244895,0.0
294,294,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,243433.24502600002,135.626948089,173.860312371,42.326530612244895,17.421225550913668
295,295,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,140653.851338,100.11005932100001,94.8825681398,42.326530612244895,27.48010436706535
296,296,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,141934.846036,109.849403956,104.529743362,42.326530612244895,27.485737756879033
297,297,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,166270.45278599998,100.915458214,126.131330152,42.326530612244895,12.214939986901745
298,298,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,233512.411848,114.652721294,158.837585324,42.326530612244895,34.52965675594788
299,299,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,98828.0185163,83.3986070857,63.9754793313,42.326530612244895,26.17288158012838
300,300,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,191627.377688,112.535545395,136.274741199,42.326530612244895,0.0
301,301,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,183532.100146,108.061634348,128.536696811,42.326530612244895,48.61408758039457
302,302,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,227734.652902,127.65676813299999,171.743758315,42.326530612244895,29.44701622940788
303,303,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,274660.31735100003,143.004684634,198.12002075700002,42.326530612244895,37.4863854413529
304,304,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,322741.33266300004,147.865425709,234.901040913,42.326530612244895,6.197120841456769
305,305,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,131309.619463,97.51561877370001,96.20977675520001,42.326530612244895,27.881457156613
306,306,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,280110.090871,136.903660411,193.240842285,42.326530612244895,20.75129016586431
307,307,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,126057.084127,97.1955188327,95.2408095928,42.326530612244895,23.722060725640656
308,308,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,171398.03338,105.197366733,123.28128664,42.326530612244895,0.0
309,309,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,114466.875873,90.6955488327,85.1913673465,42.326530612244895,9.064450375094147
310,310,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,Lighting_no,TV_yes,Cooking_yes,AC_yes,231744.348127,132.321075698,167.04840886600002,42.326530612244895,4.7023189927942175
311,311,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,141664.14296099998,99.3766914326,97.2714107138,42.326530612244895,15.063459822856197
312,312,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,146977.236993,107.60693059299999,107.962963206,42.326530612244895,23.167287025599588
313,313,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,197893.22999300002,120.276367435,140.774079044,42.326530612244895,0.0
314,314,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,264312.66070999997,130.824022273,197.69195307200002,42.326530612244895,125.76901942822438
315,315,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,250751.787079,124.287598656,182.584958822,42.326530612244895,95.3163871633484
316,316,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,151871.798949,90.7621212781,106.034362749,42.326530612244895,100.6106966268956
317,317,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,200812.300874,113.034014839,135.277520626,42.326530612244895,107.00619333018628
318,318,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,224379.399853,122.696225256,148.45377728399998,42.326530612244895,55.00958428368525
319,319,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,145140.530642,98.7436782526,104.569678275,42.326530612244895,27.106768437519715
320,320,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,210155.479512,119.762923226,158.720807017,42.326530612244895,80.8700067968782
321,321,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,103799.877414,90.2152981329,78.1198858887,42.326530612244895,25.79954565058274
322,322,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,292164.646722,143.470826765,211.02973607799998,42.326530612244895,69.60316803468372
323,323,sex_female,Urbanity_Rural,Size_5,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,181781.736075,116.721699338,122.486278284,42.326530612244895,0.0
324,324,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,117433.70086600001,94.9621896407,75.4173368254,42.326530612244895,0.0
325,325,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,156411.44469,102.528300179,119.49459326700001,42.326530612244895,41.00388043005018
326,326,sex_male,Urbanity_Urban,Size_9,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,297316.01149899996,144.690748031,215.36646872,42.326530612244895,11.272707819840422
327,327,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,160033.54978,113.11365123799999,116.981464064,42.326530612244895,0.0
328,328,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,226646.150419,120.590399568,170.859453799,42.326530612244895,31.686002454012463
329,329,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,181806.118056,102.312824959,125.48724226799999,42.326530612244895,48.61408758039457
330,330,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,158500.377885,102.650281866,111.417011445,42.326530612244895,71.45895680719785
331,331,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,252786.11881100002,123.058478916,178.939802449,42.326530612244895,104.0005987756575
332,332,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,149149.780051,91.9487452523,115.04290021700001,42.326530612244895,61.2463928588642
333,333,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,97508.5047508,81.9079444149,66.2185606964,42.326530612244895,46.652809107865735
334,334,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,213473.49363699998,122.09692456100001,159.354265749,42.326530612244895,105.11361135585395
335,335,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,244889.618421,124.36934992399999,181.915530684,42.326530612244895,26.23006362709042
336,336,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,294688.788,140.029647779,213.14272318,42.326530612244895,32.62556033038109
337,337,sex_male,Urbanity_Urban,Size_9,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,210186.209037,125.597914074,152.73344272,42.326530612244895,52.081452401811156
338,338,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,261590.982213,133.921051777,190.812080462,42.326530612244895,71.72338701236342
339,339,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,230291.00471900002,122.519899079,171.120082169,42.326530612244895,56.17750287615356
340,340,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,206832.70523800002,124.049577021,150.232280548,42.326530612244895,80.8700067968782
341,341,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,226347.41161799998,115.96077221600001,148.133673021,42.326530612244895,51.26475203143648
342,342,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,250601.41859899997,123.24364790700001,175.26495253,42.326530612244895,104.0005987756575
343,343,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,260508.29676,138.99688629899998,190.440333208,42.326530612244895,74.84885895595974
344,344,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,155088.333351,105.306191302,115.56401024700001,42.326530612244895,45.49048137820756
345,345,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,116155.521056,92.7250671492,88.39983874389999,42.326530612244895,10.90771719996477
346,346,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,AC_yes,90893.7075543,84.5024073554,58.978349653900004,42.326530612244895,34.23616456365659
347,347,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,166858.29830999998,104.058158615,118.71325091,42.326530612244895,46.28811205822553
348,348,sex_male,Urbanity_Rural,Size_2,age_19_25,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,54349.2922805,70.1411176492,31.6839347075,42.326530612244895,48.01569554429881
349,349,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,254535.75075700003,129.51325218,176.84557262400003,42.326530612244895,87.26550350016888
350,350,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,117431.976295,88.8795147832,89.61991769950001,42.326530612244895,95.64382359983796
351,351,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,244641.13503099998,125.213430981,174.962401617,42.326530612244895,79.56302908697316
352,352,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,159774.054308,98.1929280256,111.869444229,42.326530612244895,83.87560135140698
353,353,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,111572.16141199999,84.51633992149999,70.2336614638,42.326530612244895,13.377267716559913
354,354,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,191781.046648,111.00335407700001,145.89529578399998,42.326530612244895,11.025728847622991
355,355,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,140252.157589,100.72877737600001,101.679046023,42.326530612244895,98.83388215204566
356,356,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,263594.854083,134.138882653,186.637432439,42.326530612244895,87.26550350016888
357,357,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,152187.641978,93.7244101592,106.63766570000001,42.326530612244895,100.6106966268956
358,358,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,AC_yes,163290.19457,101.844236728,113.089833224,42.326530612244895,73.30222363206848
359,359,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,300067.036848,147.833218578,215.96990245799998,42.326530612244895,0.0
360,360,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,174178.67392899998,105.33714034,115.03097703600001,42.326530612244895,44.86925532814582
361,361,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,142705.054019,97.8815263636,105.08792438799999,42.326530612244895,23.167287025599588
362,362,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,132019.97380799998,93.20824277,98.35188304209998,42.326530612244895,115.56897742753425
363,363,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,245844.26883800002,128.47433428600002,183.234309149,42.326530612244895,0.0
364,364,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,253980.950048,134.198395777,182.84974799900002,42.326530612244895,87.26550350016888
365,365,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,303311.765694,149.654164156,218.55297322,42.326530612244895,0.0
366,366,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,248176.138723,129.33930697,177.366514605,42.326530612244895,91.58395423144833
367,367,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_yes,AC_yes,257655.351933,131.67204287799998,187.41340208900002,42.326530612244895,99.48818291466945
368,368,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,217765.86332600002,105.881543171,152.169382415,42.326530612244895,23.95893978934945
369,369,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,261414.982946,127.096083546,189.726072083,42.326530612244895,20.953345234820663
370,370,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,295859.458784,137.568701905,202.97977481400002,42.326530612244895,66.24461355113729
371,371,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,269333.843404,128.863236576,196.225603745,42.326530612244895,0.0
372,372,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,189081.19271,111.461030103,136.279955729,42.326530612244895,0.0
373,373,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,130555.249057,95.3607178564,96.28215693920001,42.326530612244895,25.565327550511277
374,374,sex_female,Urbanity_Urban,Size_3,age_19_25,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,122372.683525,95.87028716420001,90.506482106,42.326530612244895,66.77852164233693
375,375,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,173376.79047,108.62557974100001,128.652294569,42.326530612244895,80.21595111128634
376,376,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,132884.305591,102.926630585,100.03180233200001,42.326530612244895,23.722060725640656
377,377,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,237970.501566,116.85023655200001,161.302139294,42.326530612244895,35.63115488490988
378,378,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,AC_yes,284281.32821999997,136.352628702,203.826877651,42.326530612244895,49.360655605869695
379,379,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,AC_yes,168449.41592,108.58727140000002,121.19020818799999,42.326530612244895,80.21595111128634
380,380,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,AC_yes,154840.213655,98.6224943759,111.026393621,42.326530612244895,0.0
381,381,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,AC_yes,302299.701179,146.445910139,216.628648192,42.326530612244895,0.0
