,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
5316,4.0,1,56,2.0,8880,2580,26130.5,1
5317,4.5,1,52,1.0,5190,3960,27309.666666666668,1
5318,4.0,1,56,4.0,6570,3420,27964.666666666668,1
5319,4.0,1,33,2.0,3900,1800,23388.333333333332,1
5320,7.0,1,50,2.0,7200,3300,29630.666666666668,1
5321,9.5,1,52,1.0,4800,726,37790.333333333336,1
5322,9.5,1,47,1.0,2400,900,32090.5,1
5323,9.0,1,44,1.0,3600,1680,23593.833333333332,1
5324,8.0,1,45,2.0,3600,4200,17158.0,1
5325,7.5,2,41,2.0,2982,354,20128.5,1
5326,7.0,1,43,2.0,2760,4308,54672.5,1
5327,5.0,1,38,1.0,3600,3210,37096.333333333336,1
5328,5.5,1,59,2.0,18480,6960,53161.333333333336,1
5329,6.0,1,39,2.0,5100,624,25122.666666666668,1
5330,6.5,2,52,1.0,13200,8400,22240.333333333332,1
5331,5.0,2,64,1.0,21600,6600,28095.666666666668,1
5332,6.5,1,62,1.0,6600,4080,25113.0,1
5333,6.0,2,40,2.0,4200,4200,25440.0,1
5334,2.5,1,52,1.0,1800,6000,28293.666666666668,1
5335,1.5,1,62,1.0,0,1584,8516.666666666666,1
5336,8.0,1,41,2.0,3000,1272,26842.333333333332,1
5343,2.0,1,61,4.0,15000,4680,46107.666666666664,1
5347,3.0,1,27,4.0,16200,3900,46267.666666666664,1
5349,4.5,1,37,2.0,7200,480,20400.0,1
5350,6.5,1,47,2.0,16200,3720,18715.833333333332,1
5351,4.0,1,58,1.0,300,414,12582.5,1
5352,10.5,2,74,1.0,18000,9600,33964.666666666664,1
5353,7.0,1,29,2.0,3000,4140,49950.0,1
5354,3.0,1,34,3.0,10200,2910,34549.0,1
5355,4.0,1,63,1.0,2070,1800,16857.5,1
5356,3.0,2,53,2.0,2820,3480,11476.166666666666,1
5357,7.0,1,34,3.0,8400,7200,46562.833333333336,1
5358,6.0,1,53,1.0,0,3456,14122.833333333334,1
5359,2.5,2,69,1.0,4200,3600,10696.333333333334,1
5361,5.5,1,62,2.0,7506,3420,49212.333333333336,1
5362,8.0,2,72,1.0,8412,7590,41678.333333333336,1
5381,4.0,1,47,1.0,6240,1800,37979.833333333336,0
5390,4.5,1,51,1.0,1950,1656,29082.0,0
5393,6.0,2,60,2.0,12000,2040,30675.5,0
5394,4.0,2,67,1.0,15000,4500,30202.166666666668,0
5395,5.5,2,45,2.0,2400,2400,20152.166666666668,0
5396,6.0,2,57,1.0,6600,3000,33968.5,0
5398,6.5,2,31,2.0,9840,1500,31751.666666666668,0
5399,5.5,2,38,3.0,6000,3060,40640.833333333336,0
5400,2.5,2,54,4.0,4200,1704,19372.166666666668,0
5401,5.0,1,49,2.0,6180,1620,32744.833333333332,0
5402,5.0,1,39,3.0,17400,7800,35949.833333333336,0
5403,4.0,1,38,2.0,3600,2400,23103.5,0
5404,6.0,1,42,2.0,1500,2100,24931.333333333332,0
5405,5.5,1,57,1.0,5400,2940,46383.833333333336,0
5406,4.0,1,46,1.0,2100,1200,18248.0,0
5407,4.0,1,34,3.0,2520,3000,17068.333333333332,0
5410,7.0,1,62,1.0,5100,4020,22977.5,0
5411,2.0,1,40,1.0,5196,2370,37034.5,0
5421,2.0,1,55,1.0,3300,600,8699.166666666666,1
5427,4.0,2,34,3.0,13200,1800,40336.333333333336,1
5428,3.5,1,64,1.0,13500,2400,37019.666666666664,1
5429,4.0,1,57,1.0,7200,3600,36173.666666666664,1
5431,5.0,1,35,1.0,25200,1500,46632.666666666664,1
5439,5.0,1,65,1.0,0,5202,20966.166666666668,1
5441,5.0,1,62,1.0,18000,4800,41317.5,1
5444,6.0,1,49,2.0,3300,1080,45469.833333333336,1
5448,6.0,1,58,1.0,3600,1200,37023.833333333336,1
5450,6.0,1,45,3.0,16554,600,36963.0,1
5451,1.0,1,24,2.0,2700,960,14898.0,1
5454,2.5,2,33,4.0,3900,1200,25942.666666666668,1
5456,3.0,1,51,3.0,21600,2100,42426.333333333336,1
5459,2.5,2,45,3.0,4200,900,23530.0,1
5461,1.0,1,45,2.0,0,300,15302.0,1
5511,1.0,1,35,2.0,1200,900,24395.666666666668,1
5513,4.0,1,42,2.0,1434,1200,26170.166666666668,1
5515,6.5,1,65,2.0,1980,600,44830.666666666664,1
5516,3.5,1,64,2.0,4800,1320,45064.166666666664,1
5517,3.0,1,36,4.0,3900,660,37455.166666666664,1
5518,1.0,2,81,1.0,1050,600,8345.333333333334,1
5522,5.0,1,45,2.0,2280,1320,46341.666666666664,1
5523,5.0,1,49,2.0,1968,1200,19009.333333333332,1
5527,6.5,1,49,2.0,3300,1500,33442.333333333336,1
5668,6.0,2,88,1.0,27300,1800,59912.666666666664,0
5725,4.0,1,40,2.0,2520,600,16113.166666666666,0
5744,1.0,2,78,1.0,2730,900,14670.0,1
5745,1.0,2,86,1.0,1482,1020,17377.5,1
5746,3.0,1,59,2.0,3120,2160,29111.666666666668,1
5750,5.0,2,58,2.0,5100,3276,59980.0,1
5757,3.0,2,47,4.0,16200,1920,44572.833333333336,0
5758,2.0,1,69,2.0,1800,1140,10020.666666666666,0
5764,4.0,1,42,2.0,4020,1140,50242.833333333336,0
5766,2.0,1,71,1.0,8400,1140,14921.833333333334,0
5780,11.5,2,66,3.0,3990,2700,25651.5,0
5783,3.0,1,51,4.0,5520,1620,23776.666666666668,0
5785,7.0,2,58,1.0,2970,1800,22803.166666666668,0
5790,3.0,1,63,1.0,1512,1800,12976.5,0
5792,13.0,1,48,1.0,1920,4680,28948.333333333332,0
5847,3.5,1,54,5.0,12000,1620,52311.0,0
5855,4.0,1,57,2.0,7800,3246,42624.666666666664,0
5856,1.0,1,68,3.0,1800,300,14885.5,0
5857,3.5,2,77,1.0,3000,300,13417.333333333334,0
5860,2.0,1,71,1.0,600,300,14095.333333333334,0
5862,7.0,1,80,1.0,2334,360,19143.666666666668,0
5930,6.0,1,60,3.0,6960,900,50768.333333333336,1
5931,5.0,1,48,3.0,4500,2310,25430.166666666668,1
5935,3.0,2,65,2.0,5520,2400,26731.833333333332,1
5937,5.5,1,46,3.0,11400,3300,28721.666666666668,1
5939,6.0,2,53,4.0,16200,2994,38173.333333333336,1
5942,3.0,1,47,3.0,7200,3000,36780.333333333336,1
5943,3.0,1,44,2.0,5358,2280,30950.333333333332,1
5944,14.0,1,60,1.0,7200,2640,41613.166666666664,1
5945,6.5,1,43,4.0,7380,1500,21527.833333333332,1
5946,6.5,1,58,2.0,14700,2322,47116.666666666664,0
6008,2.0,2,86,1.0,2850,1434,17727.5,0
6012,4.0,1,37,1.0,8700,540,29695.333333333332,0
6013,3.0,1,59,1.0,1680,1440,16102.666666666666,0
6014,3.0,1,52,2.0,10200,2040,32044.5,0
6018,3.0,1,32,1.0,660,720,10011.333333333334,0
6019,5.0,1,30,1.0,540,690,27813.833333333332,0
6062,6.5,1,46,3.0,5292,570,27103.666666666668,1
6063,5.0,1,49,3.0,7932,2292,36730.0,1
6064,3.0,1,60,1.0,7500,2340,45651.666666666664,1
6065,7.0,1,55,1.0,4944,1590,32851.666666666664,1
6066,8.0,1,64,1.0,8400,5520,47440.666666666664,1
6067,6.0,1,33,2.0,4500,4734,23857.5,1
6070,6.0,1,53,1.0,3720,2400,40755.333333333336,1
6071,3.0,1,59,1.0,5400,1680,24285.833333333332,1
6072,3.0,1,49,2.0,6720,1320,54615.166666666664,1
6073,1.0,2,72,1.0,1470,570,11883.0,1
6078,5.0,1,39,3.0,5700,2400,28065.0,1
6080,7.0,1,51,3.0,10500,3480,55846.0,1
6081,6.0,2,71,1.0,2820,1860,11478.333333333334,1
6083,3.0,1,48,2.0,1920,1800,26867.5,1
6085,2.0,1,17,2.0,3300,1920,24776.666666666668,1
6086,3.0,1,80,1.0,4794,1140,18364.666666666668,1
6088,5.5,1,46,3.0,6720,3720,46508.333333333336,1
6092,3.0,1,57,1.0,3480,1392,27911.666666666668,1
6096,4.0,1,43,3.0,1320,1440,22735.0,0
6099,6.0,2,50,1.0,4050,1140,26751.0,0
6100,3.0,1,60,3.0,9000,1440,33113.333333333336,0
6103,4.0,1,37,5.0,7200,3600,41623.333333333336,0
6104,3.0,1,45,3.0,6000,3000,17231.0,0
6109,3.0,1,80,1.0,12000,1410,38042.5,0
6110,4.0,1,60,1.0,4020,1650,33802.666666666664,0
6111,5.0,1,41,2.0,2520,1140,16236.5,0
6112,7.0,1,56,1.0,2070,1548,24810.833333333332,0
6113,4.5,1,40,2.0,7980,2100,38864.333333333336,0
6114,3.5,1,52,2.0,2820,570,30835.666666666668,0
6115,3.5,1,50,1.0,1560,1140,22829.166666666668,0
6116,6.5,1,47,1.0,2100,1500,30615.166666666668,0
6117,4.5,1,48,2.0,1200,1170,20670.0,0
6118,3.0,1,54,1.0,1770,870,12239.0,0
6119,4.0,1,30,5.0,5700,1470,44585.333333333336,0
6120,2.0,1,37,2.0,5400,1632,22160.666666666668,0
6122,3.5,1,56,1.0,3000,1170,26635.0,0
6123,6.0,2,55,1.0,15000,2220,51508.5,1
6124,7.0,1,63,4.0,14400,2220,51740.833333333336,1
6125,2.5,1,73,4.0,4800,1200,59034.333333333336,1
6130,2.5,2,22,3.0,7800,1770,44929.166666666664,1
6131,2.0,2,61,5.0,6000,1320,49037.666666666664,1
6135,4.5,1,65,4.0,7020,1800,46171.833333333336,1
6137,5.0,1,45,1.0,1980,180,12740.333333333334,0
6139,5.0,1,40,2.0,2850,876,15461.166666666666,0
6147,3.0,2,69,4.0,3216,1752,13397.333333333334,0
6148,4.0,1,43,4.0,6000,2676,32040.666666666668,0
6150,4.0,1,45,2.0,3420,1386,20896.0,0
6153,1.0,1,70,1.0,1008,120,20738.5,0
6176,3.0,1,64,1.0,2100,300,14941.666666666666,1
6177,5.0,1,34,3.0,3924,2664,27957.0,1
6178,1.0,1,62,3.0,750,180,7489.666666666667,1
6179,5.5,1,65,1.0,1152,876,15544.833333333334,1
6180,7.0,2,39,2.0,888,180,11914.333333333334,1
6181,6.0,1,39,2.0,3000,1776,25681.666666666668,1
6182,5.0,1,28,3.0,888,600,13893.833333333334,1
6183,6.0,1,47,3.0,15600,3570,47886.666666666664,1
6184,5.0,1,66,2.0,18390,3906,49816.833333333336,1
6186,6.0,1,46,1.0,4200,2076,33257.5,1
6187,3.5,2,52,3.0,3480,3900,28592.0,1
6189,5.0,1,36,2.0,2244,270,22024.0,1
6190,3.0,1,69,2.0,2190,900,7655.0,1
6191,4.5,2,69,4.0,3900,1554,29650.166666666668,1
6192,2.0,1,59,4.0,2862,1476,51473.5,1
6193,2.0,2,50,3.0,1968,1476,43754.333333333336,1
6196,4.0,2,55,4.0,7920,1752,40441.666666666664,1
6198,4.0,1,41,2.0,0,1752,13996.0,1
6202,4.0,1,34,4.0,2040,240,48865.0,0
6203,1.0,1,67,2.0,930,120,7098.166666666667,0
6204,6.0,1,33,1.0,1200,120,13379.333333333334,0
6205,5.0,1,34,1.0,1722,240,21265.166666666668,0
6209,4.0,1,32,2.0,2280,240,24324.0,0
6210,4.5,1,30,2.0,2796,240,21228.333333333332,0
6211,5.5,1,46,1.0,0,120,16146.0,0
6212,6.0,1,47,2.0,1368,120,18030.0,0
6213,5.0,1,37,1.0,0,240,10686.166666666666,0
6214,4.0,1,61,1.0,0,240,11510.833333333334,0
6215,4.0,1,24,1.0,0,120,9977.0,0
6216,7.5,1,59,1.0,3030,60,15891.666666666666,0
6217,8.0,1,44,2.0,11400,60,36340.0,0
6222,7.0,1,45,1.0,516,60,18531.666666666668,0
6237,9.5,2,68,1.0,7854,3642,21631.333333333332,0
6238,5.5,1,38,1.0,4812,366,12337.666666666666,0
6240,5.0,1,69,1.0,4176,300,33198.833333333336,0
6242,3.0,1,32,2.0,0,300,6216.0,0
6243,8.5,1,53,1.0,720,300,36970.0,0
6244,5.0,1,31,3.0,5460,600,18748.333333333332,0
6245,2.0,2,40,2.0,2490,600,7265.333333333333,0
6246,4.0,1,40,2.0,1200,600,13173.0,0
6247,4.0,1,54,2.0,6102,1752,21335.0,0
6248,2.0,2,40,4.0,6000,600,42593.5,0
6249,3.5,1,52,4.0,7200,600,15234.0,0
6250,1.0,2,74,1.0,300,600,6855.0,0
6251,5.0,1,34,4.0,4218,600,18663.333333333332,0
6252,2.0,2,69,1.0,0,360,10139.0,0
6253,4.0,1,34,2.0,2550,600,14946.5,0
6254,4.5,1,33,1.0,600,600,12265.833333333334,0
6255,7.0,1,51,3.0,6180,600,54450.0,0
6256,5.0,1,62,2.0,7992,600,24876.5,0
6258,4.5,1,51,2.0,2004,2244,21323.166666666668,0
6259,5.0,1,57,1.0,5382,3126,18760.166666666668,0
6260,2.0,1,63,2.0,4500,2802,11111.333333333334,0
6263,3.5,1,56,1.0,1200,600,14755.333333333334,0
6264,4.5,1,26,2.0,1500,180,10551.333333333334,0
6265,5.0,2,49,1.0,1200,300,18205.0,0
6266,7.0,2,66,1.0,4800,2700,41679.0,0
6267,5.5,1,70,1.0,3420,876,21410.0,0
6268,7.5,1,71,1.0,840,504,17717.0,0
6272,5.0,2,71,2.0,3504,1194,17846.333333333332,0
6273,6.5,2,66,1.0,1710,168,11106.0,0
6276,8.0,1,50,1.0,0,912,14072.833333333334,0
6277,3.5,1,58,1.0,2988,1818,18283.5,0
6280,3.0,1,39,1.0,2844,1818,18233.5,0
6284,7.5,1,44,1.0,3000,912,15680.5,0
6287,3.0,1,38,1.0,936,912,16687.666666666668,0
6288,6.0,1,33,2.0,1800,912,14551.666666666666,0
6322,4.5,1,57,1.0,0,420,10924.166666666666,0
6325,5.0,1,39,2.0,3030,600,13335.833333333334,0
6328,6.0,1,48,1.0,1380,90,18107.666666666668,0
6334,3.5,1,61,4.0,8400,2400,38544.666666666664,0
6336,3.0,2,40,2.0,1002,1752,17958.833333333332,0
6337,3.5,1,51,1.0,1302,1752,15753.333333333334,0
6338,6.0,1,46,2.0,11400,3444,44598.0,0
6339,2.0,1,71,3.0,1800,876,23559.666666666668,0
6340,5.0,1,31,2.0,3048,600,14270.833333333334,0
6342,6.5,1,47,1.0,4386,1476,24043.666666666668,0
6345,5.0,2,37,4.0,10200,3000,58430.833333333336,0
6346,1.5,2,83,1.0,2250,1752,10383.5,0
6347,4.0,2,40,2.0,5934,3690,24219.166666666668,0
6350,2.5,1,53,3.0,7800,2400,37487.0,0
6351,2.0,2,48,3.0,3900,1752,50796.833333333336,0
6352,6.0,1,48,2.0,0,1752,13944.0,0
6353,8.5,1,56,2.0,5100,900,29181.166666666668,0
6354,4.0,1,64,1.0,8310,1752,19591.833333333332,0
6357,2.0,2,59,4.0,10776,1752,37386.333333333336,0
6358,2.0,2,82,1.0,906,876,5329.0,0
6360,6.5,1,45,2.0,924,240,7325.0,0
6362,2.5,2,48,4.0,9318,1752,26119.666666666668,0
6363,4.0,2,74,4.0,16890,3414,53866.5,0
6364,2.0,1,69,4.0,9600,1752,31819.833333333332,0
6366,5.0,1,49,2.0,1380,1176,16700.166666666668,0
6368,4.0,1,62,1.0,5280,2112,32504.166666666668,0
6372,2.0,2,81,1.0,1620,2604,10408.5,0
6401,5.0,1,43,3.0,6000,2040,18762.5,0
6402,5.0,1,40,2.0,2400,1020,12970.0,0
6414,5.0,1,49,4.0,6210,6300,59202.5,1
6419,5.0,1,40,2.0,5700,600,31089.0,0
6421,5.0,1,49,2.0,1446,300,13880.5,0
6423,3.0,2,72,1.0,672,300,6969.5,0
6428,13.5,1,50,2.0,2580,660,22470.666666666668,0
6429,2.0,2,80,1.0,750,360,7248.0,0
6430,7.5,2,43,2.0,1014,480,13965.5,0
6462,6.5,2,62,1.0,4074,1416,14966.0,0
6463,3.5,1,43,2.0,2508,1416,18137.5,0
6465,3.5,2,40,1.0,1800,1416,16085.833333333334,0
6468,8.5,1,59,2.0,6600,2700,33487.333333333336,1
6469,6.0,1,34,1.0,3240,1518,19842.0,1
6470,6.5,1,56,2.0,7800,2304,28053.833333333332,1
6471,4.0,2,41,2.0,3600,960,20522.666666666668,1
6472,7.5,2,50,2.0,5400,300,20493.333333333332,1
6473,6.0,1,42,2.0,5580,1980,25510.0,1
6474,5.0,1,38,2.0,5400,2100,22018.666666666668,1
6475,8.0,1,40,2.0,3600,2100,25255.833333333332,1
6476,9.0,1,38,2.0,3000,900,24585.0,1
6477,4.0,1,44,3.0,6000,1530,37253.0,1
6478,5.5,1,28,2.0,3690,1896,18260.0,1
6479,3.0,1,49,2.0,4440,1626,18345.166666666668,1
6480,4.5,1,66,3.0,2700,1422,15829.666666666666,1
6481,2.5,2,41,2.0,1842,288,15462.333333333334,1
6482,6.0,1,64,3.0,13500,5700,52507.166666666664,1
6483,1.5,1,22,1.0,0,336,11061.166666666666,1
6484,3.0,2,56,1.0,3870,642,28966.166666666668,1
6485,5.5,1,39,2.0,7200,1668,17976.5,1
6486,3.0,1,67,3.0,9900,2880,24496.833333333332,1
6487,4.0,1,30,3.0,3570,2568,28190.666666666668,1
6488,3.0,1,56,3.0,11700,2532,42959.0,1
6489,2.0,1,91,1.0,2400,318,11453.333333333334,1
6490,4.5,1,49,2.0,9600,3660,33759.0,1
6491,7.0,2,59,4.0,5046,1842,43848.5,1
6493,1.0,2,65,1.0,1680,96,9828.833333333334,1
6496,5.0,1,42,4.0,5100,1020,57123.333333333336,1
6504,7.0,1,37,2.0,1800,1200,29549.833333333332,0
6505,4.0,1,60,1.0,1380,1176,7681.0,0
6506,4.5,1,61,1.0,0,366,14591.5,0
6507,3.0,1,60,1.0,960,672,19294.833333333332,0
6508,4.0,1,46,1.0,0,672,7932.0,0
6509,7.5,1,47,2.0,4800,588,41510.333333333336,0
6510,5.0,1,51,1.0,2328,1404,16490.833333333332,0
6511,4.5,1,55,1.0,5700,1176,26527.166666666668,0
6512,5.0,2,50,1.0,1638,2088,10651.0,0
6513,6.5,1,39,1.0,900,1176,18339.666666666668,0
6514,10.0,1,51,1.0,1326,2448,51850.0,0
6515,9.5,2,58,1.0,3120,2112,14831.0,0
6516,7.5,1,56,1.0,0,2280,19917.166666666668,0
6517,2.0,1,67,2.0,1848,1272,17817.833333333332,0
6518,5.0,1,60,1.0,6000,1626,17340.0,0
6519,3.5,1,59,2.0,1860,420,17156.666666666668,0
6520,3.0,1,54,4.0,1152,1440,42003.666666666664,1
6521,4.5,2,52,3.0,2700,3030,25551.5,1
6524,10.5,1,54,2.0,9780,3120,36372.5,1
6525,3.0,1,24,2.0,810,900,12068.333333333334,1
6530,5.0,1,30,2.0,1500,288,10958.333333333334,1
6531,3.0,2,64,1.0,300,72,9158.0,1
6533,5.0,1,56,1.0,3000,1890,12600.833333333334,1
6534,4.0,1,58,2.0,3336,4308,31813.333333333332,1
6536,8.0,2,59,4.0,6120,3120,54284.0,1
6553,4.5,1,55,1.0,1200,600,10534.166666666666,1
6555,7.5,1,50,1.0,4710,960,21129.5,1
6559,2.0,2,32,2.0,1596,60,17899.333333333332,1
6561,5.5,1,45,2.0,1200,300,13506.666666666666,1
6562,4.0,2,59,1.0,1380,972,13474.333333333334,1
6567,2.0,1,62,1.0,1200,1950,11786.333333333334,1
6569,6.0,1,47,2.0,19800,2550,45852.5,1
6570,4.5,1,60,1.0,1350,1170,13053.0,0
6571,2.5,1,34,4.0,3336,1176,18314.333333333332,0
6573,4.5,2,35,2.0,5616,1200,27654.333333333332,0
6576,3.0,2,53,2.0,1494,600,6383.5,0
6577,5.0,1,49,3.0,3330,2640,13496.666666666666,0
6578,2.0,1,88,2.0,8400,1548,26175.166666666668,0
6580,2.0,1,56,2.0,2376,690,11976.166666666666,0
6582,7.0,1,37,1.0,1794,1350,11335.0,0
6583,4.0,1,34,2.0,2250,1260,12523.333333333334,0
6584,3.5,2,57,2.0,1620,1320,13902.833333333334,0
6585,10.0,1,66,2.0,6000,1770,25129.0,0
6587,5.0,1,40,2.0,2586,12,24990.333333333332,0
6591,6.5,1,45,2.0,2460,330,31286.666666666668,0
6597,4.5,1,51,2.0,5292,4500,39739.166666666664,0
6603,6.5,1,18,3.0,1296,1170,29722.166666666668,0
6606,3.0,1,43,1.0,0,300,12883.5,0
6607,3.0,1,78,3.0,17268,4050,39900.0,0
6609,9.5,1,58,2.0,2472,912,40804.5,0
6611,4.0,1,54,4.0,10698,3630,33785.333333333336,0
6615,8.0,1,55,2.0,5472,4956,41663.333333333336,0
6620,7.0,1,77,1.0,4236,6498,39189.666666666664,1
6623,1.0,1,63,2.0,3096,2964,10045.666666666666,1
6627,2.0,2,57,3.0,7380,3270,51579.166666666664,1
6629,3.0,1,54,4.0,8400,2340,16410.0,1
6630,3.0,1,62,4.0,9216,2970,47736.833333333336,1
6637,6.5,1,32,2.0,1572,54,16718.0,0
6639,11.5,1,46,1.0,0,606,14866.166666666666,0
6640,2.0,2,72,1.0,1320,222,16234.5,0
6641,5.5,2,51,1.0,0,510,12478.5,0
6642,5.0,1,35,2.0,2616,882,18337.833333333332,0
6643,6.0,1,32,2.0,3654,6540,16387.0,0
6644,2.0,1,70,1.0,150,102,7473.333333333333,0
6646,9.0,1,41,2.0,0,708,20432.666666666668,0
6647,7.0,1,56,2.0,0,414,13688.666666666666,0
6649,3.0,1,40,2.0,18606,7200,34397.0,0
6650,7.0,1,50,2.0,2400,1200,22717.666666666668,0
6651,3.0,1,71,2.0,4176,5766,12944.0,0
6667,5.0,1,38,3.0,3318,2322,22214.333333333332,0
6668,5.0,1,39,2.0,6768,1800,15710.666666666666,0
6669,3.0,1,39,1.0,3600,1320,18023.166666666668,0
6670,2.5,1,58,1.0,2082,2604,12569.0,0
6671,2.0,2,56,1.0,3132,2868,18031.833333333332,0
6673,4.0,1,58,1.0,2262,1320,16610.666666666668,0
6674,5.0,1,45,2.0,0,1800,11151.833333333334,0
6675,3.5,1,47,2.0,4200,1320,45880.833333333336,0
6676,2.0,2,76,1.0,1200,300,13303.666666666666,0
6677,7.5,1,58,1.0,3084,2028,27651.833333333332,0
6680,4.5,1,58,1.0,0,192,11346.166666666666,0
6681,3.5,1,22,2.0,0,210,8946.833333333334,0
6682,7.0,1,49,2.0,3594,540,56698.666666666664,0
6683,6.0,1,35,3.0,6600,2520,29522.166666666668,0
6684,6.5,2,60,1.0,1662,1968,15300.166666666666,0
6685,8.0,1,55,1.0,2988,240,18222.833333333332,0
6686,1.0,2,45,3.0,630,24,6863.666666666667,0
6687,9.0,1,60,1.0,3150,120,9021.166666666666,0
6688,8.5,1,54,4.0,8040,570,51404.333333333336,0
6689,6.5,2,43,2.0,0,90,11099.833333333334,0
6690,6.0,2,62,1.0,8202,180,11953.333333333334,0
6691,5.0,1,53,1.0,1404,1374,11990.666666666666,0
6692,4.0,1,51,2.0,4488,360,21337.833333333332,0
6693,3.0,1,36,2.0,4086,90,15322.333333333334,0
6694,10.5,1,46,2.0,0,840,10008.0,0
6695,9.0,1,41,2.0,0,402,14089.666666666666,0
6696,5.0,1,37,1.0,3126,132,20900.166666666668,0
6697,3.5,1,82,1.0,0,498,6906.833333333333,0
6698,2.5,1,48,2.0,6990,630,14978.5,0
6700,3.0,1,54,1.0,3600,1554,17033.666666666668,0
6703,4.0,1,60,1.0,3720,726,12874.5,0
6704,3.5,2,78,1.0,3780,810,15676.833333333334,0
6705,7.5,2,38,1.0,1800,360,15794.666666666666,0
6706,7.0,1,44,2.0,3300,1458,18223.833333333332,0
6707,5.5,1,46,2.0,16200,3000,36458.0,0
6708,8.5,1,62,1.0,4386,2046,25026.833333333332,0
6709,7.5,1,48,2.0,9000,1680,48859.5,0
6710,5.5,1,34,3.0,9336,3600,28635.0,0
6711,2.0,1,52,1.0,1962,1320,7642.166666666667,0
6712,2.5,1,75,1.0,1350,732,5181.666666666667,0
6713,5.0,1,39,1.0,2340,2730,18000.0,0
6714,6.0,1,55,1.0,2724,1320,10396.0,0
6715,5.0,1,46,1.0,7200,3600,23193.333333333332,0
6716,2.0,1,53,1.0,2328,1320,8536.5,0
6717,5.0,1,33,2.0,1140,1584,8946.0,0
6718,4.5,1,62,1.0,0,660,7148.5,0
6719,7.0,1,53,2.0,2760,3336,11883.166666666666,0
6720,2.0,2,45,2.0,4140,900,15583.333333333334,0
6721,2.0,1,63,1.0,3480,1320,12158.0,0
6724,3.0,2,52,4.0,3600,1740,35526.666666666664,0
6725,6.0,1,59,3.0,8700,2670,41275.333333333336,0
6728,4.0,1,53,2.0,12342,1800,48035.833333333336,0
6729,3.0,1,68,1.0,2700,3660,21689.666666666668,0
6730,4.0,1,53,1.0,1200,660,9933.5,0
6743,2.0,1,45,1.0,1440,600,7596.166666666667,0
6744,9.0,1,36,1.0,2430,504,18548.666666666668,0
6746,7.0,1,51,1.0,1860,480,14667.333333333334,0
6749,5.0,1,49,1.0,9660,5400,22766.333333333332,0
6751,6.5,1,31,1.0,1470,300,8856.5,0
6762,9.0,1,50,2.0,0,180,20094.666666666668,0
6767,4.0,1,48,3.0,3600,2100,36565.5,0
6770,7.0,1,45,1.0,846,300,17601.5,0
6773,8.0,1,41,3.0,0,1770,17206.166666666668,0
6774,5.0,1,31,2.0,2928,750,16335.0,0
6778,1.0,1,63,1.0,2400,1170,11914.5,0
6782,7.0,1,45,1.0,2100,600,18858.833333333332,0
6788,4.0,1,68,1.0,3228,540,21391.666666666668,0
6811,3.0,1,57,1.0,6900,2628,14339.5,0
6814,3.5,1,36,2.0,10440,1248,26768.666666666668,0
6818,11.0,1,42,2.0,4200,300,15519.666666666666,0
6820,2.0,1,57,2.0,3420,510,26572.833333333332,0
6821,6.5,1,68,1.0,1212,300,13036.666666666666,0
6822,7.0,2,42,2.0,7032,300,36267.166666666664,0
6823,9.5,1,37,1.0,2700,300,16098.0,0
6832,1.0,2,46,1.0,900,300,2994.3333333333335,1
6833,2.0,1,56,1.0,900,600,5335.166666666667,1
6834,5.0,1,32,2.0,5202,1500,37566.833333333336,1
6835,4.0,1,61,2.0,1800,2994,19171.166666666668,1
6836,7.0,1,31,2.0,1842,336,18458.5,1
6837,4.5,1,36,3.0,8400,1650,17140.166666666668,1
6838,5.5,2,44,1.0,6174,1758,37717.833333333336,1
6839,5.0,1,43,1.0,2700,720,18774.333333333332,1
6841,9.0,1,53,1.0,1800,936,16224.833333333334,1
6842,6.0,1,30,2.0,1920,336,14042.5,1
6843,6.0,1,51,2.0,4992,3042,42264.0,1
6844,6.0,1,41,2.0,3900,2490,29370.666666666668,1
6845,6.0,1,40,2.0,18600,6300,48415.0,1
6846,2.0,1,63,1.0,3378,1608,21107.5,1
6848,5.5,2,62,1.0,9600,6000,42643.0,1
6850,3.0,1,81,4.0,20592,6000,46087.333333333336,1
6851,3.0,1,41,4.0,9150,2976,45913.666666666664,1
6853,6.0,1,56,2.0,8160,4644,37988.5,1
6857,5.0,1,39,2.0,3600,2880,20778.166666666668,1
6858,3.0,2,29,2.0,2700,2400,18414.833333333332,1
6860,4.0,1,39,4.0,6600,3600,34972.833333333336,1
6861,7.5,1,51,1.0,4188,1698,29173.333333333332,1
6862,2.0,2,51,2.0,1200,1620,8235.0,1
6863,1.5,1,44,4.0,3120,2016,59225.0,1
6864,6.0,1,39,3.0,8694,2520,59668.666666666664,1
6865,8.5,2,66,2.0,8040,4200,41436.0,1
6866,8.0,1,49,2.0,4500,2196,31892.833333333332,1
6868,7.5,1,58,1.0,1680,4200,38470.5,1
6869,4.0,1,37,4.0,7800,3000,25400.0,1
6871,3.5,1,65,4.0,13800,6600,51130.666666666664,1
6872,2.0,1,61,2.0,5700,2400,26913.666666666668,1
6873,2.0,2,66,1.0,552,1440,9187.666666666666,1
6874,4.5,1,42,2.0,4200,2400,14820.333333333334,1
6876,5.5,1,44,4.0,8400,1590,48046.666666666664,1
6877,8.5,2,59,1.0,13200,6000,46587.5,1
