,index,dutyp,sex,ban,connectio,sqm,hhsize,edu,age,w
202,202,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,108.43703075442457,hhsize_3,edu_master,age_25a29,403.4970187777844
203,203,dutyp_Apartamento,sex_Homens,ban_5,connectio_Rede,99.8756599833458,hhsize_3,edu_primary,age_40a44,403.4970187777844
204,204,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,136.15937982036777,hhsize_2,edu_master,age_60a64,403.4970187777844
205,205,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,110.97730837958294,hhsize_6,edu_primary,age_40a44,403.4970187777844
206,206,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,92.94215098114307,hhsize_4,edu_primary,age_35a39,403.4970187777844
207,207,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,138.93561653920662,hhsize_2,edu_master,age_35a39,403.4970187777844
208,208,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,108.01950000110568,hhsize_2,edu_master,age_50a54,403.4970187777844
209,209,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,99.44851619326174,hhsize_2,edu_master,age_50a54,403.4970187777844
210,210,dutyp_Apartamento,sex_Homens,ban_1,connectio_Outra,144.22604578986147,hhsize_2,edu_master,age_50a54,403.4970187777844
211,211,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,17.09644334077166,hhsize_4,edu_master,age_20a24,403.4970187777844
212,212,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,184.21208263112976,hhsize_4,edu_primary,age_80anosou,403.4970187777844
213,213,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,106.32721049730051,hhsize_3,edu_master,age_50a54,403.4970187777844
214,214,dutyp_Apartamento,sex_Homens,ban_3,connectio_Rede,69.31497286205243,hhsize_4,edu_master,age_20a24,403.4970187777844
215,215,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,117.42522550829031,hhsize_4,edu_master,age_80anosou,403.4970187777844
216,216,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,101.90735629421549,hhsize_4,edu_master,age_65a69,403.4970187777844
217,217,dutyp_Apartamento,sex_Homens,ban_1,connectio_Poço,178.7809494239189,hhsize_4,edu_primary,age_35a39,403.4970187777844
218,218,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,5.1090040556375405,hhsize_3,edu_primary,age_60a64,403.4970187777844
219,219,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,50.484621757904385,hhsize_6,edu_master,age_40a44,403.4970187777844
220,220,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,106.84100476973434,hhsize_2,edu_master,age_40a44,403.4970187777844
221,221,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,118.64753756880914,hhsize_3,edu_master,age_65a69,403.4970187777844
222,222,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,97.06853758532569,hhsize_7,edu_master,age_30a34,403.4970187777844
223,223,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,130.87217222808908,hhsize_4,edu_master,age_50a54,403.4970187777844
224,224,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,121.11214908799948,hhsize_4,edu_master,age_50a54,403.4970187777844
225,225,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,146.45216519232457,hhsize_3,edu_master,age_40a44,403.4970187777844
226,226,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,68.59811650324588,hhsize_4,edu_master,age_30a34,403.4970187777844
227,227,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,98.12107615913773,hhsize_6,edu_master,age_65a69,403.4970187777844
228,228,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,160.7457547572883,hhsize_5,edu_primary,age_55a59,403.4970187777844
229,229,dutyp_Casa,sex_Homens,ban_3,connectio_Poço,179.32242453376668,hhsize_1,edu_master,age_75a79,403.4970187777844
230,230,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,166.6627649051629,hhsize_1,edu_master,age_70a74,403.4970187777844
231,231,dutyp_Casa,sex_Mulheres,ban_3,connectio_Poço,140.59199257383656,hhsize_7,edu_master,age_80anosou,403.4970187777844
232,232,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,118.00688933234629,hhsize_4,edu_master,age_30a34,403.4970187777844
233,233,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,73.12827579292335,hhsize_3,edu_master,age_60a64,403.4970187777844
234,234,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,67.48480533118965,hhsize_5,edu_master,age_55a59,403.4970187777844
235,235,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,156.76425987252674,hhsize_5,edu_primary,age_45a49,403.4970187777844
236,236,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,72.91648334824912,hhsize_2,edu_primary,age_45a49,403.4970187777844
237,237,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,150.76826326729912,hhsize_6,edu_primary,age_45a49,403.4970187777844
238,238,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,181.95416254750896,hhsize_2,edu_master,age_50a54,403.4970187777844
239,239,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,183.15374823369785,hhsize_3,edu_primary,age_50a54,403.4970187777844
240,240,dutyp_Apartamento,sex_Mulheres,ban_no,connectio_Rede,224.8934858642196,hhsize_1,edu_master,age_60a64,403.4970187777844
241,241,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,172.09157662705329,hhsize_2,edu_master,age_45a49,403.4970187777844
242,242,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,52.56695609049378,hhsize_3,edu_master,age_30a34,403.4970187777844
243,243,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,93.88030857360792,hhsize_3,edu_master,age_35a39,403.4970187777844
244,244,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,120.33946129943584,hhsize_5,edu_master,age_50a54,403.4970187777844
245,245,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,166.92196063422685,hhsize_4,edu_master,age_70a74,403.4970187777844
246,246,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,73.49620027048186,hhsize_3,edu_master,age_35a39,403.4970187777844
247,247,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,16.57395650023677,hhsize_3,edu_master,age_35a39,403.4970187777844
248,248,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,75.18960686230946,hhsize_3,edu_master,age_40a44,403.4970187777844
249,249,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,28.99565381246714,hhsize_4,edu_master,age_60a64,403.4970187777844
250,250,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,119.7574482710587,hhsize_5,edu_master,age_20a24,403.4970187777844
251,251,dutyp_Apartamento,sex_Mulheres,ban_no,connectio_Rede,139.72614569057163,hhsize_5,edu_primary,age_20a24,403.4970187777844
252,252,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,165.12276304566447,hhsize_2,edu_master,age_30a34,403.4970187777844
253,253,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,89.16501387869276,hhsize_4,edu_master,age_70a74,403.4970187777844
254,254,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,146.3913153107828,hhsize_4,edu_master,age_55a59,403.4970187777844
255,255,dutyp_Casa,sex_Homens,ban_1,connectio_Outra,142.44896904356594,hhsize_2,edu_master,age_45a49,403.4970187777844
256,256,dutyp_Apartamento,sex_Homens,ban_1,connectio_Poço,75.2189803753356,hhsize_4,edu_master,age_30a34,403.4970187777844
257,257,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,64.85196222285643,hhsize_4,edu_master,age_35a39,403.4970187777844
258,258,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,174.28462036013462,hhsize_3,edu_primary,age_55a59,403.4970187777844
259,259,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,72.95741982000486,hhsize_7,edu_primary,age_60a64,403.4970187777844
260,260,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,72.50107922188617,hhsize_2,edu_master,age_40a44,403.4970187777844
261,261,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,115.29297122096628,hhsize_5,edu_primary,age_25a29,403.4970187777844
262,262,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,134.71575075621794,hhsize_3,edu_collage,age_25a29,403.4970187777844
263,263,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,94.26938507396669,hhsize_5,edu_master,age_40a44,403.4970187777844
264,264,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,146.53267855192377,hhsize_5,edu_master,age_35a39,403.4970187777844
265,265,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,111.07674333566858,hhsize_2,edu_master,age_50a54,403.4970187777844
266,266,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,102.6802522936955,hhsize_3,edu_master,age_55a59,403.4970187777844
267,267,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,67.07123579263295,hhsize_4,edu_master,age_50a54,403.4970187777844
268,268,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,73.02909504794358,hhsize_6,edu_master,age_45a49,403.4970187777844
269,269,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,106.52494883885471,hhsize_4,edu_master,age_30a34,403.4970187777844
270,270,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,130.15645272596538,hhsize_6,edu_master,age_25a29,403.4970187777844
271,271,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,129.9216001549126,hhsize_4,edu_master,age_30a34,403.4970187777844
272,272,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,82.36948029926934,hhsize_3,edu_master,age_35a39,403.4970187777844
273,273,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,67.91096510556099,hhsize_1,edu_master,age_45a49,403.4970187777844
274,274,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,38.925813502640175,hhsize_5,edu_primary,age_70a74,403.4970187777844
275,275,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,122.42421924272708,hhsize_3,edu_master,age_40a44,403.4970187777844
276,276,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,38.624311040240414,hhsize_1,edu_primary,age_40a44,403.4970187777844
277,277,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,198.21558987390358,hhsize_6,edu_master,age_45a49,403.4970187777844
278,278,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,98.72408190532964,hhsize_2,edu_master,age_20a24,403.4970187777844
279,279,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,127.64467226482815,hhsize_6,edu_master,age_65a69,403.4970187777844
280,280,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,114.08035489897429,hhsize_2,edu_master,age_55a59,403.4970187777844
281,281,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,103.84579293143085,hhsize_4,edu_primary,age_60a64,403.4970187777844
282,282,dutyp_Apartamento,sex_Mulheres,ban_4,connectio_Rede,95.90331030589316,hhsize_5,edu_master,age_65a69,403.4970187777844
283,283,dutyp_Casa,sex_Mulheres,ban_5,connectio_Rede,84.30611849601709,hhsize_6,edu_master,age_25a29,403.4970187777844
284,284,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,107.75654012570095,hhsize_1,edu_primary,age_55a59,403.4970187777844
285,285,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,133.90957979385504,hhsize_2,edu_master,age_35a39,403.4970187777844
286,286,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,109.26958302657738,hhsize_3,edu_master,age_50a54,403.4970187777844
287,287,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,127.17642378087076,hhsize_5,edu_master,age_35a39,403.4970187777844
288,288,dutyp_Casa,sex_Homens,ban_3,connectio_Poço,118.86106548227265,hhsize_3,edu_primary,age_55a59,403.4970187777844
289,289,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,152.93870504408738,hhsize_2,edu_master,age_45a49,403.4970187777844
290,290,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,130.08556461220644,hhsize_4,edu_master,age_30a34,403.4970187777844
291,291,dutyp_Casa,sex_Mulheres,ban_no,connectio_Outra,109.5057164523782,hhsize_2,edu_master,age_25a29,403.4970187777844
292,292,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,101.912649369693,hhsize_4,edu_master,age_60a64,403.4970187777844
293,293,dutyp_Casa,sex_Mulheres,ban_3,connectio_Poço,146.37157258036626,hhsize_5,edu_primary,age_35a39,403.4970187777844
294,294,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,122.21258910394954,hhsize_2,edu_master,age_80anosou,403.4970187777844
295,295,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,95.08353403548143,hhsize_7,edu_master,age_80anosou,403.4970187777844
296,296,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,95.78165922097124,hhsize_6,edu_primary,age_55a59,403.4970187777844
297,297,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,92.31631020134691,hhsize_3,edu_primary,age_60a64,403.4970187777844
298,298,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,64.68525138804243,hhsize_4,edu_master,age_30a34,403.4970187777844
299,299,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,101.20056980077706,hhsize_2,edu_master,age_45a49,403.4970187777844
300,300,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,102.29809133579819,hhsize_5,edu_primary,age_40a44,403.4970187777844
301,301,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,182.3411007543812,hhsize_3,edu_master,age_60a64,403.4970187777844
302,302,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,65.56657364829101,hhsize_3,edu_primary,age_35a39,403.4970187777844
303,303,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,174.45259065668117,hhsize_3,edu_primary,age_50a54,403.4970187777844
304,304,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,161.46543861694505,hhsize_3,edu_master,age_35a39,403.4970187777844
305,305,dutyp_Apartamento,sex_Homens,ban_4,connectio_Rede,87.49921272272448,hhsize_6,edu_primary,age_65a69,403.4970187777844
306,306,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,107.05245634825708,hhsize_3,edu_primary,age_80anosou,403.4970187777844
307,307,dutyp_Apartamento,sex_Homens,ban_3,connectio_Rede,119.35324461449987,hhsize_5,edu_primary,age_40a44,403.4970187777844
308,308,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,127.91562323365032,hhsize_4,edu_primary,age_50a54,403.4970187777844
309,309,dutyp_Apartamento,sex_Homens,ban_no,connectio_Rede,111.54245836683174,hhsize_2,edu_master,age_30a34,403.4970187777844
310,310,dutyp_Apartamento,sex_Homens,ban_2,connectio_Outra,111.66869192740086,hhsize_5,edu_master,age_60a64,403.4970187777844
311,311,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,116.910835130858,hhsize_6,edu_master,age_55a59,403.4970187777844
312,312,dutyp_Casa,sex_Mulheres,ban_1,connectio_Outra,88.25514449851107,hhsize_4,edu_master,age_50a54,403.4970187777844
313,313,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,160.78792686022683,hhsize_5,edu_primary,age_35a39,403.4970187777844
314,314,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,143.75277233519762,hhsize_4,edu_primary,age_55a59,403.4970187777844
315,315,dutyp_Apartamento,sex_Homens,ban_3,connectio_Rede,96.97536374470852,hhsize_2,edu_master,age_35a39,403.4970187777844
316,316,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,121.50608601062937,hhsize_1,edu_primary,age_20a24,403.4970187777844
317,317,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,129.32739028720414,hhsize_4,edu_primary,age_35a39,403.4970187777844
318,318,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,135.21369684615905,hhsize_5,edu_primary,age_25a29,403.4970187777844
319,319,dutyp_Apartamento,sex_Mulheres,ban_4,connectio_Rede,103.58219666847631,hhsize_5,edu_master,age_50a54,403.4970187777844
320,320,dutyp_Casa,sex_Mulheres,ban_no,connectio_Poço,95.30702729955564,hhsize_4,edu_master,age_40a44,403.4970187777844
321,321,dutyp_Casa,sex_Mulheres,ban_3,connectio_Poço,70.29131932056899,hhsize_3,edu_primary,age_80anosou,403.4970187777844
322,322,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,58.96870943235215,hhsize_2,edu_master,age_45a49,403.4970187777844
323,323,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,99.37956351309583,hhsize_1,edu_primary,age_75a79,403.4970187777844
324,324,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,149.60934165162428,hhsize_3,edu_primary,age_80anosou,403.4970187777844
325,325,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,72.15901866710124,hhsize_3,edu_master,age_35a39,403.4970187777844
326,326,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,70.68382902420458,hhsize_2,edu_master,age_30a34,403.4970187777844
327,327,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Poço,148.64772040587704,hhsize_4,edu_master,age_40a44,403.4970187777844
328,328,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,53.06626901476206,hhsize_3,edu_master,age_45a49,403.4970187777844
329,329,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,50.26914729124898,hhsize_2,edu_master,age_30a34,403.4970187777844
330,330,dutyp_Apartamento,sex_Mulheres,ban_no,connectio_Rede,64.85609975135614,hhsize_5,edu_master,age_45a49,403.4970187777844
331,331,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,90.64975191331808,hhsize_5,edu_master,age_20a24,403.4970187777844
332,332,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,128.0550072678733,hhsize_3,edu_master,age_40a44,403.4970187777844
333,333,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,141.4103716128165,hhsize_3,edu_master,age_45a49,403.4970187777844
334,334,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,158.49664293371862,hhsize_5,edu_master,age_45a49,403.4970187777844
335,335,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,60.625541342311145,hhsize_4,edu_master,age_45a49,403.4970187777844
336,336,dutyp_Apartamento,sex_Mulheres,ban_no,connectio_Rede,81.28985241178606,hhsize_4,edu_primary,age_50a54,403.4970187777844
337,337,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,31.68194972162401,hhsize_4,edu_master,age_65a69,403.4970187777844
338,338,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,173.87830178935315,hhsize_3,edu_primary,age_50a54,403.4970187777844
339,339,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,174.7811487698988,hhsize_3,edu_master,age_30a34,403.4970187777844
340,340,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,106.4091055875038,hhsize_2,edu_master,age_35a39,403.4970187777844
341,341,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,140.22996381179115,hhsize_4,edu_master,age_45a49,403.4970187777844
342,342,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,99.51291113252859,hhsize_2,edu_master,age_60a64,403.4970187777844
343,343,dutyp_Casa,sex_Mulheres,ban_1,connectio_Outra,97.16852728945543,hhsize_3,edu_master,age_50a54,403.4970187777844
344,344,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,112.0886864852318,hhsize_4,edu_master,age_40a44,403.4970187777844
345,345,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,64.56913711016676,hhsize_4,edu_master,age_35a39,403.4970187777844
346,346,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,108.68808125610443,hhsize_5,edu_primary,age_75a79,403.4970187777844
347,347,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,141.3733145631847,hhsize_4,edu_primary,age_65a69,403.4970187777844
348,348,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,128.17208900271402,hhsize_4,edu_primary,age_55a59,403.4970187777844
349,349,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,128.17208900271402,hhsize_4,edu_master,age_55a59,403.4970187777844
350,350,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,72.18699473166821,hhsize_3,edu_primary,age_55a59,403.4970187777844
351,351,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,82.95132045215993,hhsize_3,edu_primary,age_35a39,403.4970187777844
352,352,dutyp_Casa,sex_Mulheres,ban_1,connectio_Poço,46.67971723141208,hhsize_4,edu_master,age_50a54,403.4970187777844
353,353,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,129.21003340195094,hhsize_4,edu_master,age_40a44,403.4970187777844
354,354,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,123.95514729911028,hhsize_2,edu_master,age_60a64,403.4970187777844
355,355,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,135.9524236660404,hhsize_3,edu_primary,age_50a54,403.4970187777844
356,356,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,163.44520619956438,hhsize_5,edu_master,age_30a34,403.4970187777844
357,357,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,161.40114875176408,hhsize_4,edu_master,age_35a39,403.4970187777844
358,358,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,150.50188257941548,hhsize_7,edu_master,age_65a69,403.4970187777844
359,359,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,154.3700683646994,hhsize_2,edu_primary,age_55a59,403.4970187777844
360,360,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,62.77748021828813,hhsize_4,edu_primary,age_35a39,403.4970187777844
361,361,dutyp_Apartamento,sex_Homens,ban_no,connectio_Poço,116.16310117737386,hhsize_4,edu_primary,age_65a69,403.4970187777844
362,362,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,90.12957292026177,hhsize_4,edu_master,age_35a39,403.4970187777844
363,363,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,53.675264978005686,hhsize_4,edu_master,age_30a34,403.4970187777844
364,364,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,68.95549416875782,hhsize_1,edu_master,age_40a44,403.4970187777844
365,365,dutyp_Apartamento,sex_Homens,ban_1,connectio_Poço,137.33114537920375,hhsize_3,edu_primary,age_25a29,403.4970187777844
366,366,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,165.85566247535752,hhsize_2,edu_master,age_25a29,403.4970187777844
367,367,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,152.44187933089972,hhsize_5,edu_master,age_30a34,403.4970187777844
368,368,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,152.55550002919944,hhsize_4,edu_master,age_30a34,403.4970187777844
369,369,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,61.98407943142588,hhsize_3,edu_primary,age_50a54,403.4970187777844
370,370,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,80.28312423487634,hhsize_4,edu_master,age_75a79,403.4970187777844
371,371,dutyp_Casa,sex_Mulheres,ban_5,connectio_Rede,75.74904463010115,hhsize_3,edu_primary,age_80anosou,403.4970187777844
372,372,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,113.04387787953269,hhsize_5,edu_master,age_35a39,403.4970187777844
373,373,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,168.64169952084117,hhsize_5,edu_primary,age_60a64,403.4970187777844
374,374,dutyp_Casa,sex_Mulheres,ban_2,connectio_Outra,200.2736359797572,hhsize_4,edu_primary,age_55a59,403.4970187777844
375,375,dutyp_Casa,sex_Mulheres,ban_2,connectio_Outra,29.23401057407013,hhsize_1,edu_primary,age_40a44,403.4970187777844
376,376,dutyp_Casa,sex_Mulheres,ban_1,connectio_Outra,81.75903463604695,hhsize_2,edu_master,age_35a39,403.4970187777844
377,377,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,77.34616210086466,hhsize_3,edu_master,age_45a49,403.4970187777844
378,378,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,84.05468814703123,hhsize_5,edu_collage,age_50a54,403.4970187777844
379,379,dutyp_Apartamento,sex_Homens,ban_no,connectio_Rede,115.98358840758856,hhsize_5,edu_master,age_25a29,403.4970187777844
380,380,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,78.19791346463651,hhsize_3,edu_master,age_50a54,403.4970187777844
381,381,dutyp_Casa,sex_Homens,ban_3,connectio_Poço,129.69783516189065,hhsize_1,edu_primary,age_45a49,403.4970187777844
382,382,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,108.83515134082865,hhsize_5,edu_master,age_40a44,403.4970187777844
383,383,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,109.0243542611258,hhsize_3,edu_collage,age_40a44,403.4970187777844
384,384,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,106.83022090022945,hhsize_4,edu_master,age_80anosou,403.4970187777844
385,385,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,152.39971272310072,hhsize_2,edu_master,age_55a59,403.4970187777844
386,386,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,176.5925612910144,hhsize_2,edu_master,age_40a44,403.4970187777844
387,387,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,94.08364507320884,hhsize_2,edu_collage,age_30a34,403.4970187777844
388,388,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,80.75461710504159,hhsize_2,edu_master,age_40a44,403.4970187777844
389,389,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,134.27488419049834,hhsize_1,edu_master,age_60a64,403.4970187777844
390,390,dutyp_Casa,sex_Homens,ban_1,connectio_Outra,84.56932222827858,hhsize_2,edu_master,age_35a39,403.4970187777844
391,391,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,148.4524707766105,hhsize_3,edu_master,age_40a44,403.4970187777844
392,392,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,80.96363906127306,hhsize_6,edu_master,age_45a49,403.4970187777844
393,393,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,34.62205205133661,hhsize_4,edu_master,age_60a64,403.4970187777844
394,394,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,134.1149415785099,hhsize_5,edu_primary,age_45a49,403.4970187777844
395,395,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,115.83922075728655,hhsize_3,edu_master,age_50a54,403.4970187777844
396,396,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,95.83917275218471,hhsize_1,edu_master,age_55a59,403.4970187777844
397,397,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,155.34320952345254,hhsize_4,edu_master,age_30a34,403.4970187777844
398,398,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,59.55733561619761,hhsize_3,edu_master,age_55a59,403.4970187777844
399,399,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,63.000002420197795,hhsize_3,edu_primary,age_45a49,403.4970187777844
400,400,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,165.39792243616685,hhsize_4,edu_master,age_55a59,403.4970187777844
401,401,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,146.53170899698102,hhsize_5,edu_master,age_45a49,403.4970187777844
402,402,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,139.61585335065726,hhsize_2,edu_primary,age_45a49,403.4970187777844
403,403,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,108.86280436353924,hhsize_4,edu_master,age_80anosou,403.4970187777844
