,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
232,232,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254918.610209,138.463327712,179.74563987,47.56991525423729,77.7240096683471
233,233,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,247103.45035700002,133.04522340000003,171.092947503,47.56991525423729,6.4503899784863945
234,234,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223890.517175,126.75007101799999,160.859496918,47.56991525423729,44.726556471262484
235,235,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,144443.788958,102.42012370100001,104.93622479700001,47.56991525423729,32.85294822043807
236,236,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,257063.445719,136.323305561,184.357610705,47.56991525423729,77.7240096683471
237,237,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,236677.93581999998,128.69953457399998,158.023634123,47.56991525423729,0.0
238,238,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,200047.7264,124.612561092,149.63852582200002,47.56991525423729,1.702991530468984
239,239,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,186527.80715,123.831153656,143.050398655,47.56991525423729,27.060140564490023
240,240,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,277808.846916,147.512658034,205.84053887299999,47.56991525423729,47.9633960114604
241,241,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,211529.71804100001,125.98174380100001,161.38683042899999,47.56991525423729,75.48535605218291
242,242,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,282234.740263,139.996612406,204.092513628,47.56991525423729,54.26170057277077
243,243,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,165259.421689,113.900419444,115.338387366,47.56991525423729,0.0
244,244,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,174019.079558,115.37952260700001,132.808964669,47.56991525423729,0.0
245,245,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,221209.992975,125.958203377,165.318814422,47.56991525423729,136.88747349152862
246,246,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,169112.68108699998,106.46329896,118.55307399700001,47.56991525423729,164.7048102806313
247,247,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,152952.509023,105.14324284,105.24863379799999,47.56991525423729,0.0
248,248,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,287552.129452,146.930180684,206.273219437,47.56991525423729,22.606246977439355
249,249,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199635.161919,120.721623046,144.865432607,47.56991525423729,0.0
250,250,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,274980.439842,140.807871205,195.576131278,47.56991525423729,0.0347590107354569
251,251,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,146933.30419,107.656701486,108.11100958899999,47.56991525423729,39.4067663270383
252,252,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,227012.41404099998,120.27531299600001,164.52922229799998,47.56991525423729,51.28037457786262
253,253,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,149460.14794,110.96792598299999,112.37311587399999,47.56991525423729,17.20258812684735
254,254,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,271230.807303,145.38707230100002,190.973199607,47.56991525423729,139.62522006970966
255,255,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,243544.862377,128.505446418,181.59405516200002,47.56991525423729,0.0
256,256,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,114254.35423900001,88.1862676751,75.6305336856,47.56991525423729,0.0
257,257,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,143563.629053,100.48412876,108.39286902200001,47.56991525423729,39.90585928905517
258,258,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,252875.218402,141.620275092,172.684163443,47.56991525423729,117.05373210300576
259,259,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,310520.92578499997,156.694821455,216.47681021,47.56991525423729,6.564498363580515
260,260,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,309725.719056,150.19533351,224.842972132,47.56991525423729,0.0
261,261,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,167167.923697,102.88054886200001,114.468840245,47.56991525423729,0.0
262,262,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,251094.98296199998,132.019961416,180.477051412,47.56991525423729,0.0
263,263,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,268984.900745,141.036456937,195.41376088200002,47.56991525423729,21.892911228752915
264,264,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,288245.144426,147.163826625,203.782738572,47.56991525423729,0.0
265,265,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,132105.277599,96.70027518129999,91.81540259,47.56991525423729,29.27674890284465
266,266,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,286907.687586,143.39579540000003,203.89363501,47.56991525423729,0.0
267,267,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,247457.077589,141.690126161,172.268219869,47.56991525423729,6.4503899784863945
268,268,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,136770.344712,103.282782849,102.84577453200001,47.56991525423729,39.4067663270383
269,269,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267543.393294,136.722051105,188.315175917,47.56991525423729,139.62522006970966
270,270,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,266921.431137,139.427867364,187.03108822599998,47.56991525423729,0.0
271,271,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171403.54478499998,111.961448031,119.82687258600001,47.56991525423729,133.5484496473169
272,272,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,278363.902025,145.319051502,201.861678771,47.56991525423729,47.46430304944352
273,273,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220231.52966399997,120.33360092299999,160.307862602,47.56991525423729,136.88747349152862
274,274,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,235407.894439,145.265938444,172.70569904599998,47.56991525423729,20.12401394454825
275,275,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,167628.83270199999,106.953053708,121.367194344,47.56991525423729,0.0
276,276,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,268103.935134,142.840153986,192.410350558,47.56991525423729,0.0
277,277,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,170381.724041,113.99403161,129.252894211,47.56991525423729,118.75130125279668
278,278,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,173753.348166,124.90761324399999,128.02954104,47.56991525423729,0.0
279,279,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263405.531202,134.415312861,192.885548045,47.56991525423729,78.22310263036397
280,280,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,253927.32237100002,132.703939175,184.879961384,47.56991525423729,77.7240096683471
281,281,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,259029.93718699997,140.062581508,185.45943213599998,47.56991525423729,0.0
282,282,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,244007.65486900002,128.922634744,173.318299483,47.56991525423729,77.25425333638759
283,283,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,185893.651647,114.906799839,135.591526549,47.56991525423729,1.233235198509475
284,284,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,236206.13708400002,134.447912078,155.80360988,47.56991525423729,50.42358376654212
285,285,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,285024.876056,136.189999393,211.822122816,47.56991525423729,47.9633960114604
286,286,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,215576.44521900002,132.481857831,142.802217769,47.56991525423729,135.78710326348101
287,287,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,271809.331467,144.020075464,202.648690063,47.56991525423729,54.018121156043755
288,288,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,212390.611732,121.733803853,159.300522408,47.56991525423729,74.98626309016605
289,289,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,248371.571944,131.621390471,184.329274981,47.56991525423729,19.86850039925831
290,290,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,238167.569973,134.671017266,161.22654519600002,47.56991525423729,50.42358376654212
291,291,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,282158.487044,148.831415425,202.568050103,47.56991525423729,0.0
292,292,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,299527.62395100005,142.18440634700002,214.94889745,47.56991525423729,22.606246977439355
293,293,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,289097.884171,140.239146679,207.617944275,47.56991525423729,22.36266756071234
294,294,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,205696.464538,129.13499610600002,155.086365079,47.56991525423729,74.98626309016605
295,295,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,253013.319794,134.687757145,179.22437368299998,47.56991525423729,0.0
296,296,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,213230.78502100002,122.94221432,160.890052244,47.56991525423729,75.48535605218291
297,297,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,206238.013453,120.319350256,152.211257367,47.56991525423729,0.0
298,298,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,239448.762016,129.91142570600002,175.185431325,47.56991525423729,0.0
299,299,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,277452.694869,141.557153169,205.74112976900003,47.56991525423729,47.46430304944352
300,300,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,92293.9214254,89.0957968134,59.6073510789,47.56991525423729,29.014831414209432
301,301,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,240202.34490700002,127.574227954,177.661896278,47.56991525423729,0.0
302,302,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,155834.129547,114.866179735,116.339201172,47.56991525423729,7.994892148433987
303,303,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,195381.564939,123.733369774,149.420239801,47.56991525423729,74.51650675820655
304,304,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,279610.337721,141.879989128,198.742097889,47.56991525423729,22.36266756071234
305,305,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171821.654076,122.841885474,123.507022795,47.56991525423729,150.3774182180706
306,306,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,231268.879291,127.204918296,157.92402539,47.56991525423729,43.62618624321489
307,307,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,278543.26712699997,148.257475968,202.504569925,47.56991525423729,47.46430304944352
308,308,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223631.768979,131.31485389899998,164.825915352,47.56991525423729,44.726556471262484
309,309,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,192509.074072,119.309908033,136.625836964,47.56991525423729,16.285897138319605
310,310,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,173459.325005,108.354487388,121.42949120600001,47.56991525423729,19.6968019049667
311,311,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,297114.583224,154.387854753,218.757135667,47.56991525423729,0.0
312,312,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,290530.00629299995,140.970954216,215.674558955,47.56991525423729,0.0
313,313,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,148500.54744300002,107.694342403,107.10634367899999,47.56991525423729,32.85294822043807
314,314,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,128218.781871,98.7689873043,87.1534337991,47.56991525423729,114.88384781651061
315,315,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,187928.292428,116.34958631299999,140.539814379,47.56991525423729,33.11486570907329
316,316,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180419.53835,115.653745285,125.32590514,47.56991525423729,15.786804176302649
317,317,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,196948.367979,123.428045723,147.272334845,47.56991525423729,0.0
318,318,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,225993.658887,130.109051695,169.808346385,47.56991525423729,136.88747349152862
319,319,sex_female,Urbanity_Urban,Size_2,age_76_85,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,284166.835369,145.970674688,209.45181300599998,47.56991525423729,50.398586834147004
320,320,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,206663.858877,125.997816065,155.526146926,47.56991525423729,74.98626309016605
321,321,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171737.53881300002,113.700182324,119.42464890000001,47.56991525423729,133.04935668529995
322,322,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,204069.162802,117.95839100200001,132.020719587,47.56991525423729,113.21561529677712
323,323,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,162326.393335,106.30023903799999,116.884293078,47.56991525423729,88.47620781670805
324,324,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,233430.974865,132.94259265600002,183.144582149,47.56991525423729,120.34663191565282
325,325,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,123115.63696199999,97.3382750794,91.04375326620001,47.56991525423729,124.54410890874478
326,326,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,92546.8705481,88.2891514972,62.044777499700004,47.56991525423729,29.014831414209432
327,327,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,269954.5961,136.350977806,191.98730295599998,47.56991525423729,139.62522006970966
328,328,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_no,TV_yes,Refrigeration_yes,AC_yes,194739.605127,119.50131224100001,140.817164343,47.56991525423729,44.99999905166376
329,329,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,256116.39931900002,136.740775395,193.165377335,47.56991525423729,3.327658823382515
330,330,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197383.361734,109.302491479,143.30211847299998,47.56991525423729,0.0
331,331,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,209961.52347000001,119.927380569,158.615698439,47.56991525423729,107.14080964751425
332,332,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,193432.83771400002,114.340814189,147.105120457,47.56991525423729,3.7126434003053483
333,333,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,231288.97113800002,124.51796407299999,169.979378464,47.56991525423729,0.0
334,334,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,103118.91825700001,101.21862908899999,77.2155868552,47.56991525423729,23.49448874481235
335,335,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,168581.64949,107.801367912,124.90176968799999,47.56991525423729,0.0
336,336,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,215745.205979,122.76212649700001,161.098075898,47.56991525423729,0.0
337,337,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,251333.576793,129.21505550700002,185.155864415,47.56991525423729,0.0
338,338,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,232848.09138000003,131.452205552,176.06981789,47.56991525423729,45.22564943327935
339,339,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,119581.88406099999,97.0067487328,90.3451980281,47.56991525423729,124.54410890874478
340,340,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171117.739993,112.002338885,128.236134905,47.56991525423729,0.9896557817824584
341,341,sex_female,Urbanity_Urban,Size_4,age_19_25,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,250962.29531,140.407186351,184.80131891,47.56991525423729,75.20139650810891
342,342,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255674.320354,137.028903314,185.629812949,47.56991525423729,109.87855622569539
343,343,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,269574.38354899996,133.975046246,190.63578884,47.56991525423729,61.183168092471305
344,344,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,206219.73410499998,129.786263184,157.94109368600002,47.56991525423729,106.64171668549739
345,345,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,131241.904244,103.673761399,94.4944991667,47.56991525423729,125.01386524070425
346,346,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,128944.102334,103.02609070700001,93.49483503299999,47.56991525423729,156.66931883603556
347,347,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,122178.19781700001,103.87036732899999,89.85872759850001,47.56991525423729,124.54410890874478
348,348,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,219107.389241,122.784931462,160.398384381,47.56991525423729,168.54292708685995
349,349,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,231142.815807,131.08181943399998,168.825432616,47.56991525423729,44.726556471262484
350,350,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180802.842692,120.614417386,134.995776194,47.56991525423729,118.72196462273925
351,351,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,216072.72779200002,127.61069239700001,160.35994622200002,47.56991525423729,0.0
352,352,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,247672.368998,134.210081511,175.020279722,47.56991525423729,6.4503899784863945
353,353,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,195168.26474100002,116.518914848,133.67724315,47.56991525423729,0.0
354,354,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,299580.410571,151.779227819,217.820850383,47.56991525423729,45.01560944622376
355,355,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171158.111581,110.530153791,126.369762531,47.56991525423729,0.0
356,356,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,232762.61178099999,132.24520502,172.435977676,47.56991525423729,58.44542151429027
357,357,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,191473.291358,111.432164205,132.033713434,47.56991525423729,2.612273172257752
358,358,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,136418.368415,102.703532276,101.00428009,47.56991525423729,125.01386524070425
359,359,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,187418.826774,119.10062836899999,135.216887798,47.56991525423729,119.22105758475615
360,360,sex_female,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,238921.280555,124.749919888,166.675335837,47.56991525423729,19.023643716500647
361,361,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,145632.980587,100.154021084,101.258463405,47.56991525423729,0.0
362,362,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,124937.299651,104.131589213,93.3977490476,47.56991525423729,63.112654839341644
363,363,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,175219.463681,114.283209973,128.236853543,47.56991525423729,118.72196462273925
364,364,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254932.02862800003,136.30790827,183.791073127,47.56991525423729,0.0
365,365,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,198318.380619,116.294021394,135.265997984,47.56991525423729,16.03038359302967
366,366,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,226337.40615599998,127.52037687200001,165.17054207799998,47.56991525423729,136.88747349152862
