,Electricity,Income,Water,e_Cooking,e_Lighting,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
392,97.0213697398,158636.828552,109.252949851,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,392.0,21.0,1,18.62960085231288
393,101.78410303,170592.680666,117.068454556,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,393.0,21.0,1,14.870314778364385
396,106.99254478600001,139110.481912,105.32119233899999,Cooking_yes,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,396.0,31.0,1,11.02768846705925
397,107.55658483399999,162782.402991,121.42021402299999,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,397.0,31.0,1,84.65053058303758
398,130.46036190200002,236786.001684,169.667059624,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,398.0,81.0,1,41.78436348778307
399,123.19051235799999,235855.117722,170.655433254,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,399.0,81.0,1,10.92583905154666
400,123.88828200100001,219941.07028200003,161.296066206,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,400.0,81.0,1,13.051565559162501
402,124.789966081,246582.147402,181.412690121,Cooking_no,Lighting_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,402.0,81.0,1,18.37412652352853
403,141.12416916200002,284569.745681,198.156230864,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,403.0,81.0,1,10.39879888675108
405,134.85590855200002,261960.187239,188.610669068,Cooking_yes,Lighting_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,405.0,81.0,1,6.553198210624899
406,119.673630785,206303.269044,154.648497547,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,406.0,81.0,1,46.696593667174696
407,145.616997556,315527.02078,225.90735140700002,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_7,sex_female,Urbanity_Urban,407.0,81.0,1,8.944724136060962
408,115.08531584100001,181797.247102,131.77593899299998,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,408.0,61.0,1,6.056385029224735
409,110.98591529,172869.868265,119.675949195,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,409.0,21.0,1,9.288424562812477
410,100.348345042,145835.887696,100.25625019200001,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,410.0,21.0,1,63.44959357678634
412,124.317024931,220330.046727,147.33006642,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,412.0,51.0,1,30.74021354502011
413,111.709421403,213200.516737,142.371603497,Cooking_no,Lighting_yes,age_36_45,Education_Post_Graduate,Size_5,sex_male,Urbanity_Rural,413.0,51.0,1,19.36966604071766
414,128.59225165700002,223487.864167,165.471160876,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,414.0,81.0,1,5.9003071563609595
415,139.44081906600002,248174.710607,175.482062518,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,415.0,81.0,1,13.792236307976701
417,112.5850629,212158.215966,141.35573022100002,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,417.0,51.0,1,9.76138439801689
420,114.756502765,176967.36095899995,137.84665185,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,420.0,31.0,1,27.912856205446175
421,77.37378159890001,91519.3853813,60.8468607775,Cooking_no,Lighting_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,421.0,1.0,1,54.9765252360659
424,93.05757046219999,107924.272606,70.9724929134,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Rural,424.0,1.0,1,21.855774001756586
425,142.737189886,275496.45236500003,196.72260169400002,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,425.0,81.0,1,11.765239320418502
426,117.340973856,202325.112798,141.368307389,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,426.0,51.0,1,61.557670908830715
427,133.81610735799998,243081.032023,178.821103017,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,427.0,81.0,1,9.420968261503816
428,128.78655802,222378.235617,162.671055913,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,428.0,81.0,1,4.685125125495148
429,110.195775773,198793.897631,133.745653258,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Rural,429.0,51.0,1,71.72823365419148
430,125.1207547,239846.915304,174.349517187,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_2,sex_female,Urbanity_Urban,430.0,81.0,1,47.12310853534815
431,94.489760491,121267.250807,91.5045170324,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,431.0,31.0,1,7.008414735235872
432,132.47869564,248648.710758,177.480816665,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,432.0,81.0,1,38.34451811884044
433,120.581475181,222472.786709,168.958057782,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,433.0,81.0,1,16.05410091982543
434,124.82858572,196263.581047,145.83966226,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,434.0,81.0,1,35.479585954782905
435,141.47117616100002,270333.514042,193.343047013,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,435.0,81.0,1,11.791376776013468
436,105.46906758700001,180233.260458,133.165763868,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,436.0,61.0,1,11.056385029224735
437,151.10268723299998,319481.33586,225.784878067,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_8,sex_male,Urbanity_Urban,437.0,81.0,1,13.21204566703208
438,85.9388199892,111676.338361,75.6569254273,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,438.0,1.0,1,129.62053820504104
439,115.165859579,182430.127651,132.764501581,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,439.0,61.0,1,18.0949579982754
440,93.4657983711,127081.733387,95.319462369,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,440.0,31.0,1,80.01389286457186
441,100.56768730799999,164632.500677,118.58790265399999,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,441.0,21.0,1,16.870314778364385
442,116.006888854,198654.837085,131.492386925,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,442.0,51.0,1,19.428883734349363
443,122.35843821200001,216094.17087,161.61936636299998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,443.0,81.0,1,6.9003071563609595
444,98.68917365879999,132053.636695,98.64930809,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,444.0,31.0,1,15.217606353758036
445,110.045998739,174731.628069,129.371625416,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,445.0,31.0,1,16.0949579982754
447,81.1101064747,85924.81830449999,54.8605845034,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,447.0,1.0,1,23.18761397576145
449,119.393078066,213196.192111,158.723550347,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,449.0,81.0,1,12.662128590972308
450,122.692946498,206204.866197,151.925111845,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,450.0,81.0,1,0.1092253222868124
451,111.53654720799999,151690.806296,112.072420065,Cooking_yes,Lighting_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,451.0,31.0,1,74.43352287064585
452,126.98619517,225388.008917,166.292065011,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,452.0,81.0,1,15.05410091982543
453,126.560680007,244595.354492,176.195799628,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,453.0,81.0,1,45.68569440834084
454,120.633355866,242435.453929,163.15803628700002,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Rural,454.0,51.0,1,15.353434990409266
455,116.259166665,241572.45860300004,170.494292419,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,455.0,81.0,1,45.36625370333496
456,107.34165778299999,175107.940642,125.42159618,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_5,sex_male,Urbanity_Urban,456.0,31.0,1,31.3171900944169
457,114.06924643,194231.206604,142.55288318200002,Cooking_no,Lighting_yes,age_76_85,Education_High_School,Size_3,sex_male,Urbanity_Urban,457.0,61.0,1,32.57210682242569
459,133.218325354,269287.256061,196.740455332,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Urban,459.0,81.0,1,18.527060755029858
460,113.18061049399999,190899.951626,140.910272348,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,460.0,61.0,1,12.120489893461105
462,123.30212435799999,210122.502047,152.14880269100001,Cooking_yes,Lighting_no,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,462.0,61.0,1,6.174472905215911
463,131.548388535,239408.49308,176.99335009400002,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,463.0,81.0,1,9.347881660208714
464,132.927301735,246083.771636,184.40242333400002,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,464.0,81.0,1,8.420968261503816
466,118.07294926,236747.737948,158.28380878299998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_7,sex_male,Urbanity_Rural,466.0,51.0,1,19.346223102777827
468,108.582971971,179380.790524,131.822417521,Cooking_no,Lighting_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,468.0,31.0,1,43.491896929726714
469,129.688799309,257681.153015,187.043151567,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,469.0,81.0,1,10.16407537304314
470,96.53975434739999,122546.060322,88.7360899631,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,470.0,31.0,1,8.008414735235872
471,95.08971133760001,125020.004303,91.3433426023,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,471.0,31.0,1,8.008414735235872
473,144.34639979899998,270959.321384,195.949371745,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,473.0,81.0,1,11.942635178815088
474,131.735222181,252683.640194,180.530386514,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,474.0,81.0,1,49.1695535023792
475,142.635539409,277330.19668,197.65166877599998,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,475.0,81.0,1,9.39879888675108
476,93.49766005120001,138949.556785,105.832439986,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,476.0,31.0,1,14.394396651745357
477,138.53187582799998,286342.532468,206.621261322,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Urban,477.0,81.0,1,9.383427368405837
479,139.008377215,271357.438615,196.27643164,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,479.0,81.0,1,13.37326699156538
480,98.0465545327,131009.796803,97.0415964851,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,480.0,31.0,1,23.64353223207575
481,131.810892878,251372.894199,183.80278150700002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,481.0,81.0,1,1.7592091303998005
482,145.366425008,293144.674525,208.150235774,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,482.0,81.0,1,13.79077121560421
483,126.544842804,239576.585829,175.822129668,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,483.0,81.0,1,4.92583905154666
484,128.043999636,240020.84783,176.309176566,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,484.0,81.0,1,6.92583905154666
485,127.068141128,257947.360502,177.918767048,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,485.0,51.0,1,11.104649644763164
487,124.40970022299999,225715.371061,166.016858947,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_8,sex_male,Urbanity_Urban,487.0,61.0,1,13.933736673742104
488,142.848886338,303516.503029,218.299640928,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_7,sex_female,Urbanity_Urban,488.0,81.0,1,13.285900425561358
489,90.8296849189,124558.210517,81.8703678166,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,489.0,1.0,1,24.948989006955824
490,136.313267438,273777.06222,196.83434354099998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_5,sex_female,Urbanity_Urban,490.0,81.0,1,21.032344673618873
491,140.333221144,283747.549974,205.22050698299998,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,491.0,81.0,1,0.650278750052312
492,99.106754479,113750.192432,83.3118932773,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,492.0,31.0,1,82.19128872296845
493,123.35087831700001,229094.940622,152.71330228,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,493.0,51.0,1,9.786916293202598
494,129.824530062,266845.211843,185.858543674,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,494.0,81.0,1,13.799192869883093
495,96.2749145277,125008.630785,91.8353467339,Cooking_no,Lighting_no,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,495.0,31.0,1,89.57568208697393
496,121.834589424,216058.031748,161.65843715,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_7,sex_female,Urbanity_Urban,496.0,61.0,1,23.00759143227131
498,111.598999533,166626.608502,113.525800013,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,498.0,21.0,1,24.296240656682034
499,97.8637439145,200783.804113,136.061205403,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,499.0,51.0,1,13.134082995046569
500,142.444483575,269938.00488200004,199.85325578099997,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,500.0,81.0,1,22.16217825186981
502,122.259305834,209407.292981,138.720583712,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,502.0,51.0,1,16.52067047196539
503,120.10266141700001,202663.798225,150.998776054,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,503.0,81.0,1,47.28526619698371
505,99.9681521911,143335.76077,108.729198669,Cooking_no,Lighting_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,505.0,31.0,1,37.61454528520934
506,79.08246487859999,75080.15802160001,49.5858284754,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,506.0,1.0,1,124.1351588893768
507,81.6230843062,84410.79363500001,55.1713677034,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,507.0,1.0,1,27.61353985407918
508,123.359882903,228401.729357,167.962689168,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,508.0,81.0,1,8.92583905154666
509,122.35454104899999,212724.077013,157.531447123,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,509.0,81.0,1,39.11470345162279
510,127.53643087399999,241878.204234,178.333183918,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,510.0,81.0,1,51.41112696039386
511,93.7108793075,127990.735465,99.7558702809,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,511.0,31.0,1,11.400387064088918
512,104.649810774,170425.06014000002,129.03323519,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,512.0,31.0,1,81.89124450908916
513,125.438897528,199989.94585,147.483238962,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,513.0,81.0,1,0.1092253222868124
514,93.7847205688,125567.784436,92.19279068600001,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,514.0,31.0,1,17.97689242770653
515,101.22001619299999,164850.333195,114.05819327399999,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,515.0,21.0,1,15.870314778364385
516,123.134938085,221826.475377,152.91037019799998,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,516.0,51.0,1,8.76138439801689
517,122.909600959,197279.471869,149.367345451,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,517.0,81.0,1,39.0614761703348
518,78.2228084912,69656.62758010003,43.021835277,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,518.0,1.0,1,114.98390048657528
519,120.30560971,201608.239532,152.38001865299998,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,519.0,81.0,1,45.455879741123184
520,137.698919141,235231.160983,170.462393681,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,520.0,81.0,1,57.58852281879044
521,115.12334457799999,205890.678592,138.95533954799998,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,521.0,51.0,1,67.55767090883072
522,101.556487176,130076.312208,99.70718807639999,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,522.0,31.0,1,18.217606353758036
523,148.60077240799998,295433.97266100004,208.292006834,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Urban,523.0,81.0,1,7.624141294457342
524,114.849506825,202462.649781,150.865724279,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,524.0,81.0,1,16.09700735731675
525,67.49397131020001,57374.2378326,34.0243867342,Cooking_no,Lighting_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,525.0,1.0,1,130.18060068753107
526,113.325034213,202641.839283,147.06424186,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,526.0,81.0,1,10.097007357316748
527,96.08212319450001,136370.334963,98.85311696219999,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,527.0,31.0,1,82.45282721320505
528,96.44575824649999,105844.078255,78.7616989111,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,528.0,31.0,1,70.1380614416804
529,90.72527492450001,112255.217704,84.53846050359999,Cooking_yes,Lighting_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,529.0,31.0,1,62.79688515217998
531,92.2648640185,131977.797906,87.5182944931,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Rural,531.0,1.0,1,32.849783589413015
532,121.752410649,198400.066893,129.39656373399998,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,532.0,51.0,1,65.31695698277912
533,114.12616371,169049.758045,123.29538028399999,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,533.0,31.0,1,78.30935429353724
535,87.6386694617,117788.123314,78.4223049966,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,535.0,1.0,1,34.82425169422732
537,148.437984344,299741.982917,215.03656505200001,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_7,sex_female,Urbanity_Urban,537.0,81.0,1,9.70401021000945
538,138.801318889,294252.23397600005,213.964061228,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,538.0,81.0,1,6.232168965604222
540,110.418968499,215306.748106,147.158238563,Cooking_no,Lighting_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Rural,540.0,51.0,1,25.18530594087921
541,121.292396359,238684.25980100004,169.658689604,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,541.0,81.0,1,50.29372207948772
542,96.7693916595,141552.209551,105.3861863,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,542.0,31.0,1,86.45282721320505
543,130.26946767200002,272461.773692,195.47054632599998,Cooking_no,Lighting_yes,age_26_35,Education_Post_Graduate,Size_7,sex_male,Urbanity_Urban,543.0,81.0,1,27.572915681730272
548,102.24176150299999,162510.114914,120.643205656,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,548.0,31.0,1,81.89124450908916
549,94.8347579441,143465.219006,99.9184242144,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,549.0,21.0,1,80.03148379233824
550,105.165733768,155598.5934,116.277193507,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,550.0,31.0,1,81.25612701224928
552,122.93850016,210365.566276,156.647608314,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,552.0,81.0,1,48.696593667174696
556,121.20525172299999,225351.331299,159.877715148,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,556.0,81.0,1,12.685125125495148
558,149.999199821,309857.501576,219.67149808599999,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,558.0,81.0,1,14.134642022759735
559,111.203423435,179095.964884,133.081706056,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_8,sex_female,Urbanity_Urban,559.0,31.0,1,17.207643432026344
560,147.900796028,301263.946818,220.46864031099997,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_10,sex_female,Urbanity_Urban,560.0,81.0,1,154.58868858035805
561,138.511662057,258204.137295,187.146198731,Cooking_yes,Lighting_yes,age_56_65,Education_High_School,Size_10,sex_male,Urbanity_Urban,561.0,61.0,1,165.80947687786738
562,136.71773026399998,264736.508124,196.660311447,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,562.0,81.0,1,2.157195616275751
563,114.45366839299999,205993.038637,150.89540467700002,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,563.0,81.0,1,49.455879741123184
564,138.48298509100002,245816.268309,175.57769297099998,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,564.0,81.0,1,47.22120907369509
565,120.398326346,222566.304261,165.813903525,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,565.0,81.0,1,19.297246087812184
566,99.78582405680001,131547.942181,95.9757066439,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,566.0,31.0,1,21.64353223207575
567,130.377947274,257121.762473,184.288129068,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,567.0,81.0,1,46.1695535023792
568,127.156904471,244484.815495,178.959643419,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,568.0,81.0,1,58.92883957632762
569,139.222336697,257692.732369,185.51143908400002,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_4,sex_female,Urbanity_Urban,569.0,81.0,1,15.38004930582239
570,129.337785406,236114.532214,175.11275049999998,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,570.0,81.0,1,2.5184952043482927
571,97.5179331275,144448.032801,108.646143388,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,571.0,31.0,1,12.243138248943733
572,89.06151088860001,102025.295015,77.6106802622,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,572.0,31.0,1,70.1380614416804
573,140.088995189,269044.798101,194.675948496,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,573.0,81.0,1,26.77020592301669
574,144.968239603,271851.376558,197.043133737,Cooking_yes,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,574.0,81.0,1,16.188315707464774
575,123.28213853,209750.274843,157.172853532,Cooking_yes,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,575.0,81.0,1,11.0802383754204
576,100.290639,105957.026337,77.0619873703,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,576.0,31.0,1,64.55617122612848
577,131.20306270700002,241265.002499,180.80468722700002,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,577.0,81.0,1,0.32857731764950904
578,99.7353408662,157884.262271,108.490341565,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,578.0,21.0,1,75.08471107362621
579,94.3486195177,153285.967553,103.416804981,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,579.0,21.0,1,94.42588736312663
580,107.982873982,167148.762588,115.832520838,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,580.0,21.0,1,9.047710636760971
581,126.535220853,229133.628747,162.30524235200002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,581.0,81.0,1,38.77600946355392
