,Electricity,Income,Water,e_Cooking,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
508,148.51705273299999,293296.99396999995,219.35850277,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,508.0,1.0,1,23.94042102905693
509,133.438260729,274753.455111,191.204957375,Cooking_yes,TV_yes,age_26_35,Education_College,Size_4,sex_female,Urbanity_Urban,509.0,1.0,1,24.824648778011166
510,129.812791105,249525.541694,174.814199828,Cooking_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,510.0,1.0,1,110.66920485819674
513,112.111164844,165392.84708399998,123.263127272,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,513.0,1.0,1,105.5773275855717
514,148.287697057,263243.887762,188.33631256299998,Cooking_yes,TV_yes,age_26_35,Education_College,Size_4,sex_female,Urbanity_Urban,514.0,1.0,1,27.824648778011166
516,141.921810968,283824.854704,206.83389708400003,Cooking_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,516.0,1.0,1,22.222424508623114
517,137.682725148,281908.84874600003,201.023472913,Cooking_no,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,517.0,1.0,1,22.31160981468039
519,121.844328981,194160.679192,145.392459672,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,519.0,1.0,1,12.285519178694045
520,130.006258995,252598.663765,175.712568112,Cooking_no,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,520.0,1.0,1,114.13375049693713
521,136.280305626,253773.513472,178.206006317,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,521.0,1.0,1,116.04456519087984
522,121.287287727,203813.046991,133.998747683,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,522.0,1.0,1,57.475704518396284
523,134.47721412799999,245466.909413,176.283012763,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,523.0,1.0,1,73.4069652503611
524,129.61820044700002,223467.610085,166.259758607,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,524.0,1.0,1,20.647659870535797
526,114.555598314,167571.777587,124.77467699399999,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,526.0,1.0,1,56.94311606511991
529,122.16882325,207896.310564,155.05801109,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,529.0,1.0,1,104.56749636479734
530,115.30014505,189720.556502,139.432126503,Cooking_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,530.0,1.0,1,70.79791274747468
531,129.015195866,230734.019545,172.170094576,Cooking_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,531.0,1.0,1,25.96367189359525
532,123.09052162399999,210746.22689,157.11849486,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,532.0,1.0,1,72.88788118052456
533,141.407665086,263191.892138,190.64806147099998,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,533.0,1.0,1,111.17654886768372
534,106.41642724200001,156421.364283,114.725811895,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,534.0,1.0,1,61.807743968249014
535,121.88902557200001,189910.611434,143.825896914,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,535.0,1.0,1,12.470108034405436
536,123.298655869,197420.345575,151.844597135,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,536.0,1.0,1,11.605480131276336
537,93.40171963350001,104126.593749,78.50840250739999,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,537.0,101.0,1,0.39095502386801684
538,134.634120903,251096.835662,178.748538324,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,538.0,1.0,1,68.4069652503611
542,119.394196993,190858.013529,140.830704187,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,542.0,1.0,1,11.470108034405436
543,142.960006004,257699.299021,186.60061325,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,543.0,1.0,1,74.989589673924
544,118.92114818799999,196128.093952,143.206436467,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,544.0,1.0,1,10.605480131276336
546,96.65231820049999,160140.14232,110.530287505,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,546.0,1.0,1,54.463181331054145
547,143.992803708,267765.001129,202.322800598,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,547.0,1.0,1,101.31192096455464
548,145.207162294,261811.769498,186.67363550099998,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,548.0,1.0,1,60.54233734723199
549,129.962592116,216581.883416,148.339474578,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,549.0,1.0,1,10.68273553509953
550,143.48853823,273266.169417,201.069782918,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,550.0,1.0,1,16.74936836393521
551,112.781590345,180510.343879,131.886563293,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,551.0,1.0,1,14.150147081823153
552,140.472853211,279643.926934,196.49362256400002,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,552.0,1.0,1,26.33199278749813
553,108.855420007,195369.066578,132.013681851,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,553.0,1.0,1,4.934651885255628
555,122.488386567,213300.008956,155.522132882,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,555.0,1.0,1,9.639144022249576
556,151.325005259,303220.551961,217.625886425,Cooking_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,556.0,1.0,1,15.238365304361643
557,102.93178913700001,125499.846337,93.42964698639999,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,557.0,101.0,1,0.36147584329513904
558,106.75817030799999,154593.644202,115.52680798799999,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,558.0,101.0,1,0.3756886864894753
559,110.64388536,173234.05175,129.703520943,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,559.0,1.0,1,110.5773275855717
560,122.89164003200001,193399.358037,140.92613244,Cooking_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,560.0,1.0,1,66.62419486632093
561,133.489178876,233059.198283,167.443798786,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,561.0,1.0,1,69.1396094766863
562,136.99864863,255271.054231,180.47047703099997,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,562.0,1.0,1,66.54233734723199
565,140.820327588,282769.106889,206.65422779099998,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,565.0,1.0,1,19.884740460806114
566,155.41696157200002,306756.911863,216.475598188,Cooking_yes,TV_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Urban,566.0,1.0,1,21.68561763105367
567,139.436617399,278063.622801,193.636689937,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_5,sex_female,Urbanity_Urban,567.0,1.0,1,35.537693158511246
568,111.799865344,162367.059039,118.598704184,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,568.0,1.0,1,68.39036839181193
569,102.41116175100001,124910.400432,85.4223010728,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,569.0,1.0,1,97.64606685360687
570,125.463300824,235590.83624,175.93150904799995,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,570.0,1.0,1,17.783031967406693
572,135.866193367,252210.442118,182.52924977,Cooking_no,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,572.0,1.0,1,75.07877497998128
573,120.56091034299999,185159.296672,139.155546271,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,573.0,1.0,1,11.470108034405436
574,128.18601392,213060.311235,157.100121346,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,574.0,1.0,1,66.44062885383256
575,123.74647030700001,201703.961826,151.545747321,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,575.0,1.0,1,63.30525675696167
576,143.453967914,279724.613265,204.009648097,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,576.0,1.0,1,20.884740460806114
577,111.81527216299999,190816.024362,139.038096674,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,577.0,1.0,1,14.470108034405436
578,97.37422693370002,134958.457219,103.041587551,Cooking_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,578.0,101.0,1,0.22024476667505155
579,140.170195991,269761.148894,194.18826559,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,579.0,1.0,1,111.31192096455464
581,116.808085913,192963.715623,138.775022358,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,581.0,1.0,1,12.285519178694045
582,130.527922433,220077.217142,166.80988321,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,582.0,1.0,1,20.647659870535797
583,116.890776713,204010.648092,134.451620004,Cooking_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Rural,583.0,1.0,1,99.60257202936106
584,159.515199083,310517.937072,220.257833235,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_7,sex_female,Urbanity_Urban,584.0,1.0,1,73.52137361329599
585,141.215668569,273693.696025,199.960980558,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,585.0,1.0,1,68.68702089357134
586,160.964110529,327398.9193,232.72730068400003,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_8,sex_female,Urbanity_Urban,586.0,1.0,1,85.03169346806156
588,139.390414375,250618.860208,181.87209720599998,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,588.0,1.0,1,23.83871253565752
589,111.65138722799999,173456.322762,117.24471117600001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,589.0,1.0,1,99.14357964231951
590,131.396935057,251101.61985500003,183.73308240400002,Cooking_no,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,590.0,1.0,1,69.07877497998128
591,136.777712941,306215.402743,220.15682951099998,Cooking_no,TV_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Urban,591.0,1.0,1,18.774802937110945
592,148.771057745,292271.480329,204.027212191,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,592.0,1.0,1,22.357796605494016
593,114.06605773,178868.857793,129.735130762,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,593.0,1.0,1,109.71269968244258
594,121.43088084200001,205132.718515,148.995191927,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,594.0,1.0,1,14.75857532338194
595,120.66170449399999,205479.309488,153.560983552,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,595.0,1.0,1,64.30525675696167
596,140.860731638,289297.553483,207.111911462,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,596.0,1.0,1,20.357796605494016
597,145.514241704,294852.145281,209.704267229,Cooking_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,597.0,1.0,1,22.94042102905693
598,118.330104062,239954.302344,160.301743692,Cooking_no,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,598.0,1.0,1,11.3803490827156
601,112.450042469,166578.69888900002,121.15909927,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_female,Urbanity_Urban,601.0,1.0,1,8.690591766126616
605,114.908024773,200593.759846,146.915469899,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,605.0,1.0,1,12.277289860896538
606,128.334278853,241398.333743,167.590117503,Cooking_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Rural,606.0,1.0,1,18.738416103350342
607,117.045897665,198667.855041,143.14043027,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,607.0,1.0,1,14.75857532338194
609,129.815196722,240481.82920700003,160.176909712,Cooking_no,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Rural,609.0,1.0,1,63.8285930492175
610,126.86862548200001,251693.289653,184.42336406200002,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,610.0,1.0,1,75.989589673924
611,141.070668178,279728.460386,206.59818494599998,Cooking_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,611.0,1.0,1,43.71765378125273
613,144.275043233,278066.60538200004,197.801079443,Cooking_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,613.0,1.0,1,44.71765378125273
614,92.5601245695,103024.498028,74.61931917529999,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,614.0,101.0,1,0.39095502386801684
615,128.443096761,210708.826511,159.146432453,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,615.0,1.0,1,61.440628853832564
616,106.69826195899999,157600.735374,116.25874789,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,616.0,1.0,1,58.807743968249014
617,134.582186299,267708.55286500003,192.356605033,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,617.0,1.0,1,20.74936836393521
618,140.944561461,269853.285578,197.742304991,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,618.0,1.0,1,114.75917329124664
619,133.985335295,229723.356582,163.75842239,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,619.0,1.0,1,42.615945287853314
621,141.97958739799998,276557.667703,198.577688402,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,621.0,1.0,1,21.74936836393521
624,138.89002765799998,258421.373603,185.903127118,Cooking_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,624.0,1.0,1,10.26333881381822
625,119.645913101,177891.41084300005,130.307584078,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,625.0,1.0,1,66.52574048868284
626,119.543764619,209530.630161,136.94556163200002,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,626.0,1.0,1,52.475704518396284
630,135.976964766,263782.59168400004,187.64728733799998,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,630.0,1.0,1,113.17654886768372
632,130.76803286700002,258731.021045,186.938478936,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,632.0,1.0,1,73.63152265328927
633,130.624370247,264292.485391,189.584323453,Cooking_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,633.0,1.0,1,109.4011062706119
634,117.02413919,180557.281431,124.47992388200001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,634.0,1.0,1,7.716399138571001
635,98.76815370799999,132223.461323,92.1910614028,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,635.0,1.0,1,5.083514252987468
636,89.7785103935,98454.6761172,65.469725365,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,636.0,101.0,1,0.21987055159650382
637,103.07840985600001,137182.438073,102.39709879,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,637.0,101.0,1,0.1310594606177915
638,134.924283124,266398.77644,196.502786048,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,638.0,1.0,1,70.12496177079491
639,128.902240291,240808.422176,167.279909723,Cooking_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,639.0,1.0,1,74.72223390024921
640,127.76229234600001,225112.771038,165.794321516,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,640.0,1.0,1,3.4289860940935832
641,116.04228761,188340.488272,129.047245595,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,641.0,1.0,1,13.054083186388006
642,128.269025462,240568.246945,179.8018636,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,642.0,1.0,1,18.20990132128097
643,138.201334862,285645.344226,207.32135941099997,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,643.0,1.0,1,23.46736488436903
644,137.65294045,273533.101843,198.255716629,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,644.0,1.0,1,21.74936836393521
645,129.699780302,219839.700712,158.075886303,Cooking_yes,TV_yes,age_19_25,Education_College,Size_1,sex_male,Urbanity_Urban,645.0,1.0,1,25.534203707308787
646,112.758556072,190323.098115,137.116783548,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,646.0,1.0,1,12.559293340462716
647,111.559399371,187681.314791,131.006749812,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,647.0,1.0,1,11.054083186388006
648,123.215802202,196622.637544,143.626519365,Cooking_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,648.0,1.0,1,64.62419486632093
649,126.958399509,213622.176656,160.022133564,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,649.0,1.0,1,109.07484037428429
650,124.466600736,231129.580402,173.502090882,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,650.0,1.0,1,13.87221727346397
651,146.797794791,282876.16435700003,203.611824409,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,651.0,1.0,1,18.884740460806114
652,84.2718634405,96779.6474621,64.6870164317,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,652.0,101.0,1,0.08449845472560469
653,124.924661174,218124.198121,142.496242749,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,653.0,1.0,1,102.24528813571894
654,144.63896801200002,277056.26766300004,201.611093127,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,654.0,1.0,1,120.89454538811754
656,114.427730295,187557.10424,138.576493957,Cooking_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,656.0,1.0,1,41.11843249914068
658,122.734525255,208391.729062,150.711247094,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,658.0,1.0,1,11.75857532338194
659,144.621162458,289387.64298400003,204.475068149,Cooking_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,659.0,1.0,1,25.46736488436903
660,94.5292791999,119445.509197,90.1401793749,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,660.0,101.0,1,0.36147584329513904
661,117.598945756,197409.862744,144.148160072,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,661.0,1.0,1,12.285519178694045
662,148.786879674,282276.966525,207.128957558,Cooking_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,662.0,1.0,1,2.092753710269442
664,129.748607747,218407.599159,164.16166952700002,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,664.0,1.0,1,108.21021247115522
665,123.124089946,214463.745654,144.862188098,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,665.0,1.0,1,102.24528813571894
666,129.433134267,209970.315667,154.13611673399998,Cooking_no,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,666.0,1.0,1,109.23930609441751
667,102.21789925600001,111631.06137,82.6024044279,Cooking_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,667.0,101.0,1,0.22610374642422926
668,122.109820822,229600.075772,157.745883618,Cooking_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,668.0,1.0,1,32.65102095241704
669,114.057034735,209171.604783,154.241134807,Cooking_no,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,669.0,1.0,1,109.16402568034158
670,116.08218265,225996.485287,151.947170361,Cooking_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Rural,670.0,1.0,1,16.023808002983536
671,122.993503616,226128.908978,164.595130495,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,671.0,1.0,1,19.647659870535797
672,143.32459012,257949.773558,185.686217221,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,672.0,1.0,1,66.54233734723199
673,118.83814035700001,198686.102121,133.800083366,Cooking_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Rural,673.0,1.0,1,3.6405557958400685
674,143.71524919200002,258863.471496,184.24837898599998,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,674.0,1.0,1,71.54233734723199
675,117.124716744,212087.020447,158.021879699,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,675.0,1.0,1,73.11243858345277
676,89.1582730942,101431.378502,66.2265226576,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,676.0,101.0,1,0.21987055159650382
678,104.832234883,121480.339604,91.1672573324,Cooking_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,678.0,101.0,1,0.36147584329513904
679,141.694332132,255045.512241,182.41474521,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,679.0,1.0,1,72.989589673924
680,126.10895643,221913.439869,168.031937467,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,680.0,1.0,1,108.29939777721245
685,107.805725649,141695.00043800002,98.83849216700001,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Rural,685.0,1.0,1,8.986099629132664
686,106.410383688,163826.900188,109.88684105,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,686.0,1.0,1,105.00820754544858
687,145.925200141,297771.45092,215.07377221099998,Cooking_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,687.0,1.0,1,16.102993207490748
688,102.794801847,169605.349391,117.18128278200001,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,688.0,1.0,1,109.14357964231951
689,118.605467152,212677.328988,156.100958076,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,689.0,1.0,1,107.07484037428429
690,102.159763215,151655.666074,111.09673664299999,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,690.0,1.0,1,6.107967342563696
693,121.39920846,253513.719482,186.707931707,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,693.0,1.0,1,62.63152265328927
694,132.150888743,256311.248755,183.744099774,Cooking_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,694.0,1.0,1,74.989589673924
695,140.313520048,260028.02103000003,187.939613787,Cooking_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,695.0,1.0,1,70.12496177079491
696,116.93066627200001,178922.43252,130.76464723200002,Cooking_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,696.0,1.0,1,16.150147081823153
698,139.524419352,270661.968524,190.305778501,Cooking_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,698.0,1.0,1,22.74936836393521
701,108.47986765899999,143840.363751,103.74614067899999,Cooking_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,701.0,101.0,1,0.34983308355616316
704,116.95691255,212918.950925,162.226333382,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,704.0,1.0,1,115.65746479784718
705,120.949198502,194019.128717,142.55784111100002,Cooking_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,705.0,1.0,1,16.052732457968357
706,125.025535285,220862.607456,170.344720355,Cooking_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,706.0,1.0,1,114.21021247115522
707,122.91796506600001,198682.382131,148.386274709,Cooking_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,707.0,1.0,1,17.868143602256968
708,133.98199095299998,256679.321278,178.19798329099999,Cooking_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,708.0,1.0,1,9.26333881381822
709,142.464143756,266710.848893,196.95055957,Cooking_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,709.0,1.0,1,113.31192096455464
710,111.27999420100001,206979.853032,136.259359765,Cooking_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,710.0,1.0,1,55.56488982445357
712,115.597239552,183445.951557,125.613720139,Cooking_no,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,712.0,1.0,1,6.80558444462828
713,141.622036796,272317.284425,198.159867289,Cooking_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,713.0,1.0,1,5.5306945874930165
714,145.249868897,273915.27074,192.341691861,Cooking_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,714.0,1.0,1,117.75917329124664
