,Electricity,Income,Water,e_Cooking,e_Lighting,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
443,122.35843821200001,216094.17087,161.61936636299998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,443.0,1.0,1,15.90030715636096
444,98.68917365879999,132053.636695,98.64930809,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,444.0,101.0,1,0.21760635375803616
445,110.045998739,174731.628069,129.371625416,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,445.0,1.0,1,20.0949579982754
447,81.1101064747,85924.81830449999,54.8605845034,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,447.0,101.0,1,0.187613975761451
449,119.393078066,213196.192111,158.723550347,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,449.0,1.0,1,20.66212859097231
450,122.692946498,206204.866197,151.925111845,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,450.0,1.0,1,0.1092253222868124
451,111.53654720799999,151690.806296,112.072420065,Cooking_yes,Lighting_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,451.0,1.0,1,75.43352287064585
452,126.98619517,225388.008917,166.292065011,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,452.0,1.0,1,27.05410091982543
453,126.560680007,244595.354492,176.195799628,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,453.0,1.0,1,82.68569440834084
454,120.633355866,242435.453929,163.15803628700002,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Rural,454.0,1.0,1,17.353434990409266
455,116.259166665,241572.45860300004,170.494292419,Cooking_no,Lighting_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,455.0,1.0,1,92.36625370333496
456,107.34165778299999,175107.940642,125.42159618,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_5,sex_male,Urbanity_Urban,456.0,1.0,1,26.3171900944169
457,114.06924643,194231.206604,142.55288318200002,Cooking_no,Lighting_yes,age_76_85,Education_High_School,Size_3,sex_male,Urbanity_Urban,457.0,1.0,1,44.57210682242569
459,133.218325354,269287.256061,196.740455332,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_2,sex_female,Urbanity_Urban,459.0,1.0,1,34.52706075502986
460,113.18061049399999,190899.951626,140.910272348,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,460.0,1.0,1,23.120489893461105
462,123.30212435799999,210122.502047,152.14880269100001,Cooking_yes,Lighting_no,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,462.0,1.0,1,11.17447290521591
463,131.548388535,239408.49308,176.99335009400002,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,463.0,1.0,1,14.347881660208714
464,132.927301735,246083.771636,184.40242333400002,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,464.0,1.0,1,24.420968261503816
466,118.07294926,236747.737948,158.28380878299998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_7,sex_male,Urbanity_Rural,466.0,1.0,1,31.346223102777827
468,108.582971971,179380.790524,131.822417521,Cooking_no,Lighting_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,468.0,1.0,1,43.491896929726714
469,129.688799309,257681.153015,187.043151567,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,469.0,1.0,1,19.16407537304314
470,96.53975434739999,122546.060322,88.7360899631,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,470.0,101.0,1,0.008414735235872328
471,95.08971133760001,125020.004303,91.3433426023,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,471.0,101.0,1,0.008414735235872328
473,144.34639979899998,270959.321384,195.949371745,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,473.0,1.0,1,15.942635178815088
474,131.735222181,252683.640194,180.530386514,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,474.0,1.0,1,92.1695535023792
475,142.635539409,277330.19668,197.65166877599998,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,475.0,1.0,1,20.39879888675108
476,93.49766005120001,138949.556785,105.832439986,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,476.0,101.0,1,0.39439665174535676
477,138.53187582799998,286342.532468,206.621261322,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Urban,477.0,1.0,1,15.383427368405837
479,139.008377215,271357.438615,196.27643164,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,479.0,1.0,1,15.37326699156538
481,131.810892878,251372.894199,183.80278150700002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,481.0,1.0,1,1.7592091303998005
482,145.366425008,293144.674525,208.150235774,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,482.0,1.0,1,18.79077121560421
483,126.544842804,239576.585829,175.822129668,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,483.0,1.0,1,10.92583905154666
484,128.043999636,240020.84783,176.309176566,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,484.0,1.0,1,13.92583905154666
485,127.068141128,257947.360502,177.918767048,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,485.0,1.0,1,22.104649644763164
487,124.40970022299999,225715.371061,166.016858947,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_8,sex_male,Urbanity_Urban,487.0,1.0,1,17.933736673742104
488,142.848886338,303516.503029,218.299640928,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_7,sex_female,Urbanity_Urban,488.0,1.0,1,29.28590042556136
490,136.313267438,273777.06222,196.83434354099998,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_5,sex_female,Urbanity_Urban,490.0,1.0,1,30.032344673618873
491,140.333221144,283747.549974,205.22050698299998,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,491.0,1.0,1,2.650278750052312
492,99.106754479,113750.192432,83.3118932773,Cooking_yes,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,492.0,101.0,1,0.19128872296845145
493,123.35087831700001,229094.940622,152.71330228,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,493.0,1.0,1,11.786916293202598
494,129.824530062,266845.211843,185.858543674,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,494.0,1.0,1,27.799192869883093
496,121.834589424,216058.031748,161.65843715,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_7,sex_female,Urbanity_Urban,496.0,1.0,1,27.00759143227131
498,111.598999533,166626.608502,113.525800013,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,498.0,1.0,1,18.296240656682034
499,97.8637439145,200783.804113,136.061205403,Cooking_no,Lighting_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,499.0,1.0,1,17.13408299504657
500,142.444483575,269938.00488200004,199.85325578099997,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,500.0,1.0,1,36.16217825186981
502,122.259305834,209407.292981,138.720583712,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,502.0,1.0,1,14.520670471965389
503,120.10266141700001,202663.798225,150.998776054,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,503.0,1.0,1,93.28526619698371
506,79.08246487859999,75080.15802160001,49.5858284754,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,506.0,101.0,1,0.13515888937679676
508,123.359882903,228401.729357,167.962689168,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,508.0,1.0,1,13.92583905154666
509,122.35454104899999,212724.077013,157.531447123,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,509.0,1.0,1,74.11470345162279
510,127.53643087399999,241878.204234,178.333183918,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,510.0,1.0,1,97.41112696039386
511,93.7108793075,127990.735465,99.7558702809,Cooking_no,Lighting_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,511.0,101.0,1,0.40038706408891755
512,104.649810774,170425.06014000002,129.03323519,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,512.0,1.0,1,85.89124450908916
513,125.438897528,199989.94585,147.483238962,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,513.0,1.0,1,0.1092253222868124
515,101.22001619299999,164850.333195,114.05819327399999,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,515.0,1.0,1,16.870314778364385
516,123.134938085,221826.475377,152.91037019799998,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,516.0,1.0,1,13.76138439801689
517,122.909600959,197279.471869,149.367345451,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,517.0,1.0,1,74.0614761703348
519,120.30560971,201608.239532,152.38001865299998,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,519.0,1.0,1,89.45587974112318
520,137.698919141,235231.160983,170.462393681,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,520.0,1.0,1,82.58852281879044
521,115.12334457799999,205890.678592,138.95533954799998,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,521.0,1.0,1,80.55767090883072
522,101.556487176,130076.312208,99.70718807639999,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,522.0,101.0,1,0.21760635375803616
523,148.60077240799998,295433.97266100004,208.292006834,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Urban,523.0,1.0,1,11.624141294457342
524,114.849506825,202462.649781,150.865724279,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,524.0,1.0,1,24.09700735731675
525,67.49397131020001,57374.2378326,34.0243867342,Cooking_no,Lighting_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,525.0,101.0,1,0.18060068753106862
526,113.325034213,202641.839283,147.06424186,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,526.0,1.0,1,26.09700735731675
527,96.08212319450001,136370.334963,98.85311696219999,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,527.0,1.0,1,86.45282721320505
528,96.44575824649999,105844.078255,78.7616989111,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,528.0,101.0,1,0.13806144168040646
531,92.2648640185,131977.797906,87.5182944931,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Rural,531.0,1.0,1,18.849783589413015
532,121.752410649,198400.066893,129.39656373399998,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,532.0,1.0,1,81.31695698277912
533,114.12616371,169049.758045,123.29538028399999,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,533.0,1.0,1,83.30935429353724
535,87.6386694617,117788.123314,78.4223049966,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,535.0,1.0,1,18.82425169422732
537,148.437984344,299741.982917,215.03656505200001,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_7,sex_female,Urbanity_Urban,537.0,1.0,1,20.70401021000945
538,138.801318889,294252.23397600005,213.964061228,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,538.0,1.0,1,10.232168965604222
540,110.418968499,215306.748106,147.158238563,Cooking_no,Lighting_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Rural,540.0,1.0,1,34.18530594087921
541,121.292396359,238684.25980100004,169.658689604,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,541.0,1.0,1,83.29372207948772
542,96.7693916595,141552.209551,105.3861863,Cooking_no,Lighting_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,542.0,1.0,1,94.45282721320505
543,130.26946767200002,272461.773692,195.47054632599998,Cooking_no,Lighting_yes,age_26_35,Education_Post_Graduate,Size_7,sex_male,Urbanity_Urban,543.0,1.0,1,35.57291568173027
548,102.24176150299999,162510.114914,120.643205656,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,548.0,1.0,1,82.89124450908916
549,94.8347579441,143465.219006,99.9184242144,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,549.0,1.0,1,72.03148379233824
550,105.165733768,155598.5934,116.277193507,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,550.0,1.0,1,75.25612701224928
552,122.93850016,210365.566276,156.647608314,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,552.0,1.0,1,83.6965936671747
556,121.20525172299999,225351.331299,159.877715148,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,556.0,1.0,1,16.685125125495148
558,149.999199821,309857.501576,219.67149808599999,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,558.0,1.0,1,30.134642022759735
559,111.203423435,179095.964884,133.081706056,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_8,sex_female,Urbanity_Urban,559.0,101.0,1,0.2076434320263445
560,147.900796028,301263.946818,220.46864031099997,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_10,sex_female,Urbanity_Urban,560.0,1.0,1,269.58868858035805
561,138.511662057,258204.137295,187.146198731,Cooking_yes,Lighting_yes,age_56_65,Education_High_School,Size_10,sex_male,Urbanity_Urban,561.0,1.0,1,255.80947687786738
562,136.71773026399998,264736.508124,196.660311447,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,562.0,1.0,1,3.157195616275751
563,114.45366839299999,205993.038637,150.89540467700002,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,563.0,1.0,1,88.45587974112318
564,138.48298509100002,245816.268309,175.57769297099998,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,564.0,1.0,1,86.22120907369509
565,120.398326346,222566.304261,165.813903525,Cooking_no,Lighting_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,565.0,1.0,1,35.297246087812184
567,130.377947274,257121.762473,184.288129068,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,567.0,1.0,1,80.1695535023792
568,127.156904471,244484.815495,178.959643419,Cooking_no,Lighting_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,568.0,1.0,1,98.92883957632762
569,139.222336697,257692.732369,185.51143908400002,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_4,sex_female,Urbanity_Urban,569.0,1.0,1,25.38004930582239
570,129.337785406,236114.532214,175.11275049999998,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,570.0,1.0,1,8.518495204348293
571,97.5179331275,144448.032801,108.646143388,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,571.0,101.0,1,0.24313824894373326
572,89.06151088860001,102025.295015,77.6106802622,Cooking_no,Lighting_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,572.0,101.0,1,0.13806144168040646
573,140.088995189,269044.798101,194.675948496,Cooking_no,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,573.0,1.0,1,40.77020592301669
574,144.968239603,271851.376558,197.043133737,Cooking_yes,Lighting_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,574.0,1.0,1,35.188315707464774
575,123.28213853,209750.274843,157.172853532,Cooking_yes,Lighting_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,575.0,1.0,1,18.0802383754204
577,131.20306270700002,241265.002499,180.80468722700002,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,577.0,1.0,1,0.32857731764950904
578,99.7353408662,157884.262271,108.490341565,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,578.0,1.0,1,71.08471107362621
579,94.3486195177,153285.967553,103.416804981,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,579.0,1.0,1,78.42588736312663
580,107.982873982,167148.762588,115.832520838,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,580.0,1.0,1,11.047710636760971
581,126.535220853,229133.628747,162.30524235200002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,581.0,1.0,1,88.77600946355392
582,110.48163733,183790.103972,136.226254347,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,582.0,1.0,1,21.0949579982754
584,131.451981618,239642.250363,173.466680946,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,584.0,1.0,1,73.7118318639358
585,103.916960476,159831.470733,122.535792253,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,585.0,1.0,1,78.64809934110231
586,123.40007305200001,228285.464829,174.909471095,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,586.0,1.0,1,10.92583905154666
588,132.82289478200002,279896.932655,199.622974906,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,588.0,1.0,1,18.473742423618887
590,101.48404322200001,141989.12855,107.483859078,Cooking_yes,Lighting_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,590.0,101.0,1,0.42462739851055176
591,129.899678774,230032.984227,166.326951325,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,591.0,1.0,1,79.14924599094313
592,112.63570980600001,194896.021082,143.404151352,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,592.0,1.0,1,67.0614761703348
593,114.21555572,209524.977944,157.80337548,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,593.0,1.0,1,78.11470345162279
594,118.804372541,204529.891197,138.728143321,Cooking_yes,Lighting_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,594.0,1.0,1,80.55767090883072
595,146.347603513,277024.650864,204.994618428,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,595.0,1.0,1,14.968167074000782
596,115.24646546,180953.069781,123.81421882,Cooking_yes,Lighting_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Rural,596.0,1.0,1,84.11925361294655
597,103.646604764,147119.366162,107.953079155,Cooking_yes,Lighting_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,597.0,101.0,1,0.42462739851055176
599,119.783228706,208849.754252,156.31675249100002,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,599.0,1.0,1,59.87155828363605
601,123.525526451,204121.736775,152.571960947,Cooking_yes,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,601.0,1.0,1,0.1092253222868124
604,152.40941661,322161.259381,233.159372427,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_9,sex_male,Urbanity_Urban,604.0,1.0,1,12.27083797714391
605,120.13784355700001,201035.727759,147.250579547,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,605.0,1.0,1,53.87155828363605
606,114.12116338,213346.11679,159.08267118,Cooking_no,Lighting_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,606.0,1.0,1,10.083087866691846
607,110.041274683,157544.057879,115.07665016600001,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,607.0,1.0,1,95.65053058303758
609,119.573398429,199529.830651,147.224309341,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,609.0,1.0,1,19.120489893461105
610,122.15459363,207039.232152,150.250587951,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,610.0,1.0,1,64.11470345162279
611,110.882626854,192255.527524,143.779083431,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,611.0,1.0,1,21.51246222231423
612,138.89585596,267001.35973,193.622192224,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,612.0,1.0,1,21.37326699156538
620,136.337538115,255118.952215,184.417039851,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,620.0,1.0,1,76.92640833439236
621,130.63066626,236499.387759,166.578350996,Cooking_yes,Lighting_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,621.0,1.0,1,72.7118318639358
622,92.9169909457,109592.349525,71.6398968387,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,622.0,1.0,1,76.6442444187008
625,121.28824599200001,228823.08601,170.573454692,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,625.0,1.0,1,15.292279485214085
626,125.950723269,250018.441346,180.74188211,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,626.0,1.0,1,82.92640833439236
629,98.9787367935,157653.299698,109.4215865,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,629.0,1.0,1,83.66660128917812
630,94.74754299690001,138616.109728,102.115897718,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,630.0,101.0,1,0.21760635375803616
633,114.927162601,190972.749617,142.53025729700002,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,633.0,1.0,1,61.820762244283316
634,88.7420037416,106858.647707,69.840258473,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,634.0,1.0,1,93.62053820504104
635,134.570018814,247185.783654,179.421212478,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,635.0,1.0,1,78.53443600553922
636,118.722070026,183739.702838,134.449788885,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,636.0,1.0,1,23.879775967409593
637,124.18962217100001,251788.819946,175.875886592,Cooking_no,Lighting_yes,age_26_35,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,637.0,1.0,1,30.837072545721597
638,102.77759609299999,154552.110068,109.898802084,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,638.0,1.0,1,80.42588736312663
639,125.748932359,232838.425487,175.08651947,Cooking_yes,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,639.0,1.0,1,5.343948835994753
640,107.707875704,206354.615941,140.62226612700002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,640.0,1.0,1,29.584848071583465
641,129.612238951,240912.254604,172.08455413599998,Cooking_no,Lighting_yes,age_26_35,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,641.0,1.0,1,21.858382388511117
643,137.89333406,262395.501558,189.01483884400002,Cooking_no,Lighting_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,643.0,1.0,1,35.00681277843317
644,84.33590101109999,105628.045078,67.1778563272,Cooking_no,Lighting_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,644.0,1.0,1,79.22613463425269
645,133.27049011399998,222120.705531,168.79790321299998,Cooking_yes,Lighting_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,645.0,1.0,1,9.103234909943245
646,112.14912001799999,192411.613426,140.461059266,Cooking_no,Lighting_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,646.0,1.0,1,66.21273457313634
648,115.207034174,203575.083317,151.963682559,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,648.0,1.0,1,79.45344849918794
650,81.5006398343,125895.34551400002,86.54240385959999,Cooking_no,Lighting_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Rural,650.0,1.0,1,25.490891498596547
651,120.676587879,235219.121745,178.100475113,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,651.0,1.0,1,9.92583905154666
652,117.892435797,215394.906564,159.180039346,Cooking_no,Lighting_yes,age_36_45,Education_High_School,Size_8,sex_male,Urbanity_Urban,652.0,1.0,1,17.69302274769059
653,86.55342535049999,112570.819946,75.9811567701,Cooking_yes,Lighting_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,653.0,1.0,1,75.27936191554066
655,108.61129710700001,197766.339672,143.168000308,Cooking_no,Lighting_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,655.0,1.0,1,68.0614761703348
656,95.8099743762,133997.678003,98.8378121948,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,656.0,101.0,1,0.21760635375803616
657,139.921511087,286435.430065,207.517637035,Cooking_no,Lighting_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,657.0,1.0,1,9.232168965604222
660,95.43363198680001,138931.72859800002,105.247412274,Cooking_no,Lighting_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,660.0,101.0,1,0.21760635375803616
