,Electricity,Income,Water,e_AC,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
462,111.32319519299999,161263.297155,115.252772605,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,462.0,31.0,1,3.994892148433987
464,110.515011514,158265.24631,116.381142161,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,464.0,31.0,1,35.476207816708055
465,119.479511804,197094.54651,149.29534963,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,465.0,81.0,1,7.6417166854974
466,123.340376852,205350.848195,135.316828761,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,466.0,51.0,1,14.885892862118453
467,129.547474578,174401.45889100002,133.330712747,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,467.0,31.0,1,24.319847183393613
468,125.781888598,219793.114001,166.567341102,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,468.0,81.0,1,-0.34574238741126706
469,125.224966625,218762.825066,166.207814388,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,469.0,81.0,1,15.887473491528624
470,127.989147413,227235.006499,168.951230769,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,470.0,81.0,1,0.6249209825312931
471,120.904670915,216661.81233,155.363998605,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,471.0,81.0,1,11.887473491528624
473,130.868865159,231232.487484,172.475731155,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,473.0,81.0,1,-0.2734435287375234
474,138.418911256,228690.85830100003,173.06544619599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,474.0,81.0,1,8.386566453545527
475,121.333828341,181583.411741,133.493671824,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,475.0,61.0,1,5.826819329160344
477,148.07553204200002,291925.834432,211.489815947,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,477.0,81.0,1,-0.39375302256064515
478,111.06400979200001,172527.146526,127.783985648,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,478.0,31.0,1,22.319847183393613
479,105.84574662200001,138221.857316,103.70223624399999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,479.0,31.0,1,47.51295820272115
480,108.04920717899999,144838.487166,107.455538619,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,480.0,31.0,1,0.7513127317069701
481,86.9310412066,90307.3624618,60.57124406,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,481.0,1.0,1,119.1757484344756
482,113.580349665,181769.476599,135.145132875,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,482.0,61.0,1,17.721964622739236
483,126.36151255600001,219501.399066,164.628467923,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,483.0,81.0,1,13.887473491528624
484,110.02529858,163573.634805,124.742709311,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,484.0,31.0,1,4.994892148433987
490,110.53184097100001,166855.578406,111.64585562,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_6,sex_female,Urbanity_Rural,490.0,1.0,1,19.77333015504162
493,115.703590801,177077.577667,125.282617081,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,493.0,31.0,1,27.48227292449168
494,155.166053212,316515.97503000003,228.855948495,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,494.0,81.0,1,1.4381741581658005
495,144.26525197799998,269139.49405100005,192.564549465,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,495.0,81.0,1,8.700427579984748
497,133.46719505,268138.435629,193.81097678700002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,497.0,81.0,1,4.183168092471291
498,129.809271084,246978.786248,173.449746207,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,498.0,81.0,1,8.152521701643202
499,126.26905477700001,216631.684565,163.916718955,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,499.0,81.0,1,3.485356052182908
500,142.141918218,237532.047835,166.918955466,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,500.0,81.0,1,4.807975296974504
501,74.1511733929,52648.910207,32.2212617768,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,501.0,1.0,1,19.65637193858371
502,135.31164767,237571.66798400003,168.80051039100002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,502.0,81.0,1,3.1058435738178076
503,82.86799999109999,204288.869126,153.041400408,AC_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,503.0,81.0,1,7.999999051667309
506,124.9114629,218666.328629,145.734929018,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,506.0,51.0,1,10.180004349815114
508,104.305771764,122769.239635,92.40812689959999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,508.0,31.0,1,19.11265483934165
509,135.828569854,255049.162158,176.90315678,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,509.0,81.0,1,6.379463263678431
510,122.239019679,216188.565436,154.094859888,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_7,sex_male,Urbanity_Urban,510.0,61.0,1,8.190372306526747
511,129.008721232,183845.523739,138.746744804,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,511.0,61.0,1,4.561047602473067
512,141.778580519,282260.363439,205.9990785,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,512.0,81.0,1,2.4643030494435223
513,103.47080637,159154.439771,117.867345251,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,513.0,31.0,1,2.994892148433987
514,131.474831234,250192.257529,181.54679608400002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,514.0,81.0,1,15.379463263678431
515,98.0129137769,113105.325012,84.2042135563,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,515.0,31.0,1,42.76810843467295
516,123.273029005,204299.099852,147.434168433,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,516.0,81.0,1,10.6417166854974
518,140.200241642,267466.75385700003,196.86445853599997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,518.0,81.0,1,17.77976662705791
519,111.47317850399999,187167.468841,129.724117683,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,519.0,51.0,1,3.786804176302647
520,92.799286541,123666.070557,95.014940616,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,520.0,31.0,1,24.11265483934165
524,105.478883164,145919.507085,110.88043919299999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,524.0,31.0,1,2.75131273170697
527,146.75047135399998,267324.253136,196.637418964,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,527.0,81.0,1,1.892911228752915
528,118.866200531,201798.033873,146.04935226,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,528.0,81.0,1,5.015599720223477
531,112.144703706,175013.461426,130.571977501,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,531.0,31.0,1,20.319847183393613
532,126.85446097100001,225554.166964,159.336794019,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,532.0,81.0,1,2.7265564712624766
533,142.773316843,271093.035204,204.7862134,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,533.0,81.0,1,4.700427579984748
534,130.477519156,255313.439803,188.73846944,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,534.0,81.0,1,-0.37759072728860943
535,113.77413325200001,162353.599833,119.662939849,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,535.0,31.0,1,5.40425461721831
537,135.835030824,250952.984454,181.594467355,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,537.0,81.0,1,6.6516146636600695
538,98.6532605351,116782.201104,88.6814833971,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,538.0,31.0,1,36.26720139668993
539,130.220766102,249671.183923,185.870481781,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,539.0,81.0,1,0.3675933612752651
540,139.869196008,263951.62651,195.520988759,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,540.0,81.0,1,0.6224092727113906
541,129.225234287,226392.062956,153.331479154,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,541.0,51.0,1,9.626186243214896
542,89.88393417399998,101186.314497,67.9933543767,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,542.0,1.0,1,29.51392437622639
543,136.864165077,282191.189678,200.96741464299998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,543.0,81.0,1,6.084378493833853
544,126.094713018,242342.169954,179.000529075,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,544.0,81.0,1,4.225649433279351
546,95.97176779700001,121679.941584,86.9026340159,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,546.0,31.0,1,54.544108908744775
547,129.394002709,229103.722998,168.189010986,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,547.0,81.0,1,6.944514476307134
550,107.607288176,150928.018896,106.616413281,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,550.0,21.0,1,50.80359987926876
552,122.64426190799999,231702.909017,164.538894565,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,552.0,81.0,1,1.6249209825312931
553,109.259537771,155744.336814,114.33189090299999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,553.0,31.0,1,2.75131273170697
554,114.069465835,172059.078034,126.55885923,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,554.0,31.0,1,58.3774182180706
555,107.628471887,143752.810349,108.087869355,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,555.0,31.0,1,47.013865240704234
561,139.960152292,250244.282919,184.843663981,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,561.0,81.0,1,-0.050517059496652195
562,111.97254062,180992.311381,133.57406628,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,562.0,61.0,1,21.721964622739236
563,133.93125061700002,253545.751104,181.294894793,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,563.0,81.0,1,3.724009668347094
564,150.412522648,286956.954454,206.61999234099997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,564.0,81.0,1,5.9633960114603966
565,136.927430333,258396.343367,185.847921383,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,565.0,81.0,1,2.724009668347094
566,94.3661252292,119905.862698,91.5667480615,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,566.0,31.0,1,35.11265483934165
568,148.538464945,298428.886579,220.539300602,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,568.0,81.0,1,2.3601558508924363
569,132.295358016,247585.111754,183.073498153,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,569.0,81.0,1,3.2778628680427175
570,133.16248528399998,255070.248254,187.882554653,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,570.0,81.0,1,1.6224092727113906
571,131.82235563,246606.847446,184.211644955,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,571.0,81.0,1,0.8685003992583091
573,156.251012946,311265.711176,227.996597683,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,573.0,81.0,1,0.4381741581658005
574,132.246787174,229369.882676,169.269635725,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,574.0,81.0,1,2.624920982531293
575,127.45912615200001,221005.855168,164.355634708,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,575.0,81.0,1,4.485356052182908
576,140.957604848,267698.849262,193.97404302099997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,576.0,81.0,1,17.77976662705791
577,151.160414661,296524.469078,214.73976064,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,577.0,81.0,1,1.6062469774393549
578,134.825271134,246795.076499,176.273839088,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,578.0,81.0,1,7.254253336387592
579,118.772411696,212990.51779,161.18140201,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,579.0,81.0,1,18.542927086859976
580,117.621664919,195460.762539,146.18376946200001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,580.0,81.0,1,16.798597443612124
581,100.651528814,120272.957857,88.7762171984,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,581.0,31.0,1,23.11265483934165
582,116.715383442,208677.196366,140.781600049,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,582.0,51.0,1,27.21561529677713
583,134.469304618,240079.863923,164.363622791,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,583.0,81.0,1,5.254253336387592
584,95.1191557929,137417.37565499998,94.3792847191,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Rural,584.0,1.0,1,22.72293079624443
586,132.169316857,236723.796598,173.407225909,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,586.0,81.0,1,1.1058435738178076
587,124.233837245,198441.322013,154.495658561,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,587.0,81.0,1,0.21173636232230209
588,125.239973781,207929.934772,158.53100343399998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,588.0,81.0,1,7.986263090166048
590,141.381592197,278115.56132,199.609797914,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,590.0,81.0,1,3.4643030494435223
591,122.09868378899999,236974.21016,161.422882991,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Rural,591.0,51.0,1,11.125279205231763
592,141.136918316,286466.01778600004,207.495388521,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,592.0,81.0,1,7.76079353478768
593,107.950663956,149728.512579,108.970675556,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,593.0,31.0,1,11.650345743765314
594,139.843173342,281940.87934600003,214.842147486,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,594.0,81.0,1,6.204652141055931
596,108.862743995,185428.538774,136.814534304,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,596.0,61.0,1,1.5610476024730673
597,140.90766159,249890.968844,177.625792874,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,597.0,81.0,1,8.709185698337109
598,132.851564145,223174.566328,166.164018063,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,598.0,81.0,1,7.887473491528624
599,99.8247135416,151745.38363499998,108.26757965700001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,599.0,31.0,1,4.75131273170697
600,110.542484893,133445.128134,101.16553525100001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,600.0,31.0,1,14.571813263465863
603,114.54234551,178187.241801,131.282532637,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,603.0,31.0,1,44.721964622739236
604,139.572174225,276648.05869000003,192.135919202,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,604.0,81.0,1,2.4643030494435223
606,128.03217230200002,228142.585739,164.75413986799998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,606.0,81.0,1,5.2803745778626165
607,98.0570529372,117598.462798,85.4127874071,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,607.0,31.0,1,33.76810843467295
608,132.663297295,245173.678998,176.1807667,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,608.0,81.0,1,5.152521701643202
611,139.0364048,280532.403771,201.291287699,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,611.0,81.0,1,3.5172141180606147
612,98.3446535263,135291.363048,99.80576603719999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,612.0,31.0,1,50.013865240704234
613,140.89105014700002,278245.767614,201.18159378599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,613.0,81.0,1,10.464303049443522
614,140.290848331,263417.439672,187.79964077,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,614.0,81.0,1,2.892815082739631
615,87.01679944680002,99071.2521796,65.0720438294,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,615.0,1.0,1,100.63490685859983
617,132.319988175,235891.982783,174.71948134099998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,617.0,81.0,1,0.6249209825312931
618,129.821737083,244790.616198,172.590846332,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_female,Urbanity_Urban,618.0,81.0,1,6.753346298404551
620,119.50286543799999,201649.114249,153.724827665,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,620.0,81.0,1,-0.2873565996946521
621,144.632003944,261983.131448,189.59118206,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,621.0,81.0,1,-0.10718491726036916
622,120.639344811,225446.593896,156.135389638,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,622.0,51.0,1,26.286196225497918
623,112.674364937,191830.803622,131.076808565,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,623.0,51.0,1,6.184930150377944
624,151.885727397,297197.010989,206.45706725099998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,624.0,81.0,1,5.015609446223756
626,144.831372346,276957.934971,199.819079668,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,626.0,81.0,1,1.4643030494435223
627,98.9474233255,125351.88551500002,86.41396333770003,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Rural,627.0,1.0,1,51.481730377164965
628,100.765452109,124270.35857,93.7971681045,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,628.0,31.0,1,21.61174780135861
629,119.036242282,220566.232551,144.86993960700002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,629.0,51.0,1,25.286196225497918
630,112.268807222,186130.743083,137.280610071,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,630.0,61.0,1,16.221057584756167
631,116.799401604,190716.662961,144.087785626,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,631.0,81.0,1,6.516506758206546
632,128.674808313,236396.31717800003,171.042903297,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_1,sex_female,Urbanity_Urban,632.0,81.0,1,0.03344856913077621
634,113.752102096,172439.44665,127.003778285,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,634.0,31.0,1,25.319847183393613
635,114.531531271,171508.57893,118.256130324,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,635.0,21.0,1,76.04935668529995
636,132.35231669799998,238362.556516,172.70663202400002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,636.0,81.0,1,3.779467539879569
637,133.563165661,230307.26231100003,166.985233461,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,637.0,81.0,1,3.624920982531293
639,108.673383971,144185.93810899998,106.279561609,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,639.0,31.0,1,2.75131273170697
640,146.986403186,276744.11797,196.69651656599999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,640.0,81.0,1,2.4643030494435223
641,123.21727952399999,230864.380589,173.967887223,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,641.0,81.0,1,12.386566453545527
