,Electricity,Income,Water,e_AC,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
386,95.741254824,131505.698223,85.99366442739998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,386.0,1.0,1,24.9887025229317
389,126.24850328,220038.691627,148.323374873,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,389.0,51.0,1,59.787103263481015
392,124.533678344,246974.437874,162.732969369,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,392.0,51.0,1,10.768130171210714
393,148.19390249999995,288835.61347,206.00205809599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,393.0,81.0,1,5.606246977439355
394,125.970648446,203725.39137,149.065802914,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_10,sex_male,Urbanity_Urban,394.0,61.0,1,8.000001587810093
395,136.55565071799998,241030.085494,177.10945971400002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,395.0,81.0,1,6.868500399258309
396,125.977392204,222927.887635,165.529223434,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,396.0,81.0,1,36.887473491528624
397,139.804481155,263120.909715,183.523146658,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,397.0,81.0,1,32.22310263036397
401,125.419252909,220959.309283,166.975962071,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,401.0,81.0,1,45.38656645354553
403,120.701880282,202079.476758,148.374715718,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,403.0,81.0,1,25.6417166854974
405,94.985517021,127191.161123,87.9849306258,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_2,sex_male,Urbanity_Rural,405.0,1.0,1,35.44179583927221
406,120.80336,199237.95871,149.832348126,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,406.0,81.0,1,1.712643400305348
407,131.129020354,235465.06391,171.655172161,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,407.0,81.0,1,14.105843573817808
411,113.416550829,178964.14470799995,131.86615789299998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,411.0,31.0,1,66.72196462273924
412,132.84537128899998,248305.637792,183.064726345,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,412.0,81.0,1,44.70918569833711
413,130.970731565,244774.596867,174.798663356,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,413.0,81.0,1,16.152521701643202
414,107.16313523,171702.775972,119.461187865,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,414.0,21.0,1,95.04935668529995
415,93.60065511549999,138013.022681,93.2856549177,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Rural,415.0,1.0,1,114.38294077852751
416,116.932627971,197730.373208,130.93099031399998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,416.0,51.0,1,63.8710688921085
417,108.859738426,164105.474671,120.517469388,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_female,Urbanity_Urban,417.0,31.0,1,26.903347579235266
418,121.40155393799999,202961.441835,148.240249304,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,418.0,61.0,1,0.7029915304689842
419,127.415345331,240128.751122,175.691969392,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,419.0,81.0,1,4.868500399258309
420,127.36081451,236787.559708,179.137925464,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,420.0,81.0,1,21.77946753987957
421,120.071616491,210384.907962,158.307343149,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,421.0,81.0,1,41.542927086859976
422,130.077484255,226271.37293,163.168122936,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,422.0,81.0,1,18.280374577862617
423,123.776750495,223209.571454,164.953678844,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,423.0,81.0,1,17.445421514290274
424,133.75679908,260759.740073,190.83880429299998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,424.0,81.0,1,48.28067366504101
425,138.011211084,263758.602673,193.96724355599997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,425.0,81.0,1,1.3276588233825155
427,139.450201658,255595.942118,189.56812357,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,427.0,81.0,1,33.35588117531607
428,146.702524562,272400.588601,204.056351814,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,428.0,81.0,1,17.85497413733296
429,108.08385239200001,139548.005306,107.148958057,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,429.0,31.0,1,74.51295820272115
430,119.001614642,225188.572911,168.891453448,AC_yes,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,430.0,81.0,1,12.999999051667224
431,104.536530179,180949.656199,121.417440192,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,431.0,51.0,1,26.442257771633976
432,112.423170482,193939.707318,140.889630405,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,432.0,81.0,1,-0.2873565996946521
433,119.53907370200001,196867.330239,141.98782539,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,433.0,81.0,1,10.867189957653629
434,130.406471053,264424.35131,188.01961810900002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,434.0,81.0,1,29.625220069709655
436,137.158489779,260528.014412,188.47338678900002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,436.0,81.0,1,14.724009668347094
437,131.871981969,238617.461955,175.851219097,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,437.0,81.0,1,5.624920982531293
439,125.663519366,215113.84320700003,161.41369001200002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,439.0,81.0,1,4.155164650571869
440,120.912009708,195432.131406,148.74846204600001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,440.0,81.0,1,1.712643400305348
441,113.757639758,198993.196032,125.68423251700001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Rural,441.0,51.0,1,0.6122731722577517
443,99.8673753951,115578.001108,86.14204975620001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,443.0,31.0,1,58.76810843467295
444,136.798924032,249866.761394,177.08054920799995,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,444.0,81.0,1,-0.050517059496652195
445,139.07700417799998,240221.944837,178.30508812099998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,445.0,81.0,1,3.868500399258309
449,125.361926218,194702.281961,146.31162438299998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,449.0,81.0,1,0.7126434003053479
451,139.81156216,235100.314216,175.99139251,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,451.0,81.0,1,15.22564943327935
452,143.569090992,289198.906162,199.65605817099998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,452.0,81.0,1,19.963396011460397
453,113.21748095299999,203593.663649,153.229359491,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,453.0,81.0,1,42.41771715956915
454,123.87117452700001,245479.321307,172.662986973,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,454.0,81.0,1,1.4503899784863945
458,125.18268772200001,222686.749311,163.795748476,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,458.0,81.0,1,17.280374577862617
459,152.452109411,329902.791203,246.12043840200002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_7,sex_male,Urbanity_Urban,459.0,81.0,1,8.897332582290005
461,151.193297239,294057.222744,212.234818979,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_6,sex_female,Urbanity_Urban,461.0,81.0,1,7.389492480949881
462,111.32319519299999,161263.297155,115.252772605,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,462.0,31.0,1,3.994892148433987
464,110.515011514,158265.24631,116.381142161,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,464.0,31.0,1,48.476207816708055
465,119.479511804,197094.54651,149.29534963,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,465.0,81.0,1,36.6417166854974
466,123.340376852,205350.848195,135.316828761,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,466.0,51.0,1,40.88589286211845
467,129.547474578,174401.45889100002,133.330712747,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,467.0,31.0,1,36.31984718339361
468,125.781888598,219793.114001,166.567341102,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,468.0,81.0,1,5.654257612588733
469,125.224966625,218762.825066,166.207814388,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,469.0,81.0,1,41.887473491528624
470,127.989147413,227235.006499,168.951230769,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,470.0,81.0,1,9.624920982531293
471,120.904670915,216661.81233,155.363998605,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,471.0,81.0,1,34.887473491528624
473,130.868865159,231232.487484,172.475731155,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,473.0,81.0,1,11.726556471262477
474,138.418911256,228690.85830100003,173.06544619599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,474.0,81.0,1,30.386566453545527
475,121.333828341,181583.411741,133.493671824,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,475.0,61.0,1,8.826819329160344
477,148.07553204200002,291925.834432,211.489815947,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,477.0,81.0,1,4.606246977439355
478,111.06400979200001,172527.146526,127.783985648,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,478.0,31.0,1,43.31984718339361
479,105.84574662200001,138221.857316,103.70223624399999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,479.0,31.0,1,82.51295820272115
480,108.04920717899999,144838.487166,107.455538619,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,480.0,31.0,1,3.75131273170697
481,86.9310412066,90307.3624618,60.57124406,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,481.0,1.0,1,121.1757484344756
482,113.580349665,181769.476599,135.145132875,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,482.0,61.0,1,42.721964622739236
483,126.36151255600001,219501.399066,164.628467923,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,483.0,81.0,1,38.887473491528624
484,110.02529858,163573.634805,124.742709311,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,484.0,31.0,1,2.994892148433987
490,110.53184097100001,166855.578406,111.64585562,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_6,sex_female,Urbanity_Rural,490.0,1.0,1,19.77333015504162
493,115.703590801,177077.577667,125.282617081,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,493.0,31.0,1,36.48227292449168
494,155.166053212,316515.97503000003,228.855948495,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,494.0,81.0,1,15.4381741581658
495,144.26525197799998,269139.49405100005,192.564549465,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,495.0,81.0,1,13.700427579984748
497,133.46719505,268138.435629,193.81097678700002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,497.0,81.0,1,20.18316809247129
498,129.809271084,246978.786248,173.449746207,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,498.0,81.0,1,12.152521701643202
499,126.26905477700001,216631.684565,163.916718955,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,499.0,81.0,1,20.485356052182908
500,142.141918218,237532.047835,166.918955466,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,500.0,81.0,1,21.807975296974504
501,74.1511733929,52648.910207,32.2212617768,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,501.0,1.0,1,19.65637193858371
502,135.31164767,237571.66798400003,168.80051039100002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,502.0,81.0,1,12.105843573817808
503,82.86799999109999,204288.869126,153.041400408,AC_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,503.0,81.0,1,7.999999051667309
506,124.9114629,218666.328629,145.734929018,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,506.0,51.0,1,24.180004349815114
508,104.305771764,122769.239635,92.40812689959999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,508.0,31.0,1,32.11265483934165
509,135.828569854,255049.162158,176.90315678,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,509.0,81.0,1,39.37946326367843
510,122.239019679,216188.565436,154.094859888,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_7,sex_male,Urbanity_Urban,510.0,61.0,1,27.190372306526747
511,129.008721232,183845.523739,138.746744804,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,511.0,61.0,1,10.561047602473067
512,141.778580519,282260.363439,205.9990785,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,512.0,81.0,1,17.464303049443522
513,103.47080637,159154.439771,117.867345251,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,513.0,31.0,1,3.994892148433987
514,131.474831234,250192.257529,181.54679608400002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,514.0,81.0,1,28.37946326367843
515,98.0129137769,113105.325012,84.2042135563,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,515.0,31.0,1,58.76810843467295
516,123.273029005,204299.099852,147.434168433,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,516.0,81.0,1,33.6417166854974
518,140.200241642,267466.75385700003,196.86445853599997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,518.0,81.0,1,56.77976662705791
519,111.47317850399999,187167.468841,129.724117683,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,519.0,51.0,1,6.786804176302647
520,92.799286541,123666.070557,95.014940616,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,520.0,31.0,1,41.11265483934165
524,105.478883164,145919.507085,110.88043919299999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,524.0,31.0,1,4.75131273170697
527,146.75047135399998,267324.253136,196.637418964,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,527.0,81.0,1,4.892911228752915
528,118.866200531,201798.033873,146.04935226,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,528.0,81.0,1,16.015599720223477
531,112.144703706,175013.461426,130.571977501,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,531.0,31.0,1,35.31984718339361
532,126.85446097100001,225554.166964,159.336794019,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,532.0,81.0,1,11.726556471262477
533,142.773316843,271093.035204,204.7862134,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,533.0,81.0,1,9.700427579984748
534,130.477519156,255313.439803,188.73846944,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,534.0,81.0,1,1.6224092727113906
535,113.77413325200001,162353.599833,119.662939849,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,535.0,31.0,1,23.40425461721831
537,135.835030824,250952.984454,181.594467355,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,537.0,81.0,1,15.65161466366007
538,98.6532605351,116782.201104,88.6814833971,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,538.0,31.0,1,61.26720139668993
539,130.220766102,249671.183923,185.870481781,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,539.0,81.0,1,6.367593361275265
540,139.869196008,263951.62651,195.520988759,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,540.0,81.0,1,3.6224092727113906
541,129.225234287,226392.062956,153.331479154,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,541.0,51.0,1,21.626186243214896
542,89.88393417399998,101186.314497,67.9933543767,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,542.0,1.0,1,28.51392437622639
543,136.864165077,282191.189678,200.96741464299998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,543.0,81.0,1,35.08437849383385
544,126.094713018,242342.169954,179.000529075,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,544.0,81.0,1,9.22564943327935
546,95.97176779700001,121679.941584,86.9026340159,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,546.0,31.0,1,74.54410890874478
547,129.394002709,229103.722998,168.189010986,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,547.0,81.0,1,15.944514476307134
550,107.607288176,150928.018896,106.616413281,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,550.0,21.0,1,72.80359987926876
552,122.64426190799999,231702.909017,164.538894565,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,552.0,81.0,1,5.624920982531293
553,109.259537771,155744.336814,114.33189090299999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,553.0,31.0,1,6.75131273170697
554,114.069465835,172059.078034,126.55885923,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,554.0,31.0,1,94.3774182180706
555,107.628471887,143752.810349,108.087869355,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,555.0,31.0,1,77.01386524070423
561,139.960152292,250244.282919,184.843663981,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,561.0,81.0,1,5.949482940503348
562,111.97254062,180992.311381,133.57406628,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,562.0,61.0,1,43.721964622739236
563,133.93125061700002,253545.751104,181.294894793,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,563.0,81.0,1,23.724009668347094
564,150.412522648,286956.954454,206.61999234099997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,564.0,81.0,1,11.963396011460397
565,136.927430333,258396.343367,185.847921383,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,565.0,81.0,1,24.724009668347094
566,94.3661252292,119905.862698,91.5667480615,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,566.0,31.0,1,38.11265483934165
568,148.538464945,298428.886579,220.539300602,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,568.0,81.0,1,4.360155850892436
569,132.295358016,247585.111754,183.073498153,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,569.0,81.0,1,13.277862868042718
570,133.16248528399998,255070.248254,187.882554653,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,570.0,81.0,1,2.6224092727113906
571,131.82235563,246606.847446,184.211644955,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,571.0,81.0,1,6.868500399258309
573,156.251012946,311265.711176,227.996597683,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,573.0,81.0,1,10.4381741581658
574,132.246787174,229369.882676,169.269635725,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,574.0,81.0,1,2.624920982531293
575,127.45912615200001,221005.855168,164.355634708,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,575.0,81.0,1,25.485356052182908
576,140.957604848,267698.849262,193.97404302099997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,576.0,81.0,1,44.77976662705791
