,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_Cooking,e_AC,Income,Electricity,Water,w,wf
145,145,sex_male,Urbanity_Urban,Size_8,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,275774.68682,146.074927923,207.71910686,43.96098562628337,94.15817023204092
146,146,sex_male,Urbanity_Rural,Size_8,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,287654.375006,132.756502466,206.05843835099998,43.96098562628337,29.21762248139013
147,147,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,162707.57114400002,107.886548894,120.985713675,43.96098562628337,0.0
148,148,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,219621.723296,112.326325661,163.088656655,43.96098562628337,13.733991922822492
149,149,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,232021.88866199998,122.546545084,157.785211077,43.96098562628337,33.92971971960826
150,150,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,211692.109497,126.125567336,160.319897792,43.96098562628337,0.0
151,151,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,192238.63453900002,112.73742619,136.548600595,43.96098562628337,0.0
152,152,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,217637.08347199997,116.65008257,144.496016574,43.96098562628337,25.429462273330316
153,153,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,132355.736055,96.33198751719999,96.0723521338,43.96098562628337,105.71385233662582
154,154,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,126222.178305,105.327160152,95.92482877229999,43.96098562628337,69.91835958508123
155,155,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,230792.305671,127.42426038100001,173.83399525299998,43.96098562628337,24.483686191863637
156,156,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,219819.79567199998,119.721046949,146.132983495,43.96098562628337,119.83449072835373
157,157,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,138004.063075,96.5606578389,103.757383387,43.96098562628337,101.26959714430967
158,158,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,237880.705597,119.873773488,166.064921158,43.96098562628337,0.0
159,159,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,207617.13446300002,121.54924191799999,158.70251139,43.96098562628337,17.55335305922332
160,160,sex_female,Urbanity_Rural,Size_8,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,302580.803726,138.756588884,212.5536262,43.96098562628337,40.09188914133006
161,161,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,334015.73546999996,154.60917265,237.404740782,43.96098562628337,90.4513107640811
162,162,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,314152.340131,150.690983605,215.77675826400002,43.96098562628337,94.83029356019262
163,163,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,308572.57585799997,158.394031912,217.453673075,43.96098562628337,25.95212797303483
164,164,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,253998.09406399998,131.51342483,191.392392345,43.96098562628337,0.0
165,165,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,265959.850844,136.39694925,184.94371409,43.96098562628337,113.20371470644962
166,166,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,230831.69156500002,124.840647255,175.97396511,43.96098562628337,28.477267763773295
167,167,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,284359.58161500003,141.736917177,208.90400062,43.96098562628337,59.80772697933156
168,168,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,Lighting_yes,Cooking_no,AC_yes,251874.760561,127.94085676,179.469533567,43.96098562628337,131.43926906079477
169,169,sex_male,Urbanity_Urban,Size_4,age_19_25,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,165402.437188,109.75098793299999,121.151960536,43.96098562628337,29.834655305463627
170,170,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,205680.743924,120.730934044,151.154083221,43.96098562628337,85.55933661518104
171,171,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,158078.144635,106.568964292,109.41775159299999,43.96098562628337,87.745857444769
172,172,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,110730.440183,92.7238874728,72.7490385595,43.96098562628337,28.68725154265227
173,173,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,229425.537391,125.24713174700001,171.609187439,43.96098562628337,24.483686191863637
174,174,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_yes,AC_yes,273362.866314,138.714418716,194.408678431,43.96098562628337,0.0
175,175,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,238490.700921,128.220971397,176.813855923,43.96098562628337,23.725512123837138
176,176,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,273923.053289,138.83511326,197.223177731,43.96098562628337,36.095582875583915
177,177,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,254759.419215,135.516493823,185.64340705700002,43.96098562628337,89.89094225707451
178,178,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,109669.28164100001,90.1135075185,73.5086243199,43.96098562628337,90.73382799581405
179,179,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,219789.96756999998,132.133113805,165.85977396,43.96098562628337,41.9610664781823
180,180,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,231417.918005,125.105363008,172.202534042,43.96098562628337,41.76581882798754
181,181,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,118786.95780399999,94.9865386014,79.8826072721,43.96098562628337,81.93718881793426
182,182,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,53761.4092464,66.51973145390001,31.2382201147,43.96098562628337,23.51214100128016
183,183,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,220575.080958,122.09703487600001,152.451611412,43.96098562628337,38.68147535954441
184,184,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,203236.486575,113.45626785600001,154.620071948,43.96098562628337,0.0
185,185,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,Cooking_no,AC_yes,180602.163715,108.207633093,133.831930844,43.96098562628337,26.71348267488221
186,186,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,271375.352205,135.30911343100001,193.39296207200002,43.96098562628337,35.337408807557416
187,187,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,185369.901602,118.23742292,130.856331808,43.96098562628337,44.044210864328036
188,188,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,255362.631566,133.77560878100002,191.176335752,43.96098562628337,0.0
189,189,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,144789.599396,110.12651854299999,106.833134234,43.96098562628337,23.403291245417435
190,190,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,237228.89134,125.559420459,174.706704575,43.96098562628337,0.0
191,191,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,242818.117267,137.458454996,180.788428378,43.96098562628337,0.0
192,192,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,259990.71597600004,138.068575245,196.302541839,43.96098562628337,27.58112565951051
193,193,sex_female,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,229708.67473000003,119.019743443,152.989967794,43.96098562628337,39.13214897995092
194,194,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,233500.95977199997,120.51879832600001,170.202109428,43.96098562628337,28.92794138417981
195,195,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,191270.64489300002,114.594610106,141.221129646,43.96098562628337,24.483876899622526
196,196,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,128176.583028,101.79046612,96.6706305206,43.96098562628337,72.75439543459184
197,197,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_College,Lighting_yes,Cooking_yes,AC_yes,231397.54234299998,130.775865477,169.554971556,43.96098562628337,38.25439771798137
198,198,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,256940.494115,137.818363621,182.836455319,43.96098562628337,0.0
199,199,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,Cooking_yes,AC_yes,272429.703539,138.455226052,195.8017535,43.96098562628337,31.292525269613776
200,200,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,212037.915793,125.92142803200001,158.892633596,43.96098562628337,81.11508142286486
201,201,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,178230.48106700002,106.994878592,118.046085692,43.96098562628337,90.85749668221132
202,202,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,283713.790301,143.84881325700002,209.471574279,43.96098562628337,0.0
203,203,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,108099.217461,98.2357218033,82.589672647,43.96098562628337,91.74812385696353
204,204,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,96419.5125234,89.163003997,64.814508047,43.96098562628337,34.0229608151061
205,205,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,261785.02494,132.122494447,186.438941533,43.96098562628337,40.264960085529374
206,206,sex_male,Urbanity_Rural,Size_3,age_76_85,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,152121.60005,103.954695609,102.235160996,43.96098562628337,62.46183499723083
207,207,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,267480.91758,141.586717236,186.641780457,43.96098562628337,116.88979583073929
208,208,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,251571.763541,128.784228708,187.87678190000003,43.96098562628337,0.0
209,209,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,297037.848184,142.98257271,215.235308957,43.96098562628337,56.21351706179444
210,210,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,260839.36463400003,130.207525918,182.754115058,43.96098562628337,17.582222760163226
211,211,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,229200.948564,128.17372151700002,171.986603317,43.96098562628337,105.27789914701903
212,212,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,284026.812762,144.469943748,199.927624062,43.96098562628337,27.298943697704118
213,213,sex_male,Urbanity_Rural,Size_8,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,148270.18041600002,99.4715277307,97.3730049267,43.96098562628337,84.38979515581876
214,214,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,158884.083354,113.42609569999999,119.917892951,43.96098562628337,0.0
215,215,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,233822.140964,121.210255949,166.759061388,43.96098562628337,24.483686191863637
216,216,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,132814.417392,104.57735725399999,96.118724175,43.96098562628337,33.6003804899093
217,217,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,152074.560113,103.90177169399999,113.158214235,43.96098562628337,10.636743162934506
218,218,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,195628.347846,117.51292356399999,142.549926409,43.96098562628337,31.60476621558918
219,219,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,127313.563008,92.9643205156,95.5468643465,43.96098562628337,115.91094158111767
220,220,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,261504.050725,136.182527565,185.89769762400002,43.96098562628337,121.24217981630292
221,221,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,203373.63905199998,111.665130909,150.288254843,43.96098562628337,21.90573704478695
222,222,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,246569.629858,131.166923514,186.11902914799998,43.96098562628337,27.714405671621673
223,223,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,130478.78318,100.441035079,99.100111529,43.96098562628337,108.54988818613644
224,224,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,199887.560809,121.392529285,151.109295883,43.96098562628337,89.15354653271814
225,225,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,244318.612742,138.655818633,179.32532093400002,43.96098562628337,0.0
226,226,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,133033.996468,100.928215333,97.9719646454,43.96098562628337,5.6481051980232415
227,227,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,102174.902809,91.18410070780001,68.0448954461,43.96098562628337,0.0
228,228,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,262419.542648,133.572212018,184.765227468,43.96098562628337,0.0
229,229,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,219996.100913,119.259475334,164.95923249999998,43.96098562628337,14.008791186296252
230,230,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,261756.367238,132.61948003,189.85242124299998,43.96098562628337,85.44668706475834
231,231,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,209542.647332,120.705323774,152.431459201,43.96098562628337,117.66874824243597
232,232,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,79543.6422266,77.9523207504,51.160718310600004,43.96098562628337,115.93883827606707
233,233,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,215747.473612,119.80245037200001,158.940533404,43.96098562628337,108.87210906455614
234,234,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,209109.258691,121.487378549,155.636678845,43.96098562628337,81.11508142286486
235,235,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,Cooking_yes,AC_yes,129112.39953099999,94.6140587905,84.6035116081,43.96098562628337,109.69421645962555
236,236,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,Cooking_no,AC_yes,167563.700874,106.520188419,126.752829154,43.96098562628337,0.0
237,237,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,249340.91905100003,128.039773866,179.81606357200002,43.96098562628337,20.777017431662713
238,238,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,276685.866707,127.144904535,196.317533718,43.96098562628337,28.05711776573062
239,239,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,Cooking_no,AC_yes,312672.702497,145.331898174,228.833611,43.96098562628337,23.116092123524194
240,240,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,294886.703147,152.086706444,216.378232335,43.96098562628337,30.529663177462158
241,241,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,157218.00436700002,113.46025856,117.39916746799999,43.96098562628337,22.056475520748144
242,242,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,161329.49871400002,108.34297541,118.58476860100001,43.96098562628337,22.814649588774646
243,243,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,289576.182219,146.68763659,206.34760690299998,43.96098562628337,23.704733780166993
244,244,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,Cooking_no,AC_yes,164788.913303,108.536506431,119.356044252,43.96098562628337,76.06458686405664
245,245,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,210585.267978,122.464746491,156.852309631,43.96098562628337,124.27162756939067
246,246,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,253361.95216599997,125.744266344,170.44650732899999,43.96098562628337,0.0
247,247,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,279563.792544,134.618284641,199.700590392,43.96098562628337,32.50137295804679
248,248,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,256689.553415,143.923827695,181.09830142599998,43.96098562628337,84.68851299673183
249,249,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,234579.299687,122.438822567,165.381730485,43.96098562628337,28.815482541516015
250,250,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,206053.6755,108.88535520100001,139.726665033,43.96098562628337,0.0
251,251,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,86856.9119162,84.1497631133,53.6056103062,43.96098562628337,107.90037316621377
252,252,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,192916.753978,106.787104001,142.594377655,43.96098562628337,17.20358585779573
253,253,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,248348.96702399998,129.729163965,180.85075700599998,43.96098562628337,92.72697810658515
254,254,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,273119.641136,146.383724261,190.518469159,43.96098562628337,112.44554063842314
255,255,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,280720.157176,141.96187237700002,202.55680582,43.96098562628337,31.74319889002029
256,256,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,231869.023964,128.913609261,174.88165008400003,43.96098562628337,28.169767316153308
257,257,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,179106.10774500002,108.963982715,135.14614441700002,43.96098562628337,75.61588495622583
258,258,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,338943.983381,151.930289377,236.06420531400002,43.96098562628337,22.586846459486
259,259,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,165975.73771400002,111.607132283,122.16052263200001,43.96098562628337,0.0
260,260,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Graduate,Lighting_yes,Cooking_no,AC_yes,236596.909271,126.624267866,171.076634385,43.96098562628337,0.0
261,261,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,130925.63288199999,99.8673922458,95.68448694370001,43.96098562628337,5.6481051980232415
262,262,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,Cooking_yes,AC_yes,261907.960722,140.521521116,187.220274935,43.96098562628337,81.09430307919472
263,263,sex_female,Urbanity_Rural,Size_1,age_66_75,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,84425.35696599999,81.7250582683,55.3256159747,43.96098562628337,0.0
264,264,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,68690.6025998,76.5077035033,41.4958957418,43.96098562628337,87.42363656634929
265,265,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,239375.52562600002,139.090103602,171.655614081,43.96098562628337,31.400486795911345
266,266,sex_female,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,107067.37302,97.423433124,67.6808727337,43.96098562628337,29.670576829542476
267,267,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,239743.084774,141.439379221,177.873546716,43.96098562628337,0.0
268,268,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,275000.51520300005,138.939680821,201.11678191099998,43.96098562628337,35.337408807557416
269,269,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_no,AC_yes,136773.930746,104.37822894899999,102.17421738799999,43.96098562628337,5.6481051980232415
270,270,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,276997.05509000004,135.652215953,198.949655335,43.96098562628337,41.745040484317386
271,271,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,232111.903558,127.10567382,172.93475603,43.96098562628337,24.483686191863637
272,272,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,194564.326405,107.27818666600001,136.529149134,43.96098562628337,34.3451816935258
273,273,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,201407.65595,121.70311845,150.29932432799998,43.96098562628337,20.889666982085405
274,274,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,Cooking_no,AC_yes,260984.77694,134.14052901600002,184.459643686,43.96098562628337,121.24217981630292
275,275,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,Cooking_no,AC_yes,212815.137834,120.870446137,162.560007917,43.96098562628337,14.008791186296252
276,276,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,261831.02669099998,136.51978697299998,180.07828473400002,43.96098562628337,0.0
277,277,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,143822.016055,102.202407748,98.5686098465,43.96098562628337,13.624022605508346
278,278,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,148334.118925,106.902521171,109.85225499200001,43.96098562628337,15.364826135564135
279,279,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,232895.444292,128.321651242,168.142395105,43.96098562628337,23.725512123837138
280,280,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,Cooking_yes,AC_yes,287412.858713,137.921261263,200.348617649,43.96098562628337,38.56812828731546
281,281,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,222875.37968,139.788809135,169.79683549700002,43.96098562628337,108.87210906455614
282,282,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,Lighting_yes,Cooking_no,AC_yes,297877.20634499996,144.044382824,215.888708346,43.96098562628337,0.0
283,283,sex_female,Urbanity_Rural,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,218069.922927,117.307453365,154.22927933100001,43.96098562628337,0.0
284,284,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_College,Lighting_yes,Cooking_no,AC_yes,282656.873223,145.124326072,205.233084474,43.96098562628337,45.929181682296694
285,285,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,255568.98719400002,127.155544959,178.77378171599997,43.96098562628337,0.0
286,286,sex_female,Urbanity_Rural,Size_5,age_26_35,Education_High_School,Lighting_yes,Cooking_no,AC_yes,134021.46790699998,88.0226062935,92.754891176,43.96098562628337,43.17785750349912
287,287,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,83458.41834229999,84.1781299325,52.2651005857,43.96098562628337,107.14219909818726
288,288,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,Cooking_yes,AC_yes,141511.538441,111.300885655,102.421308799,43.96098562628337,32.64695877168803
289,289,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,Cooking_yes,AC_yes,246796.49957600003,136.54673550299998,180.594561873,43.96098562628337,26.956231603595178
290,290,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_yes,AC_yes,254364.20166199998,131.131056589,175.904065714,43.96098562628337,0.0
291,291,sex_female,Urbanity_Rural,Size_5,age_56_65,Education_College,Lighting_yes,Cooking_no,AC_yes,252126.25968699998,130.44346246,171.965615118,43.96098562628337,0.0
