,index,c_w_age,w_dutyp,c_w_dutyp,w_urban,c_w_urban,w_sex,c_w_sex,w_ban,w_connectio,e_sqm,c_e_sqm,c_e_income,e_hhsize,c_e_hhsize,c_e_sex,c_e_urban,c_e_dutyp,e_edu,w_age,w_Intercept,c_w_ban,c_w_connectio,Water,e_cdd,e_income,e_Intercept,c_e_edu,Electricity,w
185,191,0.3269664970676368,1,-28.527519488422428,1,129.53657763961507,1,4.135319095826247,1,2,145.90643017375436,15.43101018449456,0.04657153245202445,5.98045456976307,972.0718890106376,-276.33236307499874,-3612.6193833477305,1833.0274109660136,2,42.8595644792455,367.537176956256,67.5373352024,151.172192043,311.79897404443227,6394.0,731.5218418126558,3329.17321052453,-625.98194077,3511.240929025348,403.4970187777844
186,192,0.41032918543845787,1,-9.617967008768638,1,130.18400848549715,1,-4.024220154172005,0,2,124.19233870094942,16.292366661166355,0.04006842344968317,3.8166907560647942,1018.9420942274865,-282.16880012850015,-3369.0418675276233,2114.8619336640477,0,84.87276203895804,367.537176956256,1.0,151.172192043,298.9394636035538,6394.0,747.5376238861884,3329.17321052453,1.0,3418.074691144643,403.4970187777844
187,193,0.4642951144888999,0,-20.948017649160608,1,126.65496425006096,1,4.823399974860907,0,0,138.1187253582045,16.262223736500882,0.04221993201544897,0.7314959160351975,956.5032614935194,-152.68593667506428,-3358.030260543463,2093.906502402068,2,38.64505303131586,367.537176956256,1.0,1.0,188.17580684082375,6394.0,744.1874320897093,3329.17321052453,-625.98194077,1920.2626087191986,403.4970187777844
188,194,0.2680587289135088,1,-12.023510377032736,1,126.81106400378894,1,1.6918665784482958,0,2,127.60962219456354,15.871634902238144,0.04847769329628687,3.0799923023063465,1002.893072911139,-137.54827718083342,-3635.9341844056516,2086.9081388239415,0,73.80504338071215,367.537176956256,1.0,151.172192043,293.44148842646337,6394.0,750.0301783103969,3329.17321052453,1.0,3190.209621727797,403.4970187777844
189,195,0.397006384777368,1,-10.213101325399913,1,120.42762081677023,1,-1.0046677243073718,0,2,129.59104996738282,15.899299230162852,0.03984813962188091,4.213715665594743,999.3982678731118,5.671511323716189,-3491.559451483605,1968.0448601668122,2,35.859276325917506,367.537176956256,1.0,151.172192043,288.77591933941534,6394.0,729.8194111474936,3329.17321052453,-625.98194077,3206.369719550716,403.4970187777844
190,197,0.6680825673309567,1,-3.5452362777584723,1,128.31072147541784,1,-1.7751382000303668,0,2,133.76560857775814,15.557179810810485,0.04923277414186518,4.411419659334834,934.0193289784697,-399.6054493378392,-3737.445737499251,1843.695071514354,0,52.5226739284776,367.537176956256,1.0,151.172192043,301.38275694521457,6394.0,730.6221035115126,3329.17321052453,1.0,3306.31008949361,403.4970187777844
191,199,0.5705678706594199,1,-4.920162229777615,1,125.9784980238122,1,-1.8586228315057576,1,1,98.80795967402163,15.329594212039984,0.04358637084682578,2.0985566015078527,976.9631378673006,-45.00142351920987,-3465.164753387678,1926.8074947359728,0,67.22752552368901,367.537176956256,67.5373352024,27.358894639899997,225.680321152965,6394.0,724.5943539664964,3329.17321052453,1.0,2839.203410778341,403.4970187777844
192,200,0.4205343271229645,1,0.5948365420200508,1,126.83308402429718,1,-2.8289409339262996,1,2,218.62561849091233,15.46997800074394,0.0467877061714778,4.31641443078001,960.6183306987268,-127.5245835256427,-3469.5704356662914,1906.0409402467471,2,41.49857849784749,367.537176956256,67.5373352024,151.172192043,320.1319907083604,6394.0,730.0104689822475,3329.17321052453,-625.98194077,3469.7770786766027,403.4970187777844
193,201,0.5234140206352755,1,-4.161244456138406,1,125.9227529341649,1,-1.1725996527928562,0,1,160.45236689178248,15.003565361081245,0.047905327906662916,4.594417646253496,986.3313371620194,-229.8839026833776,-3443.4763340295353,1925.1902347650657,2,63.80240568236605,367.537176956256,1.0,27.358894639899997,199.79552882605168,6394.0,719.9465044268065,3329.17321052453,-625.98194077,3313.41028329342,403.4970187777844
194,202,0.2861812033335065,0,-19.193896682509912,1,125.03924695091057,1,4.585016100368527,0,2,122.03064375938374,15.273276939938135,0.03740789518849562,2.9929892795114963,916.0324852367768,-180.46915115061284,-3718.3459872548324,2333.828433067942,2,33.77177685110727,367.537176956256,1.0,151.172192043,294.54282603233867,6394.0,728.0574920000349,3329.17321052453,-625.98194077,2226.8685389571483,403.4970187777844
195,204,0.3964629782531109,0,-20.870910005855986,1,119.40926233475115,1,1.568139309193347,1,1,120.59294322577671,15.832639158526176,0.03563668087400562,3.592471436654135,986.0071241826787,23.335595842172552,-3379.3079012526823,1949.689909046193,0,52.41583024202522,367.537176956256,67.5373352024,27.358894639899997,219.92930554367413,6394.0,754.4814804641995,3329.17321052453,1.0,2865.644827911627,403.4970187777844
196,205,0.3933922024430889,1,-14.82581990534126,1,122.8439919536326,1,2.2331257571926013,5,1,116.08811455197407,15.302107858284874,0.034218352323156516,3.3770766579916023,978.7195627872977,-81.32124209177186,-3387.229889196692,1928.7178526178168,0,60.632365375425174,367.537176956256,-124.911760486,27.358894639899997,-34.78407973439553,6394.0,731.5967742827887,3329.17321052453,1.0,3215.064826067757,403.4970187777844
197,206,0.4393857989993757,1,-29.33297871577237,1,125.4692298185071,0,-0.3457230297144078,2,2,165.42187588330958,15.357897908373294,0.040003710820186514,3.1683232812555704,1008.5585870909694,-140.8933181997489,-3413.845766944248,1797.740829264177,2,46.014693663812466,367.537176956256,105.833817796,151.172192043,363.2427269187357,6394.0,734.1867544443835,3329.17321052453,-625.98194077,3053.094164630163,403.4970187777844
198,207,0.3407730720342099,1,-24.533513179801947,1,124.07554967337082,0,4.830877518672215,5,1,49.61493051556739,15.576097745733328,0.04318519383868352,2.387901907872951,925.3872296005636,-169.3790939386269,-3410.4925849537285,2108.966764292491,0,65.53629090771733,367.537176956256,-124.911760486,27.358894639899997,-39.235345855154,6394.0,734.6005460579107,3329.17321052453,1.0,2766.5357748310907,403.4970187777844
199,208,0.3506313358750376,1,-34.2187336198225,1,124.07805888712866,0,3.2771071832985936,1,2,100.31343695522986,15.613029226994088,0.046698256690656866,6.454110211297058,1076.5165170434213,-129.19189238749232,-3602.185410027097,2065.6179883494715,2,65.67411188228269,367.537176956256,67.5373352024,151.172192043,309.5161872962052,6394.0,730.0848196894749,3329.17321052453,-625.98194077,3745.5660818116858,403.4970187777844
200,209,0.38156073477380137,1,0.03642790779266747,1,128.20896002906062,0,-5.393620028510075,1,2,136.13362180084647,15.724265124533106,0.04654553154928353,5.726627738016227,997.2041615012182,-146.04115122496216,-3511.6955196466456,2033.7899183152415,2,37.6835710911037,367.537176956256,67.5373352024,151.172192043,320.34071258409284,6394.0,737.7810078866507,3329.17321052453,-625.98194077,3599.4421928745146,403.4970187777844
201,210,0.4943601330357706,1,-23.18152018733192,1,128.03299742985965,0,1.7022545362743613,0,2,107.657181142862,16.01540480604567,0.04636452744073016,4.546912099014481,949.6371414920377,23.3305961066257,-3412.955676825765,2045.3159377903055,0,79.2464465387241,367.537176956256,1.0,151.172192043,296.26772227676133,6394.0,725.488187900675,3329.17321052453,1.0,3491.1598922441412,403.4970187777844
202,211,0.4018817250278735,1,-8.617603667994246,1,117.41345339214138,0,1.6343677838258317,5,2,108.43703075442457,15.283546076607593,0.046093606131672384,3.3993328176182485,953.843351272932,-260.8776183270087,-3470.060525098365,1998.0759740302678,2,25.772122075613627,367.537176956256,-124.911760486,151.172192043,59.87020261658441,6394.0,724.0459610241157,3329.17321052453,-625.98194077,2886.6279204158473,403.4970187777844
203,212,0.31144153294060645,0,-23.19878844562983,1,128.55223098756377,0,6.817720389150826,4,2,99.8756599833458,16.000817291769955,0.05210764097206143,3.3903350727632238,976.435536918672,-166.0879532989485,-3494.3897360208007,2200.3534496557527,0,40.9238126717975,367.537176956256,60.660744063100005,151.172192043,383.59738310978105,6394.0,744.4219310798562,3329.17321052453,1.0,2703.685188741776,403.4970187777844
204,213,0.4608242740233332,1,-9.28275135367126,1,122.31150851326595,0,1.5573859447011982,2,2,136.15937982036777,15.963832598835811,0.0411419034666546,2.1852933818765035,1004.4041441695077,-3.8289943326932274,-3691.9018496170647,1854.6362024758528,2,63.17243724536086,367.537176956256,105.833817796,151.172192043,372.6288699558394,6394.0,727.4197668863911,3329.17321052453,-625.98194077,2668.923000973504,403.4970187777844
205,214,0.4774967904440643,0,-14.721019133399885,1,134.62445202672063,1,-3.776900075429418,2,2,110.97730837958294,15.682124944985047,0.05097319959857274,5.975362949165697,918.9849078332032,-232.08583701501,-3477.6024065934694,2112.765763853221,0,41.47431199101232,367.537176956256,105.833817796,151.172192043,375.72701554455705,6394.0,729.8929060740172,3329.17321052453,1.0,3213.211871694775,403.4970187777844
206,215,0.4299341719414475,1,-13.538470074812468,1,115.09653308680988,0,1.6462587120886925,5,2,92.94215098114307,15.597999236172132,0.0421839698987818,3.8663735262334047,876.9558888906706,-226.9605512394866,-3521.826536548065,1968.3684250817803,0,34.416519480832356,367.537176956256,-124.911760486,151.172192043,58.85160741989604,6394.0,745.7295032148436,3329.17321052453,1.0,3154.9596462236586,403.4970187777844
207,216,0.2699330002061384,1,-13.31032470389989,1,129.5383608021987,0,3.2768722857022565,2,2,138.93561653920662,16.94716809773447,0.04020066634921455,1.978059231234568,981.769641414303,-69.92619989051799,-3703.7074150352,2158.5420761787086,2,37.04291167842812,367.537176956256,105.833817796,151.172192043,366.8364421093322,6394.0,738.8499153521362,3329.17321052453,-625.98194077,2722.119375472832,403.4970187777844
208,217,0.3780600851306797,1,-36.60595177242785,1,120.20098919199191,0,2.3952419655303205,1,2,108.01950000110568,16.24269356352559,0.04096763272200117,1.8997133561777493,969.6574585830406,11.018480500367405,-3540.749787605368,1966.5230495860299,2,52.5513438960742,367.537176956256,67.5373352024,151.172192043,306.08575144649245,6394.0,729.9994541840034,3329.17321052453,-625.98194077,2545.805265511287,403.4970187777844
209,218,0.3961884203273016,1,-38.54904199803389,1,119.1812081440825,0,-0.6938272149945117,0,2,99.44851619326174,16.327817659516285,0.043741068809238934,1.9096226732534027,960.5560272715767,0.2726395398826185,-3571.984059260421,1978.3826803578547,2,50.09203584002804,367.537176956256,1.0,151.172192043,280.4153746565298,6394.0,732.3449581433633,3329.17321052453,-625.98194077,2508.122055757536,403.4970187777844
210,219,0.5274597249313773,0,-14.267741228462596,1,120.19073650152654,0,0.9956420393605564,0,0,144.22604578986147,16.775841642820193,0.046748627321399824,1.6404197211700189,922.8536095483432,-289.1591955075652,-3481.405510612196,1852.6995101841385,2,53.09985344987918,367.537176956256,1.0,1.0,187.73088146497886,6394.0,718.4296373768744,3329.17321052453,-625.98194077,2166.7903848221804,403.4970187777844
211,220,0.3191822897510829,1,20.90857329180073,1,127.69783095651026,0,-4.720609388745029,0,2,17.09644334077166,15.440946284487064,0.04582296735141644,3.9434295727244497,947.8490771276795,-12.338072788102608,-3307.025190885434,2064.9960373062904,2,21.92476011742014,367.537176956256,1.0,151.172192043,300.4816858770758,6394.0,728.8376264565687,3329.17321052453,-625.98194077,2725.029394586239,403.4970187777844
212,221,0.4682072438180444,1,-11.75802813222651,1,125.9704291815527,0,3.5997014148698767,1,2,184.21208263112976,16.195326848597347,0.04305224459383927,4.01894504282785,1009.150273060586,-173.49622973659382,-3662.492902931817,2041.8057846289762,0,96.2838490263355,367.537176956256,67.5373352024,151.172192043,326.40841192837775,6394.0,736.8033433426181,3329.17321052453,1.0,3670.671890371378,403.4970187777844
213,223,0.3796075636933091,1,-9.435303627023302,1,124.14666762702448,0,3.3189249463481287,1,2,106.32721049730051,15.821615823435266,0.05051426941703748,3.318112870687352,1041.7270031599573,-421.9211603932279,-3449.7950409785717,2051.375898177529,2,51.24503501820588,367.537176956256,67.5373352024,151.172192043,317.26137190127406,6394.0,723.3619501280555,3329.17321052453,-625.98194077,2963.033449015016,403.4970187777844
214,224,0.3900738236653655,0,-11.07867843250423,1,122.55444853974673,0,-5.545402214124306,2,2,69.31497286205243,16.196448880735126,0.03657524379218366,3.751215015142072,964.8803242046073,-149.27464990952117,-3528.2047655661877,1979.0232857673568,2,21.13920215152963,367.537176956256,105.833817796,151.172192043,368.5010980353562,6394.0,731.9551735702224,3329.17321052453,-625.98194077,2349.470236233581,403.4970187777844
215,225,0.4265966577432056,1,-14.916244922484164,1,126.83275454671028,0,3.338949200297604,5,2,117.42522550829031,15.761483604575643,0.05014942482829216,3.808660238438173,989.7060465257407,-234.61423468814525,-3657.0861904150124,1835.4602782492532,2,80.2229383982767,367.537176956256,-124.911760486,151.172192043,69.69331889299546,6394.0,737.0857158409871,3329.17321052453,-625.98194077,2977.217336130163,403.4970187777844
216,226,0.4189095410135926,1,-20.28826371882668,1,128.22077458826888,0,-0.2432116747177984,0,1,101.90735629421549,15.701367399892256,0.04498566221195938,3.6739515247461423,1002.584600517929,-162.960291183599,-3588.0569809070826,1942.803667203319,2,68.85149384455991,367.537176956256,1.0,27.358894639899997,193.53138051799718,6394.0,728.2555159032332,3329.17321052453,-625.98194077,2937.410330453374,403.4970187777844
217,227,0.4090184484291748,0,-3.610996752022268,1,125.21113662508587,0,-0.6739085382953447,0,1,178.7809494239189,15.632624283432865,0.042345684744964716,3.7082795492439717,988.181806943752,-240.0617708617285,-3451.7251288916245,1914.9070143745655,0,38.579121082053426,367.537176956256,1.0,27.358894639899997,195.06590172769032,6394.0,720.0053676077154,3329.17321052453,1.0,3087.146446190983,403.4970187777844
218,228,0.2939899307171254,1,-12.976946523910179,1,129.83914672433042,0,0.2999131452745145,1,2,5.1090040556375405,15.308737091217473,0.04417844099117532,2.561818089985085,974.3552011329092,-293.4792931359936,-3511.798400419501,2090.5265117117833,0,63.48137982133022,367.537176956256,67.5373352024,151.172192043,317.75668180050485,6394.0,738.5936222397323,3329.17321052453,1.0,2639.0342245099177,403.4970187777844
219,229,0.3766019794969169,1,-6.765404916780717,1,128.0465614865844,0,2.2606211832562195,0,2,50.484621757904385,15.565865936813747,0.043289807643356285,5.840253528747011,975.7003312623384,-459.4266018433944,-3562.7415897636456,1908.8485565365465,2,39.72693050770761,367.537176956256,1.0,151.172192043,293.43380459763813,6394.0,727.0813627498959,3329.17321052453,-625.98194077,3225.464297615177,403.4970187777844
220,230,0.2769829818020577,0,-15.977275419928727,1,117.81912023601258,0,4.926576906117878,1,2,106.84100476973434,15.411192303660036,0.045489311146619985,1.5717187638737338,926.3928664044906,-268.2720600841093,-3550.8133279218073,1911.0947519304125,2,40.654780285347826,367.537176956256,67.5373352024,151.172192043,315.4105609204633,6394.0,726.3209252565871,3329.17321052453,-625.98194077,1948.882211143736,403.4970187777844
221,231,0.5246736778892626,1,-13.170719616765721,1,127.34657149908816,0,-2.9094928661070902,1,2,118.64753756880914,15.157254257793305,0.045328966118497634,3.3667377846466096,966.6756365756407,-68.90522650248087,-3618.016899812381,1934.1473156723985,2,66.35353576388654,367.537176956256,67.5373352024,151.172192043,322.6579177049987,6394.0,743.267126232372,3329.17321052453,-625.98194077,2872.503270419213,403.4970187777844
222,232,0.4606889940853974,0,-29.957616963334107,1,125.34668887088024,0,2.030654632673161,0,2,97.06853758532569,16.622295797076937,0.039654138541162814,6.751244521041597,1044.9537374795714,-314.15392633788434,-3329.544632821737,1883.2093662199316,2,29.14303583804658,367.537176956256,1.0,151.172192043,294.3548002675891,6394.0,727.0415407819157,3329.17321052453,-625.98194077,3347.8182515412336,403.4970187777844
223,233,0.5430358546614852,0,5.062866134535836,1,127.22584429970608,1,0.7044214448764432,0,2,130.87217222808908,15.839690317033222,0.04291208480364371,3.657281613997256,1022.13515479005,-497.85444509153604,-3630.306867763091,1874.7299551415344,2,53.311800369255074,367.537176956256,1.0,151.172192043,300.9461883904532,6394.0,731.4459223557774,3329.17321052453,-625.98194077,2464.0759242137538,403.4970187777844
224,234,0.22322107295287053,0,-27.893789589856464,1,121.29685550173531,1,-0.20773744171753214,0,2,121.11214908799948,16.396248350175863,0.04157930850306745,4.3869831568248445,977.8061490204483,8.666697479173349,-3432.702702737577,2063.1010679105684,2,52.67489063001929,367.537176956256,1.0,151.172192043,292.1979562500408,6394.0,734.6552005192839,3329.17321052453,-625.98194077,2746.507886893801,403.4970187777844
225,235,0.3366298475170401,0,-26.07077600923468,1,121.89000207311882,0,2.9349341271804215,0,2,146.45216519232457,17.59559356249101,0.0397164115308231,3.154461321023116,976.9628830290612,-105.66507643116549,-3505.4990581178954,1908.9703690345186,2,43.476561719430244,367.537176956256,1.0,151.172192043,293.53685943900786,6394.0,739.2633980460355,3329.17321052453,-625.98194077,2577.324023273628,403.4970187777844
226,236,0.4462875317254261,0,-2.7774248045865555,1,129.1527061787036,0,-0.7475559919951067,0,2,68.59811650324588,14.556836551105075,0.04547892469434176,3.7220773379213417,1017.5683866565379,-35.79530280485147,-3381.537294033775,1760.8846120225182,2,32.71632190442539,367.537176956256,1.0,151.172192043,296.1679233980188,6394.0,727.8238724434531,3329.17321052453,-625.98194077,2397.1051677766877,403.4970187777844
227,237,0.1955905144193408,1,5.465305244208728,1,119.43890040375372,0,-5.6554795877397765,5,2,98.12107615913773,16.611211129594945,0.03645289836067546,6.4529076934682825,934.3204235784392,-195.25435158503134,-3459.2201340322413,1859.2025071337305,2,64.62360286516241,367.537176956256,-124.911760486,151.172192043,66.56455148952998,6394.0,751.9346259464128,3329.17321052453,-625.98194077,3521.7223948268834,403.4970187777844
228,238,0.41923283214264295,0,-12.426449349530252,1,123.50347213459247,0,-1.8210530883088123,0,2,160.7457547572883,16.67569501202731,0.039219193419494654,5.421774583601371,978.3862954032097,-205.87618587082557,-3626.4994774880847,1863.210949341506,0,56.22628309617494,367.537176956256,1.0,151.172192043,297.3770718229997,6394.0,744.592010688017,3329.17321052453,1.0,3413.686819486032,403.4970187777844
229,239,0.5798472389930767,1,-14.540365397391186,1,126.15995271675469,0,4.742791823916897,2,1,179.32242453376668,15.058396511158811,0.03973664620095605,1.5322360338951464,964.4359879066393,-91.94604345017406,-3280.910324762576,2027.3165646216212,2,77.89522379119872,367.537176956256,105.833817796,27.358894639899997,277.8640627427544,6394.0,743.55296053216,3329.17321052453,-625.98194077,2763.947611757705,403.4970187777844
230,240,0.5928870535492001,1,-33.84236391814454,1,122.44977895171313,1,-1.0634193155778229,2,2,166.6627649051629,16.185104971048048,0.02976610266831412,0.7846014918655326,1043.3755997524524,-241.3145493804637,-3562.7179240565783,2274.261330073003,2,69.56484293659254,367.537176956256,105.833817796,151.172192043,367.76864282304183,6394.0,737.5635876944243,3329.17321052453,-625.98194077,2535.1592882734185,403.4970187777844
231,241,0.4572726651575786,1,-14.533785976181742,1,127.10616586421705,1,4.553677160466801,2,1,140.59199257383656,15.444743368685556,0.053183428143861435,6.640618416863432,972.4026940861384,-384.22173926611435,-3512.559675421756,1963.9644208880718,2,87.93200477742205,367.537176956256,105.833817796,27.358894639899997,278.0635530185571,6394.0,729.7464573474465,3329.17321052453,-625.98194077,3678.5737859634332,403.4970187777844
232,242,0.297492443156376,1,-0.7795668578982022,1,131.70448169363442,0,-0.08890354009310153,5,2,118.00688933234629,16.600075180073414,0.048551467304704964,4.489211318579397,1015.9223525257228,-201.26725647920043,-3378.179857261238,2046.9490398380144,2,33.60624791857773,367.537176956256,-124.911760486,151.172192043,67.7943634138028,6394.0,739.4055914791822,3329.17321052453,-625.98194077,3313.165178699653,403.4970187777844
233,243,0.3853170549769738,1,-1.6877004136538538,1,137.48725226372977,0,-0.6661357106699144,0,2,73.12827579292335,15.179111089613256,0.03933532372919325,3.0971193604531204,936.1449613857097,42.35891911668702,-3431.7824315968323,2232.545889820617,2,59.85451541305415,367.537176956256,1.0,151.172192043,301.66765978550774,6394.0,728.6128098675563,3329.17321052453,-625.98194077,2736.077452650833,403.4970187777844
234,244,0.38568195309463904,1,-3.8237149087481583,1,127.47802143074215,0,1.3932603494958862,0,2,67.48480533118965,16.49088575083261,0.03920609214193505,5.318241242833821,1004.2203475441077,-206.25363362678144,-3412.5424756482826,1729.0243731612982,2,57.62715222857346,367.537176956256,1.0,151.172192043,296.94196952883203,6394.0,721.3054280227266,3329.17321052453,-625.98194077,3210.120843825982,403.4970187777844
235,245,0.24318489132947094,1,-17.252408000147724,1,119.65214594102777,0,0.4293587812794628,0,1,156.76425987252674,14.956958416427677,0.04684831110526373,4.8438101232819655,975.3659564430382,-198.61085011075303,-3515.3593425959675,2148.375367763174,0,45.57853407988789,367.537176956256,1.0,27.358894639899997,185.05320843846118,6394.0,740.9639269959055,3329.17321052453,1.0,3740.054665302237,403.4970187777844
236,246,0.20250139766854364,1,-16.44851949025975,1,121.49659377351699,0,1.0840740784155407,2,2,72.91648334824912,16.42482160479864,0.04493217791114013,1.6992826485732628,962.2478685247453,-181.2577532629234,-3585.688000182396,1789.747312886921,0,48.1449331152621,367.537176956256,105.833817796,151.172192043,362.6759831532292,6394.0,727.6351604695459,3329.17321052453,1.0,2610.931674919237,403.4970187777844
237,247,0.3818299579020705,1,-9.79599124343457,1,129.94394212231808,0,-1.0055432735401988,0,2,150.76826326729912,15.848833364474835,0.04228569222237715,5.873681624969258,1005.5419218798828,-235.563112002516,-3500.2784578051323,1743.6619196888855,0,45.233314051892044,367.537176956256,1.0,151.172192043,293.8622350830669,6394.0,741.0124913078183,3329.17321052453,1.0,3941.6966431523188,403.4970187777844
238,249,0.5170807737428337,1,-8.87172952302002,1,133.4607901686185,1,-0.988750985358,0,2,181.95416254750896,16.390534056078902,0.04499858935972257,2.326330778271208,1004.2838252045807,-317.36989301022675,-3540.447962011047,1802.367900680235,2,53.09859408838162,367.537176956256,1.0,151.172192043,298.8262502034782,6394.0,733.1263609140076,3329.17321052453,-625.98194077,2846.7211984261103,403.4970187777844
239,250,0.4296140100034531,1,2.0261002531453483,1,126.37021687232908,1,-1.8510437154279007,0,2,183.15374823369785,17.100864747311405,0.045179990744935214,3.29570400800812,1010.499325887397,-377.26389623725413,-3415.331876021241,2029.0593978360105,0,50.073659230715144,367.537176956256,1.0,151.172192043,297.7346139492621,6394.0,725.6244115998683,3329.17321052453,1.0,3496.858080931972,403.4970187777844
240,251,0.3186689930657391,0,-0.5815444493008557,1,127.666332086191,1,3.8365047323651895,5,2,224.8934858642196,16.836426180166267,0.0461149662497192,1.206653347867334,1017.0932355058882,-273.70763241409384,-3455.5114960755686,1931.3354075455097,2,60.60214972948679,367.537176956256,-124.911760486,151.172192043,71.39523382147874,6394.0,736.1693459786886,3329.17321052453,-625.98194077,2368.270577882074,403.4970187777844
241,252,0.3040488321858289,0,5.872337116940856,1,125.20240589107479,1,-3.0128957067591267,0,2,172.09157662705329,16.334430917280947,0.044194543946138,2.142406343423568,958.5404686953273,-249.89011476778998,-3622.280069760464,2303.3354567635497,2,46.240853525978224,367.537176956256,1.0,151.172192043,293.4362035633057,6394.0,739.3475692893138,3329.17321052453,-625.98194077,2297.31532558366,403.4970187777844
242,253,0.376958533377195,0,-20.10691598836688,1,121.48080739268505,1,-6.271981265124079,0,2,52.56695609049378,15.36949184732832,0.04648222016792423,3.1855846689308827,922.0343923133838,-179.00013399498383,-3674.5647467558065,1750.2407337928305,2,32.04286438672164,367.537176956256,1.0,151.172192043,290.17422722786597,6394.0,732.673553691564,3329.17321052453,-625.98194077,2031.335724327252,403.4970187777844
243,254,0.441660297515061,1,-22.02451545738773,1,125.2099579809834,1,-3.75722415624062,0,2,93.88030857360792,16.606171688838153,0.040220364663681285,3.2923287461089585,939.507114273826,-163.01467008292195,-3636.964928257699,1774.9750292028666,2,38.578115196570224,367.537176956256,1.0,151.172192043,286.23531413450746,6394.0,738.4198412450644,3329.17321052453,-625.98194077,2692.061995703646,403.4970187777844
244,255,0.4406943749959283,1,-4.620001007911373,1,121.50354014226902,1,0.4568595033430307,0,2,120.33946129943584,16.077402823560117,0.04565146507570629,4.712978130786672,932.3149665637196,-279.061706371086,-3624.411407067816,2044.315994355023,2,50.71208210388921,367.537176956256,1.0,151.172192043,294.68836180743267,6394.0,734.8839584568308,3329.17321052453,-625.98194077,3138.703636875423,403.4970187777844
245,256,0.4646170899988984,1,-18.676971536679574,1,130.94132021284256,1,-4.12322818708247,0,2,166.92196063422685,15.845073071179414,0.04988589502362225,3.93971439686383,1011.1200299461417,-155.44414308347862,-3525.6469292347333,2001.026786965224,2,69.82338236204802,367.537176956256,1.0,151.172192043,295.013538845192,6394.0,736.3202741299784,3329.17321052453,-625.98194077,3255.2989338748102,403.4970187777844
246,257,0.5187676116276692,0,4.205309959367,1,125.76705090534807,1,-3.6078578125665977,1,2,73.49620027048186,16.01239125684337,0.0401781663523382,3.261747497879868,949.5207352589508,-132.28656036623042,-3513.379760806202,1941.3692493449328,2,36.17347159306085,367.537176956256,67.5373352024,151.172192043,319.7222155857177,6394.0,737.7751156793878,3329.17321052453,-625.98194077,2208.487661378125,403.4970187777844
247,258,0.4730966164271385,1,1.3597523033486631,1,125.87796352539465,1,4.134204475723626,0,2,16.57395650023677,16.39852527371944,0.04112544095076792,3.0834136200151927,906.1281421276036,-146.06198996426332,-3531.647812900592,2002.8624626316853,2,34.27417873313105,367.537176956256,1.0,151.172192043,297.5632761764003,6394.0,738.3485750163444,3329.17321052453,-625.98194077,2393.1548445332496,403.4970187777844
248,259,0.44780894617873546,0,2.1080023202682794,1,124.92956920548674,1,4.617377401940499,0,2,75.18960686230946,16.40030666140699,0.03969213557645596,2.770623525081453,917.099743105214,-141.72536732287568,-3506.0268829456422,2005.935947834398,2,43.513765178815156,367.537176956256,1.0,151.172192043,298.08958549520406,6394.0,738.5734045480773,3329.17321052453,-625.98194077,2086.9756949300345,403.4970187777844
249,260,0.426387379319825,1,-4.863194961393827,1,124.6746571583802,1,-4.935941959107941,0,2,28.99565381246714,15.459039868876133,0.03894468224240345,4.381617386671147,1027.251652271797,-123.88578063160251,-3455.54652339102,1614.0394053333316,2,63.19062696339085,367.537176956256,1.0,151.172192043,295.4637954137077,6394.0,714.4800033561354,3329.17321052453,-625.98194077,2777.9053903955346,403.4970187777844
250,261,0.3915214842199164,1,-0.04881872579329638,1,125.22785834455404,1,-1.6374443454324965,0,2,119.7574482710587,15.522118395223426,0.046442309689496336,5.201487379743594,974.3741721664512,-135.6996704100693,-3532.502684410711,1841.091568550156,2,23.24004211912076,367.537176956256,1.0,151.172192043,292.12271894016163,6394.0,726.5713168094587,3329.17321052453,-625.98194077,3291.256095405328,403.4970187777844
251,262,0.3262343659105832,0,3.4299184026256335,1,123.98081838996497,1,3.1510164084349466,5,2,139.72614569057163,16.906966794205175,0.04734325898614376,4.9490607308180055,1027.1018118063198,-120.14111802994164,-3318.1427101575073,1772.1659972428995,0,21.839292939326267,367.537176956256,-124.911760486,151.172192043,65.36791635239969,6394.0,719.900203422318,3329.17321052453,1.0,3329.8611075407316,403.4970187777844
252,263,0.4206670726156312,0,-14.526786841099815,1,120.4356148828582,1,-4.77539332357179,2,2,165.12276304566447,15.310602475128624,0.04630823712340292,1.8434910056268519,879.9129379324437,-381.2282810147622,-3452.696802178621,2055.8253724226474,2,30.342260117531858,367.537176956256,105.833817796,151.172192043,367.63618868808953,6394.0,736.8219128395457,3329.17321052453,-625.98194077,2134.101601931472,403.4970187777844
253,264,0.19514470500083694,1,5.48636688962422,1,131.17384745343938,0,1.1243526793781289,0,2,89.16501387869276,16.02697611120561,0.04000431757284857,4.252202509802241,948.1084990652936,-191.39837999094212,-3621.343171830208,2032.2328198319049,2,70.44753096721256,367.537176956256,1.0,151.172192043,298.5900487317071,6394.0,742.2469597794817,3329.17321052453,-625.98194077,2993.084462680075,403.4970187777844
