,index,w_dutyp,w_sex,w_ban,w_connectio,e_sqm,e_hhsize,e_edu,w_age,Water,Electricity,w,wf
154,154,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,11.299516384956426,hhsize_3,edu_master,age_30a34,826.7393470496037,9245.493004834196,403.4970187777844,0.0
155,155,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,124.1342860485524,hhsize_4,edu_primary,age_75a79,804.9610996530223,13038.086818994512,403.4970187777844,0.0
156,156,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,144.41903210121708,hhsize_3,edu_master,age_35a39,822.0603491496014,12538.299415019319,403.4970187777844,0.0
157,157,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,101.24150680840587,hhsize_5,edu_primary,age_55a59,871.3415655544875,14668.919916947949,403.4970187777844,116.51635101381177
158,158,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,124.46261575302914,hhsize_2,edu_primary,age_30a34,785.4726956693017,11831.006370906944,403.4970187777844,1728.9669730876542
159,159,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,127.56297114481771,hhsize_1,edu_master,age_55a59,798.7235093419382,10307.222607823718,403.4970187777844,0.0
160,160,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,63.72392727253433,hhsize_3,edu_master,age_40a44,891.5395521151546,9039.82033684215,403.4970187777844,0.0
161,161,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,139.79952514748868,hhsize_2,edu_primary,age_80anosou,829.0831006222095,10854.373723037612,403.4970187777844,959.8520250053358
162,162,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,112.13708389516974,hhsize_4,edu_master,age_50a54,801.8818060604923,12090.936363710845,403.4970187777844,0.0
163,163,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,111.41007378377304,hhsize_2,edu_primary,age_40a44,812.6154483682246,12496.996079339267,403.4970187777844,956.1244928304001
164,164,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,110.29345520549197,hhsize_2,edu_master,age_45a49,824.0734618331524,10995.760082616333,403.4970187777844,0.0
165,165,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,178.39111849635987,hhsize_4,edu_primary,age_50a54,824.0695083157266,14577.978852136614,403.4970187777844,0.0
166,166,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,101.80630537811098,hhsize_3,edu_master,age_65a69,833.7839729340617,11039.838992441018,403.4970187777844,0.0
167,167,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,177.67258922954846,hhsize_3,edu_primary,age_50a54,770.247721855788,13499.039584017217,403.4970187777844,107.51540117088153
168,168,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,122.53963721197135,hhsize_2,edu_collage,age_35a39,798.469141378436,11322.665681447748,403.4970187777844,6618.57571305259
169,169,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,102.45685968141079,hhsize_1,edu_master,age_40a44,884.1751991649719,9047.88637438652,403.4970187777844,0.0
170,170,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,72.24650092651244,hhsize_5,edu_master,age_55a59,872.4319420495384,12377.093702023967,403.4970187777844,0.0
171,171,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,39.46174137859505,hhsize_2,edu_master,age_50a54,874.6047554606404,9756.357265972722,403.4970187777844,0.0
172,172,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,139.2661265298737,hhsize_3,edu_master,age_45a49,787.9189618797345,12150.547969232954,403.4970187777844,0.0
173,173,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,139.35453150160092,hhsize_3,edu_master,age_55a59,815.6436773778537,12302.159721845,403.4970187777844,0.0
174,174,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,115.98679024881342,hhsize_1,edu_master,age_45a49,1019.1371995408838,7505.453343108374,403.4970187777844,0.0
175,175,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,75.33755972118381,hhsize_4,edu_master,age_35a39,180.14901238222268,11516.917069810574,403.4970187777844,0.0
176,176,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,130.52552074013528,hhsize_6,edu_master,age_55a59,809.2451188900642,14828.91280232348,403.4970187777844,0.0
177,177,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,108.7208101951182,hhsize_2,edu_master,age_55a59,184.14416780233557,10343.569564657995,403.4970187777844,0.0
178,178,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,100.04380515964277,hhsize_6,edu_master,age_30a34,865.4207826287343,14320.481542620691,403.4970187777844,0.0
179,179,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,76.09206750335159,hhsize_3,edu_master,age_60a64,819.990783229989,8760.923843149287,403.4970187777844,0.0
180,180,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,136.087396485151,hhsize_7,edu_master,age_25a29,801.8668513175047,12808.367519203015,403.4970187777844,919.641967366625
181,181,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,167.02975901714183,hhsize_5,edu_master,age_40a44,1055.1220248185698,14029.712219063313,403.4970187777844,0.0
182,182,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,159.24485008436125,hhsize_5,edu_master,age_55a59,204.9982763268356,14392.552101621377,403.4970187777844,0.0
183,183,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,106.71951778560444,hhsize_6,edu_master,age_45a49,849.9035800235469,13717.14240949448,403.4970187777844,0.0
184,184,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,108.10319591506149,hhsize_6,edu_master,age_20a24,562.2844948382544,14136.491961617588,403.4970187777844,613.917782644071
185,185,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,145.90643017375436,hhsize_6,edu_master,age_40a44,856.5769151552984,14514.268467489497,403.4970187777844,0.0
186,186,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,124.19233870094942,hhsize_4,edu_primary,age_80anosou,821.24915367817,14129.151121217874,403.4970187777844,662.8592672303572
187,187,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Outra,138.1187253582045,hhsize_1,edu_master,age_35a39,516.9582505027822,7937.708517987879,403.4970187777844,0.0
188,188,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,127.60962219456354,hhsize_3,edu_primary,age_70a74,806.1450673635005,13187.2348987964,403.4970187777844,1264.2147684289719
189,189,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,129.59104996738282,hhsize_4,edu_master,age_35a39,793.3277744642041,13254.035213273206,403.4970187777844,0.0
190,190,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,133.76560857775814,hhsize_4,edu_primary,age_50a54,827.961390881109,13667.154503408057,403.4970187777844,0.0
191,191,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,98.80795967402163,hhsize_2,edu_primary,age_65a69,619.9909858488379,11736.295335702727,403.4970187777844,520.5130178762348
192,192,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,218.62561849091233,hhsize_4,edu_master,age_40a44,879.4694526621988,14342.871098917429,403.4970187777844,0.0
193,193,dutyp_Casa,sex_Mulheres,ban_1,connectio_Poço,160.45236689178248,hhsize_5,edu_master,age_60a64,548.8800541057998,13696.50427491754,403.4970187777844,0.0
194,194,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,122.03064375938374,hhsize_3,edu_master,age_30a34,809.1706718314955,9205.112514224968,403.4970187777844,0.0
195,195,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Poço,120.59294322577671,hhsize_4,edu_primary,age_50a54,604.1917446078634,11845.595105980789,403.4970187777844,0.0
196,196,dutyp_Casa,sex_Mulheres,ban_no,connectio_Poço,116.08811455197407,hhsize_3,edu_primary,age_60a64,-95.55913327398744,13289.977808182746,403.4970187777844,410.2340882923064
197,197,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,165.42187588330958,hhsize_3,edu_master,age_45a49,997.9036506781764,12620.446519535275,403.4970187777844,0.0
198,198,dutyp_Casa,sex_Homens,ban_no,connectio_Poço,49.61493051556739,hhsize_2,edu_primary,age_65a69,-107.78769115792463,11435.912195281498,403.4970187777844,1244.517633810856
199,199,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,100.31343695522986,hhsize_6,edu_master,age_65a69,850.3056230936537,15482.88846394484,403.4970187777844,0.0
200,200,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,136.13362180084647,hhsize_6,edu_master,age_35a39,880.0428552559317,14878.862310109696,403.4970187777844,0.0
201,201,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,107.657181142862,hhsize_4,edu_primary,age_80anosou,813.9093221382794,14431.260333089309,403.4970187777844,586.3637347459704
202,202,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,108.43703075442457,hhsize_3,edu_master,age_25a29,164.47595321377966,11932.332030059917,403.4970187777844,0.0
203,203,dutyp_Apartamento,sex_Homens,ban_5,connectio_Rede,99.8756599833458,hhsize_3,edu_primary,age_40a44,1053.8221432344985,11176.109379616386,403.4970187777844,517.0832698475273
204,204,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,136.15937982036777,hhsize_2,edu_master,age_60a64,1023.6893463257287,11032.41439086891,403.4970187777844,0.0
205,205,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,110.97730837958294,hhsize_6,edu_primary,age_40a44,1032.2005994471313,13282.318328878677,403.4970187777844,500.5940398369167
206,206,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,92.94215098114307,hhsize_4,edu_primary,age_35a39,161.67765942835175,13041.52356246793,403.4970187777844,1107.167602706608
207,207,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,138.93561653920662,hhsize_2,edu_master,age_35a39,1007.776337018284,11252.309999454981,403.4970187777844,0.0
208,208,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,108.01950000110568,hhsize_2,edu_master,age_50a54,840.8814992113016,10523.487802882251,403.4970187777844,0.0
209,209,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,99.44851619326174,hhsize_2,edu_master,age_50a54,770.3596117387441,10367.71830880926,403.4970187777844,0.0
210,210,dutyp_Apartamento,sex_Homens,ban_1,connectio_Outra,144.22604578986147,hhsize_2,edu_master,age_50a54,515.7359475523523,8956.769983543605,403.4970187777844,0.0
211,211,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,17.09644334077166,hhsize_4,edu_master,age_20a24,825.4859604270883,11264.339022672493,403.4970187777844,879.4799738529529
212,212,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,184.21208263112976,hhsize_4,edu_primary,age_80anosou,896.7120928707955,15173.301505034016,403.4970187777844,99.93066082762154
213,213,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,106.32721049730051,hhsize_3,edu_master,age_50a54,871.5832631392967,12248.166339611731,403.4970187777844,0.0
214,214,dutyp_Apartamento,sex_Homens,ban_3,connectio_Rede,69.31497286205243,hhsize_4,edu_master,age_20a24,1012.3494945864853,9711.905976937873,403.4970187777844,269.30439972650026
215,215,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,117.42522550829031,hhsize_4,edu_master,age_80anosou,191.462105631526,12306.797675274289,403.4970187777844,0.0
216,216,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,101.90735629421549,hhsize_4,edu_master,age_65a69,531.6711301501232,12142.249135610236,403.4970187777844,0.0
217,217,dutyp_Apartamento,sex_Homens,ban_1,connectio_Poço,178.7809494239189,hhsize_4,edu_primary,age_35a39,535.8867804679846,12761.206998948313,403.4970187777844,0.0
218,218,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,5.1090040556375405,hhsize_3,edu_primary,age_60a64,872.9439829005768,10908.864416792452,403.4970187777844,348.40005340396334
219,219,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,50.484621757904385,hhsize_6,edu_master,age_40a44,806.1239582805988,13332.965664900736,403.4970187777844,0.0
220,220,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,106.84100476973434,hhsize_2,edu_master,age_40a44,866.4986987486118,8056.012160893368,403.4970187777844,0.0
221,221,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,118.64753756880914,hhsize_3,edu_master,age_65a69,886.4087017771736,11873.945560374576,403.4970187777844,0.0
222,222,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,97.06853758532569,hhsize_7,edu_master,age_30a34,808.6541257779605,13838.735041379998,403.4970187777844,919.6894738047579
223,223,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,130.87217222808908,hhsize_4,edu_master,age_50a54,826.7620458638992,10185.646673423571,403.4970187777844,0.0
224,224,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,121.11214908799948,hhsize_4,edu_master,age_50a54,802.7288247063817,11353.123760014736,403.4970187777844,0.0
225,225,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,146.45216519232457,hhsize_3,edu_master,age_40a44,806.4070714575518,10653.775561874449,403.4970187777844,0.0
226,226,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,68.59811650324588,hhsize_4,edu_master,age_30a34,813.6351537708201,9908.812483447253,403.4970187777844,0.0
227,227,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,98.12107615913773,hhsize_6,edu_master,age_65a69,182.8667279882468,14557.59526039588,403.4970187777844,0.0
228,228,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,160.7457547572883,hhsize_5,edu_primary,age_55a59,816.9569370801119,14111.013161293933,403.4970187777844,68.55325439144984
229,229,dutyp_Casa,sex_Homens,ban_3,connectio_Poço,179.32242453376668,hhsize_1,edu_master,age_75a79,763.3506249535941,11425.213614795544,403.4970187777844,0.0
230,230,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,166.6627649051629,hhsize_1,edu_master,age_70a74,1010.3372871115363,10479.480975993249,403.4970187777844,0.0
231,231,dutyp_Casa,sex_Mulheres,ban_3,connectio_Poço,140.59199257383656,hhsize_7,edu_master,age_80anosou,763.8986664138788,15205.965237413384,403.4970187777844,0.0
232,232,dutyp_Casa,sex_Homens,ban_no,connectio_Rede,118.00688933234629,hhsize_4,edu_master,age_30a34,186.24527824660873,13695.491096400758,403.4970187777844,0.0
233,233,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,73.12827579292335,hhsize_3,edu_master,age_60a64,828.7440784983638,11310.007914108672,403.4970187777844,0.0
234,234,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,67.48480533118965,hhsize_5,edu_master,age_55a59,815.7616201870482,13269.541077406899,403.4970187777844,0.0
235,235,dutyp_Casa,sex_Homens,ban_1,connectio_Poço,156.76425987252674,hhsize_5,edu_primary,age_45a49,508.3798203942102,15460.10615408025,403.4970187777844,0.0
236,236,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,72.91648334824912,hhsize_2,edu_primary,age_45a49,996.3466871640125,10792.698093368645,403.4970187777844,661.5060807575084
237,237,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,150.76826326729912,hhsize_6,edu_primary,age_45a49,807.3009463213446,16293.625089405501,403.4970187777844,716.4241866169189
238,238,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,181.95416254750896,hhsize_2,edu_master,age_50a54,820.9381328183734,11767.371297280672,403.4970187777844,0.0
239,239,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,183.15374823369785,hhsize_3,edu_primary,age_50a54,817.9391799899564,14454.814695226614,403.4970187777844,86.89971368749482
240,240,dutyp_Apartamento,sex_Mulheres,ban_no,connectio_Rede,224.8934858642196,hhsize_1,edu_master,age_60a64,196.1376214627269,9789.620155908353,403.4970187777844,0.0
241,241,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,172.09157662705329,hhsize_2,edu_master,age_45a49,806.1305487404213,9496.315423520333,403.4970187777844,0.0
242,242,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,52.56695609049378,hhsize_3,edu_master,age_30a34,797.1692183342398,8396.846769119877,403.4970187777844,0.0
243,243,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,93.88030857360792,hhsize_3,edu_master,age_35a39,786.3482012448986,11128.063077008577,403.4970187777844,0.0
244,244,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,120.33946129943584,hhsize_5,edu_master,age_50a54,809.5704890074722,12974.326782566015,403.4970187777844,0.0
245,245,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,166.92196063422685,hhsize_4,edu_master,age_70a74,810.4638182582718,13456.291841900615,403.4970187777844,0.0
246,246,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,73.49620027048186,hhsize_3,edu_master,age_35a39,878.343714800051,9129.132256178691,403.4970187777844,0.0
247,247,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,16.57395650023677,hhsize_3,edu_master,age_35a39,817.4684793361862,9892.483198944254,403.4970187777844,0.0
248,248,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,75.18960686230946,hhsize_3,edu_master,age_40a44,818.9143609786772,8626.843367808471,403.4970187777844,0.0
249,249,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,28.99565381246714,hhsize_4,edu_master,age_60a64,811.7007671086313,11482.91029538632,403.4970187777844,0.0
250,250,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,119.7574482710587,hhsize_5,edu_master,age_20a24,802.5221320993958,13604.9264432658,403.4970187777844,544.1798643311611
251,251,dutyp_Apartamento,sex_Mulheres,ban_no,connectio_Rede,139.72614569057163,hhsize_5,edu_primary,age_20a24,179.5793212946525,13764.506352947332,403.4970187777844,4793.3113269701535
252,252,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,165.12276304566447,hhsize_2,edu_master,age_30a34,1009.9734079337268,8821.645741048826,403.4970187777844,0.0
253,253,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,89.16501387869276,hhsize_4,edu_master,age_70a74,820.2892380339537,12372.38694676213,403.4970187777844,0.0
254,254,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,146.3913153107828,hhsize_4,edu_master,age_55a59,824.9601819457193,12803.830687543677,403.4970187777844,0.0
255,255,dutyp_Casa,sex_Homens,ban_1,connectio_Outra,142.44896904356594,hhsize_2,edu_master,age_45a49,508.1431399964631,11507.122752085004,403.4970187777844,0.0
256,256,dutyp_Apartamento,sex_Homens,ban_1,connectio_Poço,75.2189803753356,hhsize_4,edu_master,age_30a34,526.218304121815,10640.04574762336,403.4970187777844,0.0
257,257,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,64.85196222285643,hhsize_4,edu_master,age_35a39,792.1461586624033,11947.850830918453,403.4970187777844,0.0
258,258,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,174.28462036013462,hhsize_3,edu_primary,age_55a59,787.3220132799347,14456.029214278482,403.4970187777844,531.134948749751
259,259,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,72.95741982000486,hhsize_7,edu_primary,age_60a64,879.9276727776532,14561.556444301365,403.4970187777844,3162.6554104953875
260,260,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,72.50107922188617,hhsize_2,edu_master,age_40a44,809.9596238465532,7700.868858119902,403.4970187777844,0.0
261,261,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,115.29297122096628,hhsize_5,edu_primary,age_25a29,782.3039525122224,14335.680590171254,403.4970187777844,1166.584889721485
262,262,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,134.71575075621794,hhsize_3,edu_collage,age_25a29,868.5123958707378,12040.68307333962,403.4970187777844,6970.757570121236
263,263,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,94.26938507396669,hhsize_5,edu_master,age_40a44,1008.0260217369772,11370.93499236262,403.4970187777844,0.0
264,264,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,146.53267855192377,hhsize_5,edu_master,age_35a39,1013.5723902292656,12531.182548020835,403.4970187777844,0.0
265,265,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,111.07674333566858,hhsize_2,edu_master,age_50a54,861.4985117287957,11041.517258300908,403.4970187777844,0.0
266,266,dutyp_Apartamento,sex_Mulheres,ban_3,connectio_Rede,102.6802522936955,hhsize_3,edu_master,age_55a59,1024.268478392339,9812.324471933023,403.4970187777844,0.0
267,267,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,67.07123579263295,hhsize_4,edu_master,age_50a54,869.7588208021115,11889.867316267131,403.4970187777844,0.0
268,268,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,73.02909504794358,hhsize_6,edu_master,age_45a49,599.7908834163591,14160.285811742437,403.4970187777844,0.0
269,269,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,106.52494883885471,hhsize_4,edu_master,age_30a34,861.6973893885014,11866.312373851863,403.4970187777844,0.0
270,270,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,130.15645272596538,hhsize_6,edu_master,age_25a29,1012.8766494474053,14807.597768926089,403.4970187777844,0.0
271,271,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,129.9216001549126,hhsize_4,edu_master,age_30a34,810.9894781749298,12985.13132737141,403.4970187777844,0.0
272,272,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,82.36948029926934,hhsize_3,edu_master,age_35a39,810.5736503912295,10850.226147498255,403.4970187777844,0.0
273,273,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,67.91096510556099,hhsize_1,edu_master,age_45a49,896.1243991340523,8770.476145381697,403.4970187777844,0.0
274,274,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,38.925813502640175,hhsize_5,edu_primary,age_70a74,814.7799045552388,14266.477159274453,403.4970187777844,968.231839499739
275,275,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,122.42421924272708,hhsize_3,edu_master,age_40a44,814.0079290986963,11447.596811347317,403.4970187777844,0.0
276,276,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,38.624311040240414,hhsize_1,edu_primary,age_40a44,864.7966262089003,9745.01340651054,403.4970187777844,0.0
277,277,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,198.21558987390358,hhsize_6,edu_master,age_45a49,206.4488605219994,14888.073437111774,403.4970187777844,0.0
278,278,dutyp_Apartamento,sex_Homens,ban_1,connectio_Rede,98.72408190532964,hhsize_2,edu_master,age_20a24,797.4725583026675,8925.065184527672,403.4970187777844,1066.8446054301749
279,279,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,127.64467226482815,hhsize_6,edu_master,age_65a69,813.7252059675833,12692.096985656128,403.4970187777844,0.0
280,280,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,114.08035489897429,hhsize_2,edu_master,age_55a59,192.54665544004231,10084.84878702778,403.4970187777844,0.0
281,281,dutyp_Casa,sex_Mulheres,ban_no,connectio_Rede,103.84579293143085,hhsize_4,edu_primary,age_60a64,184.39154393183307,13591.00071722506,403.4970187777844,390.3947538120341
282,282,dutyp_Apartamento,sex_Mulheres,ban_4,connectio_Rede,95.90331030589316,hhsize_5,edu_master,age_65a69,1256.6741235890786,11468.727667843956,403.4970187777844,0.0
283,283,dutyp_Casa,sex_Mulheres,ban_5,connectio_Rede,84.30611849601709,hhsize_6,edu_master,age_25a29,1068.338588612104,13141.135616054267,403.4970187777844,0.0
284,284,dutyp_Casa,sex_Mulheres,ban_2,connectio_Poço,107.75654012570095,hhsize_1,edu_primary,age_55a59,609.7991077668546,11254.515388421789,403.4970187777844,0.0
285,285,dutyp_Apartamento,sex_Mulheres,ban_2,connectio_Rede,133.90957979385504,hhsize_2,edu_master,age_35a39,874.2588342431691,9233.73910536966,403.4970187777844,0.0
286,286,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,109.26958302657738,hhsize_3,edu_master,age_50a54,885.3333391942423,9333.767561161507,403.4970187777844,0.0
287,287,dutyp_Apartamento,sex_Homens,ban_2,connectio_Rede,127.17642378087076,hhsize_5,edu_master,age_35a39,878.064166824654,11277.300418790715,403.4970187777844,0.0
288,288,dutyp_Casa,sex_Homens,ban_3,connectio_Poço,118.86106548227265,hhsize_3,edu_primary,age_55a59,747.6170635181892,12718.57218548828,403.4970187777844,11.366156640036124
289,289,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,152.93870504408738,hhsize_2,edu_master,age_45a49,816.4900789517978,11382.78660986215,403.4970187777844,0.0
290,290,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,130.08556461220644,hhsize_4,edu_master,age_30a34,787.0237248226716,12910.844777651684,403.4970187777844,0.0
291,291,dutyp_Casa,sex_Mulheres,ban_no,connectio_Outra,109.5057164523782,hhsize_2,edu_master,age_25a29,-116.33924973233437,10772.667646605934,403.4970187777844,0.0
292,292,dutyp_Casa,sex_Mulheres,ban_2,connectio_Rede,101.912649369693,hhsize_4,edu_master,age_60a64,860.1884194284902,12525.243329089808,403.4970187777844,0.0
293,293,dutyp_Casa,sex_Mulheres,ban_3,connectio_Poço,146.37157258036626,hhsize_5,edu_primary,age_35a39,728.3588987286743,15899.50736716168,403.4970187777844,0.0
294,294,dutyp_Casa,sex_Mulheres,ban_3,connectio_Rede,122.21258910394954,hhsize_2,edu_master,age_80anosou,1029.4091973407185,10066.441249971218,403.4970187777844,0.0
295,295,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,95.08353403548143,hhsize_7,edu_master,age_80anosou,842.855231569501,13554.494928097929,403.4970187777844,377.0646600507817
296,296,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,95.78165922097124,hhsize_6,edu_primary,age_55a59,785.5422358788617,14710.538704654486,403.4970187777844,1035.741613309526
297,297,dutyp_Casa,sex_Mulheres,ban_1,connectio_Rede,92.31631020134691,hhsize_3,edu_primary,age_60a64,830.8162365419576,12053.322812669892,403.4970187777844,357.5795620031724
298,298,dutyp_Apartamento,sex_Mulheres,ban_1,connectio_Rede,64.68525138804243,hhsize_4,edu_master,age_30a34,801.5721387343616,9562.536491632536,403.4970187777844,0.0
299,299,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,101.20056980077706,hhsize_2,edu_master,age_45a49,811.6530272808467,10087.235488476459,403.4970187777844,0.0
300,300,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,102.29809133579819,hhsize_5,edu_primary,age_40a44,789.7694802824393,14858.387503296888,403.4970187777844,246.81564569190576
301,301,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,182.3411007543812,hhsize_3,edu_master,age_60a64,815.3144016094935,13194.99338984042,403.4970187777844,0.0
302,302,dutyp_Casa,sex_Homens,ban_3,connectio_Rede,65.56657364829101,hhsize_3,edu_primary,age_35a39,1002.9356567395779,12740.898154848095,403.4970187777844,742.8325912111534
303,303,dutyp_Casa,sex_Homens,ban_1,connectio_Rede,174.45259065668117,hhsize_3,edu_primary,age_50a54,781.7413683745763,14263.948379313533,403.4970187777844,0.0
304,304,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,161.46543861694505,hhsize_3,edu_master,age_35a39,849.0415194004464,12733.004104913402,403.4970187777844,0.0
305,305,dutyp_Apartamento,sex_Homens,ban_4,connectio_Rede,87.49921272272448,hhsize_6,edu_primary,age_65a69,1246.8729807653142,13404.620399621252,403.4970187777844,1031.6547047688414
306,306,dutyp_Casa,sex_Homens,ban_2,connectio_Rede,107.05245634825708,hhsize_3,edu_primary,age_80anosou,843.2928576090694,12992.94158176971,403.4970187777844,793.1351938407402
307,307,dutyp_Apartamento,sex_Homens,ban_3,connectio_Rede,119.35324461449987,hhsize_5,edu_primary,age_40a44,1018.5246944406967,13112.404478947117,403.4970187777844,0.0
