,Age,ConstructionType,ConstructionYear,Energy,Gender,HHSize,Income,Waste,Water,w
5008,32,"ouvert, fermes, châteaux",1975,141,homme,2.27,18487.0,97.0,63,167.05
5009,47,demi-fermé,1913,141,femme,2.27,18487.0,97.0,63,167.05
5010,33,"ouvert, fermes, châteaux",1900,141,femme,2.27,18487.0,97.0,63,167.05
5011,35,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5012,38,fermé,1919,141,femme,2.27,18487.0,97.0,63,167.05
5013,48,"ouvert, fermes, châteaux",1957,141,homme,2.27,18487.0,97.0,63,167.05
5014,2,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5015,75,"ouvert, fermes, châteaux",1900,141,homme,2.27,18487.0,97.0,63,167.05
5016,35,fermé,1978,141,homme,2.27,18487.0,97.0,63,167.05
5017,52,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5018,28,fermé,1971,141,femme,2.27,18487.0,97.0,63,167.05
5019,31,"ouvert, fermes, châteaux",1943,141,homme,2.27,18487.0,97.0,63,167.05
5020,18,fermé,1910,141,homme,2.27,18487.0,97.0,63,167.05
5021,13,fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5022,62,fermé,1975,141,femme,2.27,18487.0,97.0,63,167.05
5023,43,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5024,56,demi-fermé,1932,141,femme,2.27,18487.0,97.0,63,167.05
5025,16,demi-fermé,1953,141,femme,2.27,18487.0,97.0,63,167.05
5026,75,"ouvert, fermes, châteaux",1981,141,homme,2.27,18487.0,97.0,63,167.05
5027,13,fermé,1981,141,homme,2.27,18487.0,97.0,63,167.05
5028,17,appartements,1902,141,femme,2.27,18487.0,97.0,63,167.05
5029,35,demi-fermé,1953,141,homme,2.27,18487.0,97.0,63,167.05
5030,32,appartements,1900,141,homme,2.27,18487.0,97.0,63,167.05
5031,28,demi-fermé,1929,141,homme,2.27,18487.0,97.0,63,167.05
5032,7,fermé,1904,141,homme,2.27,18487.0,97.0,63,167.05
5033,15,fermé,1912,141,homme,2.27,18487.0,97.0,63,167.05
5034,33,fermé,1966,141,femme,2.27,18487.0,97.0,63,167.05
5035,53,fermé,1916,141,homme,2.27,18487.0,97.0,63,167.05
5036,27,appartements,1900,141,homme,2.27,18487.0,97.0,63,167.05
5037,26,appartements,1903,141,femme,2.27,18487.0,97.0,63,167.05
5038,60,demi-fermé,1980,141,homme,2.27,18487.0,97.0,63,167.05
5039,20,demi-fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5040,48,fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5041,71,demi-fermé,1940,141,femme,2.27,18487.0,97.0,63,167.05
5042,33,appartements,1900,141,homme,2.27,18487.0,97.0,63,167.05
5043,66,"ouvert, fermes, châteaux",1900,141,femme,2.27,18487.0,97.0,63,167.05
5044,75,"ouvert, fermes, châteaux",1976,141,femme,2.27,18487.0,97.0,63,167.05
5045,46,fermé,1960,141,femme,2.27,18487.0,97.0,63,167.05
5046,28,"ouvert, fermes, châteaux",1900,141,femme,2.27,18487.0,97.0,63,167.05
5047,11,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5048,1,fermé,1923,141,femme,2.27,18487.0,97.0,63,167.05
5049,68,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5050,55,demi-fermé,1965,141,homme,2.27,18487.0,97.0,63,167.05
5051,27,demi-fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5052,45,demi-fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5053,0,fermé,1929,141,homme,2.27,18487.0,97.0,63,167.05
5054,75,fermé,1957,141,femme,2.27,18487.0,97.0,63,167.05
5055,25,fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5056,75,"ouvert, fermes, châteaux",1904,141,homme,2.27,18487.0,97.0,63,167.05
5057,30,demi-fermé,1946,141,homme,2.27,18487.0,97.0,63,167.05
5058,42,fermé,1904,141,femme,2.27,18487.0,97.0,63,167.05
5059,75,fermé,1914,141,femme,2.27,18487.0,97.0,63,167.05
5061,12,demi-fermé,1981,141,homme,2.27,18487.0,97.0,63,167.05
5062,8,"ouvert, fermes, châteaux",1900,141,femme,2.27,18487.0,97.0,63,167.05
5063,63,demi-fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5064,50,appartements,1917,141,femme,2.27,18487.0,97.0,63,167.05
5065,28,demi-fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5067,13,fermé,1977,141,femme,2.27,18487.0,97.0,63,167.05
5068,5,"ouvert, fermes, châteaux",1929,141,femme,2.27,18487.0,97.0,63,167.05
5069,72,demi-fermé,1959,141,homme,2.27,18487.0,97.0,63,167.05
5070,2,fermé,1900,141,homme,2.27,18487.0,97.0,63,167.05
5071,20,fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5072,72,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5073,2,fermé,1932,141,homme,2.27,18487.0,97.0,63,167.05
5074,60,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5075,52,fermé,1938,141,femme,2.27,18487.0,97.0,63,167.05
5076,25,"ouvert, fermes, châteaux",1900,141,femme,2.27,18487.0,97.0,63,167.05
5077,75,demi-fermé,1921,141,femme,2.27,18487.0,97.0,63,167.05
5078,55,demi-fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5079,33,"ouvert, fermes, châteaux",1900,141,homme,2.27,18487.0,97.0,63,167.05
5080,75,fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5081,22,demi-fermé,1968,141,homme,2.27,18487.0,97.0,63,167.05
5082,67,fermé,1958,141,homme,2.27,18487.0,97.0,63,167.05
5084,50,fermé,1900,141,homme,2.27,18487.0,97.0,63,167.05
5085,6,demi-fermé,1981,141,femme,2.27,18487.0,97.0,63,167.05
5088,48,fermé,1977,141,homme,2.27,18487.0,97.0,63,167.05
5089,18,fermé,1900,141,homme,2.27,18487.0,97.0,63,167.05
5090,61,"ouvert, fermes, châteaux",1913,141,femme,2.27,18487.0,97.0,63,167.05
5091,46,fermé,1953,141,homme,2.27,18487.0,97.0,63,167.05
5092,13,demi-fermé,1900,141,femme,2.27,18487.0,97.0,63,167.05
5093,2,"ouvert, fermes, châteaux",1981,141,femme,2.27,18487.0,97.0,63,167.05
5094,40,demi-fermé,1900,141,homme,2.27,18487.0,97.0,63,167.05
5095,46,fermé,1908,141,homme,2.27,18487.0,97.0,63,167.05
5096,62,fermé,1920,141,femme,2.27,18487.0,97.0,63,167.05
5097,16,"ouvert, fermes, châteaux",1900,141,femme,2.27,18487.0,97.0,63,167.05
5098,50,demi-fermé,1967,141,femme,2.27,18487.0,97.0,63,167.05
5099,13,fermé,1900,141,homme,2.27,18487.0,97.0,63,167.05
5100,25,"ouvert, fermes, châteaux",1963,167,homme,2.23,18487.0,199.3,65,217.65
5101,18,fermé,1969,167,femme,2.23,18487.0,199.3,65,217.65
5102,10,demi-fermé,1930,167,homme,2.23,18487.0,199.3,65,217.65
5103,48,"ouvert, fermes, châteaux",1968,167,femme,2.23,18487.0,199.3,65,217.65
5104,61,"ouvert, fermes, châteaux",1912,167,femme,2.23,18487.0,199.3,65,217.65
5105,11,demi-fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5106,50,"ouvert, fermes, châteaux",1900,167,homme,2.23,18487.0,199.3,65,217.65
5107,75,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5108,46,fermé,1916,167,femme,2.23,18487.0,199.3,65,217.65
5109,47,demi-fermé,1981,167,homme,2.23,18487.0,199.3,65,217.65
5110,8,demi-fermé,1919,167,femme,2.23,18487.0,199.3,65,217.65
5111,11,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5112,28,appartements,1917,167,femme,2.23,18487.0,199.3,65,217.65
5113,60,"ouvert, fermes, châteaux",1972,167,femme,2.23,18487.0,199.3,65,217.65
5114,46,fermé,1913,167,homme,2.23,18487.0,199.3,65,217.65
5115,75,demi-fermé,1938,167,femme,2.23,18487.0,199.3,65,217.65
5116,35,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5117,55,demi-fermé,1967,167,femme,2.23,18487.0,199.3,65,217.65
5118,25,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5119,17,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5120,36,appartements,1951,167,homme,2.23,18487.0,199.3,65,217.65
5121,55,demi-fermé,1935,167,homme,2.23,18487.0,199.3,65,217.65
5122,41,demi-fermé,1971,167,femme,2.23,18487.0,199.3,65,217.65
5123,53,demi-fermé,1966,167,homme,2.23,18487.0,199.3,65,217.65
5124,38,"ouvert, fermes, châteaux",1981,167,femme,2.23,18487.0,199.3,65,217.65
5125,7,"ouvert, fermes, châteaux",1909,167,homme,2.23,18487.0,199.3,65,217.65
5126,52,demi-fermé,1935,167,femme,2.23,18487.0,199.3,65,217.65
5127,62,"ouvert, fermes, châteaux",1900,167,homme,2.23,18487.0,199.3,65,217.65
5128,65,demi-fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5129,32,demi-fermé,1938,167,femme,2.23,18487.0,199.3,65,217.65
5130,8,fermé,1915,167,homme,2.23,18487.0,199.3,65,217.65
5131,75,demi-fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5132,32,demi-fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5133,2,fermé,1904,167,homme,2.23,18487.0,199.3,65,217.65
5134,70,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5135,40,fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5136,7,"ouvert, fermes, châteaux",1981,167,homme,2.23,18487.0,199.3,65,217.65
5137,70,demi-fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5138,72,demi-fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5139,17,demi-fermé,1940,167,homme,2.23,18487.0,199.3,65,217.65
5140,7,"ouvert, fermes, châteaux",1900,167,homme,2.23,18487.0,199.3,65,217.65
5141,8,"ouvert, fermes, châteaux",1900,167,homme,2.23,18487.0,199.3,65,217.65
5142,17,fermé,1932,167,femme,2.23,18487.0,199.3,65,217.65
5143,58,appartements,1900,167,homme,2.23,18487.0,199.3,65,217.65
5144,35,demi-fermé,1974,167,homme,2.23,18487.0,199.3,65,217.65
5145,2,demi-fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5146,75,fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5147,40,demi-fermé,1919,167,femme,2.23,18487.0,199.3,65,217.65
5148,62,fermé,1949,167,homme,2.23,18487.0,199.3,65,217.65
5149,16,appartements,1954,167,femme,2.23,18487.0,199.3,65,217.65
5150,58,fermé,1949,167,homme,2.23,18487.0,199.3,65,217.65
5151,50,fermé,1976,167,femme,2.23,18487.0,199.3,65,217.65
5152,75,appartements,1954,167,homme,2.23,18487.0,199.3,65,217.65
5153,57,fermé,1963,167,femme,2.23,18487.0,199.3,65,217.65
5154,62,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5155,58,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5156,17,demi-fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5157,20,"ouvert, fermes, châteaux",1900,167,femme,2.23,18487.0,199.3,65,217.65
5158,22,fermé,1958,167,homme,2.23,18487.0,199.3,65,217.65
5159,28,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5160,1,fermé,1906,167,homme,2.23,18487.0,199.3,65,217.65
5161,46,fermé,1922,167,homme,2.23,18487.0,199.3,65,217.65
5162,6,demi-fermé,1947,167,femme,2.23,18487.0,199.3,65,217.65
5163,11,demi-fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5164,60,demi-fermé,1953,167,homme,2.23,18487.0,199.3,65,217.65
5165,45,fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5166,27,demi-fermé,1975,167,femme,2.23,18487.0,199.3,65,217.65
5167,52,fermé,1915,167,homme,2.23,18487.0,199.3,65,217.65
5168,55,"ouvert, fermes, châteaux",1900,167,femme,2.23,18487.0,199.3,65,217.65
5169,38,fermé,1981,167,homme,2.23,18487.0,199.3,65,217.65
5170,41,fermé,1981,167,femme,2.23,18487.0,199.3,65,217.65
5171,17,demi-fermé,1931,167,femme,2.23,18487.0,199.3,65,217.65
5172,38,fermé,1963,167,homme,2.23,18487.0,199.3,65,217.65
5173,65,fermé,1906,167,femme,2.23,18487.0,199.3,65,217.65
5174,56,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5175,5,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5176,23,fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5177,10,demi-fermé,1981,167,femme,2.23,18487.0,199.3,65,217.65
5178,31,fermé,1947,167,homme,2.23,18487.0,199.3,65,217.65
5179,13,demi-fermé,1956,167,homme,2.23,18487.0,199.3,65,217.65
5180,7,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5181,11,fermé,1960,167,homme,2.23,18487.0,199.3,65,217.65
5182,2,fermé,1960,167,homme,2.23,18487.0,199.3,65,217.65
5183,55,demi-fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5185,56,"ouvert, fermes, châteaux",1900,167,femme,2.23,18487.0,199.3,65,217.65
5186,60,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5187,66,fermé,1925,167,femme,2.23,18487.0,199.3,65,217.65
5188,55,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5189,43,"ouvert, fermes, châteaux",1912,167,femme,2.23,18487.0,199.3,65,217.65
5190,21,appartements,1959,167,femme,2.23,18487.0,199.3,65,217.65
5191,46,fermé,1900,167,homme,2.23,18487.0,199.3,65,217.65
5192,17,fermé,1948,167,homme,2.23,18487.0,199.3,65,217.65
5193,0,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5194,3,fermé,1911,167,femme,2.23,18487.0,199.3,65,217.65
5195,40,fermé,1913,167,femme,2.23,18487.0,199.3,65,217.65
5196,3,"ouvert, fermes, châteaux",1979,167,homme,2.23,18487.0,199.3,65,217.65
5197,5,demi-fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5198,45,"ouvert, fermes, châteaux",1981,167,femme,2.23,18487.0,199.3,65,217.65
5199,10,fermé,1900,167,femme,2.23,18487.0,199.3,65,217.65
5200,68,demi-fermé,1977,55,homme,2.34,18487.0,161.3,65,68.57
5201,17,demi-fermé,1919,55,homme,2.34,18487.0,161.3,65,68.57
5202,46,demi-fermé,1976,55,femme,2.34,18487.0,161.3,65,68.57
5203,21,demi-fermé,1975,55,homme,2.34,18487.0,161.3,65,68.57
5204,7,demi-fermé,1967,55,homme,2.34,18487.0,161.3,65,68.57
5205,75,"ouvert, fermes, châteaux",1900,55,femme,2.34,18487.0,161.3,65,68.57
5206,30,"ouvert, fermes, châteaux",1900,55,femme,2.34,18487.0,161.3,65,68.57
5207,48,fermé,1920,55,homme,2.34,18487.0,161.3,65,68.57
5208,26,"ouvert, fermes, châteaux",1900,55,femme,2.34,18487.0,161.3,65,68.57
5209,7,"ouvert, fermes, châteaux",1981,55,homme,2.34,18487.0,161.3,65,68.57
5210,75,demi-fermé,1944,55,femme,2.34,18487.0,161.3,65,68.57
5211,18,fermé,1914,55,femme,2.34,18487.0,161.3,65,68.57
5212,60,"ouvert, fermes, châteaux",1978,55,femme,2.34,18487.0,161.3,65,68.57
5213,62,fermé,1940,55,femme,2.34,18487.0,161.3,65,68.57
5214,43,"ouvert, fermes, châteaux",1901,55,homme,2.34,18487.0,161.3,65,68.57
5215,45,fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5216,55,demi-fermé,1959,55,femme,2.34,18487.0,161.3,65,68.57
5217,60,"ouvert, fermes, châteaux",1965,55,homme,2.34,18487.0,161.3,65,68.57
5218,51,"ouvert, fermes, châteaux",1919,55,homme,2.34,18487.0,161.3,65,68.57
5219,62,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5220,46,fermé,1953,55,homme,2.34,18487.0,161.3,65,68.57
5221,48,"ouvert, fermes, châteaux",1947,55,femme,2.34,18487.0,161.3,65,68.57
5222,45,demi-fermé,1979,55,homme,2.34,18487.0,161.3,65,68.57
5223,43,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5224,53,demi-fermé,1980,55,femme,2.34,18487.0,161.3,65,68.57
5225,75,demi-fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5226,48,demi-fermé,1974,55,homme,2.34,18487.0,161.3,65,68.57
5227,68,demi-fermé,1934,55,femme,2.34,18487.0,161.3,65,68.57
5228,25,fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5229,50,fermé,1981,55,femme,2.34,18487.0,161.3,65,68.57
5230,46,demi-fermé,1941,55,femme,2.34,18487.0,161.3,65,68.57
5231,48,"ouvert, fermes, châteaux",1966,55,femme,2.34,18487.0,161.3,65,68.57
5232,38,demi-fermé,1928,55,homme,2.34,18487.0,161.3,65,68.57
5233,13,"ouvert, fermes, châteaux",1901,55,femme,2.34,18487.0,161.3,65,68.57
5234,32,fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5235,51,fermé,1921,55,homme,2.34,18487.0,161.3,65,68.57
5236,1,demi-fermé,1927,55,femme,2.34,18487.0,161.3,65,68.57
5237,3,"ouvert, fermes, châteaux",1937,55,femme,2.34,18487.0,161.3,65,68.57
5238,75,appartements,1900,55,femme,2.34,18487.0,161.3,65,68.57
5239,43,"ouvert, fermes, châteaux",1981,55,femme,2.34,18487.0,161.3,65,68.57
5240,71,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5241,12,demi-fermé,1977,55,femme,2.34,18487.0,161.3,65,68.57
5242,21,fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5243,12,fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5244,48,demi-fermé,1919,55,homme,2.34,18487.0,161.3,65,68.57
5245,45,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5246,72,"ouvert, fermes, châteaux",1900,55,homme,2.34,18487.0,161.3,65,68.57
5247,68,demi-fermé,1964,55,femme,2.34,18487.0,161.3,65,68.57
5248,58,"ouvert, fermes, châteaux",1962,55,femme,2.34,18487.0,161.3,65,68.57
5249,33,fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5250,26,fermé,1947,55,homme,2.34,18487.0,161.3,65,68.57
5251,38,demi-fermé,1963,55,femme,2.34,18487.0,161.3,65,68.57
5252,67,"ouvert, fermes, châteaux",1951,55,femme,2.34,18487.0,161.3,65,68.57
5253,73,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5254,16,fermé,1928,55,femme,2.34,18487.0,161.3,65,68.57
5255,31,"ouvert, fermes, châteaux",1981,55,homme,2.34,18487.0,161.3,65,68.57
5256,35,demi-fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5257,42,"ouvert, fermes, châteaux",1900,55,homme,2.34,18487.0,161.3,65,68.57
5258,46,"ouvert, fermes, châteaux",1900,55,homme,2.34,18487.0,161.3,65,68.57
5259,62,"ouvert, fermes, châteaux",1922,55,femme,2.34,18487.0,161.3,65,68.57
5260,62,fermé,1966,55,femme,2.34,18487.0,161.3,65,68.57
5261,12,demi-fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5262,42,fermé,1977,55,homme,2.34,18487.0,161.3,65,68.57
5263,28,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5264,45,"ouvert, fermes, châteaux",1900,55,femme,2.34,18487.0,161.3,65,68.57
5265,41,fermé,1972,55,homme,2.34,18487.0,161.3,65,68.57
5266,17,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5267,21,demi-fermé,1950,55,homme,2.34,18487.0,161.3,65,68.57
5268,12,demi-fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5269,47,demi-fermé,1902,55,femme,2.34,18487.0,161.3,65,68.57
5270,33,"ouvert, fermes, châteaux",1976,55,homme,2.34,18487.0,161.3,65,68.57
5271,10,fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5272,75,"ouvert, fermes, châteaux",1981,55,femme,2.34,18487.0,161.3,65,68.57
5273,18,demi-fermé,1928,55,homme,2.34,18487.0,161.3,65,68.57
5274,75,fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5275,41,"ouvert, fermes, châteaux",1929,55,femme,2.34,18487.0,161.3,65,68.57
5276,43,fermé,1964,55,homme,2.34,18487.0,161.3,65,68.57
5277,47,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5278,26,fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5279,33,demi-fermé,1980,55,homme,2.34,18487.0,161.3,65,68.57
5280,25,"ouvert, fermes, châteaux",1960,55,femme,2.34,18487.0,161.3,65,68.57
5281,22,fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5282,23,"ouvert, fermes, châteaux",1900,55,homme,2.34,18487.0,161.3,65,68.57
5283,33,demi-fermé,1964,55,homme,2.34,18487.0,161.3,65,68.57
5284,3,fermé,1969,55,homme,2.34,18487.0,161.3,65,68.57
5285,50,demi-fermé,1981,55,homme,2.34,18487.0,161.3,65,68.57
5286,31,demi-fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5287,38,"ouvert, fermes, châteaux",1981,55,homme,2.34,18487.0,161.3,65,68.57
5288,60,fermé,1965,55,homme,2.34,18487.0,161.3,65,68.57
5289,63,"ouvert, fermes, châteaux",1964,55,femme,2.34,18487.0,161.3,65,68.57
5290,8,"ouvert, fermes, châteaux",1971,55,femme,2.34,18487.0,161.3,65,68.57
5291,75,demi-fermé,1968,55,femme,2.34,18487.0,161.3,65,68.57
5292,33,demi-fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5293,25,"ouvert, fermes, châteaux",1900,55,femme,2.34,18487.0,161.3,65,68.57
5294,72,demi-fermé,1981,55,femme,2.34,18487.0,161.3,65,68.57
5295,68,fermé,1963,55,homme,2.34,18487.0,161.3,65,68.57
5296,15,demi-fermé,1900,55,femme,2.34,18487.0,161.3,65,68.57
5299,42,demi-fermé,1900,55,homme,2.34,18487.0,161.3,65,68.57
5300,20,"ouvert, fermes, châteaux",1962,82,femme,2.4,18487.0,161.4,71,104.67
5301,58,"ouvert, fermes, châteaux",1969,82,femme,2.4,18487.0,161.4,71,104.67
5302,75,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5303,1,"ouvert, fermes, châteaux",1900,82,femme,2.4,18487.0,161.4,71,104.67
5304,46,demi-fermé,1981,82,femme,2.4,18487.0,161.4,71,104.67
5305,45,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5306,42,fermé,1900,82,homme,2.4,18487.0,161.4,71,104.67
5307,18,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5308,45,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5309,36,"ouvert, fermes, châteaux",1900,82,femme,2.4,18487.0,161.4,71,104.67
5310,46,demi-fermé,1900,82,homme,2.4,18487.0,161.4,71,104.67
5311,41,demi-fermé,1900,82,femme,2.4,18487.0,161.4,71,104.67
5312,38,"ouvert, fermes, châteaux",1935,82,homme,2.4,18487.0,161.4,71,104.67
5313,12,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5314,61,fermé,1981,82,homme,2.4,18487.0,161.4,71,104.67
5315,20,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5316,16,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5317,17,"ouvert, fermes, châteaux",1960,82,homme,2.4,18487.0,161.4,71,104.67
5318,12,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5319,52,demi-fermé,1981,82,femme,2.4,18487.0,161.4,71,104.67
5320,61,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5321,72,fermé,1981,82,homme,2.4,18487.0,161.4,71,104.67
5322,48,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5323,48,fermé,1972,82,femme,2.4,18487.0,161.4,71,104.67
5324,13,"ouvert, fermes, châteaux",1965,82,femme,2.4,18487.0,161.4,71,104.67
5325,22,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5326,17,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5327,50,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5328,37,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5329,38,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5330,17,"ouvert, fermes, châteaux",1958,82,homme,2.4,18487.0,161.4,71,104.67
5331,12,appartements,1900,82,homme,2.4,18487.0,161.4,71,104.67
5332,32,"ouvert, fermes, châteaux",1979,82,femme,2.4,18487.0,161.4,71,104.67
5333,66,"ouvert, fermes, châteaux",1947,82,femme,2.4,18487.0,161.4,71,104.67
5334,32,"ouvert, fermes, châteaux",1976,82,femme,2.4,18487.0,161.4,71,104.67
5335,45,demi-fermé,1900,82,femme,2.4,18487.0,161.4,71,104.67
5336,53,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5337,25,"ouvert, fermes, châteaux",1927,82,homme,2.4,18487.0,161.4,71,104.67
5338,1,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5339,70,"ouvert, fermes, châteaux",1981,82,homme,2.4,18487.0,161.4,71,104.67
5340,55,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5341,47,"ouvert, fermes, châteaux",1900,82,femme,2.4,18487.0,161.4,71,104.67
5342,33,"ouvert, fermes, châteaux",1973,82,femme,2.4,18487.0,161.4,71,104.67
5343,65,fermé,1981,82,homme,2.4,18487.0,161.4,71,104.67
5345,30,demi-fermé,1974,82,homme,2.4,18487.0,161.4,71,104.67
5346,0,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5347,42,"ouvert, fermes, châteaux",1900,82,femme,2.4,18487.0,161.4,71,104.67
5348,61,fermé,1977,82,femme,2.4,18487.0,161.4,71,104.67
5349,67,"ouvert, fermes, châteaux",1900,82,femme,2.4,18487.0,161.4,71,104.67
5350,11,"ouvert, fermes, châteaux",1971,82,femme,2.4,18487.0,161.4,71,104.67
5351,63,"ouvert, fermes, châteaux",1980,82,femme,2.4,18487.0,161.4,71,104.67
5352,58,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5353,12,"ouvert, fermes, châteaux",1938,82,femme,2.4,18487.0,161.4,71,104.67
5354,33,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5355,36,fermé,1900,82,homme,2.4,18487.0,161.4,71,104.67
5356,60,"ouvert, fermes, châteaux",1900,82,homme,2.4,18487.0,161.4,71,104.67
5357,75,fermé,1900,82,femme,2.4,18487.0,161.4,71,104.67
5358,7,"ouvert, fermes, châteaux",1981,82,femme,2.4,18487.0,161.4,71,104.67
5359,6,"ouvert, fermes, châteaux",1960,82,femme,2.4,18487.0,161.4,71,104.67
5360,63,demi-fermé,1971,82,homme,2.4,18487.0,161.4,71,104.67
5362,38,demi-fermé,1964,82,femme,2.4,18487.0,161.4,71,104.67
5363,75,appartements,1913,82,femme,2.4,18487.0,161.4,71,104.67
